Ensembl Gene ID,Fly Ensembl Gene ID,Homology Type
ENSG00000235038,,
ENSG00000258716,,
ENSG00000260778,,
ENSG00000199780,,
ENSG00000171408,,
ENSG00000201279,,
ENSG00000254437,,
ENSG00000145979,FBgn0039158,ortholog_one2one
ENSG00000244451,,
ENSG00000271848,,
ENSG00000243398,,
ENSG00000200201,,
ENSG00000243723,,
ENSG00000249392,,
ENSG00000222361,,
ENSG00000200554,,
ENSG00000238686,,
ENSG00000251721,,
ENSG00000266212,,
ENSG00000213315,,
ENSG00000254747,,
ENSG00000231586,,
ENSG00000230546,,
ENSG00000188293,,
ENSG00000227845,,
ENSG00000251934,,
ENSG00000259611,,
ENSG00000249892,,
ENSG00000227331,,
ENSG00000220744,,
ENSG00000217314,,
ENSG00000233216,,
ENSG00000248702,,
ENSG00000238304,,
ENSG00000271133,,
ENSG00000258884,,
ENSG00000250404,,
ENSG00000266643,,
ENSG00000161326,FBgn0039742,ortholog_one2many
ENSG00000224260,,
ENSG00000255358,,
ENSG00000258491,,
ENSG00000242288,,
ENSG00000270209,,
ENSG00000255316,,
ENSG00000201676,,
ENSG00000264004,,
ENSG00000204380,,
ENSG00000259266,,
ENSG00000243845,,
ENSG00000252644,,
ENSG00000240549,,
ENSG00000201775,,
ENSG00000137033,,
ENSG00000228661,,
ENSG00000264128,,
ENSG00000243445,,
ENSG00000227068,,
ENSG00000221102,,
ENSG00000171103,,
ENSG00000216027,,
ENSG00000200957,,
ENSG00000207513,,
ENSG00000185839,,
ENSG00000266343,,
ENSG00000249066,,
ENSG00000255220,,
ENSG00000229368,,
ENSG00000214761,,
ENSG00000270701,,
ENSG00000237404,,
ENSG00000260810,,
ENSG00000200753,,
ENSG00000264742,,
ENSG00000228586,,
ENSG00000220522,,
ENSG00000248237,,
ENSG00000118503,,
ENSG00000233911,,
ENSG00000179460,,
ENSG00000236698,,
ENSG00000245832,,
ENSG00000234211,,
ENSG00000224463,,
ENSG00000241439,,
ENSG00000128731,FBgn0031107,ortholog_one2many
ENSG00000231675,,
ENSG00000227116,,
ENSG00000222168,,
ENSG00000265829,,
ENSG00000130701,,
ENSG00000238098,,
ENSG00000264081,,
ENSG00000270062,,
ENSG00000248607,,
ENSG00000272412,,
ENSG00000243792,,
ENSG00000240152,,
ENSG00000269353,,
ENSG00000234807,,
ENSG00000173575,FBgn0250786,ortholog_one2many
ENSG00000265911,,
ENSG00000229582,,
ENSG00000271227,,
ENSG00000220694,,
ENSG00000258843,,
ENSG00000175773,,
ENSG00000213075,,
ENSG00000266389,,
ENSG00000228412,,
ENSG00000231525,,
ENSG00000251491,,
ENSG00000250012,,
ENSG00000166839,,
ENSG00000212534,,
ENSG00000237674,,
ENSG00000265975,,
ENSG00000211934,,
ENSG00000271816,,
ENSG00000143970,FBgn0261823,ortholog_one2many
ENSG00000264110,,
ENSG00000232413,,
ENSG00000252945,,
ENSG00000241261,,
ENSG00000249106,,
ENSG00000212309,,
ENSG00000272226,,
ENSG00000213908,,
ENSG00000188668,,
ENSG00000254511,,
ENSG00000258687,,
ENSG00000268869,,
ENSG00000250218,,
ENSG00000271852,,
ENSG00000262966,,
ENSG00000228392,,
ENSG00000231740,,
ENSG00000205682,,
ENSG00000252592,,
ENSG00000203814,,
ENSG00000255155,,
ENSG00000258745,,
ENSG00000219284,,
ENSG00000238317,,
ENSG00000087095,FBgn0011817,ortholog_one2one
ENSG00000223866,,
ENSG00000222300,,
ENSG00000270143,,
ENSG00000255246,,
ENSG00000226439,,
ENSG00000264275,,
ENSG00000108100,FBgn0032378,ortholog_one2many
ENSG00000243667,FBgn0036771,ortholog_one2many
ENSG00000232453,,
ENSG00000213189,,
ENSG00000263708,,
ENSG00000236616,,
ENSG00000211935,,
ENSG00000226261,,
ENSG00000253079,,
ENSG00000272020,,
ENSG00000010030,FBgn0000567,ortholog_many2many
ENSG00000272140,,
ENSG00000270802,,
ENSG00000218187,,
ENSG00000264831,,
ENSG00000227097,,
ENSG00000199595,,
ENSG00000252985,,
ENSG00000225751,,
ENSG00000246022,,
ENSG00000241347,,
ENSG00000255352,,
ENSG00000233721,,
ENSG00000202169,,
ENSG00000143878,FBgn0014020,ortholog_one2many
ENSG00000227591,,
ENSG00000202029,,
ENSG00000260212,,
ENSG00000226889,,
ENSG00000226878,,
ENSG00000228121,,
ENSG00000273218,,
ENSG00000226078,,
ENSG00000229700,,
ENSG00000173039,FBgn0011274,ortholog_many2many
ENSG00000173039,FBgn0260632,ortholog_many2many
ENSG00000255382,,
ENSG00000268189,,
ENSG00000248249,,
ENSG00000221768,,
ENSG00000229808,,
ENSG00000211936,,
ENSG00000184432,FBgn0025724,ortholog_one2one
ENSG00000252072,,
ENSG00000217228,,
ENSG00000236136,,
ENSG00000248692,,
ENSG00000165732,,
ENSG00000221173,,
ENSG00000262815,,
ENSG00000230812,,
ENSG00000224005,,
ENSG00000036257,FBgn0261268,ortholog_one2one
ENSG00000254842,,
ENSG00000272966,,
ENSG00000223642,,
ENSG00000269782,,
ENSG00000255063,,
ENSG00000219699,,
ENSG00000250372,,
ENSG00000263051,,
ENSG00000227803,,
ENSG00000219451,,
ENSG00000242696,,
ENSG00000232222,,
ENSG00000224842,,
ENSG00000236012,,
ENSG00000269765,,
ENSG00000263860,,
ENSG00000271851,,
ENSG00000273456,,
ENSG00000241183,,
ENSG00000237684,,
ENSG00000242338,,
ENSG00000240869,,
ENSG00000227818,,
ENSG00000253522,,
ENSG00000250934,,
ENSG00000253452,,
ENSG00000252949,,
ENSG00000270915,,
ENSG00000203706,,
ENSG00000183598,FBgn0051613,ortholog_one2one
ENSG00000241654,,
ENSG00000264242,,
ENSG00000236922,,
ENSG00000264130,,
ENSG00000266144,,
ENSG00000224707,,
ENSG00000236047,,
ENSG00000254441,,
ENSG00000241042,,
ENSG00000201516,,
ENSG00000247228,,
ENSG00000227094,,
ENSG00000211937,,
ENSG00000222431,,
ENSG00000251448,,
ENSG00000248980,,
ENSG00000102981,FBgn0026192,ortholog_one2many
ENSG00000102030,FBgn0263251,ortholog_one2many
ENSG00000272895,,
ENSG00000235215,,
ENSG00000201683,,
ENSG00000202304,,
ENSG00000252262,,
ENSG00000243510,,
ENSG00000270893,,
ENSG00000225832,,
ENSG00000225046,,
ENSG00000207729,,
ENSG00000131238,FBgn0030057,ortholog_one2one
ENSG00000255455,,
ENSG00000227179,,
ENSG00000269516,,
ENSG00000227945,,
ENSG00000237352,,
ENSG00000213492,,
ENSG00000249833,,
ENSG00000225369,,
ENSG00000226856,,
ENSG00000227243,,
ENSG00000248480,,
ENSG00000207117,,
ENSG00000183941,FBgn0013981,ortholog_one2many
ENSG00000242673,,
ENSG00000253524,,
ENSG00000227941,,
ENSG00000228972,,
ENSG00000248388,,
ENSG00000224152,,
ENSG00000233848,,
ENSG00000238995,,
ENSG00000221516,,
ENSG00000224609,,
ENSG00000261145,,
ENSG00000225405,,
ENSG00000229565,,
ENSG00000228110,,
ENSG00000182404,,
ENSG00000242279,,
ENSG00000236129,,
ENSG00000259788,,
ENSG00000266775,,
ENSG00000229702,,
ENSG00000224733,,
ENSG00000238010,,
ENSG00000272574,,
ENSG00000268101,,
ENSG00000249458,,
ENSG00000252046,,
ENSG00000251463,,
ENSG00000207389,,
ENSG00000118960,,
ENSG00000227125,,
ENSG00000123124,FBgn0003557,ortholog_one2many
ENSG00000087460,FBgn0001123,ortholog_one2many
ENSG00000265237,,
ENSG00000259928,,
ENSG00000254698,,
ENSG00000255500,,
ENSG00000226266,,
ENSG00000227089,,
ENSG00000243173,,
ENSG00000166477,FBgn0038773,ortholog_one2many
ENSG00000166477,FBgn0019637,ortholog_one2many
ENSG00000227112,,
ENSG00000185522,,
ENSG00000223619,,
ENSG00000253687,,
ENSG00000250263,,
ENSG00000254522,,
ENSG00000227684,,
ENSG00000237612,,
ENSG00000241344,,
ENSG00000261556,,
ENSG00000196865,FBgn0250830,ortholog_one2one
ENSG00000255042,,
ENSG00000239192,,
ENSG00000231754,,
ENSG00000230739,,
ENSG00000222859,,
ENSG00000270457,,
ENSG00000269893,,
ENSG00000213130,,
ENSG00000233455,,
ENSG00000250249,,
ENSG00000231870,,
ENSG00000196296,FBgn0263006,ortholog_one2many
ENSG00000254391,,
ENSG00000271299,,
ENSG00000249084,,
ENSG00000266150,,
ENSG00000231698,,
ENSG00000226883,,
ENSG00000254309,,
ENSG00000200972,,
ENSG00000269909,,
ENSG00000250131,,
ENSG00000233888,,
ENSG00000258910,,
ENSG00000231816,,
ENSG00000220771,,
ENSG00000270936,,
ENSG00000252663,,
ENSG00000266005,,
ENSG00000255001,,
ENSG00000207221,,
ENSG00000248847,,
ENSG00000238328,,
ENSG00000253504,,
ENSG00000268529,,
ENSG00000230783,,
ENSG00000259320,,
ENSG00000235433,,
ENSG00000254518,,
ENSG00000227259,,
ENSG00000224668,,
ENSG00000254384,,
ENSG00000201931,,
ENSG00000253417,,
ENSG00000265839,,
ENSG00000227055,,
ENSG00000259041,,
ENSG00000221499,,
ENSG00000248336,,
ENSG00000253685,,
ENSG00000186715,,
ENSG00000265535,,
ENSG00000234988,,
ENSG00000251416,,
ENSG00000265085,,
ENSG00000252465,,
ENSG00000229332,,
ENSG00000253610,,
ENSG00000111331,,
ENSG00000259507,,
ENSG00000221002,,
ENSG00000234233,,
ENSG00000180673,,
ENSG00000246067,,
ENSG00000263948,,
ENSG00000254840,,
ENSG00000259094,,
ENSG00000238242,,
ENSG00000266403,,
ENSG00000259424,,
ENSG00000221930,,
ENSG00000244372,,
ENSG00000272168,,
ENSG00000250329,,
ENSG00000223622,,
ENSG00000234004,,
ENSG00000228487,,
ENSG00000253403,,
ENSG00000170777,FBgn0034345,ortholog_one2many
ENSG00000251504,,
ENSG00000232337,,
ENSG00000251055,,
ENSG00000226476,,
ENSG00000206982,,
ENSG00000264480,,
ENSG00000237542,,
ENSG00000224476,,
ENSG00000231442,,
ENSG00000264833,,
ENSG00000238938,,
ENSG00000259621,,
ENSG00000231252,,
ENSG00000118990,,
ENSG00000224467,,
ENSG00000226034,,
ENSG00000220110,,
ENSG00000159086,FBgn0037466,ortholog_one2many
ENSG00000257213,,
ENSG00000250775,,
ENSG00000227667,,
ENSG00000207290,,
ENSG00000259475,,
ENSG00000229867,,
ENSG00000248634,,
ENSG00000183624,FBgn0037656,ortholog_one2one
ENSG00000206871,,
ENSG00000252104,,
ENSG00000252388,,
ENSG00000233134,,
ENSG00000254320,,
ENSG00000253000,,
ENSG00000235724,,
ENSG00000234169,,
ENSG00000229369,,
ENSG00000115204,FBgn0039930,ortholog_one2one
ENSG00000250768,,
ENSG00000237928,,
ENSG00000261054,,
ENSG00000241877,,
ENSG00000226060,,
ENSG00000232892,,
ENSG00000223562,,
ENSG00000225103,,
ENSG00000254173,,
ENSG00000253363,,
ENSG00000264423,,
ENSG00000250591,,
ENSG00000264563,,
ENSG00000201727,,
ENSG00000214883,,
ENSG00000267135,,
ENSG00000261616,,
ENSG00000231013,,
ENSG00000269652,,
ENSG00000212191,,
ENSG00000228488,,
ENSG00000226986,,
ENSG00000225755,,
ENSG00000259921,,
ENSG00000250839,,
ENSG00000202200,,
ENSG00000225067,,
ENSG00000239868,,
ENSG00000265691,,
ENSG00000206069,,
ENSG00000244708,,
ENSG00000264771,,
ENSG00000250993,,
ENSG00000251430,,
ENSG00000268987,,
ENSG00000232034,,
ENSG00000271677,,
ENSG00000220884,,
ENSG00000259706,,
ENSG00000251385,,
ENSG00000268475,,
ENSG00000248921,,
ENSG00000221488,,
ENSG00000241221,,
ENSG00000249421,,
ENSG00000201474,,
ENSG00000260948,,
ENSG00000245526,,
ENSG00000271833,,
ENSG00000233209,,
ENSG00000199985,,
ENSG00000251025,,
ENSG00000254186,,
ENSG00000227403,,
ENSG00000233337,,
ENSG00000267107,,
ENSG00000219491,,
ENSG00000230140,,
ENSG00000230375,,
ENSG00000266951,,
ENSG00000153363,,
ENSG00000232995,,
ENSG00000254351,,
ENSG00000124440,FBgn0015542,ortholog_one2many
ENSG00000130700,FBgn0003117,ortholog_one2many
ENSG00000133063,FBgn0035398,ortholog_one2many
ENSG00000264637,,
ENSG00000265553,,
ENSG00000265211,,
ENSG00000243960,,
ENSG00000201302,,
ENSG00000255078,,
ENSG00000263380,,
ENSG00000238188,,
ENSG00000222303,,
ENSG00000251680,,
ENSG00000250061,,
ENSG00000227454,,
ENSG00000200788,,
ENSG00000270742,,
ENSG00000249883,,
ENSG00000226881,,
ENSG00000199890,,
ENSG00000264329,,
ENSG00000243503,,
ENSG00000255349,,
ENSG00000268034,,
ENSG00000200360,,
ENSG00000255503,,
ENSG00000248197,,
ENSG00000266637,,
ENSG00000265856,,
ENSG00000254038,,
ENSG00000231346,,
ENSG00000238190,,
ENSG00000255010,,
ENSG00000227547,,
ENSG00000258798,,
ENSG00000255495,,
ENSG00000225813,,
ENSG00000237853,,
ENSG00000222515,,
ENSG00000269800,,
ENSG00000223947,,
ENSG00000228659,,
ENSG00000248770,,
ENSG00000260455,,
ENSG00000174197,,
ENSG00000254965,,
ENSG00000258446,,
ENSG00000254527,,
ENSG00000229326,,
ENSG00000266070,,
ENSG00000221562,,
ENSG00000249460,,
ENSG00000232320,,
ENSG00000219642,,
ENSG00000253650,,
ENSG00000199455,,
ENSG00000219404,,
ENSG00000203811,FBgn0053809,ortholog_one2one
ENSG00000260095,,
ENSG00000230671,,
ENSG00000268295,,
ENSG00000227493,,
ENSG00000215867,,
ENSG00000237215,,
ENSG00000254464,,
ENSG00000225356,,
ENSG00000271532,,
ENSG00000233311,,
ENSG00000268355,,
ENSG00000253123,,
ENSG00000221590,,
ENSG00000260874,,
ENSG00000261568,,
ENSG00000264551,,
ENSG00000186526,,
ENSG00000255051,,
ENSG00000237333,,
ENSG00000248610,,
ENSG00000271924,,
ENSG00000251336,,
ENSG00000223920,,
ENSG00000163328,FBgn0036741,ortholog_one2one
ENSG00000260049,,
ENSG00000258774,,
ENSG00000252535,,
ENSG00000225032,,
ENSG00000224076,,
ENSG00000253746,,
ENSG00000114670,,
ENSG00000254623,,
ENSG00000154608,,
ENSG00000254769,,
ENSG00000223643,,
ENSG00000270164,,
ENSG00000271200,,
ENSG00000241198,,
ENSG00000228772,,
ENSG00000237793,,
ENSG00000230926,,
ENSG00000200575,,
ENSG00000259895,,
ENSG00000256211,,
ENSG00000204427,FBgn0035519,ortholog_one2many
ENSG00000258962,,
ENSG00000212360,,
ENSG00000201028,,
ENSG00000233358,,
ENSG00000237756,,
ENSG00000260293,,
ENSG00000255560,,
ENSG00000251621,,
ENSG00000230317,,
ENSG00000236646,,
ENSG00000253161,,
ENSG00000236809,,
ENSG00000215339,,
ENSG00000265860,,
ENSG00000254676,,
ENSG00000227811,,
ENSG00000183558,,
ENSG00000266232,,
ENSG00000252740,,
ENSG00000218476,,
ENSG00000272902,,
ENSG00000230239,,
ENSG00000197077,,
ENSG00000255312,,
ENSG00000226121,,
ENSG00000261252,,
ENSG00000225122,,
ENSG00000212283,,
ENSG00000238137,,
ENSG00000222421,,
ENSG00000242860,,
ENSG00000232790,,
ENSG00000206353,,
ENSG00000230845,,
ENSG00000263954,,
ENSG00000222296,,
ENSG00000147854,,
ENSG00000263908,,
ENSG00000240761,,
ENSG00000238570,,
ENSG00000264857,,
ENSG00000223649,,
ENSG00000237610,,
ENSG00000234204,,
ENSG00000226946,,
ENSG00000207394,,
ENSG00000200327,,
ENSG00000254432,,
ENSG00000105429,FBgn0031981,ortholog_one2one
ENSG00000252514,,
ENSG00000247137,,
ENSG00000237217,,
ENSG00000200042,,
ENSG00000268027,,
ENSG00000235743,,
ENSG00000212527,,
ENSG00000235716,,
ENSG00000226058,,
ENSG00000261314,,
ENSG00000260711,,
ENSG00000263811,,
ENSG00000252554,,
ENSG00000228289,,
ENSG00000233579,,
ENSG00000223863,,
ENSG00000228792,,
ENSG00000234088,,
ENSG00000271377,,
ENSG00000232558,,
ENSG00000233351,,
ENSG00000219453,,
ENSG00000249312,,
ENSG00000253046,,
ENSG00000222455,,
ENSG00000212538,,
ENSG00000232479,,
ENSG00000187537,,
ENSG00000090686,,
ENSG00000228549,,
ENSG00000259020,,
ENSG00000234732,,
ENSG00000260101,,
ENSG00000056998,FBgn0034603,ortholog_one2many
ENSG00000227764,,
ENSG00000225719,,
ENSG00000254777,,
ENSG00000108306,FBgn0033639,ortholog_one2many
ENSG00000237556,,
ENSG00000226149,,
ENSG00000105655,FBgn0025885,ortholog_one2one
ENSG00000257524,,
ENSG00000203812,,
ENSG00000172352,FBgn0037027,ortholog_one2many
ENSG00000248769,,
ENSG00000218512,,
ENSG00000230918,,
ENSG00000237650,,
ENSG00000270664,,
ENSG00000237926,,
ENSG00000223826,,
ENSG00000271147,,
ENSG00000239736,,
ENSG00000249449,,
ENSG00000229151,,
ENSG00000186973,,
ENSG00000252414,,
ENSG00000232994,,
ENSG00000231445,,
ENSG00000185903,,
ENSG00000220748,,
ENSG00000227028,,
ENSG00000249418,,
ENSG00000222080,,
ENSG00000224674,,
ENSG00000202059,,
ENSG00000226530,,
ENSG00000233694,,
ENSG00000130656,,
ENSG00000211996,,
ENSG00000236686,,
ENSG00000237227,,
ENSG00000224763,,
ENSG00000228513,,
ENSG00000223889,,
ENSG00000199849,,
ENSG00000218689,,
ENSG00000233397,,
ENSG00000229082,,
ENSG00000224611,,
ENSG00000219582,,
ENSG00000237549,,
ENSG00000213070,,
ENSG00000238142,,
ENSG00000234766,,
ENSG00000227305,,
ENSG00000239653,,
ENSG00000253388,,
ENSG00000231437,,
ENSG00000244192,,
ENSG00000236841,,
ENSG00000154217,FBgn0027872,ortholog_one2one
ENSG00000225124,,
ENSG00000251830,,
ENSG00000200174,,
ENSG00000013275,FBgn0037742,ortholog_one2many
ENSG00000013275,FBgn0028686,ortholog_one2many
ENSG00000242610,,
ENSG00000271843,,
ENSG00000202050,,
ENSG00000204196,,
ENSG00000234387,,
ENSG00000201153,,
ENSG00000232556,,
ENSG00000253414,,
ENSG00000231057,,
ENSG00000244335,,
ENSG00000178826,,
ENSG00000235241,,
ENSG00000269266,,
ENSG00000270549,,
ENSG00000218186,,
ENSG00000212312,,
ENSG00000243410,,
ENSG00000207082,,
ENSG00000232725,,
ENSG00000011426,FBgn0261385,ortholog_one2one
ENSG00000213703,,
ENSG00000164520,,
ENSG00000207005,,
ENSG00000269887,,
ENSG00000219666,,
ENSG00000237750,,
ENSG00000272345,,
ENSG00000272181,,
ENSG00000250405,,
ENSG00000216047,,
ENSG00000234467,,
ENSG00000149948,,
ENSG00000243236,,
ENSG00000272402,,
ENSG00000263979,,
ENSG00000272426,,
ENSG00000268997,,
ENSG00000254111,,
ENSG00000241111,,
ENSG00000069956,,
ENSG00000198237,,
ENSG00000255397,,
ENSG00000233693,,
ENSG00000203852,FBgn0053812,ortholog_one2many
ENSG00000203852,FBgn0053836,ortholog_one2many
ENSG00000203852,FBgn0053830,ortholog_one2many
ENSG00000203852,FBgn0053848,ortholog_one2many
ENSG00000203852,FBgn0053821,ortholog_one2many
ENSG00000203852,FBgn0053854,ortholog_one2many
ENSG00000203852,FBgn0053818,ortholog_one2many
ENSG00000203852,FBgn0053842,ortholog_one2many
ENSG00000203852,FBgn0053863,ortholog_one2many
ENSG00000203852,FBgn0053824,ortholog_one2many
ENSG00000203852,FBgn0053815,ortholog_one2many
ENSG00000203852,FBgn0053827,ortholog_one2many
ENSG00000203852,FBgn0053860,ortholog_one2many
ENSG00000227426,,
ENSG00000226526,,
ENSG00000226925,,
ENSG00000224164,,
ENSG00000264041,,
ENSG00000235545,,
ENSG00000226868,,
ENSG00000259228,,
ENSG00000238285,,
ENSG00000231246,,
ENSG00000200222,,
ENSG00000269354,,
ENSG00000224368,,
ENSG00000218725,,
ENSG00000252180,,
ENSG00000234288,,
ENSG00000248955,,
ENSG00000189196,,
ENSG00000271917,,
ENSG00000241395,,
ENSG00000184844,,
ENSG00000256458,,
ENSG00000239111,,
ENSG00000234318,,
ENSG00000204362,,
ENSG00000160959,,
ENSG00000212205,,
ENSG00000201987,,
ENSG00000171872,FBgn0000233,ortholog_many2many
ENSG00000218806,,
ENSG00000197990,,
ENSG00000234388,,
ENSG00000205716,,
ENSG00000254290,,
ENSG00000237163,,
ENSG00000225487,,
ENSG00000259257,,
ENSG00000229258,,
ENSG00000230282,,
ENSG00000233459,,
ENSG00000252106,,
ENSG00000241572,,
ENSG00000251515,,
ENSG00000266634,,
ENSG00000227218,,
ENSG00000268582,,
ENSG00000202198,,
ENSG00000229537,,
ENSG00000227888,,
ENSG00000233031,,
ENSG00000261976,,
ENSG00000259590,,
ENSG00000242865,,
ENSG00000255543,,
ENSG00000239642,,
ENSG00000224791,,
ENSG00000261745,,
ENSG00000259760,,
ENSG00000250492,,
ENSG00000241101,,
ENSG00000206280,,
ENSG00000238761,,
ENSG00000263391,,
ENSG00000200902,,
ENSG00000243521,,
ENSG00000254802,,
ENSG00000268833,,
ENSG00000230973,,
ENSG00000259341,,
ENSG00000273483,,
ENSG00000217083,,
ENSG00000237844,,
ENSG00000211573,,
ENSG00000230132,,
ENSG00000256049,,
ENSG00000239926,,
ENSG00000213925,,
ENSG00000241562,,
ENSG00000255283,,
ENSG00000201270,,
ENSG00000269119,,
ENSG00000233626,,
ENSG00000235299,,
ENSG00000251930,,
ENSG00000227485,,
ENSG00000212086,,
ENSG00000206970,,
ENSG00000136856,FBgn0015230,ortholog_many2many
ENSG00000136856,FBgn0051100,ortholog_many2many
ENSG00000136856,FBgn0034909,ortholog_many2many
ENSG00000136856,FBgn0037386,ortholog_many2many
ENSG00000136856,FBgn0037387,ortholog_many2many
ENSG00000136856,FBgn0050035,ortholog_many2many
ENSG00000136856,FBgn0031517,ortholog_many2many
ENSG00000136856,FBgn0053282,ortholog_many2many
ENSG00000136856,FBgn0033644,ortholog_many2many
ENSG00000136856,FBgn0028560,ortholog_many2many
ENSG00000136856,FBgn0037486,ortholog_many2many
ENSG00000136856,FBgn0034045,ortholog_many2many
ENSG00000136856,FBgn0053281,ortholog_many2many
ENSG00000136856,FBgn0031523,ortholog_many2many
ENSG00000136856,FBgn0031520,ortholog_many2many
ENSG00000136856,FBgn0029932,ortholog_many2many
ENSG00000136856,FBgn0036316,ortholog_many2many
ENSG00000136856,FBgn0037485,ortholog_many2many
ENSG00000136856,FBgn0031522,ortholog_many2many
ENSG00000136856,FBgn0034247,ortholog_many2many
ENSG00000226847,,
ENSG00000214975,,
ENSG00000253026,,
ENSG00000252359,,
ENSG00000213881,,
ENSG00000201724,,
ENSG00000108821,FBgn0000299,ortholog_one2many
ENSG00000229225,,
ENSG00000235951,,
ENSG00000252750,,
ENSG00000219074,,
ENSG00000221691,,
ENSG00000224702,,
ENSG00000196610,,
ENSG00000164740,,
ENSG00000248651,,
ENSG00000238975,,
ENSG00000206177,,
ENSG00000151849,FBgn0011020,ortholog_one2one
ENSG00000229641,,
ENSG00000203605,,
ENSG00000226756,,
ENSG00000212187,,
ENSG00000225075,,
ENSG00000254222,,
ENSG00000211938,,
ENSG00000226017,,
ENSG00000251846,,
ENSG00000265349,,
ENSG00000220749,,
ENSG00000254423,,
ENSG00000267839,,
ENSG00000255110,,
ENSG00000272053,,
ENSG00000271593,,
ENSG00000261595,,
ENSG00000182397,,
ENSG00000253711,,
ENSG00000153208,,
ENSG00000229980,,
ENSG00000228645,,
ENSG00000262296,,
ENSG00000264074,,
ENSG00000218713,,
ENSG00000251742,,
ENSG00000254696,,
ENSG00000250048,,
ENSG00000255556,,
ENSG00000269939,,
ENSG00000243993,,
ENSG00000268041,,
ENSG00000238022,,
ENSG00000234790,,
ENSG00000234714,,
ENSG00000220517,,
ENSG00000227791,,
ENSG00000265593,,
ENSG00000252259,,
ENSG00000235802,,
ENSG00000224331,,
ENSG00000261731,,
ENSG00000219302,,
ENSG00000236785,,
ENSG00000221486,,
ENSG00000211939,,
ENSG00000264358,,
ENSG00000242296,,
ENSG00000182217,,
ENSG00000255541,,
ENSG00000224209,,
ENSG00000251158,,
ENSG00000259810,,
ENSG00000252879,,
ENSG00000227678,,
ENSG00000264764,,
ENSG00000166007,,
ENSG00000100053,,
ENSG00000254285,,
ENSG00000249668,,
ENSG00000237271,,
ENSG00000206908,,
ENSG00000270074,,
ENSG00000229983,,
ENSG00000144119,FBgn0042134,ortholog_one2many
ENSG00000236525,,
ENSG00000214660,,
ENSG00000219163,,
ENSG00000177822,,
ENSG00000254551,,
ENSG00000244618,,
ENSG00000236681,,
ENSG00000251402,,
ENSG00000253082,,
ENSG00000266556,,
ENSG00000260722,,
ENSG00000234389,,
ENSG00000159210,FBgn0260940,ortholog_one2one
ENSG00000268525,,
ENSG00000265176,,
ENSG00000226251,,
ENSG00000264056,,
ENSG00000230848,,
ENSG00000229313,,
ENSG00000239891,,
ENSG00000215866,,
ENSG00000202438,,
ENSG00000236757,,
ENSG00000250585,,
ENSG00000250959,,
ENSG00000217527,,
ENSG00000222898,,
ENSG00000199964,,
ENSG00000229923,,
ENSG00000223623,,
ENSG00000225304,,
ENSG00000237463,,
ENSG00000264408,,
ENSG00000261457,,
ENSG00000249230,,
ENSG00000254887,,
ENSG00000230663,,
ENSG00000261372,,
ENSG00000223566,,
ENSG00000206530,FBgn0083960,ortholog_one2one
ENSG00000231514,,
ENSG00000211524,,
ENSG00000224095,,
ENSG00000199361,,
ENSG00000234572,,
ENSG00000266704,,
ENSG00000218857,,
ENSG00000228734,,
ENSG00000235857,,
ENSG00000265615,,
ENSG00000230372,,
ENSG00000263421,,
ENSG00000251127,,
ENSG00000250794,,
ENSG00000252315,,
ENSG00000199552,,
ENSG00000236634,,
ENSG00000230593,,
ENSG00000234758,,
ENSG00000223683,,
ENSG00000263913,,
ENSG00000212567,,
ENSG00000271367,,
ENSG00000230063,,
ENSG00000259634,,
ENSG00000230536,,
ENSG00000212296,,
ENSG00000252012,,
ENSG00000237843,,
ENSG00000206869,,
ENSG00000219863,,
ENSG00000202146,,
ENSG00000224167,,
ENSG00000231830,,
ENSG00000250114,,
ENSG00000253098,,
ENSG00000164163,FBgn0086706,ortholog_one2one
ENSG00000223890,,
ENSG00000206976,,
ENSG00000234915,,
ENSG00000233255,,
ENSG00000250742,,
ENSG00000248120,,
ENSG00000265577,,
ENSG00000255232,,
ENSG00000171115,,
ENSG00000235316,,
ENSG00000251018,,
ENSG00000227680,,
ENSG00000225216,,
ENSG00000199508,,
ENSG00000225338,,
ENSG00000251478,,
ENSG00000228040,,
ENSG00000255857,,
ENSG00000266226,,
ENSG00000179978,,
ENSG00000223318,,
ENSG00000270050,,
ENSG00000174407,,
ENSG00000179988,FBgn0031041,ortholog_one2one
ENSG00000269988,,
ENSG00000255141,,
ENSG00000238368,,
ENSG00000260470,,
ENSG00000252356,,
ENSG00000266487,,
ENSG00000236283,,
ENSG00000201544,,
ENSG00000233741,,
ENSG00000223548,,
ENSG00000254119,,
ENSG00000197838,,
ENSG00000265214,,
ENSG00000227211,,
ENSG00000259436,,
ENSG00000257534,,
ENSG00000229832,,
ENSG00000230798,,
ENSG00000180672,,
ENSG00000229020,,
ENSG00000218049,,
ENSG00000224012,,
ENSG00000254075,,
ENSG00000264047,,
ENSG00000224535,,
ENSG00000168405,,
ENSG00000254161,,
ENSG00000224850,,
ENSG00000204049,,
ENSG00000244752,,
ENSG00000218261,,
ENSG00000234771,,
ENSG00000233204,,
ENSG00000224789,,
ENSG00000271338,,
ENSG00000265826,,
ENSG00000265122,,
ENSG00000248576,,
ENSG00000228067,,
ENSG00000231585,,
ENSG00000201875,,
ENSG00000252294,,
ENSG00000230748,,
ENSG00000253242,,
ENSG00000251998,,
ENSG00000226419,,
ENSG00000213739,,
ENSG00000255549,,
ENSG00000251003,,
ENSG00000229209,,
