Ensembl Gene ID,Rat Ensembl Gene ID,Homology Type
ENSG00000255875,,
ENSG00000263335,,
ENSG00000200615,,
ENSG00000163217,ENSRNOG00000009316,ortholog_one2one
ENSG00000213713,,
ENSG00000268225,,
ENSG00000263065,,
ENSG00000252806,,
ENSG00000133105,ENSRNOG00000000897,ortholog_one2one
ENSG00000252673,ENSRNOG00000041857,ortholog_many2many
ENSG00000100577,ENSRNOG00000047708,ortholog_one2one
ENSG00000252587,ENSRNOG00000041822,ortholog_many2many
ENSG00000247151,,
ENSG00000108753,ENSRNOG00000002598,ortholog_one2one
ENSG00000252936,ENSRNOG00000044394,ortholog_many2many
ENSG00000213793,,
ENSG00000260611,,
ENSG00000261620,,
ENSG00000239959,,
ENSG00000204219,ENSRNOG00000011794,ortholog_one2one
ENSG00000269646,,
ENSG00000261515,,
ENSG00000213801,,
ENSG00000105227,ENSRNOG00000018369,ortholog_one2one
ENSG00000242140,,
ENSG00000206932,,
ENSG00000231738,,
ENSG00000177181,ENSRNOG00000008625,ortholog_one2one
ENSG00000111530,ENSRNOG00000007834,ortholog_one2one
ENSG00000237806,,
ENSG00000184682,ENSRNOG00000046465,ortholog_one2one
ENSG00000128590,ENSRNOG00000004006,ortholog_one2one
ENSG00000269082,,
ENSG00000241231,,
ENSG00000261782,,
ENSG00000186160,ENSRNOG00000030154,ortholog_many2many
ENSG00000221580,,
ENSG00000163012,ENSRNOG00000032579,ortholog_one2one
ENSG00000231325,,
ENSG00000242779,,
ENSG00000257745,,
ENSG00000136908,ENSRNOG00000049110,ortholog_one2one
ENSG00000221618,,
ENSG00000068985,,
ENSG00000249275,,
ENSG00000200521,,
ENSG00000197457,ENSRNOG00000013657,ortholog_one2one
ENSG00000163510,ENSRNOG00000012651,ortholog_one2many
ENSG00000163510,ENSRNOG00000038322,ortholog_one2many
ENSG00000249627,,
ENSG00000156650,ENSRNOG00000012850,ortholog_one2one
ENSG00000250475,,
ENSG00000206808,,
ENSG00000132589,ENSRNOG00000009681,ortholog_one2one
ENSG00000241950,,
ENSG00000160007,ENSRNOG00000028664,ortholog_one2one
ENSG00000200485,,
ENSG00000241255,,
ENSG00000237265,,
ENSG00000223134,,
ENSG00000248429,,
ENSG00000254537,,
ENSG00000255207,,
ENSG00000234648,,
ENSG00000103266,ENSRNOG00000019798,ortholog_one2one
ENSG00000168061,ENSRNOG00000021003,ortholog_one2one
ENSG00000060709,ENSRNOG00000022893,ortholog_one2one
ENSG00000229402,,
ENSG00000137628,ENSRNOG00000014541,ortholog_one2many
ENSG00000137628,ENSRNOG00000014407,ortholog_one2many
ENSG00000104312,ENSRNOG00000009389,ortholog_one2one
ENSG00000177575,ENSRNOG00000010253,ortholog_one2one
ENSG00000235785,,
ENSG00000235245,,
ENSG00000258383,,
ENSG00000066185,ENSRNOG00000022199,ortholog_one2one
ENSG00000230934,,
ENSG00000216173,,
ENSG00000270235,,
ENSG00000206778,,
ENSG00000272439,,
ENSG00000262171,,
ENSG00000258749,,
ENSG00000230306,,
ENSG00000258213,,
ENSG00000215115,,
ENSG00000102048,ENSRNOG00000003441,ortholog_one2one
ENSG00000200506,,
ENSG00000215003,,
ENSG00000203546,ENSRNOG00000006727,ortholog_one2many
ENSG00000251073,,
ENSG00000162365,ENSRNOG00000009597,ortholog_many2many
ENSG00000223746,,
ENSG00000226699,,
ENSG00000247970,,
ENSG00000250604,,
ENSG00000183607,ENSRNOG00000009256,ortholog_one2one
ENSG00000265395,,
ENSG00000268282,,
ENSG00000258672,,
ENSG00000234972,,
ENSG00000241067,,
ENSG00000234973,,
ENSG00000273327,,
ENSG00000267943,,
ENSG00000199836,,
ENSG00000271198,,
ENSG00000268613,,
ENSG00000226790,,
ENSG00000161911,ENSRNOG00000040109,ortholog_one2one
ENSG00000206870,,
ENSG00000262332,,
ENSG00000242888,,
ENSG00000126088,ENSRNOG00000018211,ortholog_one2one
ENSG00000050393,ENSRNOG00000017988,ortholog_one2one
ENSG00000252380,,
ENSG00000263029,,
ENSG00000258693,,
ENSG00000247287,,
ENSG00000226870,,
ENSG00000204187,,
ENSG00000267240,,
ENSG00000214279,,
ENSG00000258560,,
ENSG00000198791,ENSRNOG00000012263,ortholog_one2one
ENSG00000111799,ENSRNOG00000010510,ortholog_one2one
ENSG00000262848,,
ENSG00000258926,,
ENSG00000265154,ENSRNOG00000035457,ortholog_one2one
ENSG00000269042,,
ENSG00000238106,,
ENSG00000168615,ENSRNOG00000017231,ortholog_one2one
ENSG00000267339,,
ENSG00000199082,ENSRNOG00000035612,ortholog_one2one
ENSG00000263198,,
ENSG00000237182,,
ENSG00000250548,,
ENSG00000185899,ENSRNOG00000026811,ortholog_one2one
ENSG00000257381,,
ENSG00000226808,,
ENSG00000237717,,
ENSG00000129480,ENSRNOG00000006727,ortholog_one2many
ENSG00000233703,,
ENSG00000260858,,
ENSG00000258777,,
ENSG00000264722,,
ENSG00000221684,,
ENSG00000231060,,
ENSG00000236769,,
ENSG00000201361,ENSRNOG00000044699,ortholog_many2many
ENSG00000258982,,
ENSG00000257366,,
ENSG00000231774,,
ENSG00000227029,,
ENSG00000266621,,
ENSG00000258667,,
ENSG00000260530,,
ENSG00000221855,ENSRNOG00000017881,ortholog_one2one
ENSG00000100823,ENSRNOG00000009663,ortholog_one2one
ENSG00000265373,,
ENSG00000223374,,
ENSG00000253620,,
ENSG00000233395,,
ENSG00000115297,ENSRNOG00000008343,ortholog_one2one
ENSG00000260504,,
ENSG00000154059,ENSRNOG00000045844,ortholog_one2one
ENSG00000258964,,
ENSG00000263752,,
ENSG00000258904,,
ENSG00000234442,,
ENSG00000261286,,
ENSG00000197019,ENSRNOG00000024363,ortholog_one2one
ENSG00000224232,,
ENSG00000252272,ENSRNOG00000045251,ortholog_one2many
ENSG00000259052,,
ENSG00000234235,,
ENSG00000130751,ENSRNOG00000015376,ortholog_one2one
ENSG00000238957,,
ENSG00000227209,,
ENSG00000255202,,
ENSG00000258882,,
ENSG00000261243,,
ENSG00000254193,,
ENSG00000237590,,
ENSG00000267014,,
ENSG00000176510,,
ENSG00000273113,,
ENSG00000166323,ENSRNOG00000007266,ortholog_one2one
ENSG00000238701,,
ENSG00000226466,,
ENSG00000197558,,
ENSG00000261471,,
ENSG00000240890,,
ENSG00000207186,,
ENSG00000254508,,
ENSG00000260859,,
ENSG00000039560,ENSRNOG00000028872,ortholog_one2one
ENSG00000258504,,
ENSG00000215113,,
ENSG00000258956,,
ENSG00000229116,,
ENSG00000214943,ENSRNOG00000038990,ortholog_one2one
ENSG00000228989,,
ENSG00000265249,,
ENSG00000235351,,
ENSG00000265990,,
ENSG00000260340,,
ENSG00000258842,,
ENSG00000214089,,
ENSG00000206286,,
ENSG00000221378,,
ENSG00000215692,,
ENSG00000255272,,
ENSG00000271079,ENSRNOG00000005101,ortholog_one2many
ENSG00000213385,,
ENSG00000270313,,
ENSG00000258903,,
ENSG00000267498,,
ENSG00000252643,,
ENSG00000165731,ENSRNOG00000014751,ortholog_one2one
ENSG00000198984,ENSRNOG00000035618,ortholog_one2one
ENSG00000234793,,
ENSG00000179219,,
ENSG00000270767,,
ENSG00000073910,ENSRNOG00000000894,ortholog_one2one
ENSG00000243794,,
ENSG00000238324,,
ENSG00000138119,ENSRNOG00000016117,ortholog_one2one
ENSG00000234580,,
ENSG00000215023,,
ENSG00000266307,,
ENSG00000259796,,
ENSG00000230257,,
ENSG00000255161,,
ENSG00000272710,,
ENSG00000244257,,
ENSG00000264203,,
ENSG00000244674,,
ENSG00000227395,,
ENSG00000090060,ENSRNOG00000004827,ortholog_one2one
ENSG00000241604,,
ENSG00000270124,,
ENSG00000258403,,
ENSG00000221602,,
ENSG00000224272,,
ENSG00000264045,,
ENSG00000169194,ENSRNOG00000007652,ortholog_one2one
ENSG00000255169,,
ENSG00000239383,,
ENSG00000236226,,
ENSG00000224812,,
ENSG00000198740,ENSRNOG00000017001,ortholog_one2one
ENSG00000167106,ENSRNOG00000050834,ortholog_one2one
ENSG00000264515,,
ENSG00000244222,,
ENSG00000260417,,
ENSG00000254619,,
ENSG00000253612,,
ENSG00000233025,,
ENSG00000263968,,
ENSG00000186369,,
ENSG00000255464,,
ENSG00000172971,,
ENSG00000255133,,
ENSG00000222190,,
ENSG00000234504,,
ENSG00000269898,,
ENSG00000253166,,
ENSG00000201867,,
ENSG00000182944,ENSRNOG00000009437,ortholog_one2many
ENSG00000182944,ENSRNOG00000046950,ortholog_one2many
ENSG00000235151,,
ENSG00000223462,,
ENSG00000254708,,
ENSG00000223508,,
ENSG00000224415,,
ENSG00000273363,,
ENSG00000220204,,
ENSG00000258336,,
ENSG00000267574,,
ENSG00000243422,,
ENSG00000233806,,
ENSG00000242922,,
ENSG00000221795,,
ENSG00000266248,,
ENSG00000144045,ENSRNOG00000008062,ortholog_one2one
ENSG00000269496,,
ENSG00000138439,ENSRNOG00000022066,ortholog_one2one
ENSG00000241532,,
ENSG00000267433,,
ENSG00000224617,,
ENSG00000257528,,
ENSG00000151413,ENSRNOG00000027444,ortholog_one2one
ENSG00000267258,,
ENSG00000226937,,
ENSG00000229030,,
ENSG00000213363,,
ENSG00000272812,,
ENSG00000242100,,
ENSG00000272240,,
ENSG00000201392,,
ENSG00000169605,ENSRNOG00000008838,ortholog_one2one
ENSG00000237940,,
ENSG00000127125,ENSRNOG00000008572,ortholog_one2one
ENSG00000196933,,
ENSG00000267006,,
ENSG00000267692,,
ENSG00000170379,ENSRNOG00000050703,ortholog_one2many
ENSG00000170379,ENSRNOG00000030222,ortholog_one2many
ENSG00000170379,ENSRNOG00000046898,ortholog_one2many
ENSG00000170379,ENSRNOG00000050918,ortholog_one2many
ENSG00000170379,ENSRNOG00000050575,ortholog_one2many
ENSG00000266910,,
ENSG00000174485,ENSRNOG00000011739,ortholog_one2one
ENSG00000241129,,
ENSG00000126091,ENSRNOG00000019843,ortholog_one2one
ENSG00000273402,,
ENSG00000164823,ENSRNOG00000009358,ortholog_one2one
ENSG00000267223,,
ENSG00000226423,,
ENSG00000213264,,
ENSG00000223148,,
ENSG00000254104,,
ENSG00000267760,,
ENSG00000232002,,
ENSG00000064989,ENSRNOG00000004622,ortholog_one2one
ENSG00000248345,,
ENSG00000229458,,
ENSG00000267081,,
ENSG00000261186,,
ENSG00000251614,,
ENSG00000162366,ENSRNOG00000008161,ortholog_one2one
ENSG00000168958,ENSRNOG00000048016,ortholog_one2many
ENSG00000168958,ENSRNOG00000015428,ortholog_one2many
ENSG00000168958,ENSRNOG00000025358,ortholog_one2many
ENSG00000243137,ENSRNOG00000046915,ortholog_many2many
ENSG00000261316,,
ENSG00000249868,,
ENSG00000215580,,
ENSG00000267378,,
ENSG00000267777,,
ENSG00000150995,ENSRNOG00000007104,ortholog_one2one
ENSG00000215933,,
ENSG00000165192,ENSRNOG00000003452,ortholog_one2one
ENSG00000225471,,
ENSG00000119013,ENSRNOG00000011825,ortholog_one2many
ENSG00000119013,ENSRNOG00000048888,ortholog_one2many
ENSG00000119013,ENSRNOG00000030301,ortholog_one2many
ENSG00000130748,ENSRNOG00000015304,ortholog_one2one
ENSG00000220804,,
ENSG00000160862,ENSRNOG00000001333,ortholog_one2one
ENSG00000267662,,
ENSG00000168060,ENSRNOG00000021000,ortholog_one2one
ENSG00000267636,,
ENSG00000248724,,
ENSG00000182366,,
ENSG00000267599,,
ENSG00000228294,,
ENSG00000267407,,
ENSG00000213846,,
ENSG00000248510,,
ENSG00000271943,,
ENSG00000261400,,
ENSG00000201640,,
ENSG00000232766,,
ENSG00000257227,,
ENSG00000236764,,
ENSG00000267465,,
ENSG00000239577,,
ENSG00000256093,,
ENSG00000250355,,
ENSG00000223813,,
ENSG00000272282,,
ENSG00000264396,,
ENSG00000238926,,
ENSG00000249725,,
ENSG00000256814,,
ENSG00000253170,,
ENSG00000101951,,
ENSG00000222810,,
ENSG00000216708,,
ENSG00000167565,ENSRNOG00000037690,ortholog_one2one
ENSG00000257573,,
ENSG00000241622,,
ENSG00000225548,,
ENSG00000272293,,
ENSG00000271184,,
ENSG00000251011,,
ENSG00000254044,,
ENSG00000236138,,
ENSG00000225858,,
ENSG00000264667,,
ENSG00000130749,ENSRNOG00000015229,ortholog_one2one
ENSG00000270196,,
ENSG00000130595,ENSRNOG00000020332,ortholog_one2one
ENSG00000252780,ENSRNOG00000035148,ortholog_many2many
ENSG00000249267,,
ENSG00000115524,ENSRNOG00000013516,ortholog_one2one
ENSG00000242516,,
ENSG00000255271,,
ENSG00000152818,ENSRNOG00000003667,ortholog_many2many
ENSG00000272005,,
ENSG00000257310,,
ENSG00000201894,,
ENSG00000162367,ENSRNOG00000025051,ortholog_one2one
ENSG00000170915,ENSRNOG00000012830,ortholog_one2one
ENSG00000251620,,
ENSG00000225264,,
ENSG00000267315,,
ENSG00000267012,,
ENSG00000258781,,
ENSG00000229243,,
ENSG00000231944,,
ENSG00000262039,,
ENSG00000167183,ENSRNOG00000049162,ortholog_one2one
ENSG00000271995,,
ENSG00000186522,ENSRNOG00000049507,ortholog_one2one
ENSG00000253052,,
ENSG00000225738,,
ENSG00000271632,,
ENSG00000267711,,
ENSG00000250293,,
ENSG00000254207,,
ENSG00000257262,,
ENSG00000267547,,
ENSG00000164975,ENSRNOG00000010825,ortholog_one2one
ENSG00000196143,,
ENSG00000163637,ENSRNOG00000012364,ortholog_one2one
ENSG00000242697,,
ENSG00000177311,ENSRNOG00000012386,ortholog_one2one
ENSG00000235493,,
ENSG00000255427,,
ENSG00000123411,ENSRNOG00000005535,ortholog_one2one
ENSG00000267745,,
ENSG00000257756,,
ENSG00000202482,,
ENSG00000223437,,
ENSG00000265592,,
ENSG00000173714,ENSRNOG00000002831,ortholog_one2one
ENSG00000271369,,
ENSG00000266396,,
ENSG00000171169,ENSRNOG00000050204,ortholog_one2one
ENSG00000258188,,
ENSG00000270491,,
ENSG00000214904,,
ENSG00000234048,,
ENSG00000257749,,
ENSG00000267648,,
ENSG00000207275,,
ENSG00000251862,,
ENSG00000251781,,
ENSG00000230480,,
ENSG00000237647,,
ENSG00000200774,,
ENSG00000200658,,
ENSG00000257932,,
ENSG00000234931,,
ENSG00000002330,ENSRNOG00000021147,ortholog_one2one
ENSG00000090013,ENSRNOG00000024410,ortholog_one2one
ENSG00000214559,,
ENSG00000255521,,
ENSG00000267102,,
ENSG00000185294,ENSRNOG00000005104,ortholog_one2one
ENSG00000242013,ENSRNOG00000002844,ortholog_one2one
ENSG00000258202,,
ENSG00000242318,,
ENSG00000265268,,
ENSG00000232569,,
ENSG00000233945,,
ENSG00000251523,,
ENSG00000246331,,
ENSG00000267312,,
ENSG00000243976,,
ENSG00000223565,,
ENSG00000241837,ENSRNOG00000001991,ortholog_one2many
ENSG00000260641,,
ENSG00000263519,,
ENSG00000212324,,
ENSG00000235884,,
ENSG00000138018,ENSRNOG00000048252,ortholog_one2many
ENSG00000138018,ENSRNOG00000010667,ortholog_one2many
ENSG00000145626,ENSRNOG00000025010,ortholog_one2many
ENSG00000233258,,
ENSG00000258666,,
ENSG00000228214,,
ENSG00000255443,,
ENSG00000219626,ENSRNOG00000049615,ortholog_one2many
ENSG00000244306,,
ENSG00000249764,,
ENSG00000258521,,
ENSG00000186092,ENSRNOG00000042991,ortholog_many2many
ENSG00000186092,ENSRNOG00000047700,ortholog_many2many
ENSG00000186092,ENSRNOG00000046942,ortholog_many2many
ENSG00000105048,ENSRNOG00000028041,ortholog_one2one
ENSG00000088280,ENSRNOG00000049714,ortholog_one2one
ENSG00000213698,,
ENSG00000227118,,
ENSG00000164556,ENSRNOG00000002873,ortholog_one2many
ENSG00000273171,,
ENSG00000258118,,
ENSG00000251194,,
ENSG00000201271,,
ENSG00000237683,,
ENSG00000141232,ENSRNOG00000002828,ortholog_one2one
ENSG00000249055,,
ENSG00000269911,,
ENSG00000255004,,
ENSG00000099204,ENSRNOG00000046333,ortholog_one2many
ENSG00000099204,ENSRNOG00000013687,ortholog_one2many
ENSG00000263923,,
ENSG00000229583,,
ENSG00000165195,ENSRNOG00000003554,ortholog_one2one
ENSG00000258581,,
ENSG00000235249,ENSRNOG00000050428,ortholog_many2many
ENSG00000238449,,
ENSG00000096093,ENSRNOG00000042729,ortholog_one2one
ENSG00000214886,,
ENSG00000159640,ENSRNOG00000007467,ortholog_one2many
ENSG00000104320,ENSRNOG00000008580,ortholog_one2one
ENSG00000206706,,
ENSG00000258620,,
ENSG00000227827,,
ENSG00000252548,,
ENSG00000185097,ENSRNOG00000046306,ortholog_many2many
ENSG00000171365,ENSRNOG00000002862,ortholog_one2one
ENSG00000112096,ENSRNOG00000019048,ortholog_one2one
ENSG00000115598,ENSRNOG00000014683,ortholog_one2one
ENSG00000251437,,
ENSG00000258366,ENSRNOG00000027513,ortholog_one2many
ENSG00000254269,,
ENSG00000146197,ENSRNOG00000000500,ortholog_one2one
ENSG00000167085,ENSRNOG00000028603,ortholog_one2many
ENSG00000167085,ENSRNOG00000046799,ortholog_one2many
ENSG00000167085,ENSRNOG00000015823,ortholog_one2many
ENSG00000167085,ENSRNOG00000006625,ortholog_one2many
ENSG00000167085,ENSRNOG00000027568,ortholog_one2many
ENSG00000167085,ENSRNOG00000028692,ortholog_one2many
ENSG00000265213,,
ENSG00000146701,ENSRNOG00000001440,ortholog_one2one
ENSG00000269831,,
ENSG00000252311,,
ENSG00000166912,ENSRNOG00000016090,ortholog_one2one
ENSG00000270184,,
ENSG00000100056,ENSRNOG00000000283,ortholog_one2one
ENSG00000269308,,
ENSG00000161999,ENSRNOG00000019729,ortholog_one2one
ENSG00000225396,,
ENSG00000270159,,
ENSG00000186675,ENSRNOG00000021400,ortholog_one2one
ENSG00000214860,ENSRNOG00000009343,ortholog_one2many
ENSG00000106261,ENSRNOG00000001335,ortholog_one2one
ENSG00000235294,,
ENSG00000198730,ENSRNOG00000017195,ortholog_one2one
ENSG00000095970,ENSRNOG00000013578,ortholog_one2one
ENSG00000205359,ENSRNOG00000031146,ortholog_one2many
ENSG00000205359,ENSRNOG00000047903,ortholog_one2many
ENSG00000205359,ENSRNOG00000048837,ortholog_one2many
ENSG00000205359,ENSRNOG00000019252,ortholog_one2many
ENSG00000205359,ENSRNOG00000013792,ortholog_one2many
ENSG00000227855,,
ENSG00000239381,,
ENSG00000270698,,
ENSG00000267094,,
ENSG00000214259,,
ENSG00000102390,ENSRNOG00000002662,ortholog_one2one
ENSG00000221504,,
ENSG00000266317,,
ENSG00000268804,,
ENSG00000267684,,
ENSG00000199839,,
ENSG00000130283,ENSRNOG00000020142,ortholog_one2one
ENSG00000004139,ENSRNOG00000010244,ortholog_one2one
ENSG00000206495,,
ENSG00000254160,,
ENSG00000239805,,
ENSG00000269667,,
ENSG00000267489,,
ENSG00000253640,,
ENSG00000213155,,
ENSG00000261177,,
ENSG00000226824,,
ENSG00000260721,,
ENSG00000268078,,
ENSG00000204119,,
ENSG00000267779,,
ENSG00000198270,ENSRNOG00000027480,ortholog_one2one
ENSG00000268505,,
ENSG00000187634,ENSRNOG00000020342,ortholog_one2one
ENSG00000272831,,
ENSG00000269186,,
ENSG00000186409,ENSRNOG00000008560,ortholog_one2one
ENSG00000271064,,
ENSG00000242512,,
ENSG00000238841,,
ENSG00000103495,ENSRNOG00000020273,ortholog_one2one
ENSG00000230583,,
ENSG00000270058,,
ENSG00000163661,ENSRNOG00000012280,ortholog_one2one
ENSG00000114346,ENSRNOG00000024365,ortholog_one2one
ENSG00000268754,,
ENSG00000253267,,
ENSG00000115307,ENSRNOG00000007842,ortholog_one2one
ENSG00000267204,,
ENSG00000198934,ENSRNOG00000002660,ortholog_one2one
ENSG00000199949,,
ENSG00000268532,,
ENSG00000088726,ENSRNOG00000010430,ortholog_one2one
ENSG00000148339,ENSRNOG00000014338,ortholog_one2one
ENSG00000267133,,
ENSG00000254265,,
ENSG00000258198,,
ENSG00000226472,,
ENSG00000196468,ENSRNOG00000002560,ortholog_one2one
ENSG00000232546,,
ENSG00000174514,ENSRNOG00000024657,ortholog_one2one
ENSG00000257977,,
ENSG00000200738,ENSRNOG00000049144,ortholog_many2many
ENSG00000256984,,
ENSG00000112195,ENSRNOG00000013554,ortholog_one2one
ENSG00000212024,,
ENSG00000263960,,
ENSG00000238906,,
ENSG00000245614,,
ENSG00000090263,ENSRNOG00000026528,ortholog_one2one
ENSG00000168367,,
ENSG00000227014,,
ENSG00000215394,,
ENSG00000212533,,
ENSG00000270926,,
ENSG00000131002,,
ENSG00000151470,ENSRNOG00000038330,ortholog_one2one
ENSG00000006715,ENSRNOG00000012940,ortholog_one2one
ENSG00000257679,,
ENSG00000167740,ENSRNOG00000024553,ortholog_one2one
ENSG00000139572,ENSRNOG00000036834,ortholog_one2one
ENSG00000177359,,
ENSG00000257578,,
ENSG00000257931,,
ENSG00000174899,,
ENSG00000189167,,
ENSG00000123473,ENSRNOG00000007858,ortholog_one2one
ENSG00000257067,,
ENSG00000165197,ENSRNOG00000003587,ortholog_one2one
ENSG00000251429,,
ENSG00000184009,ENSRNOG00000048171,ortholog_one2many
ENSG00000184009,ENSRNOG00000030929,ortholog_one2many
ENSG00000184009,ENSRNOG00000031029,ortholog_one2many
ENSG00000184009,ENSRNOG00000036701,ortholog_one2many
ENSG00000244259,,
ENSG00000243927,ENSRNOG00000002010,ortholog_one2one
ENSG00000239600,,
ENSG00000259142,,
ENSG00000258287,,
ENSG00000269826,,
ENSG00000165752,ENSRNOG00000006962,ortholog_one2one
ENSG00000270852,,
ENSG00000238625,,
ENSG00000258638,,
ENSG00000236437,,
ENSG00000230907,,
ENSG00000186868,ENSRNOG00000005133,ortholog_one2one
ENSG00000199634,,
ENSG00000258877,,
ENSG00000206203,ENSRNOG00000037997,ortholog_one2one
ENSG00000237937,,
ENSG00000248387,,
ENSG00000164985,ENSRNOG00000011498,ortholog_one2one
ENSG00000258995,,
ENSG00000173264,ENSRNOG00000021145,ortholog_one2one
ENSG00000252883,,
ENSG00000257880,,
ENSG00000249901,,
ENSG00000256349,ENSRNOG00000019832,ortholog_one2many
ENSG00000226645,,
ENSG00000259093,,
ENSG00000258316,,
ENSG00000271817,,
ENSG00000231611,,
ENSG00000200814,,
ENSG00000063515,ENSRNOG00000000282,ortholog_one2one
ENSG00000206703,,
ENSG00000265711,,
ENSG00000257568,,
ENSG00000236267,,
ENSG00000221314,,
ENSG00000252257,,
ENSG00000160460,ENSRNOG00000020914,ortholog_one2one
ENSG00000105669,ENSRNOG00000020178,ortholog_one2one
ENSG00000258943,,
ENSG00000142230,ENSRNOG00000015128,ortholog_one2one
ENSG00000248988,,
ENSG00000240478,,
ENSG00000253982,,
ENSG00000202034,,
ENSG00000235910,,
ENSG00000242012,,
ENSG00000231865,,
ENSG00000249367,,
ENSG00000261059,,
ENSG00000264344,,
ENSG00000226725,,
ENSG00000200537,,
ENSG00000206978,,
ENSG00000242123,,
ENSG00000155975,ENSRNOG00000012001,ortholog_one2one
ENSG00000234268,,
ENSG00000266377,,
ENSG00000085224,ENSRNOG00000002550,ortholog_one2one
ENSG00000272962,,
ENSG00000224077,,
ENSG00000231963,,
ENSG00000225236,,
ENSG00000183668,ENSRNOG00000020578,ortholog_many2many
ENSG00000207826,,
ENSG00000198743,ENSRNOG00000029979,ortholog_many2many
ENSG00000254851,,
ENSG00000230311,,
ENSG00000229544,ENSRNOG00000017006,ortholog_one2one
ENSG00000253696,,
ENSG00000205174,,
ENSG00000161642,ENSRNOG00000036833,ortholog_one2one
ENSG00000229071,,
ENSG00000215380,,
ENSG00000231519,,
ENSG00000237014,,
ENSG00000254678,,
ENSG00000230751,,
ENSG00000100075,ENSRNOG00000027858,ortholog_one2many
ENSG00000100075,ENSRNOG00000038001,ortholog_one2many
ENSG00000255542,,
ENSG00000196628,ENSRNOG00000012405,ortholog_one2one
ENSG00000252992,,
ENSG00000139618,ENSRNOG00000001111,ortholog_one2one
ENSG00000262022,,
ENSG00000239809,,
ENSG00000254669,,
ENSG00000250699,,
ENSG00000269185,,
ENSG00000271412,,
ENSG00000087842,ENSRNOG00000003674,ortholog_one2one
ENSG00000262618,,
ENSG00000270403,,
ENSG00000253764,,
ENSG00000254686,,
ENSG00000263925,,
ENSG00000251981,,
ENSG00000254844,,
ENSG00000265998,,
ENSG00000261355,,
ENSG00000101290,ENSRNOG00000021265,ortholog_one2one
ENSG00000267554,,
ENSG00000225664,,
ENSG00000268842,,
ENSG00000132570,ENSRNOG00000047796,ortholog_one2one
ENSG00000159197,ENSRNOG00000029811,ortholog_one2one
ENSG00000158711,ENSRNOG00000007887,ortholog_one2one
ENSG00000267349,,
ENSG00000167371,ENSRNOG00000029366,ortholog_one2one
ENSG00000186082,,
ENSG00000269051,,
ENSG00000254528,,
ENSG00000270988,,
ENSG00000267046,,
ENSG00000266590,,
ENSG00000253805,,
ENSG00000127580,ENSRNOG00000019713,ortholog_one2one
ENSG00000254919,,
ENSG00000267369,,
ENSG00000115129,ENSRNOG00000049742,ortholog_one2one
ENSG00000269001,,
ENSG00000111701,ENSRNOG00000015411,ortholog_one2one
ENSG00000207486,,
ENSG00000267809,,
ENSG00000267074,,
ENSG00000163125,ENSRNOG00000046507,ortholog_one2one
ENSG00000233162,,
ENSG00000254672,,
ENSG00000115602,ENSRNOG00000014835,ortholog_one2one
ENSG00000255987,,
ENSG00000184903,ENSRNOG00000048173,ortholog_one2many
ENSG00000184903,ENSRNOG00000030731,ortholog_one2many
ENSG00000270258,,
ENSG00000269288,,
ENSG00000253444,,
ENSG00000228462,,
ENSG00000267035,,
ENSG00000269758,,
ENSG00000107902,ENSRNOG00000017097,ortholog_one2one
ENSG00000255256,,
ENSG00000205670,ENSRNOG00000039877,ortholog_one2one
ENSG00000267359,,
ENSG00000269904,,
ENSG00000240303,ENSRNOG00000010940,ortholog_one2one
ENSG00000255274,,
ENSG00000241228,,
ENSG00000133640,ENSRNOG00000004564,ortholog_one2one
ENSG00000189348,,
ENSG00000267625,,
ENSG00000232554,,
ENSG00000273336,,
ENSG00000242660,,
ENSG00000263389,,
ENSG00000224160,,
ENSG00000253855,,
ENSG00000258500,,
ENSG00000272075,,
ENSG00000221770,,
ENSG00000244528,,
ENSG00000196559,,
ENSG00000234652,,
ENSG00000255163,,
ENSG00000253075,,
ENSG00000266547,,
ENSG00000271153,,
ENSG00000249694,,
ENSG00000259031,,
ENSG00000233685,,
ENSG00000249820,,
ENSG00000266610,,
ENSG00000213543,,
ENSG00000254566,,
ENSG00000222883,,
ENSG00000254992,,
ENSG00000258576,,
ENSG00000249993,,
ENSG00000233435,,
ENSG00000212104,,
ENSG00000255186,,
ENSG00000257489,,
ENSG00000163638,ENSRNOG00000023257,ortholog_one2one
ENSG00000140262,ENSRNOG00000017472,ortholog_one2one
ENSG00000269944,,
ENSG00000267321,,
ENSG00000003402,ENSRNOG00000012473,ortholog_one2one
ENSG00000237475,,
ENSG00000255060,,
ENSG00000263889,,
ENSG00000269118,,
ENSG00000196273,,
ENSG00000235690,,
ENSG00000230146,,
ENSG00000254498,,
ENSG00000270641,,
ENSG00000255435,,
ENSG00000174677,,
ENSG00000251838,,
ENSG00000216777,,
ENSG00000241069,,
ENSG00000146457,ENSRNOG00000019091,ortholog_one2one
ENSG00000254319,,
ENSG00000241098,,
ENSG00000242834,,
ENSG00000232927,,
ENSG00000254516,,
ENSG00000243349,,
ENSG00000244199,,
ENSG00000079689,ENSRNOG00000016628,ortholog_one2one
ENSG00000239912,,
ENSG00000207297,,
ENSG00000258717,,
ENSG00000164418,ENSRNOG00000000368,ortholog_one2one
ENSG00000158715,ENSRNOG00000007591,ortholog_one2one
ENSG00000134489,ENSRNOG00000016887,ortholog_one2one
ENSG00000267592,,
ENSG00000172179,ENSRNOG00000017103,ortholog_one2many
