Ensembl Gene ID,Chimp Ensembl Gene ID,Homology Type
ENSG00000230580,,
ENSG00000250207,,
ENSG00000245910,,
ENSG00000254926,,
ENSG00000204850,ENSPTRG00000028962,ortholog_one2one
ENSG00000227307,,
ENSG00000231684,,
ENSG00000115484,ENSPTRG00000011965,ortholog_one2one
ENSG00000254272,,
ENSG00000207514,ENSPTRG00000026802,ortholog_one2one
ENSG00000251051,,
ENSG00000247796,,
ENSG00000217289,,
ENSG00000225062,,
ENSG00000251365,,
ENSG00000249971,,
ENSG00000251398,,
ENSG00000264814,,
ENSG00000268423,,
ENSG00000272800,,
ENSG00000002933,ENSPTRG00000019865,ortholog_one2one
ENSG00000251034,,
ENSG00000236762,,
ENSG00000182109,,
ENSG00000225276,,
ENSG00000260824,,
ENSG00000233735,,
ENSG00000253172,,
ENSG00000223286,ENSPTRG00000038847,ortholog_many2many
ENSG00000271196,,
ENSG00000213120,,
ENSG00000249038,,
ENSG00000261008,,
ENSG00000214894,,
ENSG00000254230,,
ENSG00000213590,,
ENSG00000255265,,
ENSG00000238963,ENSPTRG00000036815,ortholog_one2one
ENSG00000223927,,
ENSG00000261813,,
ENSG00000177855,,
ENSG00000202103,ENSPTRG00000025090,ortholog_one2one
ENSG00000231221,,
ENSG00000231147,,
ENSG00000265858,,
ENSG00000235381,,
ENSG00000243491,,
ENSG00000203729,,
ENSG00000220069,,
ENSG00000199580,ENSPTRG00000026716,ortholog_one2one
ENSG00000253200,,
ENSG00000225954,,
ENSG00000237923,,
ENSG00000260190,,
ENSG00000225581,,
ENSG00000241458,,
ENSG00000254717,,
ENSG00000273361,,
ENSG00000234172,,
ENSG00000252317,,
ENSG00000172500,ENSPTRG00000003899,ortholog_one2one
ENSG00000260483,,
ENSG00000201010,ENSPTRG00000025555,ortholog_one2one
ENSG00000233519,,
ENSG00000199121,ENSPTRG00000027661,ortholog_one2one
ENSG00000251889,ENSPTRG00000037879,ortholog_one2one
ENSG00000229890,,
ENSG00000271464,,
ENSG00000217272,,
ENSG00000225571,,
ENSG00000187801,ENSPTRG00000000590,ortholog_one2one
ENSG00000272663,,
ENSG00000270443,,
ENSG00000222714,ENSPTRG00000036225,ortholog_one2one
ENSG00000232529,,
ENSG00000261026,,
ENSG00000224359,,
ENSG00000238268,,
ENSG00000233537,,
ENSG00000197830,,
ENSG00000202227,ENSPTRG00000026341,ortholog_one2one
ENSG00000207393,ENSPTRG00000025484,ortholog_one2one
ENSG00000238306,ENSPTRG00000038325,ortholog_one2one
ENSG00000211451,,
ENSG00000272071,,
ENSG00000231305,,
ENSG00000202241,ENSPTRG00000025864,ortholog_one2one
ENSG00000252805,ENSPTRG00000037750,ortholog_one2one
ENSG00000239995,,
ENSG00000226578,,
ENSG00000115041,ENSPTRG00000012213,ortholog_one2one
ENSG00000266808,ENSPTRG00000040360,ortholog_one2one
ENSG00000220831,,
ENSG00000225328,,
ENSG00000238789,ENSPTRG00000038231,ortholog_one2one
ENSG00000237775,,
ENSG00000236851,,
ENSG00000196792,ENSPTRG00000006238,ortholog_one2one
ENSG00000233861,,
ENSG00000273466,,
ENSG00000271400,,
ENSG00000269973,,
ENSG00000221456,,
ENSG00000254200,,
ENSG00000237824,,
ENSG00000260137,,
ENSG00000264594,,
ENSG00000213940,,
ENSG00000255184,,
ENSG00000226014,,
ENSG00000200436,,
ENSG00000212295,ENSPTRG00000033186,ortholog_one2one
ENSG00000255523,,
ENSG00000232129,,
ENSG00000261504,,
ENSG00000260152,,
ENSG00000264731,,
ENSG00000235117,,
ENSG00000272555,,
ENSG00000266886,,
ENSG00000225192,,
ENSG00000252761,ENSPTRG00000037031,ortholog_one2one
ENSG00000260664,,
ENSG00000227360,,
ENSG00000261185,,
ENSG00000225406,,
ENSG00000219500,,
ENSG00000232727,,
ENSG00000253125,,
ENSG00000222937,ENSPTRG00000035517,ortholog_one2one
ENSG00000232276,,
ENSG00000232625,,
ENSG00000233529,,
ENSG00000243124,ENSPTRG00000041086,ortholog_one2one
ENSG00000255240,,
ENSG00000206989,ENSPTRG00000027238,ortholog_one2one
ENSG00000231240,,
ENSG00000221286,,
ENSG00000227181,,
ENSG00000221101,,
ENSG00000212581,ENSPTRG00000039832,ortholog_one2one
ENSG00000253174,,
ENSG00000236877,,
ENSG00000203734,ENSPTRG00000029383,ortholog_one2one
ENSG00000232285,,
ENSG00000218561,,
ENSG00000259768,,
ENSG00000207003,ENSPTRG00000027451,ortholog_one2one
ENSG00000160870,ENSPTRG00000019459,ortholog_one2one
ENSG00000228135,,
ENSG00000252722,ENSPTRG00000037671,ortholog_one2one
ENSG00000219190,,
ENSG00000227597,,
ENSG00000220347,,
ENSG00000226747,,
ENSG00000236394,,
ENSG00000159224,ENSPTRG00000009367,ortholog_one2one
ENSG00000146950,,
ENSG00000228789,,
ENSG00000201277,ENSPTRG00000033067,ortholog_one2one
ENSG00000240366,,
ENSG00000267348,,
ENSG00000134056,ENSPTRG00000016944,ortholog_one2one
ENSG00000271269,,
ENSG00000238200,,
ENSG00000217769,,
ENSG00000231773,,
ENSG00000243970,,
ENSG00000252169,ENSPTRG00000038385,ortholog_one2one
ENSG00000240906,,
ENSG00000229257,,
ENSG00000238731,ENSPTRG00000038593,ortholog_one2one
ENSG00000160014,ENSPTRG00000011185,ortholog_one2one
ENSG00000264809,,
ENSG00000231440,,
ENSG00000199219,ENSPTRG00000025530,ortholog_one2one
ENSG00000254803,,
ENSG00000232174,,
ENSG00000200029,,
ENSG00000261764,,
ENSG00000223745,,
ENSG00000261779,,
ENSG00000237559,,
ENSG00000224040,,
ENSG00000248313,,
ENSG00000224124,,
ENSG00000220240,,
ENSG00000271265,,
ENSG00000235024,,
ENSG00000265896,,
ENSG00000238745,ENSPTRG00000037272,ortholog_one2one
ENSG00000244619,,
ENSG00000254916,,
ENSG00000214457,,
ENSG00000264950,,
ENSG00000228844,,
ENSG00000199837,ENSPTRG00000031734,ortholog_one2one
ENSG00000213652,,
ENSG00000258370,,
ENSG00000249734,,
ENSG00000264578,,
ENSG00000224928,,
ENSG00000261209,,
ENSG00000217169,,
ENSG00000271551,,
ENSG00000226570,,
ENSG00000260660,,
ENSG00000240052,,
ENSG00000101882,ENSPTRG00000022233,ortholog_one2one
ENSG00000231864,,
ENSG00000265852,,
ENSG00000267346,,
ENSG00000235702,,
ENSG00000265573,,
ENSG00000253968,,
ENSG00000228828,,
ENSG00000238508,,
ENSG00000230162,,
ENSG00000225317,,
ENSG00000200243,ENSPTRG00000025839,ortholog_one2one
ENSG00000166211,ENSPTRG00000005351,ortholog_one2one
ENSG00000259901,,
ENSG00000217776,,
ENSG00000271899,,
ENSG00000251750,ENSPTRG00000038280,ortholog_one2one
ENSG00000267044,,
ENSG00000236445,,
ENSG00000236467,,
ENSG00000231646,,
ENSG00000222895,ENSPTRG00000035511,ortholog_one2one
ENSG00000214602,,
ENSG00000253141,,
ENSG00000043143,ENSPTRG00000017242,ortholog_one2one
ENSG00000259209,,
ENSG00000254877,,
ENSG00000270487,,
ENSG00000234872,,
ENSG00000167236,ENSPTRG00000009036,ortholog_one2one
ENSG00000238211,,
ENSG00000228060,,
ENSG00000267037,,
ENSG00000223709,,
ENSG00000176855,,
ENSG00000252697,ENSPTRG00000037321,ortholog_one2one
ENSG00000170688,,
ENSG00000251868,ENSPTRG00000036937,ortholog_one2one
ENSG00000218596,,
ENSG00000255189,,
ENSG00000250060,,
ENSG00000232572,,
ENSG00000215860,,
ENSG00000232180,,
ENSG00000215477,,
ENSG00000221799,,
ENSG00000199411,ENSPTRG00000025958,ortholog_one2one
ENSG00000224806,,
ENSG00000221035,ENSPTRG00000034715,ortholog_one2one
ENSG00000260104,,
ENSG00000204528,,
ENSG00000133056,ENSPTRG00000001888,ortholog_one2one
ENSG00000228471,,
ENSG00000188525,,
ENSG00000272330,,
ENSG00000238824,ENSPTRG00000036904,ortholog_one2one
ENSG00000225157,,
ENSG00000253404,,
ENSG00000263351,,
ENSG00000199241,ENSPTRG00000032773,ortholog_one2one
ENSG00000224334,,
ENSG00000264768,,
ENSG00000224019,,
ENSG00000230015,,
ENSG00000253389,,
ENSG00000243011,ENSPTRG00000042620,ortholog_one2one
ENSG00000261205,,
ENSG00000265206,,
ENSG00000207472,ENSPTRG00000024420,ortholog_many2many
ENSG00000261793,,
ENSG00000252769,ENSPTRG00000037330,ortholog_one2one
ENSG00000127948,ENSPTRG00000019313,ortholog_one2one
ENSG00000201457,ENSPTRG00000024947,ortholog_one2one
ENSG00000266295,,
ENSG00000242120,,
ENSG00000267045,,
ENSG00000272250,,
ENSG00000224468,,
ENSG00000272008,,
ENSG00000233044,,
ENSG00000266646,,
ENSG00000254642,,
ENSG00000248738,,
ENSG00000225903,,
ENSG00000272501,,
ENSG00000254786,,
ENSG00000026103,ENSPTRG00000002730,ortholog_one2one
ENSG00000254341,,
ENSG00000237877,,
ENSG00000265361,ENSPTRG00000039093,ortholog_many2many
ENSG00000250447,,
ENSG00000242675,,
ENSG00000238071,,
ENSG00000271009,,
ENSG00000222615,ENSPTRG00000035390,ortholog_one2one
ENSG00000252609,ENSPTRG00000037132,ortholog_one2one
ENSG00000201532,ENSPTRG00000031694,ortholog_one2one
ENSG00000233562,,
ENSG00000253223,,
ENSG00000271821,,
ENSG00000250974,,
ENSG00000225333,,
ENSG00000198973,ENSPTRG00000027556,ortholog_one2one
ENSG00000166855,ENSPTRG00000007176,ortholog_one2one
ENSG00000240156,,
ENSG00000263697,,
ENSG00000217783,,
ENSG00000226919,,
ENSG00000224090,,
ENSG00000255420,,
ENSG00000255726,,
ENSG00000242542,ENSPTRG00000041567,ortholog_one2many
ENSG00000270259,,
ENSG00000218313,,
ENSG00000232860,,
ENSG00000237223,,
ENSG00000266491,,
ENSG00000252413,ENSPTRG00000040635,ortholog_one2many
ENSG00000252413,ENSPTRG00000040465,ortholog_one2many
ENSG00000255899,,
ENSG00000254399,,
ENSG00000271040,,
ENSG00000229189,,
ENSG00000244438,ENSPTRG00000041567,ortholog_one2many
ENSG00000260880,,
ENSG00000252637,ENSPTRG00000033176,ortholog_many2many
ENSG00000237601,,
ENSG00000223963,,
ENSG00000261798,,
ENSG00000214892,,
ENSG00000111801,ENSPTRG00000017830,ortholog_one2one
ENSG00000109079,ENSPTRG00000008912,ortholog_one2one
ENSG00000219930,,
ENSG00000213078,,
ENSG00000260357,,
ENSG00000250869,,
ENSG00000255011,,
ENSG00000229213,,
ENSG00000232025,,
ENSG00000271966,,
ENSG00000264755,,
ENSG00000182351,,
ENSG00000254921,,
ENSG00000216990,,
ENSG00000202222,ENSPTRG00000026609,ortholog_one2one
ENSG00000183657,ENSPTRG00000015627,ortholog_one2one
ENSG00000252930,ENSPTRG00000039240,ortholog_one2one
ENSG00000206915,ENSPTRG00000025792,ortholog_one2one
ENSG00000260476,,
ENSG00000264153,,
ENSG00000236546,,
ENSG00000261227,,
ENSG00000238811,ENSPTRG00000037612,ortholog_one2one
ENSG00000241961,,
ENSG00000234253,,
ENSG00000227939,,
ENSG00000260077,,
ENSG00000255151,,
ENSG00000215802,,
ENSG00000224835,,
ENSG00000260996,,
ENSG00000254253,,
ENSG00000124608,ENSPTRG00000018222,ortholog_one2one
ENSG00000218631,,
ENSG00000058729,ENSPTRG00000017100,ortholog_one2one
ENSG00000102007,ENSPTRG00000021885,ortholog_one2one
ENSG00000199066,,
ENSG00000207356,ENSPTRG00000025493,ortholog_one2one
ENSG00000266617,,
ENSG00000221660,,
ENSG00000259790,,
ENSG00000254888,,
ENSG00000231402,,
ENSG00000258779,,
ENSG00000255130,,
ENSG00000241226,,
ENSG00000263710,ENSPTRG00000042527,ortholog_many2many
ENSG00000228477,,
ENSG00000258226,,
ENSG00000219448,,
ENSG00000185615,,
ENSG00000226410,,
ENSG00000233615,,
ENSG00000265042,ENSPTRG00000040427,ortholog_one2one
ENSG00000207101,ENSPTRG00000024861,ortholog_one2one
ENSG00000224290,,
ENSG00000207773,,
ENSG00000217791,,
ENSG00000234361,,
ENSG00000255531,,
ENSG00000270009,,
ENSG00000232568,,
ENSG00000231513,,
ENSG00000186329,ENSPTRG00000015628,ortholog_one2one
ENSG00000255009,,
ENSG00000256166,,
ENSG00000212258,ENSPTRG00000035832,ortholog_one2one
ENSG00000207636,ENSPTRG00000028085,ortholog_one2one
ENSG00000272272,ENSPTRG00000037672,ortholog_one2one
ENSG00000259605,,
ENSG00000187815,ENSPTRG00000000591,ortholog_one2one
ENSG00000270994,,
ENSG00000226745,,
ENSG00000265278,,
ENSG00000259915,,
ENSG00000248775,,
ENSG00000255206,,
ENSG00000234406,,
ENSG00000238085,,
ENSG00000263933,,
ENSG00000260591,,
ENSG00000245571,,
ENSG00000212580,ENSPTRG00000032829,ortholog_one2one
ENSG00000257575,,
ENSG00000229836,,
ENSG00000229502,,
ENSG00000227692,,
ENSG00000260588,,
ENSG00000254051,,
ENSG00000115275,ENSPTRG00000012089,ortholog_one2one
ENSG00000254436,,
ENSG00000272416,,
ENSG00000134058,ENSPTRG00000016946,ortholog_one2one
ENSG00000271581,,
ENSG00000260274,,
ENSG00000224323,,
ENSG00000233998,,
ENSG00000266271,,
ENSG00000230327,,
ENSG00000228432,,
ENSG00000267395,,
ENSG00000250796,,
ENSG00000207299,ENSPTRG00000027444,ortholog_one2one
ENSG00000258582,,
ENSG00000227227,,
ENSG00000133773,ENSPTRG00000005266,ortholog_one2one
ENSG00000264556,,
ENSG00000207508,ENSPTRG00000025813,ortholog_one2one
ENSG00000241890,,
ENSG00000252210,ENSPTRG00000036841,ortholog_one2one
ENSG00000249593,,
ENSG00000215077,,
ENSG00000236324,,
ENSG00000265732,,
ENSG00000239080,,
ENSG00000130340,ENSPTRG00000018738,ortholog_one2one
ENSG00000259943,,
ENSG00000253964,,
ENSG00000226553,,
ENSG00000201658,ENSPTRG00000031905,ortholog_one2one
ENSG00000260687,,
ENSG00000171634,ENSPTRG00000009568,ortholog_one2one
ENSG00000241834,ENSPTRG00000041969,ortholog_one2one
ENSG00000227554,,
ENSG00000249505,,
ENSG00000265156,,
ENSG00000261645,,
ENSG00000223845,,
ENSG00000265294,,
ENSG00000220867,,
ENSG00000228221,,
ENSG00000271787,,
ENSG00000230079,,
ENSG00000231296,,
ENSG00000252435,ENSPTRG00000038277,ortholog_one2one
ENSG00000255585,,
ENSG00000231869,,
ENSG00000259971,,
ENSG00000170185,ENSPTRG00000016470,ortholog_one2one
ENSG00000230994,,
ENSG00000222960,ENSPTRG00000036205,ortholog_one2one
ENSG00000261714,,
ENSG00000236191,,
ENSG00000199840,ENSPTRG00000026812,ortholog_one2one
ENSG00000238874,ENSPTRG00000037588,ortholog_one2one
ENSG00000228014,,
ENSG00000207627,ENSPTRG00000028090,ortholog_one2one
ENSG00000234469,,
ENSG00000252658,ENSPTRG00000036779,ortholog_one2one
ENSG00000247732,,
ENSG00000207080,ENSPTRG00000026125,ortholog_one2one
ENSG00000255381,,
ENSG00000224063,,
ENSG00000124574,ENSPTRG00000018197,ortholog_one2one
ENSG00000207693,,
ENSG00000273174,,
ENSG00000260848,,
ENSG00000235250,,
ENSG00000227311,,
ENSG00000233496,,
ENSG00000216191,,
ENSG00000231791,,
ENSG00000213798,,
ENSG00000223702,,
ENSG00000273437,,
ENSG00000264258,,
ENSG00000134042,ENSPTRG00000010025,ortholog_one2one
ENSG00000256905,,
ENSG00000215968,ENSPTRG00000042079,ortholog_one2one
ENSG00000265831,,
ENSG00000201105,ENSPTRG00000037389,ortholog_one2many
ENSG00000214391,,
ENSG00000241673,,
ENSG00000271070,,
ENSG00000259817,,
ENSG00000241230,ENSPTRG00000038991,ortholog_one2one
ENSG00000230075,,
ENSG00000265803,,
ENSG00000234245,,
ENSG00000224348,,
ENSG00000258784,,
ENSG00000238966,ENSPTRG00000038174,ortholog_one2one
ENSG00000239184,ENSPTRG00000036578,ortholog_one2one
ENSG00000242683,,
ENSG00000244568,ENSPTRG00000039930,ortholog_one2one
ENSG00000270458,,
ENSG00000228653,,
ENSG00000122026,ENSPTRG00000031094,ortholog_one2many
ENSG00000122026,ENSPTRG00000005728,ortholog_one2many
ENSG00000238165,,
ENSG00000260165,,
ENSG00000244235,,
ENSG00000225851,,
ENSG00000254337,,
ENSG00000271387,,
ENSG00000266035,,
ENSG00000188451,,
ENSG00000223101,ENSPTRG00000036074,ortholog_one2one
ENSG00000225178,,
ENSG00000177350,,
ENSG00000272221,,
ENSG00000207418,ENSPTRG00000042576,ortholog_many2many
ENSG00000207418,ENSPTRG00000039171,ortholog_many2many
ENSG00000269148,,
ENSG00000259931,,
ENSG00000266703,,
ENSG00000271284,,
ENSG00000212558,ENSPTRG00000033359,ortholog_one2one
ENSG00000263999,ENSPTRG00000042396,ortholog_one2one
ENSG00000266272,,
ENSG00000257661,,
ENSG00000145147,ENSPTRG00000024331,ortholog_one2one
ENSG00000213172,,
ENSG00000206417,,
ENSG00000221586,,
ENSG00000119669,ENSPTRG00000030695,ortholog_one2one
ENSG00000225802,,
ENSG00000230470,,
ENSG00000225554,,
ENSG00000253135,,
ENSG00000214184,,
ENSG00000211580,,
ENSG00000229828,,
ENSG00000205976,,
ENSG00000257536,,
ENSG00000222845,ENSPTRG00000036154,ortholog_one2one
ENSG00000254677,,
ENSG00000253658,,
ENSG00000206337,,
ENSG00000248332,,
ENSG00000236537,,
ENSG00000268401,,
ENSG00000232036,,
ENSG00000199626,ENSPTRG00000025039,ortholog_one2one
ENSG00000258791,,
ENSG00000261404,,
ENSG00000265421,,
ENSG00000231739,,
ENSG00000260920,,
ENSG00000167105,ENSPTRG00000009394,ortholog_one2one
ENSG00000139289,ENSPTRG00000005239,ortholog_one2one
ENSG00000258008,,
ENSG00000203987,,
ENSG00000238019,,
ENSG00000229022,,
ENSG00000260269,,
ENSG00000216060,ENSPTRG00000033446,ortholog_one2one
ENSG00000254799,,
ENSG00000267922,,
ENSG00000249069,,
ENSG00000243373,ENSPTRG00000039076,ortholog_one2one
ENSG00000235171,,
ENSG00000252790,ENSPTRG00000038397,ortholog_one2one
ENSG00000252533,ENSPTRG00000037424,ortholog_one2one
ENSG00000227216,,
ENSG00000231689,,
ENSG00000255070,,
ENSG00000202233,ENSPTRG00000032757,ortholog_one2one
ENSG00000235990,,
ENSG00000199424,ENSPTRG00000027375,ortholog_one2one
ENSG00000219188,,
ENSG00000252222,ENSPTRG00000037126,ortholog_one2one
ENSG00000252213,ENSPTRG00000038064,ortholog_one2one
ENSG00000214797,,
ENSG00000271938,,
ENSG00000238287,,
ENSG00000234922,,
ENSG00000100104,ENSPTRG00000014195,ortholog_one2one
ENSG00000218226,,
ENSG00000200959,ENSPTRG00000026264,ortholog_one2one
ENSG00000260976,,
ENSG00000268053,,
ENSG00000252004,,
ENSG00000246820,,
ENSG00000198658,,
ENSG00000252320,ENSPTRG00000038082,ortholog_one2one
ENSG00000227278,,
ENSG00000219249,,
ENSG00000201312,ENSPTRG00000025796,ortholog_one2one
ENSG00000255187,,
ENSG00000199545,ENSPTRG00000025408,ortholog_one2one
ENSG00000223974,,
ENSG00000216011,ENSPTRG00000033458,ortholog_one2one
ENSG00000254704,,
ENSG00000253015,ENSPTRG00000037676,ortholog_one2one
ENSG00000232792,,
ENSG00000265920,,
ENSG00000233093,,
ENSG00000272385,,
ENSG00000228763,,
ENSG00000265558,,
ENSG00000238186,,
ENSG00000272524,,
ENSG00000252778,ENSPTRG00000038134,ortholog_one2one
ENSG00000228738,,
ENSG00000255332,,
ENSG00000238808,ENSPTRG00000038265,ortholog_one2one
ENSG00000259868,,
ENSG00000231918,,
ENSG00000233893,,
ENSG00000216324,,
ENSG00000272742,,
ENSG00000254900,,
ENSG00000091844,ENSPTRG00000029367,ortholog_one2one
ENSG00000047644,ENSPTRG00000021653,ortholog_one2one
ENSG00000206647,,
ENSG00000196289,,
ENSG00000254332,,
ENSG00000198894,ENSPTRG00000024007,ortholog_one2one
ENSG00000206208,,
ENSG00000236505,,
ENSG00000265418,,
ENSG00000200983,ENSPTRG00000027052,ortholog_one2one
ENSG00000213622,,
ENSG00000108984,ENSPTRG00000009588,ortholog_one2one
ENSG00000218793,,
ENSG00000233648,,
ENSG00000259339,,
ENSG00000226035,,
ENSG00000212607,ENSPTRG00000033416,ortholog_one2one
ENSG00000203473,,
ENSG00000229926,,
ENSG00000212522,ENSPTRG00000033222,ortholog_one2one
ENSG00000200378,ENSPTRG00000031752,ortholog_one2one
ENSG00000243775,,
ENSG00000266884,,
ENSG00000231084,,
ENSG00000213026,,
ENSG00000235644,,
ENSG00000260235,,
ENSG00000264389,,
ENSG00000251597,,
ENSG00000120254,ENSPTRG00000018710,ortholog_one2one
ENSG00000218698,,
ENSG00000251250,,
ENSG00000254961,,
ENSG00000233910,,
ENSG00000260206,,
ENSG00000199332,ENSPTRG00000027386,ortholog_one2one
ENSG00000227442,,
ENSG00000249689,,
ENSG00000269729,,
ENSG00000229567,,
ENSG00000159479,ENSPTRG00000000636,ortholog_one2one
ENSG00000230174,,
ENSG00000223119,ENSPTRG00000036237,ortholog_one2one
ENSG00000260892,,
ENSG00000261449,,
ENSG00000253373,,
ENSG00000213051,,
ENSG00000264030,ENSPTRG00000039241,ortholog_one2many
ENSG00000206715,ENSPTRG00000026629,ortholog_one2one
ENSG00000242248,,
ENSG00000227733,,
ENSG00000227470,,
ENSG00000213076,,
ENSG00000238628,ENSPTRG00000036922,ortholog_one2one
ENSG00000237374,,
ENSG00000222482,,
ENSG00000246877,,
ENSG00000233902,,
ENSG00000263593,,
ENSG00000238714,ENSPTRG00000037820,ortholog_one2one
ENSG00000224625,,
ENSG00000249215,,
ENSG00000207131,ENSPTRG00000027521,ortholog_one2one
ENSG00000243873,,
ENSG00000012211,,
ENSG00000135114,ENSPTRG00000005553,ortholog_one2one
ENSG00000201680,ENSPTRG00000042443,ortholog_many2many
ENSG00000235547,,
ENSG00000240997,ENSPTRG00000041783,ortholog_one2one
ENSG00000242602,,
ENSG00000253479,,
ENSG00000268621,,
ENSG00000257914,,
ENSG00000128989,ENSPTRG00000042183,ortholog_one2one
ENSG00000211983,,
ENSG00000256851,,
ENSG00000078319,,
ENSG00000260288,,
ENSG00000271926,,
ENSG00000248950,,
ENSG00000251678,,
ENSG00000223191,ENSPTRG00000035734,ortholog_one2one
ENSG00000271114,,
ENSG00000253408,,
ENSG00000237899,,
ENSG00000229635,,
ENSG00000259863,,
ENSG00000249255,,
ENSG00000145414,ENSPTRG00000016560,ortholog_one2one
ENSG00000206898,ENSPTRG00000025487,ortholog_one2one
ENSG00000232517,,
ENSG00000207020,ENSPTRG00000025491,ortholog_one2one
ENSG00000272081,,
ENSG00000170426,ENSPTRG00000005112,ortholog_one2one
ENSG00000271913,,
ENSG00000220131,,
ENSG00000084754,ENSPTRG00000011732,ortholog_one2one
ENSG00000206633,ENSPTRG00000025472,ortholog_one2one
ENSG00000264934,,
ENSG00000272145,,
ENSG00000207379,ENSPTRG00000024421,ortholog_one2one
ENSG00000266689,,
ENSG00000268879,,
ENSG00000249958,,
ENSG00000264399,,
ENSG00000197980,,
ENSG00000201421,ENSPTRG00000026220,ortholog_one2one
ENSG00000254705,,
ENSG00000260815,,
ENSG00000212601,ENSPTRG00000033145,ortholog_one2one
ENSG00000251467,,
ENSG00000272255,,
ENSG00000266051,,
ENSG00000233744,,
ENSG00000219797,,
ENSG00000206640,ENSPTRG00000025010,ortholog_one2one
ENSG00000198974,ENSPTRG00000027557,ortholog_one2one
ENSG00000220267,,
ENSG00000266648,,
ENSG00000248930,,
ENSG00000228551,,
ENSG00000248528,,
ENSG00000268460,,
ENSG00000233583,,
ENSG00000207962,ENSPTRG00000027608,ortholog_one2one
ENSG00000164002,ENSPTRG00000000592,ortholog_one2one
ENSG00000224093,,
ENSG00000240110,,
ENSG00000264582,ENSPTRG00000039320,ortholog_one2one
ENSG00000250635,,
ENSG00000234426,,
ENSG00000264672,,
ENSG00000102901,ENSPTRG00000008246,ortholog_one2one
ENSG00000225499,,
ENSG00000253216,,
ENSG00000251361,,
ENSG00000229528,,
ENSG00000250668,,
ENSG00000226032,,
ENSG00000206939,ENSPTRG00000024645,ortholog_one2one
ENSG00000229710,,
ENSG00000222145,ENSPTRG00000036220,ortholog_one2one
ENSG00000252028,ENSPTRG00000037325,ortholog_one2one
ENSG00000221382,ENSPTRG00000034983,ortholog_one2one
ENSG00000265965,,
ENSG00000220130,,
ENSG00000261043,,
ENSG00000200833,ENSPTRG00000027105,ortholog_one2one
ENSG00000236385,,
ENSG00000224478,,
ENSG00000222889,ENSPTRG00000036429,ortholog_one2one
ENSG00000228940,,
ENSG00000212510,ENSPTRG00000032714,ortholog_one2one
ENSG00000220960,,
ENSG00000257135,,
ENSG00000249526,,
ENSG00000251599,,
ENSG00000201785,ENSPTRG00000024831,ortholog_one2one
ENSG00000254557,,
ENSG00000213730,,
ENSG00000222692,ENSPTRG00000035306,ortholog_many2many
ENSG00000230150,,
ENSG00000117461,ENSPTRG00000000685,ortholog_one2one
ENSG00000271339,,
ENSG00000252612,ENSPTRG00000036244,ortholog_one2one
ENSG00000227315,,
ENSG00000269637,,
ENSG00000265236,ENSPTRG00000025367,ortholog_one2one
ENSG00000224344,,
ENSG00000250747,,
ENSG00000271113,,
ENSG00000231164,,
ENSG00000238061,,
ENSG00000233682,,
ENSG00000222120,ENSPTRG00000035555,ortholog_one2one
ENSG00000200288,ENSPTRG00000032682,ortholog_one2one
ENSG00000169682,ENSPTRG00000007946,ortholog_one2one
ENSG00000212195,ENSPTRG00000037109,ortholog_one2one
ENSG00000238738,ENSPTRG00000038372,ortholog_one2one
ENSG00000234006,,
ENSG00000223710,,
ENSG00000237916,,
ENSG00000230439,,
ENSG00000269745,,
ENSG00000272865,,
ENSG00000238765,ENSPTRG00000026347,ortholog_one2many
ENSG00000228561,,
ENSG00000202077,ENSPTRG00000025579,ortholog_one2one
ENSG00000223001,,
ENSG00000246528,,
ENSG00000225125,,
ENSG00000230696,,
ENSG00000235616,,
ENSG00000271931,,
ENSG00000268238,,
ENSG00000249743,,
ENSG00000187812,,
ENSG00000264017,ENSPTRG00000040158,ortholog_one2one
ENSG00000252084,ENSPTRG00000038042,ortholog_one2one
ENSG00000230622,,
ENSG00000273004,,
ENSG00000235086,,
ENSG00000139547,ENSPTRG00000005113,ortholog_one2one
ENSG00000199796,ENSPTRG00000024978,ortholog_one2one
ENSG00000220418,,
ENSG00000211575,ENSPTRG00000032238,ortholog_one2one
ENSG00000213115,,
ENSG00000240395,,
ENSG00000241136,,
ENSG00000255587,ENSPTRG00000018108,ortholog_one2one
ENSG00000224525,,
ENSG00000231574,,
ENSG00000200756,ENSPTRG00000026319,ortholog_one2one
ENSG00000269124,,
ENSG00000224197,,
ENSG00000126106,ENSPTRG00000000657,ortholog_one2one
ENSG00000260464,,
ENSG00000231178,,
ENSG00000233118,,
ENSG00000202279,ENSPTRG00000027225,ortholog_one2one
ENSG00000249131,,
ENSG00000266826,,
ENSG00000221073,ENSPTRG00000035300,ortholog_one2one
ENSG00000261024,,
ENSG00000200650,ENSPTRG00000025032,ortholog_one2one
ENSG00000254131,,
ENSG00000159111,ENSPTRG00000009337,ortholog_one2one
ENSG00000200816,ENSPTRG00000026206,ortholog_one2one
ENSG00000223490,,
ENSG00000083290,ENSPTRG00000008875,ortholog_one2one
ENSG00000199426,ENSPTRG00000026258,ortholog_one2one
ENSG00000268810,,
ENSG00000226750,,
ENSG00000226810,,
ENSG00000234777,,
ENSG00000207951,,
ENSG00000218965,,
ENSG00000232611,,
ENSG00000227198,,
ENSG00000232637,,
ENSG00000265377,,
ENSG00000269151,,
ENSG00000234099,,
ENSG00000255107,,
ENSG00000223523,,
ENSG00000215893,,
ENSG00000230603,,
