Ensembl Gene ID,Chimp Ensembl Gene ID,Homology Type
ENSMUSG00000026556,ENSPTRG00000001552,ortholog_one2one
ENSMUSG00000064068,ENSPTRG00000001414,ortholog_one2one
ENSMUSG00000066688,,
ENSMUSG00000032557,ENSPTRG00000015404,ortholog_one2one
ENSMUSG00000092213,,
ENSMUSG00000096119,,
ENSMUSG00000085517,,
ENSMUSG00000023044,ENSPTRG00000005004,ortholog_one2one
ENSMUSG00000071452,ENSPTRG00000017668,ortholog_one2many
ENSMUSG00000073834,,
ENSMUSG00000030968,ENSPTRG00000007842,ortholog_one2one
ENSMUSG00000084785,,
ENSMUSG00000017548,ENSPTRG00000008980,ortholog_one2one
ENSMUSG00000082602,,
ENSMUSG00000082997,,
ENSMUSG00000001168,ENSPTRG00000005477,ortholog_one2many
ENSMUSG00000087449,,
ENSMUSG00000078513,,
ENSMUSG00000092390,,
ENSMUSG00000086548,,
ENSMUSG00000092461,,
ENSMUSG00000040128,ENSPTRG00000018414,ortholog_one2one
ENSMUSG00000092615,,
ENSMUSG00000087451,,
ENSMUSG00000097224,,
ENSMUSG00000031970,ENSPTRG00000031101,ortholog_one2one
ENSMUSG00000029174,ENSPTRG00000015981,ortholog_one2one
ENSMUSG00000050796,ENSPTRG00000000012,ortholog_one2one
ENSMUSG00000085222,,
ENSMUSG00000005980,ENSPTRG00000007707,ortholog_one2one
ENSMUSG00000074736,ENSPTRG00000013333,ortholog_one2one
ENSMUSG00000085804,,
ENSMUSG00000020534,ENSPTRG00000008851,ortholog_one2one
ENSMUSG00000070617,,
ENSMUSG00000086262,,
ENSMUSG00000084222,,
ENSMUSG00000084330,,
ENSMUSG00000070713,ENSPTRG00000029813,ortholog_many2many
ENSMUSG00000079842,,
ENSMUSG00000092566,,
ENSMUSG00000039438,ENSPTRG00000004346,ortholog_one2one
ENSMUSG00000078531,,
ENSMUSG00000037815,ENSPTRG00000017291,ortholog_one2one
ENSMUSG00000092316,,
ENSMUSG00000023284,ENSPTRG00000005662,ortholog_one2one
ENSMUSG00000087309,,
ENSMUSG00000030972,ENSPTRG00000007843,ortholog_one2one
ENSMUSG00000055148,ENSPTRG00000010643,ortholog_one2one
ENSMUSG00000046354,ENSPTRG00000019964,ortholog_one2one
ENSMUSG00000097971,,
ENSMUSG00000046435,,
ENSMUSG00000086197,,
ENSMUSG00000059230,,
ENSMUSG00000019948,ENSPTRG00000005341,ortholog_one2one
ENSMUSG00000098178,,
ENSMUSG00000028165,ENSPTRG00000016325,ortholog_one2one
ENSMUSG00000045999,,
ENSMUSG00000028005,ENSPTRG00000016542,ortholog_one2one
ENSMUSG00000030047,ENSPTRG00000012007,ortholog_one2one
ENSMUSG00000085582,,
ENSMUSG00000050756,,
ENSMUSG00000051950,ENSPTRG00000005761,ortholog_one2one
ENSMUSG00000034341,ENSPTRG00000009660,ortholog_one2one
ENSMUSG00000051251,ENSPTRG00000001551,ortholog_one2one
ENSMUSG00000036327,ENSPTRG00000021547,ortholog_one2one
ENSMUSG00000015165,ENSPTRG00000010941,ortholog_one2one
ENSMUSG00000002625,ENSPTRG00000010621,ortholog_one2one
ENSMUSG00000098082,,
ENSMUSG00000086649,,
ENSMUSG00000001014,ENSPTRG00000022810,ortholog_one2one
ENSMUSG00000066031,,
ENSMUSG00000096842,,
ENSMUSG00000084217,,
ENSMUSG00000006276,ENSPTRG00000010644,ortholog_one2one
ENSMUSG00000078578,ENSPTRG00000041581,ortholog_one2one
ENSMUSG00000028587,ENSPTRG00000000738,ortholog_one2one
ENSMUSG00000086480,,
ENSMUSG00000071862,ENSPTRG00000017292,ortholog_one2one
ENSMUSG00000087171,,
ENSMUSG00000021594,ENSPTRG00000016716,ortholog_one2one
ENSMUSG00000086856,,
ENSMUSG00000024357,ENSPTRG00000017293,ortholog_one2one
ENSMUSG00000085667,,
ENSMUSG00000032174,ENSPTRG00000010464,ortholog_one2one
ENSMUSG00000029813,ENSPTRG00000019866,ortholog_one2many
ENSMUSG00000029310,ENSPTRG00000016259,ortholog_one2one
ENSMUSG00000083013,,
ENSMUSG00000019951,ENSPTRG00000005339,ortholog_one2one
ENSMUSG00000062742,ENSPTRG00000032648,ortholog_many2many
ENSMUSG00000084869,,
ENSMUSG00000052981,ENSPTRG00000033811,ortholog_one2one
ENSMUSG00000068537,ENSPTRG00000011865,ortholog_one2one
ENSMUSG00000046897,ENSPTRG00000005005,ortholog_one2one
ENSMUSG00000021598,ENSPTRG00000016713,ortholog_one2one
ENSMUSG00000037236,ENSPTRG00000017294,ortholog_one2one
ENSMUSG00000041748,,
ENSMUSG00000085204,,
ENSMUSG00000003458,ENSPTRG00000001550,ortholog_one2one
ENSMUSG00000086861,,
ENSMUSG00000086057,,
ENSMUSG00000098030,,
ENSMUSG00000068536,ENSPTRG00000019866,ortholog_one2many
ENSMUSG00000094793,,
ENSMUSG00000086111,,
ENSMUSG00000090307,,
ENSMUSG00000082433,,
ENSMUSG00000044066,ENSPTRG00000011988,ortholog_one2one
ENSMUSG00000079355,ENSPTRG00000015403,ortholog_one2one
ENSMUSG00000094948,,
ENSMUSG00000086735,,
ENSMUSG00000086402,,
ENSMUSG00000017561,ENSPTRG00000008963,ortholog_one2one
ENSMUSG00000022824,ENSPTRG00000015314,ortholog_one2one
ENSMUSG00000034525,ENSPTRG00000016711,ortholog_one2one
ENSMUSG00000028164,ENSPTRG00000016322,ortholog_one2one
ENSMUSG00000086328,,
ENSMUSG00000086092,,
ENSMUSG00000071169,,
ENSMUSG00000063410,ENSPTRG00000005988,ortholog_one2one
ENSMUSG00000040220,ENSPTRG00000008501,ortholog_one2one
ENSMUSG00000086308,,
ENSMUSG00000039215,ENSPTRG00000019866,ortholog_one2many
ENSMUSG00000034918,ENSPTRG00000017565,ortholog_one2one
ENSMUSG00000039785,,
ENSMUSG00000096374,,
ENSMUSG00000089873,,
ENSMUSG00000090048,,
ENSMUSG00000037058,ENSPTRG00000017296,ortholog_one2one
ENSMUSG00000064065,ENSPTRG00000018725,ortholog_many2many
ENSMUSG00000064065,ENSPTRG00000018724,ortholog_many2many
ENSMUSG00000039775,,
ENSMUSG00000089849,,
ENSMUSG00000028274,ENSPTRG00000018413,ortholog_one2one
ENSMUSG00000081787,,
ENSMUSG00000039960,ENSPTRG00000002081,ortholog_one2one
ENSMUSG00000032717,ENSPTRG00000018156,ortholog_one2one
ENSMUSG00000073394,,
ENSMUSG00000014668,ENSPTRG00000005661,ortholog_one2one
ENSMUSG00000031471,,
ENSMUSG00000048520,ENSPTRG00000019544,ortholog_one2one
ENSMUSG00000030945,ENSPTRG00000007846,ortholog_one2many
ENSMUSG00000030945,ENSPTRG00000007845,ortholog_one2many
ENSMUSG00000029816,ENSPTRG00000018984,ortholog_one2one
ENSMUSG00000049823,ENSPTRG00000017993,ortholog_one2one
ENSMUSG00000029076,,
ENSMUSG00000086462,,
ENSMUSG00000037790,,
ENSMUSG00000061242,,
ENSMUSG00000085316,,
ENSMUSG00000074922,,
ENSMUSG00000053898,ENSPTRG00000010940,ortholog_one2one
ENSMUSG00000027323,ENSPTRG00000006926,ortholog_one2one
ENSMUSG00000019732,ENSPTRG00000010645,ortholog_one2one
ENSMUSG00000048572,ENSPTRG00000021000,ortholog_one2one
ENSMUSG00000087153,,
ENSMUSG00000067389,,
ENSMUSG00000026131,ENSPTRG00000018303,ortholog_one2one
ENSMUSG00000020142,ENSPTRG00000011985,ortholog_one2one
ENSMUSG00000086472,,
ENSMUSG00000019478,ENSPTRG00000002083,ortholog_one2one
ENSMUSG00000083672,,
ENSMUSG00000084880,,
ENSMUSG00000062906,ENSPTRG00000014534,ortholog_one2one
ENSMUSG00000024985,ENSPTRG00000002949,ortholog_one2one
ENSMUSG00000029815,ENSPTRG00000018985,ortholog_one2one
ENSMUSG00000024354,ENSPTRG00000017297,ortholog_one2one
ENSMUSG00000091034,,
ENSMUSG00000096265,ENSPTRG00000023301,ortholog_many2many
ENSMUSG00000049538,ENSPTRG00000016710,ortholog_one2one
ENSMUSG00000032560,ENSPTRG00000015401,ortholog_one2one
ENSMUSG00000074930,,
ENSMUSG00000096401,,
ENSMUSG00000086930,,
ENSMUSG00000074577,ENSPTRG00000013619,ortholog_one2one
ENSMUSG00000053964,ENSPTRG00000010939,ortholog_one2one
ENSMUSG00000013338,,
ENSMUSG00000057726,ENSPTRG00000017668,ortholog_one2many
ENSMUSG00000081842,,
ENSMUSG00000029814,ENSPTRG00000018986,ortholog_one2one
ENSMUSG00000025383,ENSPTRG00000005093,ortholog_one2one
ENSMUSG00000021243,ENSPTRG00000006540,ortholog_one2one
ENSMUSG00000073830,,
ENSMUSG00000085681,,
ENSMUSG00000031971,ENSPTRG00000002085,ortholog_one2one
ENSMUSG00000083368,,
ENSMUSG00000059218,,
ENSMUSG00000022817,ENSPTRG00000015313,ortholog_one2one
ENSMUSG00000081394,,
ENSMUSG00000083757,,
ENSMUSG00000001281,ENSPTRG00000005006,ortholog_one2one
ENSMUSG00000084105,,
ENSMUSG00000079681,ENSPTRG00000034377,ortholog_one2one
ENSMUSG00000049409,ENSPTRG00000012006,ortholog_one2one
ENSMUSG00000024353,ENSPTRG00000017298,ortholog_one2one
ENSMUSG00000005981,ENSPTRG00000007708,ortholog_one2one
ENSMUSG00000079677,ENSPTRG00000010465,ortholog_one2one
ENSMUSG00000029817,ENSPTRG00000018988,ortholog_one2one
ENSMUSG00000029309,ENSPTRG00000016260,ortholog_one2one
ENSMUSG00000031402,ENSPTRG00000022450,ortholog_one2one
ENSMUSG00000075425,,
ENSMUSG00000074737,,
ENSMUSG00000031972,ENSPTRG00000002086,ortholog_one2one
ENSMUSG00000083223,,
ENSMUSG00000033533,ENSPTRG00000002782,ortholog_many2many
ENSMUSG00000063821,ENSPTRG00000002653,ortholog_one2one
ENSMUSG00000073600,ENSPTRG00000039590,ortholog_one2one
ENSMUSG00000029451,,
ENSMUSG00000087553,,
ENSMUSG00000005682,,
ENSMUSG00000086203,,
ENSMUSG00000050786,ENSPTRG00000018989,ortholog_one2one
ENSMUSG00000083470,,
ENSMUSG00000085932,,
ENSMUSG00000057337,ENSPTRG00000002607,ortholog_one2one
ENSMUSG00000024352,ENSPTRG00000017299,ortholog_one2one
ENSMUSG00000083324,,
ENSMUSG00000079017,ENSPTRG00000006675,ortholog_many2many
ENSMUSG00000079017,ENSPTRG00000006674,ortholog_many2many
ENSMUSG00000068134,ENSPTRG00000010443,ortholog_many2many
ENSMUSG00000010205,ENSPTRG00000010466,ortholog_one2one
ENSMUSG00000084369,,
ENSMUSG00000083162,,
ENSMUSG00000081706,,
ENSMUSG00000052794,ENSPTRG00000010646,ortholog_one2one
ENSMUSG00000083249,,
ENSMUSG00000086290,,
ENSMUSG00000053522,ENSPTRG00000010938,ortholog_one2one
ENSMUSG00000081089,,
ENSMUSG00000074449,ENSPTRG00000024298,ortholog_many2many
ENSMUSG00000024350,ENSPTRG00000017300,ortholog_one2one
ENSMUSG00000039509,ENSPTRG00000002088,ortholog_one2one
ENSMUSG00000030051,ENSPTRG00000012004,ortholog_one2one
ENSMUSG00000047889,ENSPTRG00000017669,ortholog_one2many
ENSMUSG00000082606,,
ENSMUSG00000047115,ENSPTRG00000018990,ortholog_one2one
ENSMUSG00000078512,,
ENSMUSG00000082253,,
ENSMUSG00000073598,,
ENSMUSG00000022043,ENSPTRG00000020103,ortholog_one2one
ENSMUSG00000021208,ENSPTRG00000006675,ortholog_many2many
ENSMUSG00000021208,ENSPTRG00000006674,ortholog_many2many
ENSMUSG00000078511,,
ENSMUSG00000028047,ENSPTRG00000001413,ortholog_one2one
ENSMUSG00000020773,ENSPTRG00000009661,ortholog_one2one
ENSMUSG00000096674,,
ENSMUSG00000047026,ENSPTRG00000034486,ortholog_one2one
ENSMUSG00000026553,ENSPTRG00000001549,ortholog_one2one
ENSMUSG00000033910,ENSPTRG00000016541,ortholog_one2one
ENSMUSG00000078510,,
ENSMUSG00000025557,ENSPTRG00000005990,ortholog_one2one
ENSMUSG00000074837,,
ENSMUSG00000053368,ENSPTRG00000005762,ortholog_one2one
ENSMUSG00000054083,ENSPTRG00000010936,ortholog_one2one
ENSMUSG00000095403,,
ENSMUSG00000078675,,
ENSMUSG00000032175,ENSPTRG00000010468,ortholog_one2one
ENSMUSG00000030942,ENSPTRG00000007848,ortholog_one2one
ENSMUSG00000095294,ENSPTRG00000024151,ortholog_many2many
ENSMUSG00000079009,,
ENSMUSG00000049800,ENSPTRG00000030469,ortholog_one2one
ENSMUSG00000041731,ENSPTRG00000020999,ortholog_one2one
ENSMUSG00000073599,ENSPTRG00000039474,ortholog_one2one
ENSMUSG00000070730,ENSPTRG00000006927,ortholog_one2one
ENSMUSG00000023991,ENSPTRG00000018155,ortholog_one2one
ENSMUSG00000044749,ENSPTRG00000009584,ortholog_one2one
ENSMUSG00000033900,ENSPTRG00000016540,ortholog_one2one
ENSMUSG00000094421,ENSPTRG00000002382,ortholog_many2many
ENSMUSG00000015202,ENSPTRG00000018725,ortholog_many2many
ENSMUSG00000015202,ENSPTRG00000018724,ortholog_many2many
ENSMUSG00000004562,ENSPTRG00000006113,ortholog_one2one
ENSMUSG00000074454,,
ENSMUSG00000082976,,
ENSMUSG00000043102,ENSPTRG00000021478,ortholog_one2one
ENSMUSG00000052488,ENSPTRG00000010647,ortholog_one2one
ENSMUSG00000002028,ENSPTRG00000004344,ortholog_one2one
ENSMUSG00000028582,ENSPTRG00000000737,ortholog_one2one
ENSMUSG00000078509,,
ENSMUSG00000024349,ENSPTRG00000017301,ortholog_one2one
ENSMUSG00000023403,ENSPTRG00000018991,ortholog_one2one
ENSMUSG00000017550,ENSPTRG00000008964,ortholog_one2one
ENSMUSG00000042569,ENSPTRG00000008892,ortholog_one2one
ENSMUSG00000026841,ENSPTRG00000021479,ortholog_one2one
ENSMUSG00000071767,,
ENSMUSG00000054808,ENSPTRG00000010935,ortholog_one2one
ENSMUSG00000091842,,
ENSMUSG00000096688,,
ENSMUSG00000081024,,
ENSMUSG00000021600,,
ENSMUSG00000073724,,
ENSMUSG00000085114,,
ENSMUSG00000001288,ENSPTRG00000005007,ortholog_one2one
ENSMUSG00000058927,ENSPTRG00000018996,ortholog_one2many
ENSMUSG00000064137,,
ENSMUSG00000091896,ENSPTRG00000017303,ortholog_one2one
ENSMUSG00000039826,ENSPTRG00000021423,ortholog_one2one
ENSMUSG00000024050,ENSPTRG00000010622,ortholog_one2one
ENSMUSG00000060969,ENSPTRG00000016709,ortholog_one2one
ENSMUSG00000051490,ENSPTRG00000029251,ortholog_one2many
ENSMUSG00000044641,ENSPTRG00000013620,ortholog_one2one
ENSMUSG00000079626,,
ENSMUSG00000032561,ENSPTRG00000015399,ortholog_one2one
ENSMUSG00000021768,ENSPTRG00000002655,ortholog_one2one
ENSMUSG00000019731,ENSPTRG00000010648,ortholog_one2one
ENSMUSG00000046668,ENSPTRG00000017304,ortholog_one2one
ENSMUSG00000079685,,
ENSMUSG00000049659,ENSPTRG00000011983,ortholog_one2one
ENSMUSG00000024878,ENSPTRG00000020996,ortholog_one2many
ENSMUSG00000024878,ENSPTRG00000020994,ortholog_one2many
ENSMUSG00000024878,ENSPTRG00000012383,ortholog_one2many
ENSMUSG00000030935,ENSPTRG00000007849,ortholog_one2one
ENSMUSG00000027222,ENSPTRG00000003539,ortholog_one2one
ENSMUSG00000003464,ENSPTRG00000001548,ortholog_one2one
ENSMUSG00000029502,ENSPTRG00000005659,ortholog_one2one
ENSMUSG00000029178,ENSPTRG00000015983,ortholog_one2one
ENSMUSG00000073094,,
ENSMUSG00000031974,ENSPTRG00000002090,ortholog_one2one
ENSMUSG00000040746,ENSPTRG00000008615,ortholog_one2one
ENSMUSG00000078674,,
ENSMUSG00000021244,ENSPTRG00000006541,ortholog_one2one
ENSMUSG00000028163,ENSPTRG00000016320,ortholog_one2one
ENSMUSG00000073723,,
ENSMUSG00000058589,ENSPTRG00000005336,ortholog_one2one
ENSMUSG00000045205,ENSPTRG00000020431,ortholog_one2one
ENSMUSG00000000730,ENSPTRG00000013973,ortholog_one2one
ENSMUSG00000021209,ENSPTRG00000006676,ortholog_one2one
ENSMUSG00000043284,ENSPTRG00000008893,ortholog_one2one
ENSMUSG00000045248,ENSPTRG00000010649,ortholog_one2one
ENSMUSG00000085241,,
ENSMUSG00000060336,ENSPTRG00000010249,ortholog_many2many
ENSMUSG00000038697,ENSPTRG00000002091,ortholog_one2one
ENSMUSG00000051149,ENSPTRG00000013623,ortholog_one2one
ENSMUSG00000066861,ENSPTRG00000005477,ortholog_one2many
ENSMUSG00000044600,ENSPTRG00000010650,ortholog_one2one
ENSMUSG00000053565,ENSPTRG00000010934,ortholog_one2one
ENSMUSG00000074735,,
ENSMUSG00000029819,ENSPTRG00000018992,ortholog_one2one
ENSMUSG00000091021,,
ENSMUSG00000019796,ENSPTRG00000018700,ortholog_one2one
ENSMUSG00000086997,,
ENSMUSG00000018931,,
ENSMUSG00000013787,ENSPTRG00000017992,ortholog_one2one
ENSMUSG00000087352,,
ENSMUSG00000068263,ENSPTRG00000015366,ortholog_one2one
ENSMUSG00000081647,,
ENSMUSG00000044916,ENSPTRG00000038965,ortholog_one2one
ENSMUSG00000083816,,
ENSMUSG00000026554,ENSPTRG00000001546,ortholog_one2one
ENSMUSG00000044827,ENSPTRG00000015985,ortholog_one2one
ENSMUSG00000068048,,
ENSMUSG00000019471,ENSPTRG00000010469,ortholog_one2one
ENSMUSG00000096611,,
ENSMUSG00000046814,ENSPTRG00000006928,ortholog_one2one
ENSMUSG00000031976,ENSPTRG00000002092,ortholog_one2one
ENSMUSG00000078673,,
ENSMUSG00000022044,ENSPTRG00000020102,ortholog_one2one
ENSMUSG00000084216,,
ENSMUSG00000037337,ENSPTRG00000010933,ortholog_one2one
ENSMUSG00000024347,ENSPTRG00000017305,ortholog_one2one
ENSMUSG00000071165,,
ENSMUSG00000051498,ENSPTRG00000015986,ortholog_one2one
ENSMUSG00000084245,,
ENSMUSG00000067767,ENSPTRG00000004631,ortholog_one2many
ENSMUSG00000030054,ENSPTRG00000041466,ortholog_one2one
ENSMUSG00000099234,ENSPTRG00000005291,ortholog_one2many
ENSMUSG00000031196,ENSPTRG00000022455,ortholog_one2one
ENSMUSG00000082261,,
ENSMUSG00000079120,,
ENSMUSG00000022521,ENSPTRG00000007710,ortholog_one2one
ENSMUSG00000026723,ENSPTRG00000002327,ortholog_one2one
ENSMUSG00000052776,ENSPTRG00000005477,ortholog_one2many
ENSMUSG00000093752,ENSPTRG00000013625,ortholog_one2many
ENSMUSG00000083517,,
ENSMUSG00000068046,ENSPTRG00000005291,ortholog_one2many
ENSMUSG00000081620,,
ENSMUSG00000081507,,
ENSMUSG00000074447,,
ENSMUSG00000028004,ENSPTRG00000016539,ortholog_one2one
ENSMUSG00000096589,,
ENSMUSG00000085808,,
ENSMUSG00000001504,ENSPTRG00000016708,ortholog_one2one
ENSMUSG00000031791,ENSPTRG00000010651,ortholog_one2one
ENSMUSG00000095327,,
ENSMUSG00000081100,,
ENSMUSG00000030055,,
ENSMUSG00000053909,,
ENSMUSG00000074446,,
ENSMUSG00000081896,,
ENSMUSG00000084103,,
ENSMUSG00000052085,ENSPTRG00000020725,ortholog_one2one
ENSMUSG00000080710,,
ENSMUSG00000061845,,
ENSMUSG00000029185,ENSPTRG00000023549,ortholog_one2one
ENSMUSG00000084394,,
ENSMUSG00000042111,ENSPTRG00000012450,ortholog_one2one
ENSMUSG00000056602,ENSPTRG00000005764,ortholog_one2one
ENSMUSG00000083821,,
ENSMUSG00000089704,ENSPTRG00000002093,ortholog_one2many
ENSMUSG00000051038,,
ENSMUSG00000094687,,
ENSMUSG00000044288,ENSPTRG00000018411,ortholog_one2one
ENSMUSG00000023349,ENSPTRG00000029793,ortholog_one2one
ENSMUSG00000081837,,
ENSMUSG00000030929,ENSPTRG00000023918,ortholog_one2one
ENSMUSG00000084044,,
ENSMUSG00000081922,,
ENSMUSG00000061958,,
ENSMUSG00000013698,ENSPTRG00000001545,ortholog_one2one
ENSMUSG00000084305,,
ENSMUSG00000079008,ENSPTRG00000023903,ortholog_one2many
ENSMUSG00000082358,,
ENSMUSG00000033882,ENSPTRG00000016538,ortholog_one2one
ENSMUSG00000074444,,
ENSMUSG00000034278,ENSPTRG00000006929,ortholog_one2one
ENSMUSG00000032623,ENSPTRG00000005477,ortholog_one2many
ENSMUSG00000081286,,
ENSMUSG00000022610,ENSPTRG00000014535,ortholog_one2one
ENSMUSG00000063364,,
ENSMUSG00000018293,ENSPTRG00000008616,ortholog_one2one
ENSMUSG00000082021,,
ENSMUSG00000074443,,
ENSMUSG00000050810,,
ENSMUSG00000095315,,
ENSMUSG00000081373,,
ENSMUSG00000083241,,
ENSMUSG00000025381,ENSPTRG00000005090,ortholog_one2one
ENSMUSG00000032177,ENSPTRG00000010470,ortholog_one2one
ENSMUSG00000083982,,
ENSMUSG00000083843,,
ENSMUSG00000068130,ENSPTRG00000023903,ortholog_one2many
ENSMUSG00000028264,ENSPTRG00000018410,ortholog_one2one
ENSMUSG00000053137,,
ENSMUSG00000074731,,
ENSMUSG00000038388,ENSPTRG00000018993,ortholog_one2one
ENSMUSG00000071766,,
ENSMUSG00000026127,ENSPTRG00000012451,ortholog_one2one
ENSMUSG00000005580,ENSPTRG00000007711,ortholog_one2one
ENSMUSG00000030056,ENSPTRG00000015367,ortholog_one2one
ENSMUSG00000005683,,
ENSMUSG00000066030,,
ENSMUSG00000069227,ENSPTRG00000017566,ortholog_one2one
ENSMUSG00000078919,ENSPTRG00000013625,ortholog_one2many
ENSMUSG00000068129,ENSPTRG00000013334,ortholog_one2one
ENSMUSG00000081401,,
ENSMUSG00000050197,ENSPTRG00000022234,ortholog_many2many
ENSMUSG00000082756,,
ENSMUSG00000098067,,
ENSMUSG00000081209,,
ENSMUSG00000090599,,
ENSMUSG00000026840,ENSPTRG00000021480,ortholog_one2one
ENSMUSG00000029608,ENSPTRG00000005476,ortholog_one2one
ENSMUSG00000083828,,
ENSMUSG00000007122,ENSPTRG00000001544,ortholog_one2one
ENSMUSG00000086850,,
ENSMUSG00000083366,,
ENSMUSG00000051758,,
ENSMUSG00000082668,,
ENSMUSG00000046909,ENSPTRG00000008965,ortholog_one2one
ENSMUSG00000046993,,
ENSMUSG00000083885,,
ENSMUSG00000039883,ENSPTRG00000019545,ortholog_one2one
ENSMUSG00000084789,,
ENSMUSG00000061669,,
ENSMUSG00000094518,,
ENSMUSG00000085009,,
ENSMUSG00000079048,,
ENSMUSG00000042363,ENSPTRG00000011982,ortholog_one2many
ENSMUSG00000021770,ENSPTRG00000002656,ortholog_one2one
ENSMUSG00000030924,ENSPTRG00000007851,ortholog_one2one
ENSMUSG00000027379,ENSPTRG00000012348,ortholog_one2one
ENSMUSG00000033096,ENSPTRG00000013335,ortholog_one2one
ENSMUSG00000028457,,
ENSMUSG00000060275,ENSPTRG00000017306,ortholog_one2one
ENSMUSG00000054517,ENSPTRG00000009662,ortholog_one2one
ENSMUSG00000034891,ENSPTRG00000017567,ortholog_one2one
ENSMUSG00000048148,ENSPTRG00000010653,ortholog_one2one
ENSMUSG00000055926,,
ENSMUSG00000037913,ENSPTRG00000015988,ortholog_one2one
ENSMUSG00000020709,ENSPTRG00000008966,ortholog_one2one
ENSMUSG00000032564,ENSPTRG00000023991,ortholog_one2one
ENSMUSG00000026126,ENSPTRG00000012452,ortholog_one2one
ENSMUSG00000082504,,
ENSMUSG00000043991,ENSPTRG00000028596,ortholog_one2one
ENSMUSG00000095702,,
ENSMUSG00000028003,ENSPTRG00000016537,ortholog_one2one
ENSMUSG00000034557,ENSPTRG00000000736,ortholog_one2one
ENSMUSG00000082421,,
ENSMUSG00000022519,ENSPTRG00000007712,ortholog_one2one
ENSMUSG00000080946,,
ENSMUSG00000021604,ENSPTRG00000042236,ortholog_one2one
ENSMUSG00000019795,ENSPTRG00000018699,ortholog_one2one
ENSMUSG00000080874,,
ENSMUSG00000007107,ENSPTRG00000001542,ortholog_one2one
ENSMUSG00000018932,ENSPTRG00000008895,ortholog_one2many
ENSMUSG00000018932,ENSPTRG00000042570,ortholog_one2many
ENSMUSG00000048787,ENSPTRG00000038654,ortholog_one2one
ENSMUSG00000026125,,
ENSMUSG00000046727,ENSPTRG00000017309,ortholog_one2one
ENSMUSG00000020707,ENSPTRG00000008967,ortholog_one2one
ENSMUSG00000030144,ENSPTRG00000004638,ortholog_one2one
ENSMUSG00000029501,,
ENSMUSG00000066407,ENSPTRG00000040141,ortholog_one2one
ENSMUSG00000026988,ENSPTRG00000012562,ortholog_one2one
ENSMUSG00000038525,ENSPTRG00000019546,ortholog_one2one
ENSMUSG00000028291,ENSPTRG00000018409,ortholog_one2one
ENSMUSG00000026124,ENSPTRG00000012455,ortholog_one2one
ENSMUSG00000060600,ENSPTRG00000008617,ortholog_one2one
ENSMUSG00000021606,ENSPTRG00000016706,ortholog_one2one
ENSMUSG00000024346,ENSPTRG00000017310,ortholog_one2one
ENSMUSG00000058523,,
ENSMUSG00000068580,ENSPTRG00000006931,ortholog_one2one
ENSMUSG00000056586,,
ENSMUSG00000044033,ENSPTRG00000012693,ortholog_one2one
ENSMUSG00000026798,ENSPTRG00000021424,ortholog_one2one
ENSMUSG00000043733,ENSPTRG00000042397,ortholog_one2one
ENSMUSG00000024486,ENSPTRG00000017311,ortholog_one2one
ENSMUSG00000036606,,
ENSMUSG00000030922,ENSPTRG00000007853,ortholog_one2one
ENSMUSG00000020134,ENSPTRG00000023869,ortholog_one2one
ENSMUSG00000054920,ENSPTRG00000015989,ortholog_one2one
ENSMUSG00000037529,,
ENSMUSG00000078672,,
ENSMUSG00000042784,ENSPTRG00000001412,ortholog_one2one
ENSMUSG00000027223,ENSPTRG00000003538,ortholog_one2one
ENSMUSG00000030142,ENSPTRG00000004639,ortholog_one2one
ENSMUSG00000050751,ENSPTRG00000002094,ortholog_one2one
ENSMUSG00000086709,,
ENSMUSG00000020775,ENSPTRG00000030775,ortholog_one2one
ENSMUSG00000045815,,
ENSMUSG00000025450,,
ENSMUSG00000029500,ENSPTRG00000005657,ortholog_one2one
ENSMUSG00000021607,ENSPTRG00000016705,ortholog_one2one
ENSMUSG00000095367,,
ENSMUSG00000095709,,
ENSMUSG00000078180,,
ENSMUSG00000046262,,
ENSMUSG00000066154,,
ENSMUSG00000045875,ENSPTRG00000020100,ortholog_one2one
ENSMUSG00000087288,,
ENSMUSG00000024485,ENSPTRG00000017312,ortholog_one2one
ENSMUSG00000045174,ENSPTRG00000012458,ortholog_one2one
ENSMUSG00000033860,ENSPTRG00000016536,ortholog_one2one
ENSMUSG00000005718,ENSPTRG00000007713,ortholog_one2one
ENSMUSG00000094928,,
ENSMUSG00000081772,,
ENSMUSG00000032563,ENSPTRG00000015396,ortholog_one2one
ENSMUSG00000021545,,
ENSMUSG00000052389,,
ENSMUSG00000030592,ENSPTRG00000010931,ortholog_one2one
ENSMUSG00000030057,ENSPTRG00000015369,ortholog_one2one
ENSMUSG00000048047,ENSPTRG00000028212,ortholog_one2one
ENSMUSG00000052273,ENSPTRG00000007854,ortholog_one2one
ENSMUSG00000073386,,
ENSMUSG00000025558,ENSPTRG00000005991,ortholog_one2one
ENSMUSG00000022814,ENSPTRG00000015312,ortholog_one2one
ENSMUSG00000031979,ENSPTRG00000002095,ortholog_one2one
ENSMUSG00000039914,ENSPTRG00000005087,ortholog_one2one
ENSMUSG00000086322,,
ENSMUSG00000014303,ENSPTRG00000007714,ortholog_one2one
ENSMUSG00000038034,ENSPTRG00000001539,ortholog_one2one
ENSMUSG00000038717,ENSPTRG00000004342,ortholog_one2many
ENSMUSG00000021608,ENSPTRG00000016701,ortholog_one2one
ENSMUSG00000043939,,
ENSMUSG00000027380,,
