Ensembl Gene ID,Rat Ensembl Gene ID,Homology Type
ENSMUSG00000044149,ENSRNOG00000012446,ortholog_one2many
ENSMUSG00000044149,ENSRNOG00000047399,ortholog_one2many
ENSMUSG00000029644,ENSRNOG00000046458,ortholog_one2one
ENSMUSG00000037593,ENSRNOG00000037214,ortholog_one2one
ENSMUSG00000049548,ENSRNOG00000033403,ortholog_one2one
ENSMUSG00000025929,ENSRNOG00000012467,ortholog_one2one
ENSMUSG00000022575,ENSRNOG00000007728,ortholog_one2one
ENSMUSG00000043183,ENSRNOG00000016932,ortholog_one2one
ENSMUSG00000002732,ENSRNOG00000011758,ortholog_one2one
ENSMUSG00000041872,ENSRNOG00000012509,ortholog_one2one
ENSMUSG00000048938,ENSRNOG00000023073,ortholog_one2one
ENSMUSG00000025317,ENSRNOG00000019098,ortholog_one2one
ENSMUSG00000070002,ENSRNOG00000019824,ortholog_one2one
ENSMUSG00000029646,ENSRNOG00000032759,ortholog_one2one
ENSMUSG00000021190,ENSRNOG00000007089,ortholog_one2one
ENSMUSG00000020627,ENSRNOG00000005371,ortholog_one2one
ENSMUSG00000028341,ENSRNOG00000005964,ortholog_one2one
ENSMUSG00000069080,ENSRNOG00000049038,ortholog_one2many
ENSMUSG00000069080,ENSRNOG00000047732,ortholog_one2many
ENSMUSG00000045731,ENSRNOG00000014231,ortholog_one2one
ENSMUSG00000015843,ENSRNOG00000004537,ortholog_one2one
ENSMUSG00000019139,ENSRNOG00000019741,ortholog_one2one
ENSMUSG00000006221,ENSRNOG00000029079,ortholog_one2one
ENSMUSG00000038212,ENSRNOG00000018227,ortholog_one2one
ENSMUSG00000075543,ENSRNOG00000050360,ortholog_one2one
ENSMUSG00000031397,ENSRNOG00000037259,ortholog_one2one
ENSMUSG00000030790,ENSRNOG00000027030,ortholog_one2one
ENSMUSG00000035900,ENSRNOG00000016968,ortholog_one2one
ENSMUSG00000050379,ENSRNOG00000043182,ortholog_one2one
ENSMUSG00000041859,ENSRNOG00000012543,ortholog_one2one
ENSMUSG00000098678,ENSRNOG00000032231,ortholog_one2one
ENSMUSG00000038462,ENSRNOG00000018281,ortholog_one2one
ENSMUSG00000040969,ENSRNOG00000036958,ortholog_one2many
ENSMUSG00000040969,ENSRNOG00000023965,ortholog_one2many
ENSMUSG00000073866,ENSRNOG00000050468,ortholog_one2one
ENSMUSG00000070003,ENSRNOG00000019698,ortholog_one2one
ENSMUSG00000070637,,
ENSMUSG00000022031,ENSRNOG00000014291,ortholog_one2one
ENSMUSG00000029360,,
ENSMUSG00000037735,,
ENSMUSG00000057375,ENSRNOG00000010512,ortholog_one2one
ENSMUSG00000046607,,
ENSMUSG00000002602,ENSRNOG00000020716,ortholog_one2one
ENSMUSG00000047044,ENSRNOG00000025644,ortholog_one2one
ENSMUSG00000005102,ENSRNOG00000006027,ortholog_one2one
ENSMUSG00000048699,ENSRNOG00000009105,ortholog_one2one
ENSMUSG00000036401,ENSRNOG00000027900,ortholog_one2one
ENSMUSG00000049806,ENSRNOG00000018492,ortholog_one2one
ENSMUSG00000027854,ENSRNOG00000017502,ortholog_one2one
ENSMUSG00000022574,ENSRNOG00000007939,ortholog_one2one
ENSMUSG00000038324,ENSRNOG00000019152,ortholog_one2one
ENSMUSG00000039396,ENSRNOG00000011688,ortholog_one2one
ENSMUSG00000002733,ENSRNOG00000011830,ortholog_one2one
ENSMUSG00000032999,ENSRNOG00000038677,ortholog_one2many
ENSMUSG00000006215,ENSRNOG00000010436,ortholog_one2one
ENSMUSG00000005686,ENSRNOG00000018262,ortholog_one2one
ENSMUSG00000024158,ENSRNOG00000014743,ortholog_one2one
ENSMUSG00000058006,ENSRNOG00000048547,ortholog_one2many
ENSMUSG00000058006,ENSRNOG00000042399,ortholog_one2many
ENSMUSG00000058006,ENSRNOG00000047513,ortholog_one2many
ENSMUSG00000022986,ENSRNOG00000043203,ortholog_one2one
ENSMUSG00000074847,,
ENSMUSG00000002055,ENSRNOG00000011777,ortholog_one2one
ENSMUSG00000069255,ENSRNOG00000018218,ortholog_one2one
ENSMUSG00000043535,ENSRNOG00000013491,ortholog_one2one
ENSMUSG00000038668,ENSRNOG00000013656,ortholog_one2one
ENSMUSG00000084945,,
ENSMUSG00000026686,ENSRNOG00000004642,ortholog_one2one
ENSMUSG00000021514,ENSRNOG00000031328,ortholog_one2one
ENSMUSG00000029167,ENSRNOG00000004473,ortholog_one2one
ENSMUSG00000026317,ENSRNOG00000012565,ortholog_one2one
ENSMUSG00000025931,ENSRNOG00000012830,ortholog_one2one
ENSMUSG00000024037,ENSRNOG00000001181,ortholog_one2one
ENSMUSG00000032850,ENSRNOG00000001124,ortholog_one2one
ENSMUSG00000028013,ENSRNOG00000012091,ortholog_one2one
ENSMUSG00000042817,ENSRNOG00000000949,ortholog_one2one
ENSMUSG00000021090,ENSRNOG00000005409,ortholog_one2one
ENSMUSG00000026827,ENSRNOG00000033824,ortholog_one2one
ENSMUSG00000064232,ENSRNOG00000009160,ortholog_one2one
ENSMUSG00000079254,,
ENSMUSG00000041809,ENSRNOG00000042729,ortholog_one2one
ENSMUSG00000049988,ENSRNOG00000022565,ortholog_one2one
ENSMUSG00000029314,ENSRNOG00000002159,ortholog_one2one
ENSMUSG00000095241,,
ENSMUSG00000091312,,
ENSMUSG00000030788,ENSRNOG00000017900,ortholog_one2one
ENSMUSG00000038508,ENSRNOG00000019661,ortholog_one2one
ENSMUSG00000053414,ENSRNOG00000002092,ortholog_one2one
ENSMUSG00000068922,ENSRNOG00000020357,ortholog_one2one
ENSMUSG00000024423,ENSRNOG00000045844,ortholog_one2one
ENSMUSG00000059908,ENSRNOG00000033245,ortholog_many2many
ENSMUSG00000059908,ENSRNOG00000037188,ortholog_many2many
ENSMUSG00000059908,ENSRNOG00000042228,ortholog_many2many
ENSMUSG00000059908,ENSRNOG00000005599,ortholog_many2many
ENSMUSG00000022791,ENSRNOG00000001769,ortholog_one2one
ENSMUSG00000026770,ENSRNOG00000047647,ortholog_one2one
ENSMUSG00000029070,ENSRNOG00000019244,ortholog_one2one
ENSMUSG00000056204,ENSRNOG00000019639,ortholog_one2one
ENSMUSG00000021192,ENSRNOG00000007699,ortholog_one2one
ENSMUSG00000040703,ENSRNOG00000020743,ortholog_one2one
ENSMUSG00000037346,ENSRNOG00000016887,ortholog_one2one
ENSMUSG00000031848,ENSRNOG00000019572,ortholog_one2one
ENSMUSG00000029169,ENSRNOG00000003844,ortholog_one2one
ENSMUSG00000074749,ENSRNOG00000025141,ortholog_one2one
ENSMUSG00000058173,ENSRNOG00000011162,ortholog_one2one
ENSMUSG00000041779,ENSRNOG00000013046,ortholog_one2one
ENSMUSG00000046585,ENSRNOG00000048596,ortholog_one2many
ENSMUSG00000046585,ENSRNOG00000049596,ortholog_one2many
ENSMUSG00000061455,ENSRNOG00000005801,ortholog_one2one
ENSMUSG00000020609,ENSRNOG00000005542,ortholog_one2one
ENSMUSG00000024420,ENSRNOG00000016874,ortholog_one2one
ENSMUSG00000023041,,
ENSMUSG00000014104,ENSRNOG00000025541,ortholog_one2one
ENSMUSG00000071076,ENSRNOG00000019568,ortholog_one2one
ENSMUSG00000080058,,
ENSMUSG00000091233,ENSRNOG00000034128,ortholog_many2many
ENSMUSG00000091233,ENSRNOG00000029875,ortholog_many2many
ENSMUSG00000055795,ENSRNOG00000032310,ortholog_many2many
ENSMUSG00000055795,ENSRNOG00000039873,ortholog_many2many
ENSMUSG00000055795,ENSRNOG00000006423,ortholog_many2many
ENSMUSG00000055795,ENSRNOG00000022492,ortholog_many2many
ENSMUSG00000055795,ENSRNOG00000007183,ortholog_many2many
ENSMUSG00000030787,ENSRNOG00000026902,ortholog_one2one
ENSMUSG00000095026,ENSRNOG00000043249,ortholog_one2one
ENSMUSG00000029865,ENSRNOG00000025519,ortholog_one2one
ENSMUSG00000022978,ENSRNOG00000021555,ortholog_one2one
ENSMUSG00000052534,ENSRNOG00000004693,ortholog_one2one
ENSMUSG00000062833,,
ENSMUSG00000039977,ENSRNOG00000011172,ortholog_one2one
ENSMUSG00000025316,ENSRNOG00000019140,ortholog_one2one
ENSMUSG00000023210,ENSRNOG00000027821,ortholog_one2one
ENSMUSG00000079592,ENSRNOG00000007613,ortholog_one2one
ENSMUSG00000025933,ENSRNOG00000013238,ortholog_one2many
ENSMUSG00000025933,ENSRNOG00000047980,ortholog_one2many
ENSMUSG00000025933,ENSRNOG00000046593,ortholog_one2many
ENSMUSG00000023289,,
ENSMUSG00000031520,ENSRNOG00000011416,ortholog_one2one
ENSMUSG00000030483,ENSRNOG00000033680,ortholog_one2many
ENSMUSG00000030483,ENSRNOG00000020775,ortholog_one2many
ENSMUSG00000030483,ENSRNOG00000043320,ortholog_one2many
ENSMUSG00000035960,ENSRNOG00000009663,ortholog_one2one
ENSMUSG00000023971,ENSRNOG00000017836,ortholog_one2one
ENSMUSG00000047102,ENSRNOG00000028135,ortholog_one2one
ENSMUSG00000061356,ENSRNOG00000018238,ortholog_one2one
ENSMUSG00000090483,ENSRNOG00000049908,ortholog_one2one
ENSMUSG00000021810,ENSRNOG00000042253,ortholog_one2one
ENSMUSG00000063434,ENSRNOG00000028832,ortholog_one2one
ENSMUSG00000037013,ENSRNOG00000016800,ortholog_one2one
ENSMUSG00000072941,ENSRNOG00000003869,ortholog_one2one
ENSMUSG00000051917,ENSRNOG00000028130,ortholog_one2one
ENSMUSG00000029864,ENSRNOG00000016484,ortholog_one2one
ENSMUSG00000056687,ENSRNOG00000042252,ortholog_one2one
ENSMUSG00000059179,ENSRNOG00000031608,ortholog_one2many
ENSMUSG00000041164,ENSRNOG00000025923,ortholog_one2one
ENSMUSG00000031842,ENSRNOG00000019518,ortholog_one2one
ENSMUSG00000032840,ENSRNOG00000001123,ortholog_one2one
ENSMUSG00000054408,ENSRNOG00000038933,ortholog_one2one
ENSMUSG00000071506,ENSRNOG00000028024,ortholog_one2one
ENSMUSG00000027368,ENSRNOG00000013862,ortholog_one2one
ENSMUSG00000040583,ENSRNOG00000033164,ortholog_one2many
ENSMUSG00000091827,ENSRNOG00000046212,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000047330,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000029323,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000050568,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000049042,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000050237,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000026588,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000042971,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000047210,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000047033,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000049312,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000050134,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000045837,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000050422,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000026262,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000046751,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000048976,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000039860,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000047861,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000049468,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000047982,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000047590,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000046985,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000049674,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000049187,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000033874,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000048796,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000033861,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000050034,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000032131,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000050916,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000049890,ortholog_many2many
ENSMUSG00000091827,ENSRNOG00000047845,ortholog_many2many
ENSMUSG00000063576,ENSRNOG00000017495,ortholog_one2one
ENSMUSG00000036743,ENSRNOG00000030363,ortholog_one2one
ENSMUSG00000019920,ENSRNOG00000037765,ortholog_one2one
ENSMUSG00000039956,ENSRNOG00000021524,ortholog_one2one
ENSMUSG00000032527,ENSRNOG00000015869,ortholog_one2one
ENSMUSG00000025934,ENSRNOG00000050464,ortholog_one2many
ENSMUSG00000025934,ENSRNOG00000029711,ortholog_one2many
ENSMUSG00000025934,ENSRNOG00000013484,ortholog_one2many
ENSMUSG00000045316,ENSRNOG00000014727,ortholog_one2one
ENSMUSG00000020611,ENSRNOG00000036745,ortholog_one2one
ENSMUSG00000045790,ENSRNOG00000024454,ortholog_one2one
ENSMUSG00000054321,ENSRNOG00000026023,ortholog_one2one
ENSMUSG00000024727,ENSRNOG00000013053,ortholog_one2one
ENSMUSG00000046070,ENSRNOG00000015061,ortholog_one2one
ENSMUSG00000043385,ENSRNOG00000014263,ortholog_one2one
ENSMUSG00000040660,ENSRNOG00000033164,ortholog_one2many
ENSMUSG00000000194,ENSRNOG00000023589,ortholog_one2one
ENSMUSG00000018923,ENSRNOG00000019384,ortholog_one2one
ENSMUSG00000042854,ENSRNOG00000029470,ortholog_many2many
ENSMUSG00000042854,ENSRNOG00000007285,ortholog_many2many
ENSMUSG00000005611,ENSRNOG00000017767,ortholog_one2one
ENSMUSG00000045065,,
ENSMUSG00000035187,ENSRNOG00000002149,ortholog_one2one
ENSMUSG00000029863,ENSRNOG00000016707,ortholog_one2one
ENSMUSG00000096375,ENSRNOG00000026162,ortholog_one2many
ENSMUSG00000060002,ENSRNOG00000005487,ortholog_one2one
ENSMUSG00000059625,ENSRNOG00000033983,ortholog_one2one
ENSMUSG00000031519,ENSRNOG00000042630,ortholog_one2one
ENSMUSG00000046130,ENSRNOG00000050783,ortholog_one2many
ENSMUSG00000062083,ENSRNOG00000025179,ortholog_one2one
ENSMUSG00000036225,ENSRNOG00000016467,ortholog_one2one
ENSMUSG00000063406,ENSRNOG00000000073,ortholog_one2one
ENSMUSG00000067750,ENSRNOG00000028595,ortholog_one2many
ENSMUSG00000026683,ENSRNOG00000002711,ortholog_one2one
ENSMUSG00000039252,ENSRNOG00000003887,ortholog_one2one
ENSMUSG00000030131,ENSRNOG00000033245,ortholog_many2many
ENSMUSG00000030131,ENSRNOG00000037188,ortholog_many2many
ENSMUSG00000030131,ENSRNOG00000042228,ortholog_many2many
ENSMUSG00000030131,ENSRNOG00000005599,ortholog_many2many
ENSMUSG00000074254,ENSRNOG00000028900,ortholog_one2many
ENSMUSG00000024411,ENSRNOG00000016043,ortholog_one2one
ENSMUSG00000039599,ENSRNOG00000006554,ortholog_one2one
ENSMUSG00000002768,ENSRNOG00000017144,ortholog_one2one
ENSMUSG00000041722,ENSRNOG00000028595,ortholog_one2many
ENSMUSG00000031518,ENSRNOG00000048035,ortholog_one2one
ENSMUSG00000039183,ENSRNOG00000015090,ortholog_one2one
ENSMUSG00000023206,ENSRNOG00000018706,ortholog_one2one
ENSMUSG00000071866,ENSRNOG00000032310,ortholog_many2many
ENSMUSG00000071866,ENSRNOG00000039873,ortholog_many2many
ENSMUSG00000071866,ENSRNOG00000006423,ortholog_many2many
ENSMUSG00000071866,ENSRNOG00000022492,ortholog_many2many
ENSMUSG00000071866,ENSRNOG00000007183,ortholog_many2many
ENSMUSG00000032135,ENSRNOG00000007726,ortholog_one2one
ENSMUSG00000047161,ENSRNOG00000015867,ortholog_one2one
ENSMUSG00000085079,ENSRNOG00000028595,ortholog_one2many
ENSMUSG00000027433,ENSRNOG00000011785,ortholog_one2one
ENSMUSG00000020610,ENSRNOG00000000246,ortholog_one2one
ENSMUSG00000029330,ENSRNOG00000002142,ortholog_one2one
ENSMUSG00000059409,ENSRNOG00000016849,ortholog_one2one
ENSMUSG00000058064,ENSRNOG00000026260,ortholog_one2many
ENSMUSG00000026678,ENSRNOG00000002730,ortholog_one2one
ENSMUSG00000022119,ENSRNOG00000009836,ortholog_one2one
ENSMUSG00000040614,,
ENSMUSG00000021356,ENSRNOG00000018108,ortholog_one2one
ENSMUSG00000043885,ENSRNOG00000011455,ortholog_one2one
ENSMUSG00000095078,ENSRNOG00000002908,ortholog_one2many
ENSMUSG00000036192,ENSRNOG00000013413,ortholog_one2one
ENSMUSG00000063905,,
ENSMUSG00000043531,ENSRNOG00000011313,ortholog_one2one
ENSMUSG00000028614,ENSRNOG00000010620,ortholog_one2one
ENSMUSG00000095909,,
ENSMUSG00000041126,ENSRNOG00000007026,ortholog_one2one
ENSMUSG00000038530,ENSRNOG00000002773,ortholog_one2one
ENSMUSG00000091347,,
ENSMUSG00000094499,ENSRNOG00000022616,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000029249,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000031928,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000046189,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000048575,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000048604,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000047177,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000050370,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000049387,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000047388,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000049837,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000046767,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000048117,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000046319,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000045591,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000021490,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000040210,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000032365,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000047582,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000047964,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000049635,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000047358,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000050954,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000048581,ortholog_many2many
ENSMUSG00000094499,ENSRNOG00000023718,ortholog_many2many
ENSMUSG00000035891,ENSRNOG00000017022,ortholog_one2one
ENSMUSG00000071176,ENSRNOG00000012561,ortholog_one2one
ENSMUSG00000068823,ENSRNOG00000030302,ortholog_one2one
ENSMUSG00000024304,ENSRNOG00000015602,ortholog_one2one
ENSMUSG00000047013,ENSRNOG00000033202,ortholog_one2one
ENSMUSG00000005609,ENSRNOG00000017195,ortholog_one2one
ENSMUSG00000074832,,
ENSMUSG00000094483,ENSRNOG00000007042,ortholog_one2one
ENSMUSG00000018920,ENSRNOG00000026647,ortholog_one2one
ENSMUSG00000040601,ENSRNOG00000042030,ortholog_one2one
ENSMUSG00000070532,ENSRNOG00000025005,ortholog_one2one
ENSMUSG00000050901,ENSRNOG00000008972,ortholog_one2one
ENSMUSG00000074582,ENSRNOG00000007485,ortholog_one2one
ENSMUSG00000071341,ENSRNOG00000015719,ortholog_one2one
ENSMUSG00000058643,ENSRNOG00000046212,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000047330,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000029323,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000050568,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000049042,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000050237,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000026588,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000042971,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000047210,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000047033,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000049312,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000050134,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000045837,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000050422,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000026262,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000046751,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000048976,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000039860,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000047861,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000049468,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000047982,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000047590,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000046985,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000049674,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000049187,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000033874,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000048796,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000033861,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000050034,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000032131,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000050916,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000049890,ortholog_many2many
ENSMUSG00000058643,ENSRNOG00000047845,ortholog_many2many
ENSMUSG00000024160,ENSRNOG00000015300,ortholog_one2one
ENSMUSG00000043903,ENSRNOG00000028530,ortholog_one2one
ENSMUSG00000018076,ENSRNOG00000001120,ortholog_one2one
ENSMUSG00000029862,ENSRNOG00000016917,ortholog_one2one
ENSMUSG00000009291,ENSRNOG00000001223,ortholog_one2one
ENSMUSG00000059898,ENSRNOG00000017159,ortholog_one2one
ENSMUSG00000055762,ENSRNOG00000021638,ortholog_one2one
ENSMUSG00000056598,ENSRNOG00000021303,ortholog_one2one
ENSMUSG00000049577,ENSRNOG00000043077,ortholog_one2one
ENSMUSG00000026675,ENSRNOG00000002826,ortholog_one2one
ENSMUSG00000039929,ENSRNOG00000002080,ortholog_one2one
ENSMUSG00000073418,ENSRNOG00000000443,ortholog_one2many
ENSMUSG00000073418,ENSRNOG00000047657,ortholog_one2many
ENSMUSG00000073418,ENSRNOG00000030729,ortholog_one2many
ENSMUSG00000074830,,
ENSMUSG00000041920,ENSRNOG00000000245,ortholog_one2one
ENSMUSG00000095206,,
ENSMUSG00000074505,ENSRNOG00000011585,ortholog_one2one
ENSMUSG00000094740,,
ENSMUSG00000063810,ENSRNOG00000022343,ortholog_one2one
ENSMUSG00000071295,,
ENSMUSG00000039079,ENSRNOG00000012789,ortholog_one2one
ENSMUSG00000028033,ENSRNOG00000013781,ortholog_one2one
ENSMUSG00000021520,ENSRNOG00000032204,ortholog_one2many
ENSMUSG00000021520,ENSRNOG00000024967,ortholog_one2many
ENSMUSG00000028453,ENSRNOG00000010424,ortholog_one2one
ENSMUSG00000054102,ENSRNOG00000009241,ortholog_many2many
ENSMUSG00000040761,ENSRNOG00000033556,ortholog_one2one
ENSMUSG00000020437,ENSRNOG00000007113,ortholog_one2one
ENSMUSG00000029173,ENSRNOG00000049244,ortholog_one2one
ENSMUSG00000021811,ENSRNOG00000006619,ortholog_one2one
ENSMUSG00000030268,ENSRNOG00000015514,ortholog_one2one
ENSMUSG00000074826,ENSRNOG00000019426,ortholog_one2many
ENSMUSG00000027852,ENSRNOG00000023079,ortholog_one2one
ENSMUSG00000049960,ENSRNOG00000006898,ortholog_one2one
ENSMUSG00000034342,ENSRNOG00000008444,ortholog_one2one
ENSMUSG00000035953,ENSRNOG00000009948,ortholog_one2one
ENSMUSG00000051864,ENSRNOG00000017057,ortholog_one2one
ENSMUSG00000024331,ENSRNOG00000039969,ortholog_one2one
ENSMUSG00000056531,ENSRNOG00000024545,ortholog_one2one
ENSMUSG00000029861,ENSRNOG00000017149,ortholog_one2one
ENSMUSG00000024659,ENSRNOG00000017469,ortholog_one2one
ENSMUSG00000091924,ENSRNOG00000050783,ortholog_one2many
ENSMUSG00000039375,ENSRNOG00000048847,ortholog_one2one
ENSMUSG00000026674,ENSRNOG00000002881,ortholog_one2one
ENSMUSG00000040650,ENSRNOG00000032004,ortholog_one2one
ENSMUSG00000021194,ENSRNOG00000007912,ortholog_one2one
ENSMUSG00000002763,ENSRNOG00000016655,ortholog_one2one
ENSMUSG00000029161,ENSRNOG00000007923,ortholog_one2one
ENSMUSG00000021519,ENSRNOG00000004492,ortholog_one2one
ENSMUSG00000020059,ENSRNOG00000005270,ortholog_one2one
ENSMUSG00000066704,ENSRNOG00000050823,ortholog_one2many
ENSMUSG00000066704,ENSRNOG00000020801,ortholog_one2many
ENSMUSG00000066704,ENSRNOG00000031529,ortholog_one2many
ENSMUSG00000040829,ENSRNOG00000019477,ortholog_one2one
ENSMUSG00000058354,,
ENSMUSG00000034501,ENSRNOG00000005568,ortholog_one2one
ENSMUSG00000029860,ENSRNOG00000017354,ortholog_one2one
ENSMUSG00000029647,ENSRNOG00000000942,ortholog_one2one
ENSMUSG00000090602,ENSRNOG00000004616,ortholog_one2one
ENSMUSG00000022032,ENSRNOG00000014398,ortholog_one2one
ENSMUSG00000021094,ENSRNOG00000005589,ortholog_one2one
ENSMUSG00000049685,ENSRNOG00000020827,ortholog_one2one
ENSMUSG00000001774,ENSRNOG00000026643,ortholog_one2one
ENSMUSG00000044322,,
ENSMUSG00000035804,ENSRNOG00000012052,ortholog_one2one
ENSMUSG00000031328,ENSRNOG00000037239,ortholog_one2one
ENSMUSG00000025269,ENSRNOG00000000166,ortholog_one2one
ENSMUSG00000045302,ENSRNOG00000007141,ortholog_one2one
ENSMUSG00000017478,ENSRNOG00000028501,ortholog_one2one
ENSMUSG00000057963,ENSRNOG00000008051,ortholog_one2one
ENSMUSG00000050468,ENSRNOG00000022603,ortholog_one2one
ENSMUSG00000021096,ENSRNOG00000005916,ortholog_one2one
ENSMUSG00000029186,ENSRNOG00000003924,ortholog_one2one
ENSMUSG00000054863,ENSRNOG00000049349,ortholog_one2one
ENSMUSG00000026828,ENSRNOG00000004645,ortholog_one2one
ENSMUSG00000027249,ENSRNOG00000016325,ortholog_one2one
ENSMUSG00000005610,ENSRNOG00000046183,ortholog_one2many
ENSMUSG00000005610,ENSRNOG00000017158,ortholog_one2many
ENSMUSG00000020265,ENSRNOG00000038489,ortholog_one2one
ENSMUSG00000005547,ENSRNOG00000028900,ortholog_one2many
ENSMUSG00000034774,ENSRNOG00000016853,ortholog_one2many
ENSMUSG00000028343,ENSRNOG00000005841,ortholog_one2one
ENSMUSG00000018604,ENSRNOG00000008706,ortholog_one2one
ENSMUSG00000006642,ENSRNOG00000025736,ortholog_one2one
ENSMUSG00000030114,ENSRNOG00000014918,ortholog_one2many
ENSMUSG00000030114,ENSRNOG00000050763,ortholog_one2many
ENSMUSG00000002769,ENSRNOG00000048623,ortholog_one2many
ENSMUSG00000002769,ENSRNOG00000016349,ortholog_one2many
ENSMUSG00000006219,ENSRNOG00000011774,ortholog_one2one
ENSMUSG00000061527,ENSRNOG00000050420,ortholog_one2one
ENSMUSG00000026670,ENSRNOG00000002926,ortholog_one2one
ENSMUSG00000028780,ENSRNOG00000006526,ortholog_one2one
ENSMUSG00000039543,ENSRNOG00000007046,ortholog_one2one
ENSMUSG00000020604,ENSRNOG00000003931,ortholog_one2one
ENSMUSG00000079620,ENSRNOG00000001777,ortholog_one2one
ENSMUSG00000000378,ENSRNOG00000007643,ortholog_one2one
ENSMUSG00000029859,ENSRNOG00000017525,ortholog_one2one
