Ensembl Gene ID,Cow Ensembl Gene ID,Homology Type
ENSMUSG00000095758,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095758,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095758,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095758,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095758,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000029534,ENSBTAG00000010756,ortholog_one2one
ENSMUSG00000028736,ENSBTAG00000014967,ortholog_one2one
ENSMUSG00000096915,ENSBTAG00000016186,ortholog_one2many
ENSMUSG00000041377,ENSBTAG00000008554,ortholog_one2one
ENSMUSG00000094564,,
ENSMUSG00000073943,ENSBTAG00000040339,ortholog_one2many
ENSMUSG00000094879,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000094879,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000094879,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000094879,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000094879,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000094879,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000049010,,
ENSMUSG00000028414,ENSBTAG00000010247,ortholog_one2one
ENSMUSG00000024691,ENSBTAG00000002450,ortholog_one2one
ENSMUSG00000095558,ENSBTAG00000016186,ortholog_one2many
ENSMUSG00000094822,ENSBTAG00000047945,ortholog_one2many
ENSMUSG00000096612,,
ENSMUSG00000023031,ENSBTAG00000008900,ortholog_one2one
ENSMUSG00000094208,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000094208,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000094208,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000094208,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000094208,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000094208,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000044205,ENSBTAG00000038590,ortholog_many2many
ENSMUSG00000044205,ENSBTAG00000037467,ortholog_many2many
ENSMUSG00000044205,ENSBTAG00000039757,ortholog_many2many
ENSMUSG00000096516,ENSBTAG00000047945,ortholog_one2many
ENSMUSG00000034336,ENSBTAG00000002717,ortholog_one2one
ENSMUSG00000053070,ENSBTAG00000039437,ortholog_one2many
ENSMUSG00000053070,ENSBTAG00000015309,ortholog_one2many
ENSMUSG00000093941,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000093941,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000093941,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000093941,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000093941,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000093941,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000047545,ENSBTAG00000037875,ortholog_one2many
ENSMUSG00000000631,ENSBTAG00000017380,ortholog_one2one
ENSMUSG00000027788,ENSBTAG00000018489,ortholog_one2one
ENSMUSG00000069805,ENSBTAG00000009733,ortholog_one2one
ENSMUSG00000045812,ENSBTAG00000006634,ortholog_one2one
ENSMUSG00000031445,ENSBTAG00000019440,ortholog_one2one
ENSMUSG00000074934,ENSBTAG00000046604,ortholog_one2one
ENSMUSG00000049291,ENSBTAG00000013977,ortholog_one2one
ENSMUSG00000074322,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000074322,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000074322,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000074322,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000074322,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000074322,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000078234,ENSBTAG00000030322,ortholog_one2one
ENSMUSG00000040359,ENSBTAG00000020410,ortholog_one2one
ENSMUSG00000041372,ENSBTAG00000008553,ortholog_one2one
ENSMUSG00000095659,ENSBTAG00000013260,ortholog_one2many
ENSMUSG00000050281,ENSBTAG00000035027,ortholog_many2many
ENSMUSG00000050281,ENSBTAG00000017934,ortholog_many2many
ENSMUSG00000050281,ENSBTAG00000045488,ortholog_many2many
ENSMUSG00000096513,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000096513,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000096513,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000096513,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000096513,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000096513,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000049073,ENSBTAG00000038802,ortholog_one2one
ENSMUSG00000071103,ENSBTAG00000034430,ortholog_one2one
ENSMUSG00000094155,ENSBTAG00000016186,ortholog_one2many
ENSMUSG00000063531,ENSBTAG00000014920,ortholog_one2one
ENSMUSG00000096760,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000096760,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000096760,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000096760,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000096760,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000096760,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000040972,ENSBTAG00000019172,ortholog_one2one
ENSMUSG00000034412,ENSBTAG00000018086,ortholog_one2one
ENSMUSG00000040541,ENSBTAG00000033502,ortholog_one2one
ENSMUSG00000050138,ENSBTAG00000017500,ortholog_one2one
ENSMUSG00000023236,ENSBTAG00000032613,ortholog_one2one
ENSMUSG00000079671,,
ENSMUSG00000058662,ENSBTAG00000046378,ortholog_many2many
ENSMUSG00000058662,ENSBTAG00000038679,ortholog_many2many
ENSMUSG00000095064,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000095064,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095064,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095064,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095064,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095064,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000040729,ENSBTAG00000020032,ortholog_one2one
ENSMUSG00000093922,,
ENSMUSG00000022064,ENSBTAG00000019895,ortholog_one2one
ENSMUSG00000074480,ENSBTAG00000019158,ortholog_one2one
ENSMUSG00000095191,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000095191,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095191,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095191,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095191,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095191,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000073247,,
ENSMUSG00000061626,ENSBTAG00000046378,ortholog_many2many
ENSMUSG00000061626,ENSBTAG00000038679,ortholog_many2many
ENSMUSG00000051095,ENSBTAG00000047306,ortholog_many2many
ENSMUSG00000095976,,
ENSMUSG00000052098,,
ENSMUSG00000009894,ENSBTAG00000004188,ortholog_one2one
ENSMUSG00000079020,ENSBTAG00000008597,ortholog_one2one
ENSMUSG00000005370,ENSBTAG00000001424,ortholog_one2one
ENSMUSG00000095962,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000095962,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095962,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095962,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095962,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095962,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000047535,ENSBTAG00000020673,ortholog_one2many
ENSMUSG00000047535,ENSBTAG00000039773,ortholog_one2many
ENSMUSG00000039476,ENSBTAG00000002936,ortholog_one2one
ENSMUSG00000095163,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000095163,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095163,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095163,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095163,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095163,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000074846,ENSBTAG00000031061,ortholog_one2many
ENSMUSG00000073940,ENSBTAG00000047847,ortholog_many2many
ENSMUSG00000073940,ENSBTAG00000047356,ortholog_many2many
ENSMUSG00000073940,ENSBTAG00000038748,ortholog_many2many
ENSMUSG00000073940,ENSBTAG00000037644,ortholog_many2many
ENSMUSG00000067879,ENSBTAG00000002192,ortholog_one2one
ENSMUSG00000031998,ENSBTAG00000008060,ortholog_one2many
ENSMUSG00000037280,ENSBTAG00000017943,ortholog_one2one
ENSMUSG00000096283,,
ENSMUSG00000005148,ENSBTAG00000002129,ortholog_one2one
ENSMUSG00000074311,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000074311,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000074311,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000074311,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000074311,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000074311,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000025602,ENSBTAG00000016684,ortholog_one2one
ENSMUSG00000031997,ENSBTAG00000011227,ortholog_one2one
ENSMUSG00000031634,ENSBTAG00000018454,ortholog_one2one
ENSMUSG00000044772,ENSBTAG00000013026,ortholog_one2one
ENSMUSG00000096304,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000096304,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000096304,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000096304,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000096304,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000096304,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000084897,,
ENSMUSG00000015568,ENSBTAG00000012855,ortholog_one2one
ENSMUSG00000052305,ENSBTAG00000047847,ortholog_many2many
ENSMUSG00000052305,ENSBTAG00000047356,ortholog_many2many
ENSMUSG00000052305,ENSBTAG00000038748,ortholog_many2many
ENSMUSG00000052305,ENSBTAG00000037644,ortholog_many2many
ENSMUSG00000096348,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000096348,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000096348,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000096348,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000096348,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000096348,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000097704,,
ENSMUSG00000072294,ENSBTAG00000044007,ortholog_one2one
ENSMUSG00000020424,ENSBTAG00000018084,ortholog_one2one
ENSMUSG00000035121,ENSBTAG00000004769,ortholog_one2one
ENSMUSG00000008601,ENSBTAG00000018914,ortholog_one2one
ENSMUSG00000095273,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000095273,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095273,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095273,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095273,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095273,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000020721,ENSBTAG00000004746,ortholog_one2one
ENSMUSG00000071633,ENSBTAG00000012540,ortholog_one2one
ENSMUSG00000034663,ENSBTAG00000001126,ortholog_one2one
ENSMUSG00000084902,,
ENSMUSG00000038624,ENSBTAG00000039574,ortholog_one2one
ENSMUSG00000020660,ENSBTAG00000007897,ortholog_one2one
ENSMUSG00000096071,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000096071,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000096071,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000096071,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000096071,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000096071,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000040433,ENSBTAG00000040061,ortholog_one2one
ENSMUSG00000031845,ENSBTAG00000001026,ortholog_one2one
ENSMUSG00000027790,ENSBTAG00000006975,ortholog_one2one
ENSMUSG00000027597,ENSBTAG00000018101,ortholog_one2many
ENSMUSG00000094981,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000094981,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000094981,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000094981,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000094981,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000094981,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000071112,ENSBTAG00000000380,ortholog_one2one
ENSMUSG00000094149,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000094149,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000094149,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000094149,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000094149,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000094149,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000040225,ENSBTAG00000001821,ortholog_one2one
ENSMUSG00000078621,ENSBTAG00000047847,ortholog_many2many
ENSMUSG00000078621,ENSBTAG00000047356,ortholog_many2many
ENSMUSG00000078621,ENSBTAG00000038748,ortholog_many2many
ENSMUSG00000078621,ENSBTAG00000037644,ortholog_many2many
ENSMUSG00000015092,ENSBTAG00000030302,ortholog_one2one
ENSMUSG00000093871,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000093871,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000093871,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000093871,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000093871,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000093871,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000020658,ENSBTAG00000007888,ortholog_one2one
ENSMUSG00000058755,ENSBTAG00000016163,ortholog_one2one
ENSMUSG00000038542,ENSBTAG00000021725,ortholog_one2one
ENSMUSG00000022893,ENSBTAG00000000706,ortholog_one2one
ENSMUSG00000093917,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000093917,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000093917,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000093917,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000093917,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000093917,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000022548,ENSBTAG00000023600,ortholog_one2one
ENSMUSG00000019969,ENSBTAG00000011757,ortholog_one2one
ENSMUSG00000052217,ENSBTAG00000037751,ortholog_one2many
ENSMUSG00000052217,ENSBTAG00000039178,ortholog_one2many
ENSMUSG00000002496,ENSBTAG00000020617,ortholog_one2one
ENSMUSG00000070990,ENSBTAG00000014760,ortholog_one2one
ENSMUSG00000025912,ENSBTAG00000011981,ortholog_one2one
ENSMUSG00000021944,ENSBTAG00000005425,ortholog_one2one
ENSMUSG00000095543,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000095543,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095543,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095543,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095543,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095543,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000040687,ENSBTAG00000021700,ortholog_one2one
ENSMUSG00000021458,ENSBTAG00000000699,ortholog_one2many
ENSMUSG00000021458,ENSBTAG00000047196,ortholog_one2many
ENSMUSG00000021458,ENSBTAG00000045622,ortholog_one2many
ENSMUSG00000094542,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000094542,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000094542,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000094542,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000094542,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000094542,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000034394,ENSBTAG00000007424,ortholog_one2one
ENSMUSG00000042888,ENSBTAG00000047596,ortholog_one2one
ENSMUSG00000096871,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000096871,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000096871,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000096871,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000096871,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000096871,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000052187,ENSBTAG00000039056,ortholog_one2many
ENSMUSG00000052187,ENSBTAG00000037815,ortholog_one2many
ENSMUSG00000041219,ENSBTAG00000020100,ortholog_one2one
ENSMUSG00000043410,ENSBTAG00000020856,ortholog_one2one
ENSMUSG00000093853,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000093853,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000093853,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000093853,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000093853,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000093853,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000049281,ENSBTAG00000016768,ortholog_one2one
ENSMUSG00000052557,ENSBTAG00000009428,ortholog_one2one
ENSMUSG00000095383,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000095383,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095383,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095383,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095383,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095383,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000029061,ENSBTAG00000010732,ortholog_one2one
ENSMUSG00000036819,ENSBTAG00000004191,ortholog_one2one
ENSMUSG00000038722,ENSBTAG00000020439,ortholog_one2one
ENSMUSG00000028331,ENSBTAG00000019238,ortholog_one2one
ENSMUSG00000094748,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000094748,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000094748,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000094748,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000094748,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000094748,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000058200,ENSBTAG00000039298,ortholog_many2many
ENSMUSG00000095984,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000095984,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095984,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095984,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095984,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095984,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000028417,ENSBTAG00000045852,ortholog_one2one
ENSMUSG00000063615,ENSBTAG00000039735,ortholog_many2many
ENSMUSG00000001815,,
ENSMUSG00000005371,ENSBTAG00000001425,ortholog_one2one
ENSMUSG00000094905,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000094905,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000094905,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000094905,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000094905,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000094905,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000030244,ENSBTAG00000013333,ortholog_one2one
ENSMUSG00000047163,ENSBTAG00000008312,ortholog_many2many
ENSMUSG00000026950,ENSBTAG00000006907,ortholog_one2one
ENSMUSG00000078746,ENSBTAG00000039021,ortholog_many2many
ENSMUSG00000095081,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000095081,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095081,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095081,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095081,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095081,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000067150,ENSBTAG00000018970,ortholog_one2one
ENSMUSG00000001819,ENSBTAG00000004313,ortholog_one2one
ENSMUSG00000040950,ENSBTAG00000017895,ortholog_one2many
ENSMUSG00000020419,ENSBTAG00000013877,ortholog_one2one
ENSMUSG00000042219,ENSBTAG00000019549,ortholog_one2one
ENSMUSG00000095363,,
ENSMUSG00000028420,ENSBTAG00000034867,ortholog_one2one
ENSMUSG00000095619,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000095619,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095619,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095619,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095619,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095619,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000063889,ENSBTAG00000016060,ortholog_one2one
ENSMUSG00000073938,,
ENSMUSG00000017176,ENSBTAG00000011456,ortholog_one2one
ENSMUSG00000094700,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000094700,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000094700,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000094700,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000094700,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000094700,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000034390,ENSBTAG00000013524,ortholog_one2one
ENSMUSG00000073937,ENSBTAG00000019544,ortholog_one2one
ENSMUSG00000057170,ENSBTAG00000038718,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000006761,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000015827,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000031640,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000025304,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000036106,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000033513,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000033993,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000025302,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000040136,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000025314,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000047671,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000015274,ortholog_many2many
ENSMUSG00000057170,ENSBTAG00000025317,ortholog_many2many
ENSMUSG00000050737,ENSBTAG00000019453,ortholog_one2one
ENSMUSG00000095931,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000095931,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095931,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095931,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095931,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095931,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000094520,ENSBTAG00000037992,ortholog_one2many
ENSMUSG00000033083,ENSBTAG00000005760,ortholog_one2one
ENSMUSG00000040195,ENSBTAG00000014659,ortholog_one2one
ENSMUSG00000090219,ENSBTAG00000046762,ortholog_one2one
ENSMUSG00000094931,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000094931,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000094931,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000094931,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000094931,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000094931,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000059430,ENSBTAG00000015441,ortholog_one2one
ENSMUSG00000042029,ENSBTAG00000016131,ortholog_one2one
ENSMUSG00000094063,ENSBTAG00000037992,ortholog_one2many
ENSMUSG00000092297,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000092297,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000092297,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000092297,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000092297,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000092297,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000021076,ENSBTAG00000014392,ortholog_one2one
ENSMUSG00000040964,ENSBTAG00000000684,ortholog_one2one
ENSMUSG00000048790,,
ENSMUSG00000023068,ENSBTAG00000015497,ortholog_one2one
ENSMUSG00000094532,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000094532,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000094532,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000094532,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000094532,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000094532,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000021223,ENSBTAG00000011680,ortholog_one2one
ENSMUSG00000066263,ENSBTAG00000039088,ortholog_one2one
ENSMUSG00000046598,ENSBTAG00000000448,ortholog_one2one
ENSMUSG00000021182,ENSBTAG00000000838,ortholog_one2one
ENSMUSG00000025050,ENSBTAG00000009879,ortholog_one2many
ENSMUSG00000025050,ENSBTAG00000047580,ortholog_one2many
ENSMUSG00000094934,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000094934,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000094934,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000094934,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000094934,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000094934,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000066262,ENSBTAG00000003582,ortholog_one2one
ENSMUSG00000073932,ENSBTAG00000027651,ortholog_one2one
ENSMUSG00000096601,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000096601,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000096601,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000096601,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000096601,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000096601,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000031870,ENSBTAG00000024648,ortholog_one2one
ENSMUSG00000095683,,
ENSMUSG00000071909,ENSBTAG00000021235,ortholog_one2one
ENSMUSG00000049797,ENSBTAG00000018182,ortholog_one2one
ENSMUSG00000045210,ENSBTAG00000006695,ortholog_one2one
ENSMUSG00000028062,ENSBTAG00000011754,ortholog_one2one
ENSMUSG00000095358,ENSBTAG00000038890,ortholog_many2many
ENSMUSG00000095358,ENSBTAG00000038416,ortholog_many2many
ENSMUSG00000095358,ENSBTAG00000040294,ortholog_many2many
ENSMUSG00000095358,ENSBTAG00000023349,ortholog_many2many
ENSMUSG00000095358,ENSBTAG00000030360,ortholog_many2many
ENSMUSG00000095358,ENSBTAG00000036215,ortholog_many2many
ENSMUSG00000025049,ENSBTAG00000009709,ortholog_one2one
ENSMUSG00000062737,ENSBTAG00000038718,ortholog_many2many
ENSMUSG00000062737,ENSBTAG00000006761,ortholog_many2many
ENSMUSG00000062737,ENSBTAG00000015827,ortholog_many2many
ENSMUSG00000062737,ENSBTAG00000031640,ortholog_many2many
ENSMUSG00000062737,ENSBTAG00000025304,ortholog_many2many
ENSMUSG00000062737,ENSBTAG00000036106,ortholog_many2many
ENSMUSG00000062737,ENSBTAG00000033513,ortholog_many2many
ENSMUSG00000062737,ENSBTAG00000033993,ortholog_many2many
ENSMUSG00000062737,ENSBTAG00000025302,ortholog_many2many
ENSMUSG00000062737,ENSBTAG00000040136,ortholog_many2many
ENSMUSG00000062737,ENSBTAG00000025314,ortholog_many2many
