Ensembl Gene ID,Frog Ensembl Gene ID,Homology Type
ENSMUSG00000001804,ENSXETG00000031232,ortholog_one2many
ENSMUSG00000029851,ENSXETG00000031951,ortholog_many2many
ENSMUSG00000006519,ENSXETG00000017431,ortholog_one2one
ENSMUSG00000020758,ENSXETG00000012556,ortholog_one2one
ENSMUSG00000079494,ENSXETG00000026706,ortholog_many2many
ENSMUSG00000058594,ENSXETG00000018125,ortholog_one2one
ENSMUSG00000068921,ENSXETG00000021441,ortholog_one2one
ENSMUSG00000030004,ENSXETG00000012759,ortholog_many2many
ENSMUSG00000020061,ENSXETG00000032982,ortholog_one2one
ENSMUSG00000017390,ENSXETG00000027677,ortholog_one2one
ENSMUSG00000053279,ENSXETG00000019615,ortholog_one2many
ENSMUSG00000033634,ENSXETG00000030856,ortholog_many2many
ENSMUSG00000044306,,
ENSMUSG00000006517,ENSXETG00000017427,ortholog_one2one
ENSMUSG00000044400,,
ENSMUSG00000068299,ENSXETG00000012760,ortholog_many2many
ENSMUSG00000022033,ENSXETG00000020438,ortholog_one2one
ENSMUSG00000056632,ENSXETG00000031232,ortholog_one2many
ENSMUSG00000073494,,
ENSMUSG00000075040,ENSXETG00000001980,ortholog_one2one
ENSMUSG00000032109,ENSXETG00000021586,ortholog_one2one
ENSMUSG00000079641,ENSXETG00000030573,ortholog_one2many
ENSMUSG00000037669,ENSXETG00000008907,ortholog_one2one
ENSMUSG00000053291,ENSXETG00000002590,ortholog_one2one
ENSMUSG00000038296,ENSXETG00000032453,ortholog_one2one
ENSMUSG00000029263,ENSXETG00000003720,ortholog_one2one
ENSMUSG00000054117,ENSXETG00000017674,ortholog_many2many
ENSMUSG00000032537,ENSXETG00000013722,ortholog_one2one
ENSMUSG00000096334,,
ENSMUSG00000028454,ENSXETG00000002364,ortholog_one2one
ENSMUSG00000018415,ENSXETG00000012151,ortholog_one2one
ENSMUSG00000057103,ENSXETG00000012760,ortholog_many2many
ENSMUSG00000053253,ENSXETG00000017809,ortholog_one2one
ENSMUSG00000000384,ENSXETG00000023866,ortholog_one2one
ENSMUSG00000096603,,
ENSMUSG00000018919,ENSXETG00000021051,ortholog_one2one
ENSMUSG00000037660,ENSXETG00000008906,ortholog_one2one
ENSMUSG00000041670,ENSXETG00000002308,ortholog_one2one
ENSMUSG00000041958,ENSXETG00000019347,ortholog_one2one
ENSMUSG00000002718,ENSXETG00000001784,ortholog_one2one
ENSMUSG00000095538,ENSXETG00000002588,ortholog_one2many
ENSMUSG00000094430,,
ENSMUSG00000024365,ENSXETG00000005187,ortholog_one2one
ENSMUSG00000054226,ENSXETG00000023300,ortholog_one2one
ENSMUSG00000089661,ENSXETG00000002588,ortholog_one2many
ENSMUSG00000022387,ENSXETG00000014519,ortholog_one2one
ENSMUSG00000026830,,
ENSMUSG00000025270,ENSXETG00000022017,ortholog_one2one
ENSMUSG00000059263,ENSXETG00000032421,ortholog_one2one
ENSMUSG00000044393,ENSXETG00000034243,ortholog_one2one
ENSMUSG00000002944,ENSXETG00000007876,ortholog_one2one
ENSMUSG00000036667,ENSXETG00000029983,ortholog_many2many
ENSMUSG00000072769,,
ENSMUSG00000057710,,
ENSMUSG00000067596,ENSXETG00000017147,ortholog_many2many
ENSMUSG00000067596,ENSXETG00000024586,ortholog_many2many
ENSMUSG00000040669,ENSXETG00000024202,ortholog_one2many
ENSMUSG00000040669,ENSXETG00000024224,ortholog_one2many
ENSMUSG00000039903,ENSXETG00000009896,ortholog_one2one
ENSMUSG00000003226,ENSXETG00000016006,ortholog_one2one
ENSMUSG00000032131,ENSXETG00000021581,ortholog_one2one
ENSMUSG00000022116,,
ENSMUSG00000009549,ENSXETG00000000290,ortholog_one2one
ENSMUSG00000060143,,
ENSMUSG00000038473,ENSXETG00000010460,ortholog_one2one
ENSMUSG00000035606,ENSXETG00000032854,ortholog_one2many
ENSMUSG00000035606,ENSXETG00000030705,ortholog_one2many
ENSMUSG00000035606,ENSXETG00000004350,ortholog_one2many
ENSMUSG00000061479,ENSXETG00000002585,ortholog_one2many
ENSMUSG00000056605,ENSXETG00000017147,ortholog_many2many
ENSMUSG00000056605,ENSXETG00000024586,ortholog_many2many
ENSMUSG00000022114,ENSXETG00000017807,ortholog_one2one
ENSMUSG00000029491,ENSXETG00000018012,ortholog_one2one
ENSMUSG00000090538,ENSXETG00000003706,ortholog_one2many
ENSMUSG00000026832,,
ENSMUSG00000022113,,
ENSMUSG00000021518,,
ENSMUSG00000028613,ENSXETG00000008073,ortholog_one2one
ENSMUSG00000073730,ENSXETG00000007199,ortholog_one2many
ENSMUSG00000061808,ENSXETG00000004725,ortholog_one2one
ENSMUSG00000089634,ENSXETG00000031469,ortholog_many2many
ENSMUSG00000073729,,
ENSMUSG00000002058,ENSXETG00000019348,ortholog_one2one
ENSMUSG00000038312,ENSXETG00000007449,ortholog_one2one
ENSMUSG00000091449,ENSXETG00000016843,ortholog_one2many
ENSMUSG00000096458,ENSXETG00000023178,ortholog_many2many
ENSMUSG00000096458,ENSXETG00000018329,ortholog_many2many
ENSMUSG00000090641,,
ENSMUSG00000062619,,
ENSMUSG00000056124,ENSXETG00000004726,ortholog_one2one
ENSMUSG00000026158,ENSXETG00000002312,ortholog_one2one
ENSMUSG00000031840,ENSXETG00000012930,ortholog_one2one
ENSMUSG00000000381,,
ENSMUSG00000030002,ENSXETG00000029935,ortholog_one2one
ENSMUSG00000020605,ENSXETG00000008905,ortholog_one2one
ENSMUSG00000063888,,
ENSMUSG00000035629,ENSXETG00000030994,ortholog_one2one
ENSMUSG00000071434,,
ENSMUSG00000078786,ENSXETG00000030884,ortholog_one2one
ENSMUSG00000091618,,
ENSMUSG00000036572,ENSXETG00000007440,ortholog_one2one
ENSMUSG00000058883,,
ENSMUSG00000054364,ENSXETG00000026772,ortholog_one2one
ENSMUSG00000030772,ENSXETG00000013701,ortholog_one2one
ENSMUSG00000040653,ENSXETG00000022545,ortholog_one2one
ENSMUSG00000036568,ENSXETG00000031648,ortholog_one2one
ENSMUSG00000041046,ENSXETG00000015678,ortholog_one2one
ENSMUSG00000029071,ENSXETG00000011120,ortholog_one2one
ENSMUSG00000002057,ENSXETG00000019351,ortholog_one2one
ENSMUSG00000031517,ENSXETG00000002459,ortholog_one2one
ENSMUSG00000019762,ENSXETG00000011383,ortholog_one2one
ENSMUSG00000003752,ENSXETG00000002580,ortholog_one2one
ENSMUSG00000020600,ENSXETG00000008904,ortholog_one2one
ENSMUSG00000075478,ENSXETG00000013354,ortholog_one2one
ENSMUSG00000026156,ENSXETG00000017898,ortholog_one2one
ENSMUSG00000009293,ENSXETG00000018628,ortholog_one2one
ENSMUSG00000035559,ENSXETG00000018317,ortholog_one2one
ENSMUSG00000073388,,
ENSMUSG00000042800,,
ENSMUSG00000099102,,
ENSMUSG00000033382,ENSXETG00000004734,ortholog_one2one
ENSMUSG00000027247,ENSXETG00000001985,ortholog_one2one
ENSMUSG00000036430,ENSXETG00000000215,ortholog_one2one
ENSMUSG00000045871,ENSXETG00000013348,ortholog_one2one
ENSMUSG00000031838,ENSXETG00000025512,ortholog_one2one
ENSMUSG00000023978,ENSXETG00000000213,ortholog_one2one
ENSMUSG00000041895,ENSXETG00000003087,ortholog_one2one
ENSMUSG00000033214,ENSXETG00000023987,ortholog_one2one
ENSMUSG00000021814,ENSXETG00000010645,ortholog_one2one
ENSMUSG00000030263,ENSXETG00000030622,ortholog_one2one
ENSMUSG00000020830,ENSXETG00000021046,ortholog_one2many
ENSMUSG00000020830,ENSXETG00000021048,ortholog_one2many
ENSMUSG00000058126,ENSXETG00000009718,ortholog_one2one
ENSMUSG00000074824,,
ENSMUSG00000025372,ENSXETG00000013408,ortholog_one2one
ENSMUSG00000001095,ENSXETG00000023776,ortholog_one2one
ENSMUSG00000038463,ENSXETG00000004748,ortholog_one2one
ENSMUSG00000033107,ENSXETG00000034351,ortholog_one2one
ENSMUSG00000046811,ENSXETG00000021043,ortholog_one2one
ENSMUSG00000057396,,
ENSMUSG00000020431,ENSXETG00000015663,ortholog_one2one
ENSMUSG00000018263,ENSXETG00000017688,ortholog_one2one
ENSMUSG00000046338,ENSXETG00000033567,ortholog_one2one
ENSMUSG00000031834,ENSXETG00000012933,ortholog_one2one
ENSMUSG00000074502,ENSXETG00000003356,ortholog_one2many
ENSMUSG00000003762,ENSXETG00000002574,ortholog_one2one
ENSMUSG00000006587,,
ENSMUSG00000058900,,
ENSMUSG00000022112,ENSXETG00000003034,ortholog_one2one
ENSMUSG00000040093,ENSXETG00000000289,ortholog_one2one
ENSMUSG00000029648,ENSXETG00000011791,ortholog_one2one
ENSMUSG00000018286,ENSXETG00000021040,ortholog_one2one
ENSMUSG00000024317,ENSXETG00000004739,ortholog_one2many
ENSMUSG00000028345,ENSXETG00000023381,ortholog_one2one
ENSMUSG00000014470,ENSXETG00000011251,ortholog_one2one
ENSMUSG00000074501,ENSXETG00000017405,ortholog_one2many
ENSMUSG00000026155,ENSXETG00000017900,ortholog_one2one
ENSMUSG00000051037,,
ENSMUSG00000020829,ENSXETG00000023785,ortholog_one2one
ENSMUSG00000047508,ENSXETG00000013593,ortholog_one2many
ENSMUSG00000095831,,
ENSMUSG00000037161,,
ENSMUSG00000029594,ENSXETG00000017668,ortholog_one2one
ENSMUSG00000026663,ENSXETG00000004747,ortholog_one2one
ENSMUSG00000021099,ENSXETG00000016945,ortholog_one2one
ENSMUSG00000095236,,
ENSMUSG00000061207,ENSXETG00000002497,ortholog_one2one
ENSMUSG00000030001,ENSXETG00000024917,ortholog_one2one
ENSMUSG00000038244,,
ENSMUSG00000074500,,
ENSMUSG00000094192,,
ENSMUSG00000007379,ENSXETG00000021454,ortholog_one2one
ENSMUSG00000024747,ENSXETG00000019615,ortholog_one2many
ENSMUSG00000062661,ENSXETG00000001355,ortholog_one2one
ENSMUSG00000020429,ENSXETG00000015656,ortholog_one2one
ENSMUSG00000024313,ENSXETG00000020534,ortholog_one2one
ENSMUSG00000054431,,
ENSMUSG00000091028,,
ENSMUSG00000049168,ENSXETG00000001739,ortholog_one2one
ENSMUSG00000034333,ENSXETG00000014526,ortholog_one2one
ENSMUSG00000022972,ENSXETG00000009902,ortholog_one2one
ENSMUSG00000021235,ENSXETG00000002853,ortholog_one2one
ENSMUSG00000040624,ENSXETG00000007619,ortholog_one2one
ENSMUSG00000030000,ENSXETG00000008519,ortholog_one2one
ENSMUSG00000043119,,
ENSMUSG00000029595,ENSXETG00000017665,ortholog_one2one
ENSMUSG00000038010,ENSXETG00000016030,ortholog_one2one
ENSMUSG00000045708,,
ENSMUSG00000063160,ENSXETG00000002568,ortholog_one2one
ENSMUSG00000026154,ENSXETG00000017922,ortholog_one2one
ENSMUSG00000042680,ENSXETG00000020540,ortholog_one2one
ENSMUSG00000073111,,
ENSMUSG00000031833,ENSXETG00000012935,ortholog_one2one
ENSMUSG00000096385,,
ENSMUSG00000055675,ENSXETG00000024505,ortholog_one2one
ENSMUSG00000020427,,
ENSMUSG00000001964,ENSXETG00000031487,ortholog_one2one
ENSMUSG00000073436,ENSXETG00000031981,ortholog_one2one
ENSMUSG00000073110,,
ENSMUSG00000049482,ENSXETG00000011252,ortholog_one2one
ENSMUSG00000020537,ENSXETG00000004022,ortholog_one2one
ENSMUSG00000046258,ENSXETG00000012077,ortholog_one2many
ENSMUSG00000091386,,
ENSMUSG00000023977,ENSXETG00000000201,ortholog_one2one
ENSMUSG00000051367,ENSXETG00000016943,ortholog_one2one
ENSMUSG00000041716,,
ENSMUSG00000094669,,
ENSMUSG00000096985,,
ENSMUSG00000058571,,
ENSMUSG00000038691,ENSXETG00000013593,ortholog_one2many
ENSMUSG00000042514,ENSXETG00000020542,ortholog_one2one
ENSMUSG00000094200,,
ENSMUSG00000071481,,
ENSMUSG00000055480,,
ENSMUSG00000043605,,
ENSMUSG00000024039,ENSXETG00000012999,ortholog_one2one
ENSMUSG00000049008,,
ENSMUSG00000096519,,
ENSMUSG00000048693,,
ENSMUSG00000096158,,
ENSMUSG00000055341,,
ENSMUSG00000092123,,
ENSMUSG00000046675,ENSXETG00000027035,ortholog_one2one
ENSMUSG00000038257,ENSXETG00000002460,ortholog_one2one
ENSMUSG00000026659,ENSXETG00000000786,ortholog_one2one
ENSMUSG00000000791,,
ENSMUSG00000068417,ENSXETG00000016932,ortholog_one2many
ENSMUSG00000021815,ENSXETG00000009165,ortholog_one2one
ENSMUSG00000059411,,
ENSMUSG00000032134,,
ENSMUSG00000029596,ENSXETG00000017659,ortholog_one2one
ENSMUSG00000021357,ENSXETG00000011411,ortholog_one2one
ENSMUSG00000095970,,
ENSMUSG00000069584,,
ENSMUSG00000004040,ENSXETG00000007642,ortholog_one2one
ENSMUSG00000061210,,
ENSMUSG00000027611,,
ENSMUSG00000063661,ENSXETG00000017147,ortholog_many2many
ENSMUSG00000063661,ENSXETG00000024586,ortholog_many2many
ENSMUSG00000074564,,
ENSMUSG00000021872,,
ENSMUSG00000054141,,
ENSMUSG00000035845,ENSXETG00000025545,ortholog_one2one
ENSMUSG00000024306,,
ENSMUSG00000078116,,
ENSMUSG00000052382,,
ENSMUSG00000002910,ENSXETG00000013606,ortholog_one2one
ENSMUSG00000026153,ENSXETG00000032621,ortholog_one2many
ENSMUSG00000026153,ENSXETG00000016216,ortholog_one2many
ENSMUSG00000026153,ENSXETG00000017907,ortholog_one2many
ENSMUSG00000026153,ENSXETG00000008678,ortholog_one2many
ENSMUSG00000026153,ENSXETG00000018178,ortholog_one2many
ENSMUSG00000059648,,
ENSMUSG00000051414,,
ENSMUSG00000050132,ENSXETG00000034329,ortholog_one2one
ENSMUSG00000024749,ENSXETG00000019616,ortholog_one2one
ENSMUSG00000020422,ENSXETG00000015646,ortholog_one2one
ENSMUSG00000022129,ENSXETG00000010942,ortholog_one2one
ENSMUSG00000068407,,
ENSMUSG00000062868,,
ENSMUSG00000041712,ENSXETG00000010305,ortholog_one2one
ENSMUSG00000096968,,
ENSMUSG00000043085,ENSXETG00000025578,ortholog_one2one
ENSMUSG00000057842,,
ENSMUSG00000035932,ENSXETG00000017221,ortholog_one2many
ENSMUSG00000095547,,
ENSMUSG00000004359,,
ENSMUSG00000033542,ENSXETG00000018712,ortholog_one2one
ENSMUSG00000021876,,
ENSMUSG00000020828,ENSXETG00000021019,ortholog_one2one
ENSMUSG00000002908,ENSXETG00000013542,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000031558,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000029984,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000027522,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000019982,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000031422,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000033480,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000033554,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000013088,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000019999,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000008722,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000014567,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000012605,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000020004,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000019988,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000034132,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000033927,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000015990,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000012608,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000026872,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000018499,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000008724,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000033086,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000030865,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000008730,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000014557,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000018492,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000012606,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000027519,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000012610,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000027430,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000008745,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000012604,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000032513,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000000093,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000026888,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000033500,ortholog_many2many
ENSMUSG00000070524,ENSXETG00000030992,ortholog_many2many
ENSMUSG00000072115,,
ENSMUSG00000029597,ENSXETG00000017653,ortholog_one2one
ENSMUSG00000094012,,
ENSMUSG00000066914,,
ENSMUSG00000040740,ENSXETG00000005733,ortholog_one2one
ENSMUSG00000094146,,
ENSMUSG00000095957,,
ENSMUSG00000024750,ENSXETG00000014368,ortholog_one2one
ENSMUSG00000069583,,
ENSMUSG00000095525,,
ENSMUSG00000096421,,
ENSMUSG00000020612,ENSXETG00000011197,ortholog_one2one
ENSMUSG00000094120,,
ENSMUSG00000045204,,
ENSMUSG00000032534,ENSXETG00000032680,ortholog_one2one
ENSMUSG00000095817,,
ENSMUSG00000030771,ENSXETG00000015658,ortholog_one2one
ENSMUSG00000059303,,
ENSMUSG00000095186,,
ENSMUSG00000022034,ENSXETG00000020442,ortholog_one2one
ENSMUSG00000040482,ENSXETG00000027585,ortholog_one2one
ENSMUSG00000020887,,
ENSMUSG00000095593,,
ENSMUSG00000039693,ENSXETG00000013983,ortholog_one2one
ENSMUSG00000096481,,
ENSMUSG00000007721,ENSXETG00000013543,ortholog_one2one
ENSMUSG00000021816,ENSXETG00000010644,ortholog_one2one
ENSMUSG00000031461,ENSXETG00000007709,ortholog_one2one
ENSMUSG00000095721,,
ENSMUSG00000050856,ENSXETG00000026838,ortholog_one2one
ENSMUSG00000037152,ENSXETG00000031514,ortholog_one2one
ENSMUSG00000096380,,
ENSMUSG00000029736,ENSXETG00000017356,ortholog_one2one
ENSMUSG00000045215,ENSXETG00000020547,ortholog_one2one
ENSMUSG00000094913,,
ENSMUSG00000000792,ENSXETG00000013546,ortholog_one2one
ENSMUSG00000031613,ENSXETG00000016904,ortholog_one2one
ENSMUSG00000022035,ENSXETG00000024728,ortholog_one2one
ENSMUSG00000096131,,
ENSMUSG00000032119,ENSXETG00000024631,ortholog_one2one
ENSMUSG00000048391,,
ENSMUSG00000038421,,
ENSMUSG00000008682,ENSXETG00000010878,ortholog_one2many
ENSMUSG00000098781,,
ENSMUSG00000049229,,
ENSMUSG00000034460,ENSXETG00000016941,ortholog_one2one
ENSMUSG00000045128,ENSXETG00000021667,ortholog_one2many
ENSMUSG00000061614,,
ENSMUSG00000034463,ENSXETG00000002137,ortholog_one2one
ENSMUSG00000095891,,
ENSMUSG00000003227,ENSXETG00000016031,ortholog_one2one
ENSMUSG00000022130,ENSXETG00000010948,ortholog_one2one
ENSMUSG00000060904,ENSXETG00000002540,ortholog_one2one
ENSMUSG00000035048,ENSXETG00000025461,ortholog_one2one
ENSMUSG00000058692,,
ENSMUSG00000028917,ENSXETG00000013400,ortholog_one2one
ENSMUSG00000054160,ENSXETG00000023500,ortholog_one2one
ENSMUSG00000019261,ENSXETG00000004910,ortholog_one2one
ENSMUSG00000059821,,
ENSMUSG00000069581,ENSXETG00000018624,ortholog_one2one
ENSMUSG00000052182,,
ENSMUSG00000074252,ENSXETG00000022106,ortholog_one2many
ENSMUSG00000032120,ENSXETG00000021576,ortholog_one2one
ENSMUSG00000091388,,
ENSMUSG00000094535,,
ENSMUSG00000030770,,
ENSMUSG00000021103,ENSXETG00000016938,ortholog_one2one
ENSMUSG00000028777,,
ENSMUSG00000016409,ENSXETG00000007439,ortholog_one2many
ENSMUSG00000052625,,
ENSMUSG00000051160,,
ENSMUSG00000046634,ENSXETG00000032537,ortholog_one2one
ENSMUSG00000017344,ENSXETG00000023789,ortholog_one2one
ENSMUSG00000095667,,
ENSMUSG00000034442,ENSXETG00000014455,ortholog_one2one
ENSMUSG00000063273,ENSXETG00000016900,ortholog_one2one
ENSMUSG00000032123,ENSXETG00000021574,ortholog_one2one
ENSMUSG00000064201,ENSXETG00000017147,ortholog_many2many
ENSMUSG00000064201,ENSXETG00000024586,ortholog_many2many
ENSMUSG00000014444,ENSXETG00000033366,ortholog_one2many
ENSMUSG00000014444,ENSXETG00000011253,ortholog_one2many
ENSMUSG00000096736,,
ENSMUSG00000005687,ENSXETG00000020352,ortholog_one2one
ENSMUSG00000091526,,
ENSMUSG00000041923,ENSXETG00000020548,ortholog_one2one
ENSMUSG00000096201,,
ENSMUSG00000091731,,
ENSMUSG00000021236,ENSXETG00000030591,ortholog_one2one
ENSMUSG00000028053,ENSXETG00000021442,ortholog_one2one
ENSMUSG00000013622,ENSXETG00000016399,ortholog_one2one
ENSMUSG00000027244,ENSXETG00000001983,ortholog_one2one
ENSMUSG00000040084,ENSXETG00000000287,ortholog_one2one
ENSMUSG00000035439,ENSXETG00000033040,ortholog_one2one
ENSMUSG00000020614,ENSXETG00000033816,ortholog_one2many
ENSMUSG00000020614,ENSXETG00000018296,ortholog_one2many
ENSMUSG00000020614,ENSXETG00000031813,ortholog_one2many
ENSMUSG00000040488,ENSXETG00000016967,ortholog_one2one
ENSMUSG00000041702,ENSXETG00000010307,ortholog_one2one
ENSMUSG00000029176,ENSXETG00000030330,ortholog_one2many
ENSMUSG00000029176,ENSXETG00000000957,ortholog_one2many
ENSMUSG00000022037,ENSXETG00000023798,ortholog_one2one
ENSMUSG00000038215,ENSXETG00000032956,ortholog_one2one
ENSMUSG00000042360,,
ENSMUSG00000019088,ENSXETG00000000408,ortholog_many2many
ENSMUSG00000019088,ENSXETG00000012928,ortholog_many2many
ENSMUSG00000098905,,
ENSMUSG00000037990,ENSXETG00000018646,ortholog_one2one
ENSMUSG00000020413,ENSXETG00000015679,ortholog_one2many
ENSMUSG00000029598,ENSXETG00000017657,ortholog_one2one
ENSMUSG00000099122,,
ENSMUSG00000026656,ENSXETG00000031558,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000029984,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000027522,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000019982,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000031422,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000033480,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000033554,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000013088,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000019999,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000008722,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000014567,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000012605,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000020004,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000019988,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000034132,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000033927,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000015990,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000012608,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000026872,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000018499,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000008724,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000033086,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000030865,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000008730,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000014557,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000018492,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000012606,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000027519,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000012610,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000027430,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000008745,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000012604,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000032513,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000000093,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000026888,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000033500,ortholog_many2many
ENSMUSG00000026656,ENSXETG00000030992,ortholog_many2many
ENSMUSG00000098692,,
ENSMUSG00000073779,,
ENSMUSG00000027612,ENSXETG00000002702,ortholog_one2one
ENSMUSG00000026147,ENSXETG00000017926,ortholog_one2one
ENSMUSG00000043087,,
ENSMUSG00000081534,ENSXETG00000027418,ortholog_one2one
ENSMUSG00000078995,,
ENSMUSG00000025899,ENSXETG00000014487,ortholog_one2one
ENSMUSG00000057551,,
ENSMUSG00000029999,ENSXETG00000024911,ortholog_one2one
ENSMUSG00000028609,ENSXETG00000008072,ortholog_one2many
ENSMUSG00000024302,,
ENSMUSG00000026834,ENSXETG00000010381,ortholog_one2one
ENSMUSG00000094678,,
ENSMUSG00000001103,ENSXETG00000023794,ortholog_one2one
ENSMUSG00000022131,ENSXETG00000010953,ortholog_one2one
ENSMUSG00000057497,ENSXETG00000008511,ortholog_one2many
ENSMUSG00000044712,ENSXETG00000014459,ortholog_one2one
ENSMUSG00000058659,,
ENSMUSG00000027739,ENSXETG00000016920,ortholog_one2one
ENSMUSG00000071195,,
ENSMUSG00000057278,ENSXETG00000008512,ortholog_one2many
ENSMUSG00000028455,ENSXETG00000025791,ortholog_one2one
ENSMUSG00000096573,,
ENSMUSG00000027434,ENSXETG00000023499,ortholog_one2one
ENSMUSG00000029490,ENSXETG00000004914,ortholog_one2one
ENSMUSG00000061517,ENSXETG00000010955,ortholog_many2many
ENSMUSG00000051652,ENSXETG00000018622,ortholog_one2one
ENSMUSG00000037111,ENSXETG00000016939,ortholog_one2one
ENSMUSG00000040675,ENSXETG00000013956,ortholog_one2many
ENSMUSG00000040675,ENSXETG00000022511,ortholog_one2many
ENSMUSG00000051232,ENSXETG00000023795,ortholog_one2one
ENSMUSG00000029998,ENSXETG00000008513,ortholog_one2one
ENSMUSG00000057614,ENSXETG00000025696,ortholog_one2one
ENSMUSG00000095448,,
ENSMUSG00000022973,ENSXETG00000009899,ortholog_one2one
ENSMUSG00000078994,,
ENSMUSG00000059089,ENSXETG00000031558,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000029984,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000027522,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000019982,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000031422,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000033480,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000033554,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000013088,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000019999,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000008722,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000014567,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000012605,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000020004,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000019988,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000034132,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000033927,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000015990,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000012608,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000026872,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000018499,ortholog_many2many
ENSMUSG00000059089,ENSXETG00000008724,ortholog_many2many
