Ensembl Gene ID,Mus Ensembl Gene ID,Homology Type
ENSMUSG00000074011,ENSMUSG00000074011,ortholog_one2one
ENSMUSG00000027361,ENSMUSG00000027361,ortholog_one2one
ENSMUSG00000095725,ENSMUSG00000095725,ortholog_one2one
ENSMUSG00000026664,ENSMUSG00000026664,ortholog_one2one
ENSMUSG00000021725,ENSMUSG00000021725,ortholog_one2one
ENSMUSG00000094354,ENSMUSG00000094354,ortholog_one2one
ENSMUSG00000068391,ENSMUSG00000068391,ortholog_one2one
ENSMUSG00000039765,ENSMUSG00000039765,ortholog_one2one
ENSMUSG00000063221,ENSMUSG00000063221,ortholog_one2one
ENSMUSG00000028017,ENSMUSG00000028017,ortholog_one2one
ENSMUSG00000031605,ENSMUSG00000031605,ortholog_one2one
ENSMUSG00000079363,ENSMUSG00000079363,ortholog_one2one
ENSMUSG00000073497,ENSMUSG00000073497,ortholog_one2one
ENSMUSG00000093895,ENSMUSG00000093895,ortholog_one2one
ENSMUSG00000030399,ENSMUSG00000030399,ortholog_one2one
ENSMUSG00000096173,ENSMUSG00000096173,ortholog_one2one
ENSMUSG00000042628,ENSMUSG00000042628,ortholog_one2one
ENSMUSG00000095718,ENSMUSG00000095718,ortholog_one2one
ENSMUSG00000064333,ENSMUSG00000064333,ortholog_one2one
ENSMUSG00000096275,ENSMUSG00000096275,ortholog_one2one
ENSMUSG00000021932,ENSMUSG00000021932,ortholog_one2one
ENSMUSG00000066306,ENSMUSG00000066306,ortholog_one2one
ENSMUSG00000090121,ENSMUSG00000090121,ortholog_one2one
ENSMUSG00000096556,ENSMUSG00000096556,ortholog_one2one
ENSMUSG00000031626,ENSMUSG00000031626,ortholog_one2one
ENSMUSG00000038467,ENSMUSG00000038467,ortholog_one2one
ENSMUSG00000095875,ENSMUSG00000095875,ortholog_one2one
ENSMUSG00000047667,ENSMUSG00000047667,ortholog_one2one
ENSMUSG00000094560,ENSMUSG00000094560,ortholog_one2one
ENSMUSG00000096379,ENSMUSG00000096379,ortholog_one2one
ENSMUSG00000041220,ENSMUSG00000041220,ortholog_one2one
ENSMUSG00000001175,ENSMUSG00000001175,ortholog_one2one
ENSMUSG00000048281,ENSMUSG00000048281,ortholog_one2one
ENSMUSG00000096259,ENSMUSG00000096259,ortholog_one2one
ENSMUSG00000062103,ENSMUSG00000062103,ortholog_one2one
ENSMUSG00000096471,ENSMUSG00000096471,ortholog_one2one
ENSMUSG00000053797,ENSMUSG00000053797,ortholog_one2one
ENSMUSG00000095715,ENSMUSG00000095715,ortholog_one2one
ENSMUSG00000046168,ENSMUSG00000046168,ortholog_one2one
ENSMUSG00000026708,ENSMUSG00000026708,ortholog_one2one
ENSMUSG00000044798,ENSMUSG00000044798,ortholog_one2one
ENSMUSG00000094575,ENSMUSG00000094575,ortholog_one2one
ENSMUSG00000031949,ENSMUSG00000031949,ortholog_one2one
ENSMUSG00000021392,ENSMUSG00000021392,ortholog_one2one
ENSMUSG00000096655,ENSMUSG00000096655,ortholog_one2one
ENSMUSG00000094138,ENSMUSG00000094138,ortholog_one2one
ENSMUSG00000035235,ENSMUSG00000035235,ortholog_one2one
ENSMUSG00000002007,ENSMUSG00000002007,ortholog_one2one
ENSMUSG00000043911,ENSMUSG00000043911,ortholog_one2one
ENSMUSG00000094835,ENSMUSG00000094835,ortholog_one2one
ENSMUSG00000019689,ENSMUSG00000019689,ortholog_one2one
ENSMUSG00000071019,ENSMUSG00000071019,ortholog_one2one
ENSMUSG00000095337,ENSMUSG00000095337,ortholog_one2one
ENSMUSG00000053062,ENSMUSG00000053062,ortholog_one2one
ENSMUSG00000040714,ENSMUSG00000040714,ortholog_one2one
ENSMUSG00000094434,ENSMUSG00000094434,ortholog_one2one
ENSMUSG00000094333,ENSMUSG00000094333,ortholog_one2one
ENSMUSG00000049926,ENSMUSG00000049926,ortholog_one2one
ENSMUSG00000093845,ENSMUSG00000093845,ortholog_one2one
ENSMUSG00000075702,ENSMUSG00000075702,ortholog_one2one
ENSMUSG00000046756,ENSMUSG00000046756,ortholog_one2one
ENSMUSG00000072821,ENSMUSG00000072821,ortholog_one2one
ENSMUSG00000096650,ENSMUSG00000096650,ortholog_one2one
ENSMUSG00000075703,ENSMUSG00000075703,ortholog_one2one
ENSMUSG00000096050,ENSMUSG00000096050,ortholog_one2one
ENSMUSG00000029298,ENSMUSG00000029298,ortholog_one2one
ENSMUSG00000021930,ENSMUSG00000021930,ortholog_one2one
ENSMUSG00000094653,ENSMUSG00000094653,ortholog_one2one
ENSMUSG00000061039,ENSMUSG00000061039,ortholog_one2one
ENSMUSG00000035829,ENSMUSG00000035829,ortholog_one2one
ENSMUSG00000096315,ENSMUSG00000096315,ortholog_one2one
ENSMUSG00000061535,ENSMUSG00000061535,ortholog_one2one
ENSMUSG00000029552,ENSMUSG00000029552,ortholog_one2one
ENSMUSG00000094853,ENSMUSG00000094853,ortholog_one2one
ENSMUSG00000096253,ENSMUSG00000096253,ortholog_one2one
ENSMUSG00000062093,ENSMUSG00000062093,ortholog_one2one
ENSMUSG00000095793,ENSMUSG00000095793,ortholog_one2one
ENSMUSG00000085720,ENSMUSG00000085720,ortholog_one2one
ENSMUSG00000096162,ENSMUSG00000096162,ortholog_one2one
ENSMUSG00000049493,ENSMUSG00000049493,ortholog_one2one
ENSMUSG00000064307,ENSMUSG00000064307,ortholog_one2one
ENSMUSG00000067276,ENSMUSG00000067276,ortholog_one2one
ENSMUSG00000072822,ENSMUSG00000072822,ortholog_one2one
ENSMUSG00000096511,ENSMUSG00000096511,ortholog_one2one
ENSMUSG00000026946,ENSMUSG00000026946,ortholog_one2one
ENSMUSG00000028236,ENSMUSG00000028236,ortholog_one2one
ENSMUSG00000095293,ENSMUSG00000095293,ortholog_one2one
ENSMUSG00000021222,ENSMUSG00000021222,ortholog_one2one
ENSMUSG00000095405,ENSMUSG00000095405,ortholog_one2one
ENSMUSG00000050505,ENSMUSG00000050505,ortholog_one2one
ENSMUSG00000021390,ENSMUSG00000021390,ortholog_one2one
ENSMUSG00000094341,ENSMUSG00000094341,ortholog_one2one
ENSMUSG00000096230,ENSMUSG00000096230,ortholog_one2one
ENSMUSG00000068240,ENSMUSG00000068240,ortholog_one2one
ENSMUSG00000096532,ENSMUSG00000096532,ortholog_one2one
ENSMUSG00000029553,ENSMUSG00000029553,ortholog_one2one
ENSMUSG00000094064,ENSMUSG00000094064,ortholog_one2one
ENSMUSG00000048368,ENSMUSG00000048368,ortholog_one2one
ENSMUSG00000095011,ENSMUSG00000095011,ortholog_one2one
ENSMUSG00000095049,ENSMUSG00000095049,ortholog_one2one
ENSMUSG00000095553,ENSMUSG00000095553,ortholog_one2one
ENSMUSG00000067341,ENSMUSG00000067341,ortholog_one2one
ENSMUSG00000094073,ENSMUSG00000094073,ortholog_one2one
ENSMUSG00000028521,ENSMUSG00000028521,ortholog_one2one
ENSMUSG00000096711,ENSMUSG00000096711,ortholog_one2one
ENSMUSG00000021559,ENSMUSG00000021559,ortholog_one2one
ENSMUSG00000096272,ENSMUSG00000096272,ortholog_one2one
ENSMUSG00000062611,ENSMUSG00000062611,ortholog_one2one
ENSMUSG00000078517,ENSMUSG00000078517,ortholog_one2one
ENSMUSG00000079263,ENSMUSG00000079263,ortholog_one2one
ENSMUSG00000030842,ENSMUSG00000030842,ortholog_one2one
ENSMUSG00000095263,ENSMUSG00000095263,ortholog_one2one
ENSMUSG00000021340,ENSMUSG00000021340,ortholog_one2one
ENSMUSG00000034317,ENSMUSG00000034317,ortholog_one2one
ENSMUSG00000094529,ENSMUSG00000094529,ortholog_one2one
ENSMUSG00000041390,ENSMUSG00000041390,ortholog_one2one
ENSMUSG00000034438,ENSMUSG00000034438,ortholog_one2one
ENSMUSG00000045545,ENSMUSG00000045545,ortholog_one2one
ENSMUSG00000095968,ENSMUSG00000095968,ortholog_one2one
ENSMUSG00000034570,ENSMUSG00000034570,ortholog_one2one
ENSMUSG00000095345,ENSMUSG00000095345,ortholog_one2one
ENSMUSG00000078630,ENSMUSG00000078630,ortholog_one2one
ENSMUSG00000025903,ENSMUSG00000025903,ortholog_one2one
ENSMUSG00000096777,ENSMUSG00000096777,ortholog_one2one
ENSMUSG00000094711,ENSMUSG00000094711,ortholog_one2one
ENSMUSG00000095626,ENSMUSG00000095626,ortholog_one2one
ENSMUSG00000017291,ENSMUSG00000017291,ortholog_one2one
ENSMUSG00000094444,ENSMUSG00000094444,ortholog_one2one
ENSMUSG00000094789,ENSMUSG00000094789,ortholog_one2one
ENSMUSG00000050108,ENSMUSG00000050108,ortholog_one2one
ENSMUSG00000094623,ENSMUSG00000094623,ortholog_one2one
ENSMUSG00000067642,ENSMUSG00000067642,ortholog_one2one
ENSMUSG00000031950,ENSMUSG00000031950,ortholog_one2one
ENSMUSG00000051617,ENSMUSG00000051617,ortholog_one2one
ENSMUSG00000096698,ENSMUSG00000096698,ortholog_one2one
ENSMUSG00000096542,ENSMUSG00000096542,ortholog_one2one
ENSMUSG00000094232,ENSMUSG00000094232,ortholog_one2one
ENSMUSG00000095192,ENSMUSG00000095192,ortholog_one2one
ENSMUSG00000022635,ENSMUSG00000022635,ortholog_one2one
ENSMUSG00000031951,ENSMUSG00000031951,ortholog_one2one
ENSMUSG00000021929,ENSMUSG00000021929,ortholog_one2one
ENSMUSG00000094869,ENSMUSG00000094869,ortholog_one2one
ENSMUSG00000021388,ENSMUSG00000021388,ortholog_one2one
ENSMUSG00000032839,ENSMUSG00000032839,ortholog_one2one
ENSMUSG00000057378,ENSMUSG00000057378,ortholog_one2one
ENSMUSG00000050765,ENSMUSG00000050765,ortholog_one2one
ENSMUSG00000031952,ENSMUSG00000031952,ortholog_one2one
ENSMUSG00000096538,ENSMUSG00000096538,ortholog_one2one
ENSMUSG00000052957,ENSMUSG00000052957,ortholog_one2one
ENSMUSG00000026709,ENSMUSG00000026709,ortholog_one2one
ENSMUSG00000095830,ENSMUSG00000095830,ortholog_one2one
ENSMUSG00000030649,ENSMUSG00000030649,ortholog_one2one
ENSMUSG00000023951,ENSMUSG00000023951,ortholog_one2one
ENSMUSG00000041609,ENSMUSG00000041609,ortholog_one2one
ENSMUSG00000096394,ENSMUSG00000096394,ortholog_one2one
ENSMUSG00000031953,ENSMUSG00000031953,ortholog_one2one
ENSMUSG00000021928,ENSMUSG00000021928,ortholog_one2one
ENSMUSG00000096752,ENSMUSG00000096752,ortholog_one2one
ENSMUSG00000020911,ENSMUSG00000020911,ortholog_one2one
ENSMUSG00000043157,ENSMUSG00000043157,ortholog_one2one
ENSMUSG00000096165,ENSMUSG00000096165,ortholog_one2one
ENSMUSG00000072673,ENSMUSG00000072673,ortholog_one2one
ENSMUSG00000031954,ENSMUSG00000031954,ortholog_one2one
ENSMUSG00000094633,ENSMUSG00000094633,ortholog_one2one
ENSMUSG00000015243,ENSMUSG00000015243,ortholog_one2one
ENSMUSG00000046743,ENSMUSG00000046743,ortholog_one2one
ENSMUSG00000096101,ENSMUSG00000096101,ortholog_one2one
ENSMUSG00000045038,ENSMUSG00000045038,ortholog_one2one
ENSMUSG00000040481,ENSMUSG00000040481,ortholog_one2one
ENSMUSG00000043631,ENSMUSG00000043631,ortholog_one2one
ENSMUSG00000095158,ENSMUSG00000095158,ortholog_one2one
ENSMUSG00000025231,ENSMUSG00000025231,ortholog_one2one
ENSMUSG00000034579,ENSMUSG00000034579,ortholog_one2one
ENSMUSG00000096509,ENSMUSG00000096509,ortholog_one2one
ENSMUSG00000000686,ENSMUSG00000000686,ortholog_one2one
ENSMUSG00000042258,ENSMUSG00000042258,ortholog_one2one
ENSMUSG00000096004,ENSMUSG00000096004,ortholog_one2one
ENSMUSG00000096246,ENSMUSG00000096246,ortholog_one2one
ENSMUSG00000054146,ENSMUSG00000054146,ortholog_one2one
ENSMUSG00000095043,ENSMUSG00000095043,ortholog_one2one
ENSMUSG00000031955,ENSMUSG00000031955,ortholog_one2one
ENSMUSG00000030400,ENSMUSG00000030400,ortholog_one2one
ENSMUSG00000029299,ENSMUSG00000029299,ortholog_one2one
ENSMUSG00000095439,ENSMUSG00000095439,ortholog_one2one
ENSMUSG00000059842,ENSMUSG00000059842,ortholog_one2one
ENSMUSG00000094014,ENSMUSG00000094014,ortholog_one2one
ENSMUSG00000026662,ENSMUSG00000026662,ortholog_one2one
ENSMUSG00000094223,ENSMUSG00000094223,ortholog_one2one
ENSMUSG00000042275,ENSMUSG00000042275,ortholog_one2one
ENSMUSG00000096103,ENSMUSG00000096103,ortholog_one2one
ENSMUSG00000031957,ENSMUSG00000031957,ortholog_one2one
ENSMUSG00000094939,ENSMUSG00000094939,ortholog_one2one
ENSMUSG00000038538,ENSMUSG00000038538,ortholog_one2one
ENSMUSG00000094690,ENSMUSG00000094690,ortholog_one2one
ENSMUSG00000096657,ENSMUSG00000096657,ortholog_one2one
ENSMUSG00000072774,ENSMUSG00000072774,ortholog_one2one
ENSMUSG00000096116,ENSMUSG00000096116,ortholog_one2one
ENSMUSG00000044328,ENSMUSG00000044328,ortholog_one2one
ENSMUSG00000055835,ENSMUSG00000055835,ortholog_one2one
ENSMUSG00000094911,ENSMUSG00000094911,ortholog_one2one
ENSMUSG00000048334,ENSMUSG00000048334,ortholog_one2one
ENSMUSG00000093868,ENSMUSG00000093868,ortholog_one2one
ENSMUSG00000097602,ENSMUSG00000097602,ortholog_one2one
ENSMUSG00000043467,ENSMUSG00000043467,ortholog_one2one
ENSMUSG00000079065,ENSMUSG00000079065,ortholog_one2one
ENSMUSG00000031442,ENSMUSG00000031442,ortholog_one2one
ENSMUSG00000094479,ENSMUSG00000094479,ortholog_one2one
ENSMUSG00000095271,ENSMUSG00000095271,ortholog_one2one
ENSMUSG00000025228,ENSMUSG00000025228,ortholog_one2one
ENSMUSG00000094617,ENSMUSG00000094617,ortholog_one2one
ENSMUSG00000020069,ENSMUSG00000020069,ortholog_one2one
ENSMUSG00000095733,ENSMUSG00000095733,ortholog_one2one
ENSMUSG00000020448,ENSMUSG00000020448,ortholog_one2one
ENSMUSG00000039515,ENSMUSG00000039515,ortholog_one2one
ENSMUSG00000094166,ENSMUSG00000094166,ortholog_one2one
ENSMUSG00000096443,ENSMUSG00000096443,ortholog_one2one
ENSMUSG00000095237,ENSMUSG00000095237,ortholog_one2one
ENSMUSG00000001827,ENSMUSG00000001827,ortholog_one2one
ENSMUSG00000095622,ENSMUSG00000095622,ortholog_one2one
ENSMUSG00000031604,ENSMUSG00000031604,ortholog_one2one
ENSMUSG00000027870,ENSMUSG00000027870,ortholog_one2one
ENSMUSG00000096545,ENSMUSG00000096545,ortholog_one2one
ENSMUSG00000028741,ENSMUSG00000028741,ortholog_one2one
ENSMUSG00000094611,ENSMUSG00000094611,ortholog_one2one
ENSMUSG00000021221,ENSMUSG00000021221,ortholog_one2one
ENSMUSG00000061462,ENSMUSG00000061462,ortholog_one2one
ENSMUSG00000095546,ENSMUSG00000095546,ortholog_one2one
ENSMUSG00000052752,ENSMUSG00000052752,ortholog_one2one
ENSMUSG00000070686,ENSMUSG00000070686,ortholog_one2one
ENSMUSG00000093848,ENSMUSG00000093848,ortholog_one2one
ENSMUSG00000031958,ENSMUSG00000031958,ortholog_one2one
ENSMUSG00000060586,ENSMUSG00000060586,ortholog_one2one
ENSMUSG00000029518,ENSMUSG00000029518,ortholog_one2one
ENSMUSG00000033845,ENSMUSG00000033845,ortholog_one2one
ENSMUSG00000094294,ENSMUSG00000094294,ortholog_one2one
ENSMUSG00000021391,ENSMUSG00000021391,ortholog_one2one
ENSMUSG00000095775,ENSMUSG00000095775,ortholog_one2one
ENSMUSG00000027104,ENSMUSG00000027104,ortholog_one2one
ENSMUSG00000094022,ENSMUSG00000094022,ortholog_one2one
ENSMUSG00000029063,ENSMUSG00000029063,ortholog_one2one
ENSMUSG00000050144,ENSMUSG00000050144,ortholog_one2one
ENSMUSG00000095927,ENSMUSG00000095927,ortholog_one2one
ENSMUSG00000037852,ENSMUSG00000037852,ortholog_one2one
ENSMUSG00000047921,ENSMUSG00000047921,ortholog_one2one
ENSMUSG00000094046,ENSMUSG00000094046,ortholog_one2one
ENSMUSG00000095050,ENSMUSG00000095050,ortholog_one2one
ENSMUSG00000028743,ENSMUSG00000028743,ortholog_one2one
ENSMUSG00000025227,ENSMUSG00000025227,ortholog_one2one
ENSMUSG00000095267,ENSMUSG00000095267,ortholog_one2one
ENSMUSG00000036249,ENSMUSG00000036249,ortholog_one2one
ENSMUSG00000095879,ENSMUSG00000095879,ortholog_one2one
ENSMUSG00000096819,ENSMUSG00000096819,ortholog_one2one
ENSMUSG00000028066,ENSMUSG00000028066,ortholog_one2one
ENSMUSG00000094325,ENSMUSG00000094325,ortholog_one2one
ENSMUSG00000011877,ENSMUSG00000011877,ortholog_one2one
ENSMUSG00000094161,ENSMUSG00000094161,ortholog_one2one
ENSMUSG00000032725,ENSMUSG00000032725,ortholog_one2one
ENSMUSG00000017652,ENSMUSG00000017652,ortholog_one2one
ENSMUSG00000040734,ENSMUSG00000040734,ortholog_one2one
ENSMUSG00000095365,ENSMUSG00000095365,ortholog_one2one
ENSMUSG00000026715,ENSMUSG00000026715,ortholog_one2one
ENSMUSG00000030032,ENSMUSG00000030032,ortholog_one2one
ENSMUSG00000025902,ENSMUSG00000025902,ortholog_one2one
ENSMUSG00000056115,ENSMUSG00000056115,ortholog_one2one
ENSMUSG00000022019,ENSMUSG00000022019,ortholog_one2one
ENSMUSG00000031639,ENSMUSG00000031639,ortholog_one2one
ENSMUSG00000095421,ENSMUSG00000095421,ortholog_one2one
ENSMUSG00000074483,ENSMUSG00000074483,ortholog_one2one
ENSMUSG00000095520,ENSMUSG00000095520,ortholog_one2one
ENSMUSG00000078691,ENSMUSG00000078691,ortholog_one2one
ENSMUSG00000024135,ENSMUSG00000024135,ortholog_one2one
ENSMUSG00000094829,ENSMUSG00000094829,ortholog_one2one
ENSMUSG00000095172,ENSMUSG00000095172,ortholog_one2one
ENSMUSG00000015247,ENSMUSG00000015247,ortholog_one2one
ENSMUSG00000026833,ENSMUSG00000026833,ortholog_one2one
ENSMUSG00000094227,ENSMUSG00000094227,ortholog_one2one
ENSMUSG00000094492,ENSMUSG00000094492,ortholog_one2one
ENSMUSG00000022634,ENSMUSG00000022634,ortholog_one2one
ENSMUSG00000042198,ENSMUSG00000042198,ortholog_one2one
ENSMUSG00000095900,ENSMUSG00000095900,ortholog_one2one
ENSMUSG00000093883,ENSMUSG00000093883,ortholog_one2one
ENSMUSG00000047649,ENSMUSG00000047649,ortholog_one2one
ENSMUSG00000056729,ENSMUSG00000056729,ortholog_one2one
ENSMUSG00000096044,ENSMUSG00000096044,ortholog_one2one
ENSMUSG00000095462,ENSMUSG00000095462,ortholog_one2one
ENSMUSG00000025900,ENSMUSG00000025900,ortholog_one2one
ENSMUSG00000033545,ENSMUSG00000033545,ortholog_one2one
ENSMUSG00000048186,ENSMUSG00000048186,ortholog_one2one
ENSMUSG00000032737,ENSMUSG00000032737,ortholog_one2one
ENSMUSG00000093903,ENSMUSG00000093903,ortholog_one2one
ENSMUSG00000003604,ENSMUSG00000003604,ortholog_one2one
ENSMUSG00000035936,ENSMUSG00000035936,ortholog_one2one
ENSMUSG00000095759,ENSMUSG00000095759,ortholog_one2one
ENSMUSG00000001783,ENSMUSG00000001783,ortholog_one2one
ENSMUSG00000096820,ENSMUSG00000096820,ortholog_one2one
ENSMUSG00000095769,ENSMUSG00000095769,ortholog_one2one
ENSMUSG00000035248,ENSMUSG00000035248,ortholog_one2one
ENSMUSG00000094135,ENSMUSG00000094135,ortholog_one2one
ENSMUSG00000022889,ENSMUSG00000022889,ortholog_one2one
ENSMUSG00000024134,ENSMUSG00000024134,ortholog_one2one
ENSMUSG00000074939,ENSMUSG00000074939,ortholog_one2one
ENSMUSG00000094299,ENSMUSG00000094299,ortholog_one2one
ENSMUSG00000095508,ENSMUSG00000095508,ortholog_one2one
ENSMUSG00000053626,ENSMUSG00000053626,ortholog_one2one
ENSMUSG00000023939,ENSMUSG00000023939,ortholog_one2one
ENSMUSG00000094838,ENSMUSG00000094838,ortholog_one2one
ENSMUSG00000033826,ENSMUSG00000033826,ortholog_one2one
ENSMUSG00000000876,ENSMUSG00000000876,ortholog_one2one
ENSMUSG00000094813,ENSMUSG00000094813,ortholog_one2one
ENSMUSG00000094030,ENSMUSG00000094030,ortholog_one2one
ENSMUSG00000002100,ENSMUSG00000002100,ortholog_one2one
ENSMUSG00000075359,ENSMUSG00000075359,ortholog_one2one
ENSMUSG00000044041,ENSMUSG00000044041,ortholog_one2one
ENSMUSG00000042284,ENSMUSG00000042284,ortholog_one2one
ENSMUSG00000023186,ENSMUSG00000023186,ortholog_one2one
ENSMUSG00000021385,ENSMUSG00000021385,ortholog_one2one
ENSMUSG00000007946,ENSMUSG00000007946,ortholog_one2one
ENSMUSG00000094867,ENSMUSG00000094867,ortholog_one2one
ENSMUSG00000051951,ENSMUSG00000051951,ortholog_one2one
ENSMUSG00000040423,ENSMUSG00000040423,ortholog_one2one
ENSMUSG00000094443,ENSMUSG00000094443,ortholog_one2one
ENSMUSG00000095860,ENSMUSG00000095860,ortholog_one2one
ENSMUSG00000036760,ENSMUSG00000036760,ortholog_one2one
ENSMUSG00000095950,ENSMUSG00000095950,ortholog_one2one
ENSMUSG00000038805,ENSMUSG00000038805,ortholog_one2one
ENSMUSG00000095242,ENSMUSG00000095242,ortholog_one2one
ENSMUSG00000003549,ENSMUSG00000003549,ortholog_one2one
ENSMUSG00000095032,ENSMUSG00000095032,ortholog_one2one
ENSMUSG00000080725,ENSMUSG00000080725,ortholog_one2one
ENSMUSG00000020451,ENSMUSG00000020451,ortholog_one2one
ENSMUSG00000094556,ENSMUSG00000094556,ortholog_one2one
ENSMUSG00000096223,ENSMUSG00000096223,ortholog_one2one
ENSMUSG00000039782,ENSMUSG00000039782,ortholog_one2one
ENSMUSG00000028744,ENSMUSG00000028744,ortholog_one2one
ENSMUSG00000094773,ENSMUSG00000094773,ortholog_one2one
ENSMUSG00000003282,ENSMUSG00000003282,ortholog_one2one
ENSMUSG00000020916,ENSMUSG00000020916,ortholog_one2one
ENSMUSG00000027871,ENSMUSG00000027871,ortholog_one2one
ENSMUSG00000094679,ENSMUSG00000094679,ortholog_one2one
ENSMUSG00000015083,ENSMUSG00000015083,ortholog_one2one
ENSMUSG00000091077,ENSMUSG00000091077,ortholog_one2one
ENSMUSG00000020740,ENSMUSG00000020740,ortholog_one2one
ENSMUSG00000071037,ENSMUSG00000071037,ortholog_one2one
ENSMUSG00000021751,ENSMUSG00000021751,ortholog_one2one
ENSMUSG00000071788,ENSMUSG00000071788,ortholog_one2one
ENSMUSG00000096227,ENSMUSG00000096227,ortholog_one2one
ENSMUSG00000045482,ENSMUSG00000045482,ortholog_one2one
ENSMUSG00000078365,ENSMUSG00000078365,ortholog_one2one
ENSMUSG00000095324,ENSMUSG00000095324,ortholog_one2one
ENSMUSG00000015242,ENSMUSG00000015242,ortholog_one2one
ENSMUSG00000094081,ENSMUSG00000094081,ortholog_one2one
ENSMUSG00000048013,ENSMUSG00000048013,ortholog_one2one
ENSMUSG00000036594,ENSMUSG00000036594,ortholog_one2one
ENSMUSG00000085111,ENSMUSG00000085111,ortholog_one2one
ENSMUSG00000095602,ENSMUSG00000095602,ortholog_one2one
ENSMUSG00000094484,ENSMUSG00000094484,ortholog_one2one
ENSMUSG00000003545,ENSMUSG00000003545,ortholog_one2one
ENSMUSG00000096686,ENSMUSG00000096686,ortholog_one2one
ENSMUSG00000035517,ENSMUSG00000035517,ortholog_one2one
ENSMUSG00000031385,ENSMUSG00000031385,ortholog_one2one
ENSMUSG00000079806,ENSMUSG00000079806,ortholog_one2one
ENSMUSG00000070983,ENSMUSG00000070983,ortholog_one2one
ENSMUSG00000095148,ENSMUSG00000095148,ortholog_one2one
ENSMUSG00000036748,ENSMUSG00000036748,ortholog_one2one
ENSMUSG00000094346,ENSMUSG00000094346,ortholog_one2one
ENSMUSG00000044864,ENSMUSG00000044864,ortholog_one2one
ENSMUSG00000017144,ENSMUSG00000017144,ortholog_one2one
ENSMUSG00000096036,ENSMUSG00000096036,ortholog_one2one
ENSMUSG00000046095,ENSMUSG00000046095,ortholog_one2one
ENSMUSG00000067285,ENSMUSG00000067285,ortholog_one2one
ENSMUSG00000034349,ENSMUSG00000034349,ortholog_one2one
ENSMUSG00000096268,ENSMUSG00000096268,ortholog_one2one
ENSMUSG00000056961,ENSMUSG00000056961,ortholog_one2one
ENSMUSG00000096706,ENSMUSG00000096706,ortholog_one2one
ENSMUSG00000051593,ENSMUSG00000051593,ortholog_one2one
ENSMUSG00000095693,ENSMUSG00000095693,ortholog_one2one
ENSMUSG00000093927,ENSMUSG00000093927,ortholog_one2one
ENSMUSG00000029385,ENSMUSG00000029385,ortholog_one2one
ENSMUSG00000046150,ENSMUSG00000046150,ortholog_one2one
ENSMUSG00000061755,ENSMUSG00000061755,ortholog_one2one
ENSMUSG00000096460,ENSMUSG00000096460,ortholog_one2one
ENSMUSG00000027869,ENSMUSG00000027869,ortholog_one2one
ENSMUSG00000048981,ENSMUSG00000048981,ortholog_one2one
ENSMUSG00000030401,ENSMUSG00000030401,ortholog_one2one
ENSMUSG00000096520,ENSMUSG00000096520,ortholog_one2one
ENSMUSG00000033105,ENSMUSG00000033105,ortholog_one2one
ENSMUSG00000039449,ENSMUSG00000039449,ortholog_one2one
ENSMUSG00000055943,ENSMUSG00000055943,ortholog_one2one
ENSMUSG00000063225,ENSMUSG00000063225,ortholog_one2one
ENSMUSG00000028522,ENSMUSG00000028522,ortholog_one2one
ENSMUSG00000049648,ENSMUSG00000049648,ortholog_one2one
ENSMUSG00000095948,ENSMUSG00000095948,ortholog_one2one
ENSMUSG00000094701,ENSMUSG00000094701,ortholog_one2one
ENSMUSG00000021752,ENSMUSG00000021752,ortholog_one2one
ENSMUSG00000058174,ENSMUSG00000058174,ortholog_one2one
ENSMUSG00000022021,ENSMUSG00000022021,ortholog_one2one
ENSMUSG00000030402,ENSMUSG00000030402,ortholog_one2one
ENSMUSG00000047050,ENSMUSG00000047050,ortholog_one2one
ENSMUSG00000035529,ENSMUSG00000035529,ortholog_one2one
ENSMUSG00000093987,ENSMUSG00000093987,ortholog_one2one
ENSMUSG00000022762,ENSMUSG00000022762,ortholog_one2one
ENSMUSG00000021748,ENSMUSG00000021748,ortholog_one2one
ENSMUSG00000029384,ENSMUSG00000029384,ortholog_one2one
ENSMUSG00000059189,ENSMUSG00000059189,ortholog_one2one
ENSMUSG00000041698,ENSMUSG00000041698,ortholog_one2one
ENSMUSG00000094511,ENSMUSG00000094511,ortholog_one2one
ENSMUSG00000049723,ENSMUSG00000049723,ortholog_one2one
ENSMUSG00000049691,ENSMUSG00000049691,ortholog_one2one
ENSMUSG00000026721,ENSMUSG00000026721,ortholog_one2one
ENSMUSG00000060114,ENSMUSG00000060114,ortholog_one2one
ENSMUSG00000093918,ENSMUSG00000093918,ortholog_one2one
ENSMUSG00000026943,ENSMUSG00000026943,ortholog_one2one
ENSMUSG00000057444,ENSMUSG00000057444,ortholog_one2one
ENSMUSG00000074486,ENSMUSG00000074486,ortholog_one2one
ENSMUSG00000096792,ENSMUSG00000096792,ortholog_one2one
ENSMUSG00000062621,ENSMUSG00000062621,ortholog_one2one
ENSMUSG00000091987,ENSMUSG00000091987,ortholog_one2one
ENSMUSG00000035566,ENSMUSG00000035566,ortholog_one2one
ENSMUSG00000031378,ENSMUSG00000031378,ortholog_one2one
ENSMUSG00000070044,ENSMUSG00000070044,ortholog_one2one
ENSMUSG00000022441,ENSMUSG00000022441,ortholog_one2one
ENSMUSG00000030403,ENSMUSG00000030403,ortholog_one2one
ENSMUSG00000054162,ENSMUSG00000054162,ortholog_one2one
