Ensembl.Gene.ID	Paralog.Ensembl.Gene.ID	Ancestor
ENSMUSG00000029762	ENSMUSG00000001642	Theria
ENSMUSG00000030057	ENSMUSG00000031330	Theria
ENSMUSG00000030111	ENSMUSG00000030359	Theria
ENSMUSG00000030945	ENSMUSG00000033533	Theria
ENSMUSG00000031210	ENSMUSG00000031212	Theria
ENSMUSG00000031876	ENSMUSG00000054400	Theria
ENSMUSG00000031877	ENSMUSG00000058019	Theria
ENSMUSG00000032028	ENSMUSG00000044229	Theria
ENSMUSG00000033192	ENSMUSG00000033794	Theria
ENSMUSG00000033268	ENSMUSG00000068452	Theria
ENSMUSG00000037773	ENSMUSG00000044250	Theria
ENSMUSG00000038421	ENSMUSG00000070504	Theria
ENSMUSG00000038791	ENSMUSG00000064057	Theria
ENSMUSG00000039710	ENSMUSG00000041052	Theria
ENSMUSG00000039742	ENSMUSG00000079652	Theria
ENSMUSG00000040511	ENSMUSG00000062300	Theria
ENSMUSG00000041658	ENSMUSG00000070934	Theria
ENSMUSG00000042451	ENSMUSG00000068745	Theria
ENSMUSG00000043385	ENSMUSG00000089717	Theria
ENSMUSG00000044292	ENSMUSG00000049010	Theria
ENSMUSG00000044533	ENSMUSG00000095427	Theria
ENSMUSG00000044994	ENSMUSG00000067524	Theria
ENSMUSG00000045584	ENSMUSG00000046396	Theria
ENSMUSG00000046076	ENSMUSG00000043226	Theria
ENSMUSG00000046229	ENSMUSG00000073176	Theria
ENSMUSG00000046269	ENSMUSG00000067215	Theria
ENSMUSG00000046351	ENSMUSG00000051351	Theria
ENSMUSG00000046434	ENSMUSG00000046636	Theria
ENSMUSG00000046792	ENSMUSG00000093910	Theria
ENSMUSG00000046881	ENSMUSG00000051003	Theria
ENSMUSG00000047102	ENSMUSG00000051917	Theria
ENSMUSG00000047242	ENSMUSG00000052293	Theria
ENSMUSG00000047264	ENSMUSG00000066721	Theria
ENSMUSG00000047383	ENSMUSG00000072295	Theria
ENSMUSG00000047604	ENSMUSG00000070526	Theria
ENSMUSG00000048284	ENSMUSG00000056203	Theria
ENSMUSG00000049618	ENSMUSG00000029184	Theria
ENSMUSG00000049751	ENSMUSG00000079435	Theria
ENSMUSG00000049797	ENSMUSG00000051340	Theria
ENSMUSG00000050921	ENSMUSG00000054293	Theria
ENSMUSG00000051956	ENSMUSG00000078179	Theria
ENSMUSG00000053317	ENSMUSG00000092116	Theria
ENSMUSG00000054141	ENSMUSG00000071185	Theria
ENSMUSG00000054404	ENSMUSG00000082101	Theria
ENSMUSG00000054938	ENSMUSG00000051180	Theria
ENSMUSG00000055835	ENSMUSG00000059689	Theria
ENSMUSG00000056600	ENSMUSG00000067186	Theria
ENSMUSG00000056895	ENSMUSG00000068854	Theria
ENSMUSG00000058546	ENSMUSG00000094277	Theria
ENSMUSG00000060480	ENSMUSG00000050813	Theria
ENSMUSG00000061983	ENSMUSG00000067038	Theria
ENSMUSG00000062793	ENSMUSG00000068816	Theria
ENSMUSG00000063447	ENSMUSG00000091896	Theria
ENSMUSG00000063457	ENSMUSG00000090538	Theria
ENSMUSG00000066262	ENSMUSG00000073932	Theria
ENSMUSG00000066407	ENSMUSG00000067288	Theria
ENSMUSG00000068547	ENSMUSG00000028255	Theria
ENSMUSG00000070438	ENSMUSG00000056696	Theria
ENSMUSG00000070822	ENSMUSG00000038630	Theria
ENSMUSG00000073844	ENSMUSG00000044424	Theria
ENSMUSG00000073944	ENSMUSG00000047535	Theria
ENSMUSG00000000248	ENSMUSG00000047720	Mammalia
ENSMUSG00000001380	ENSMUSG00000019143	Mammalia
ENSMUSG00000002010	ENSMUSG00000084234	Mammalia
ENSMUSG00000002033	ENSMUSG00000032094	Mammalia
ENSMUSG00000003477	ENSMUSG00000032271	Mammalia
ENSMUSG00000003484	ENSMUSG00000061126	Mammalia
ENSMUSG00000004035	ENSMUSG00000004032	Mammalia
ENSMUSG00000005355	ENSMUSG00000067882	Mammalia
ENSMUSG00000006522	ENSMUSG00000006529	Mammalia
ENSMUSG00000008438	ENSMUSG00000043468	Mammalia
ENSMUSG00000009350	ENSMUSG00000052234	Mammalia
ENSMUSG00000010025	ENSMUSG00000019102	Mammalia
ENSMUSG00000011486	ENSMUSG00000046329	Mammalia
ENSMUSG00000014686	ENSMUSG00000070777	Mammalia
ENSMUSG00000014725	ENSMUSG00000022056	Mammalia
ENSMUSG00000015023	ENSMUSG00000033658	Mammalia
ENSMUSG00000015290	ENSMUSG00000055891	Mammalia
ENSMUSG00000015314	ENSMUSG00000004707	Mammalia
ENSMUSG00000017667	ENSMUSG00000063281	Mammalia
ENSMUSG00000018868	ENSMUSG00000041653	Mammalia
ENSMUSG00000020010	ENSMUSG00000037440	Mammalia
ENSMUSG00000020075	ENSMUSG00000020076	Mammalia
ENSMUSG00000020125	ENSMUSG00000057729	Mammalia
ENSMUSG00000020213	ENSMUSG00000020214	Mammalia
ENSMUSG00000020455	ENSMUSG00000031651	Mammalia
ENSMUSG00000021123	ENSMUSG00000066441	Mammalia
ENSMUSG00000021880	ENSMUSG00000021876	Mammalia
ENSMUSG00000021945	ENSMUSG00000040123	Mammalia
ENSMUSG00000022603	ENSMUSG00000072487	Mammalia
ENSMUSG00000023349	ENSMUSG00000030142	Mammalia
ENSMUSG00000023829	ENSMUSG00000040966	Mammalia
ENSMUSG00000023918	ENSMUSG00000057899	Mammalia
ENSMUSG00000024650	ENSMUSG00000063796	Mammalia
ENSMUSG00000024664	ENSMUSG00000024665	Mammalia
ENSMUSG00000024730	ENSMUSG00000094584	Mammalia
ENSMUSG00000024903	ENSMUSG00000069873	Mammalia
ENSMUSG00000025317	ENSMUSG00000031373	Mammalia
ENSMUSG00000025330	ENSMUSG00000040935	Mammalia
ENSMUSG00000025929	ENSMUSG00000041872	Mammalia
ENSMUSG00000026072	ENSMUSG00000070942	Mammalia
ENSMUSG00000026085	ENSMUSG00000061584	Mammalia
ENSMUSG00000026327	ENSMUSG00000059956	Mammalia
ENSMUSG00000026621	ENSMUSG00000073481	Mammalia
ENSMUSG00000026835	ENSMUSG00000026938	Mammalia
ENSMUSG00000026983	ENSMUSG00000046845	Mammalia
ENSMUSG00000027224	ENSMUSG00000027225	Mammalia
ENSMUSG00000027387	ENSMUSG00000042851	Mammalia
ENSMUSG00000027480	ENSMUSG00000038180	Mammalia
ENSMUSG00000028145	ENSMUSG00000028148	Mammalia
ENSMUSG00000029359	ENSMUSG00000055826	Mammalia
ENSMUSG00000029868	ENSMUSG00000036899	Mammalia
ENSMUSG00000030117	ENSMUSG00000055694	Mammalia
ENSMUSG00000030205	ENSMUSG00000046733	Mammalia
ENSMUSG00000030237	ENSMUSG00000030236	Mammalia
ENSMUSG00000030614	ENSMUSG00000030615	Mammalia
ENSMUSG00000030851	ENSMUSG00000063229	Mammalia
ENSMUSG00000030921	ENSMUSG00000037124	Mammalia
ENSMUSG00000030954	ENSMUSG00000030963	Mammalia
ENSMUSG00000031422	ENSMUSG00000062270	Mammalia
ENSMUSG00000031640	ENSMUSG00000031645	Mammalia
ENSMUSG00000031803	ENSMUSG00000074004	Mammalia
ENSMUSG00000033200	ENSMUSG00000049620	Mammalia
ENSMUSG00000034248	ENSMUSG00000093954	Mammalia
ENSMUSG00000035191	ENSMUSG00000091490	Mammalia
ENSMUSG00000035420	ENSMUSG00000078127	Mammalia
ENSMUSG00000035836	ENSMUSG00000035780	Mammalia
ENSMUSG00000037206	ENSMUSG00000051243	Mammalia
ENSMUSG00000037994	ENSMUSG00000050150	Mammalia
ENSMUSG00000039070	ENSMUSG00000071553	Mammalia
ENSMUSG00000040272	ENSMUSG00000075023	Mammalia
ENSMUSG00000040405	ENSMUSG00000020399	Mammalia
ENSMUSG00000040550	ENSMUSG00000051582	Mammalia
ENSMUSG00000041193	ENSMUSG00000058908	Mammalia
ENSMUSG00000041566	ENSMUSG00000045521	Mammalia
ENSMUSG00000042408	ENSMUSG00000042446	Mammalia
ENSMUSG00000043067	ENSMUSG00000085576	Mammalia
ENSMUSG00000043313	ENSMUSG00000051663	Mammalia
ENSMUSG00000044041	ENSMUSG00000054146	Mammalia
ENSMUSG00000045022	ENSMUSG00000048155	Mammalia
ENSMUSG00000045027	ENSMUSG00000050762	Mammalia
ENSMUSG00000045136	ENSMUSG00000058672	Mammalia
ENSMUSG00000045268	ENSMUSG00000062012	Mammalia
ENSMUSG00000045350	ENSMUSG00000078907	Mammalia
ENSMUSG00000045466	ENSMUSG00000057691	Mammalia
ENSMUSG00000045502	ENSMUSG00000049241	Mammalia
ENSMUSG00000046111	ENSMUSG00000076433	Mammalia
ENSMUSG00000046300	ENSMUSG00000049806	Mammalia
ENSMUSG00000047155	ENSMUSG00000028713	Mammalia
ENSMUSG00000053675	ENSMUSG00000079103	Mammalia
ENSMUSG00000055301	ENSMUSG00000074207	Mammalia
ENSMUSG00000055838	ENSMUSG00000049041	Mammalia
ENSMUSG00000056973	ENSMUSG00000060560	Mammalia
ENSMUSG00000058392	ENSMUSG00000061032	Mammalia
ENSMUSG00000059169	ENSMUSG00000064165	Mammalia
ENSMUSG00000059668	ENSMUSG00000075402	Mammalia
ENSMUSG00000059995	ENSMUSG00000074748	Mammalia
ENSMUSG00000062727	ENSMUSG00000050936	Mammalia
ENSMUSG00000064036	ENSMUSG00000079429	Mammalia
ENSMUSG00000070423	ENSMUSG00000073967	Mammalia
ENSMUSG00000073916	ENSMUSG00000048425	Mammalia
ENSMUSG00000074139	ENSMUSG00000032377	Mammalia
ENSMUSG00000090801	ENSMUSG00000037601	Mammalia
ENSMUSG00000001794	ENSMUSG00000078144	Amniota
ENSMUSG00000001962	ENSMUSG00000038246	Amniota
ENSMUSG00000005540	ENSMUSG00000074491	Amniota
ENSMUSG00000005980	ENSMUSG00000024136	Amniota
ENSMUSG00000006143	ENSMUSG00000042985	Amniota
ENSMUSG00000006948	ENSMUSG00000055193	Amniota
ENSMUSG00000007036	ENSMUSG00000055882	Amniota
ENSMUSG00000009585	ENSMUSG00000040613	Amniota
ENSMUSG00000011305	ENSMUSG00000024197	Amniota
ENSMUSG00000020385	ENSMUSG00000026034	Amniota
ENSMUSG00000020864	ENSMUSG00000094091	Amniota
ENSMUSG00000020908	ENSMUSG00000060180	Amniota
ENSMUSG00000020945	ENSMUSG00000053184	Amniota
ENSMUSG00000021790	ENSMUSG00000021791	Amniota
ENSMUSG00000022026	ENSMUSG00000044265	Amniota
ENSMUSG00000022595	ENSMUSG00000022596	Amniota
ENSMUSG00000023122	ENSMUSG00000023943	Amniota
ENSMUSG00000023930	ENSMUSG00000025774	Amniota
ENSMUSG00000024029	ENSMUSG00000024032	Amniota
ENSMUSG00000024507	ENSMUSG00000027431	Amniota
ENSMUSG00000024552	ENSMUSG00000059336	Amniota
ENSMUSG00000024694	ENSMUSG00000091043	Amniota
ENSMUSG00000024858	ENSMUSG00000042249	Amniota
ENSMUSG00000025396	ENSMUSG00000040127	Amniota
ENSMUSG00000026021	ENSMUSG00000062224	Amniota
ENSMUSG00000026385	ENSMUSG00000038057	Amniota
ENSMUSG00000026415	ENSMUSG00000042474	Amniota
ENSMUSG00000026450	ENSMUSG00000064246	Amniota
ENSMUSG00000026560	ENSMUSG00000028088	Amniota
ENSMUSG00000026848	ENSMUSG00000026849	Amniota
ENSMUSG00000029311	ENSMUSG00000034528	Amniota
ENSMUSG00000029472	ENSMUSG00000073226	Amniota
ENSMUSG00000030114	ENSMUSG00000071537	Amniota
ENSMUSG00000030344	ENSMUSG00000050089	Amniota
ENSMUSG00000030378	ENSMUSG00000003271	Amniota
ENSMUSG00000030486	ENSMUSG00000078902	Amniota
ENSMUSG00000030543	ENSMUSG00000030544	Amniota
ENSMUSG00000031347	ENSMUSG00000050996	Amniota
ENSMUSG00000031952	ENSMUSG00000035930	Amniota
ENSMUSG00000032174	ENSMUSG00000001014	Amniota
ENSMUSG00000032691	ENSMUSG00000038745	Amniota
ENSMUSG00000033184	ENSMUSG00000056130	Amniota
ENSMUSG00000034059	ENSMUSG00000042675	Amniota
ENSMUSG00000034156	ENSMUSG00000071636	Amniota
ENSMUSG00000034636	ENSMUSG00000034645	Amniota
ENSMUSG00000034892	ENSMUSG00000063180	Amniota
ENSMUSG00000035042	ENSMUSG00000070464	Amniota
ENSMUSG00000035198	ENSMUSG00000045007	Amniota
ENSMUSG00000035557	ENSMUSG00000051617	Amniota
ENSMUSG00000036432	ENSMUSG00000091722	Amniota
ENSMUSG00000037033	ENSMUSG00000036960	Amniota
ENSMUSG00000037060	ENSMUSG00000045954	Amniota
ENSMUSG00000037390	ENSMUSG00000094840	Amniota
ENSMUSG00000037902	ENSMUSG00000043727	Amniota
ENSMUSG00000037974	ENSMUSG00000066108	Amniota
ENSMUSG00000038242	ENSMUSG00000063558	Amniota
ENSMUSG00000040055	ENSMUSG00000046352	Amniota
ENSMUSG00000040174	ENSMUSG00000098004	Amniota
ENSMUSG00000040432	ENSMUSG00000046908	Amniota
ENSMUSG00000040752	ENSMUSG00000053093	Amniota
ENSMUSG00000041571	ENSMUSG00000046750	Amniota
ENSMUSG00000041849	ENSMUSG00000049680	Amniota
ENSMUSG00000042306	ENSMUSG00000042312	Amniota
ENSMUSG00000043073	ENSMUSG00000051306	Amniota
ENSMUSG00000044876	ENSMUSG00000055991	Amniota
ENSMUSG00000045128	ENSMUSG00000091732	Amniota
ENSMUSG00000045364	ENSMUSG00000042993	Amniota
ENSMUSG00000045394	ENSMUSG00000051397	Amniota
ENSMUSG00000045551	ENSMUSG00000074361	Amniota
ENSMUSG00000047867	ENSMUSG00000064262	Amniota
ENSMUSG00000048206	ENSMUSG00000090202	Amniota
ENSMUSG00000050520	ENSMUSG00000055811	Amniota
ENSMUSG00000052508	ENSMUSG00000054054	Amniota
ENSMUSG00000052974	ENSMUSG00000078787	Amniota
ENSMUSG00000053198	ENSMUSG00000069833	Amniota
ENSMUSG00000054905	ENSMUSG00000005054	Amniota
ENSMUSG00000055795	ENSMUSG00000083780	Amniota
ENSMUSG00000059974	ENSMUSG00000062257	Amniota
ENSMUSG00000062647	ENSMUSG00000062874	Amniota
ENSMUSG00000066368	ENSMUSG00000078129	Amniota
ENSMUSG00000068240	ENSMUSG00000062742	Amniota
ENSMUSG00000070979	ENSMUSG00000070980	Amniota
ENSMUSG00000071172	ENSMUSG00000078134	Amniota
ENSMUSG00000071179	ENSMUSG00000041567	Amniota
ENSMUSG00000000303	ENSMUSG00000061048	Tetrapoda
ENSMUSG00000000392	ENSMUSG00000035000	Tetrapoda
ENSMUSG00000001773	ENSMUSG00000043943	Tetrapoda
ENSMUSG00000001804	ENSMUSG00000044393	Tetrapoda
ENSMUSG00000004730	ENSMUSG00000032915	Tetrapoda
ENSMUSG00000005952	ENSMUSG00000018507	Tetrapoda
ENSMUSG00000007033	ENSMUSG00000059970	Tetrapoda
ENSMUSG00000016496	ENSMUSG00000016498	Tetrapoda
ENSMUSG00000019429	ENSMUSG00000051314	Tetrapoda
ENSMUSG00000021643	ENSMUSG00000074884	Tetrapoda
ENSMUSG00000022901	ENSMUSG00000075122	Tetrapoda
ENSMUSG00000025037	ENSMUSG00000040147	Tetrapoda
ENSMUSG00000025175	ENSMUSG00000039253	Tetrapoda
ENSMUSG00000025328	ENSMUSG00000028927	Tetrapoda
ENSMUSG00000026062	ENSMUSG00000026065	Tetrapoda
ENSMUSG00000026124	ENSMUSG00000032494	Tetrapoda
ENSMUSG00000026197	ENSMUSG00000053581	Tetrapoda
ENSMUSG00000026466	ENSMUSG00000050565	Tetrapoda
ENSMUSG00000026580	ENSMUSG00000026582	Tetrapoda
ENSMUSG00000027322	ENSMUSG00000030577	Tetrapoda
ENSMUSG00000027330	ENSMUSG00000032477	Tetrapoda
ENSMUSG00000027971	ENSMUSG00000027977	Tetrapoda
ENSMUSG00000029082	ENSMUSG00000029084	Tetrapoda
ENSMUSG00000029269	ENSMUSG00000030711	Tetrapoda
ENSMUSG00000031785	ENSMUSG00000061577	Tetrapoda
ENSMUSG00000032186	ENSMUSG00000058587	Tetrapoda
ENSMUSG00000032997	ENSMUSG00000038181	Tetrapoda
ENSMUSG00000034310	ENSMUSG00000034324	Tetrapoda
ENSMUSG00000035121	ENSMUSG00000039396	Tetrapoda
ENSMUSG00000036647	ENSMUSG00000049168	Tetrapoda
ENSMUSG00000038094	ENSMUSG00000048939	Tetrapoda
ENSMUSG00000039824	ENSMUSG00000090841	Tetrapoda
ENSMUSG00000042357	ENSMUSG00000046623	Tetrapoda
ENSMUSG00000044134	ENSMUSG00000049687	Tetrapoda
ENSMUSG00000044139	ENSMUSG00000070371	Tetrapoda
ENSMUSG00000054932	ENSMUSG00000029368	Tetrapoda
ENSMUSG00000060093	ENSMUSG00000069305	Tetrapoda
ENSMUSG00000067001	ENSMUSG00000067006	Tetrapoda
ENSMUSG00000070719	ENSMUSG00000050211	Tetrapoda
ENSMUSG00000001865	ENSMUSG00000011463	Sarcopterygii
ENSMUSG00000017195	ENSMUSG00000020193	Sarcopterygii
ENSMUSG00000017764	ENSMUSG00000045822	Sarcopterygii
ENSMUSG00000020155	ENSMUSG00000037610	Sarcopterygii
ENSMUSG00000020736	ENSMUSG00000032615	Sarcopterygii
ENSMUSG00000021774	ENSMUSG00000058317	Sarcopterygii
ENSMUSG00000021966	ENSMUSG00000048400	Sarcopterygii
ENSMUSG00000022428	ENSMUSG00000050087	Sarcopterygii
ENSMUSG00000023079	ENSMUSG00000060261	Sarcopterygii
ENSMUSG00000023995	ENSMUSG00000041736	Sarcopterygii
ENSMUSG00000024401	ENSMUSG00000024402	Sarcopterygii
ENSMUSG00000024972	ENSMUSG00000057554	Sarcopterygii
ENSMUSG00000026358	ENSMUSG00000051079	Sarcopterygii
ENSMUSG00000026523	ENSMUSG00000044083	Sarcopterygii
ENSMUSG00000026917	ENSMUSG00000034379	Sarcopterygii
ENSMUSG00000027907	ENSMUSG00000041959	Sarcopterygii
ENSMUSG00000028141	ENSMUSG00000040652	Sarcopterygii
ENSMUSG00000029580	ENSMUSG00000062825	Sarcopterygii
ENSMUSG00000029663	ENSMUSG00000032766	Sarcopterygii
ENSMUSG00000031372	ENSMUSG00000049734	Sarcopterygii
ENSMUSG00000031972	ENSMUSG00000068614	Sarcopterygii
ENSMUSG00000034563	ENSMUSG00000042613	Sarcopterygii
ENSMUSG00000035783	ENSMUSG00000059430	Sarcopterygii
ENSMUSG00000036587	ENSMUSG00000049307	Sarcopterygii
ENSMUSG00000036992	ENSMUSG00000042271	Sarcopterygii
ENSMUSG00000037424	ENSMUSG00000069706	Sarcopterygii
ENSMUSG00000037797	ENSMUSG00000028138	Sarcopterygii
ENSMUSG00000037953	ENSMUSG00000047878	Sarcopterygii
ENSMUSG00000038192	ENSMUSG00000053226	Sarcopterygii
ENSMUSG00000040663	ENSMUSG00000060034	Sarcopterygii
ENSMUSG00000041445	ENSMUSG00000054641	Sarcopterygii
ENSMUSG00000041700	ENSMUSG00000048332	Sarcopterygii
ENSMUSG00000042233	ENSMUSG00000078490	Sarcopterygii
ENSMUSG00000042262	ENSMUSG00000047898	Sarcopterygii
ENSMUSG00000042943	ENSMUSG00000078161	Sarcopterygii
ENSMUSG00000043110	ENSMUSG00000071656	Sarcopterygii
ENSMUSG00000044986	ENSMUSG00000071711	Sarcopterygii
ENSMUSG00000047557	ENSMUSG00000049404	Sarcopterygii
ENSMUSG00000048540	ENSMUSG00000051251	Sarcopterygii
ENSMUSG00000049232	ENSMUSG00000079083	Sarcopterygii
ENSMUSG00000050953	ENSMUSG00000055691	Sarcopterygii
ENSMUSG00000068341	ENSMUSG00000027876	Sarcopterygii
ENSMUSG00000000001	ENSMUSG00000057614	Euteleostomi
ENSMUSG00000000037	ENSMUSG00000000085	Euteleostomi
ENSMUSG00000000056	ENSMUSG00000002280	Euteleostomi
ENSMUSG00000000093	ENSMUSG00000018604	Euteleostomi
ENSMUSG00000000094	ENSMUSG00000018263	Euteleostomi
ENSMUSG00000000120	ENSMUSG00000032491	Euteleostomi
ENSMUSG00000000125	ENSMUSG00000009900	Euteleostomi
ENSMUSG00000000126	ENSMUSG00000018486	Euteleostomi
ENSMUSG00000000183	ENSMUSG00000050917	Euteleostomi
ENSMUSG00000000194	ENSMUSG00000005823	Euteleostomi
ENSMUSG00000000202	ENSMUSG00000033880	Euteleostomi
ENSMUSG00000000247	ENSMUSG00000019230	Euteleostomi
ENSMUSG00000000253	ENSMUSG00000002326	Euteleostomi
ENSMUSG00000000305	ENSMUSG00000024304	Euteleostomi
ENSMUSG00000000317	ENSMUSG00000022508	Euteleostomi
ENSMUSG00000000325	ENSMUSG00000034101	Euteleostomi
ENSMUSG00000000378	ENSMUSG00000027474	Euteleostomi
ENSMUSG00000000409	ENSMUSG00000014453	Euteleostomi
ENSMUSG00000000416	ENSMUSG00000062127	Euteleostomi
ENSMUSG00000000441	ENSMUSG00000001127	Euteleostomi
ENSMUSG00000000489	ENSMUSG00000025856	Euteleostomi
ENSMUSG00000000617	ENSMUSG00000063239	Euteleostomi
ENSMUSG00000000708	ENSMUSG00000020918	Euteleostomi
ENSMUSG00000000724	ENSMUSG00000066975	Euteleostomi
ENSMUSG00000000805	ENSMUSG00000090236	Euteleostomi
ENSMUSG00000000823	ENSMUSG00000062761	Euteleostomi
ENSMUSG00000000826	ENSMUSG00000027606	Euteleostomi
ENSMUSG00000001052	ENSMUSG00000036391	Euteleostomi
ENSMUSG00000001095	ENSMUSG00000020805	Euteleostomi
ENSMUSG00000001103	ENSMUSG00000026497	Euteleostomi
ENSMUSG00000001138	ENSMUSG00000025189	Euteleostomi
ENSMUSG00000001151	ENSMUSG00000040407	Euteleostomi
ENSMUSG00000001228	ENSMUSG00000024817	Euteleostomi
ENSMUSG00000001229	ENSMUSG00000032393	Euteleostomi
ENSMUSG00000001247	ENSMUSG00000040612	Euteleostomi
ENSMUSG00000001248	ENSMUSG00000040111	Euteleostomi
ENSMUSG00000001270	ENSMUSG00000030399	Euteleostomi
ENSMUSG00000001334	ENSMUSG00000038552	Euteleostomi
ENSMUSG00000001417	ENSMUSG00000030549	Euteleostomi
ENSMUSG00000001419	ENSMUSG00000030557	Euteleostomi
ENSMUSG00000001444	ENSMUSG00000032446	Euteleostomi
ENSMUSG00000001473	ENSMUSG00000062380	Euteleostomi
ENSMUSG00000001493	ENSMUSG00000036144	Euteleostomi
ENSMUSG00000001494	ENSMUSG00000036169	Euteleostomi
ENSMUSG00000001496	ENSMUSG00000054160	Euteleostomi
ENSMUSG00000001520	ENSMUSG00000034825	Euteleostomi
ENSMUSG00000001521	ENSMUSG00000023467	Euteleostomi
ENSMUSG00000001555	ENSMUSG00000029781	Euteleostomi
ENSMUSG00000001583	ENSMUSG00000022791	Euteleostomi
ENSMUSG00000001630	ENSMUSG00000024006	Euteleostomi
ENSMUSG00000001700	ENSMUSG00000074259	Euteleostomi
ENSMUSG00000001729	ENSMUSG00000004056	Euteleostomi
ENSMUSG00000001739	ENSMUSG00000022132	Euteleostomi
ENSMUSG00000001750	ENSMUSG00000038023	Euteleostomi
ENSMUSG00000001823	ENSMUSG00000050328	Euteleostomi
ENSMUSG00000001864	ENSMUSG00000024397	Euteleostomi
ENSMUSG00000001911	ENSMUSG00000028565	Euteleostomi
ENSMUSG00000001988	ENSMUSG00000021010	Euteleostomi
ENSMUSG00000002006	ENSMUSG00000035357	Euteleostomi
ENSMUSG00000002012	ENSMUSG00000030272	Euteleostomi
ENSMUSG00000002015	ENSMUSG00000020650	Euteleostomi
ENSMUSG00000002020	ENSMUSG00000024940	Euteleostomi
ENSMUSG00000002043	ENSMUSG00000020993	Euteleostomi
ENSMUSG00000002057	ENSMUSG00000042002	Euteleostomi
ENSMUSG00000002064	ENSMUSG00000022769	Euteleostomi
ENSMUSG00000002068	ENSMUSG00000028212	Euteleostomi
ENSMUSG00000002107	ENSMUSG00000005506	Euteleostomi
ENSMUSG00000002108	ENSMUSG00000060601	Euteleostomi
ENSMUSG00000002147	ENSMUSG00000040033	Euteleostomi
ENSMUSG00000002228	ENSMUSG00000034613	Euteleostomi
ENSMUSG00000002250	ENSMUSG00000022383	Euteleostomi
ENSMUSG00000002289	ENSMUSG00000028553	Euteleostomi
ENSMUSG00000002341	ENSMUSG00000030607	Euteleostomi
ENSMUSG00000002372	ENSMUSG00000048424	Euteleostomi
ENSMUSG00000002409	ENSMUSG00000022897	Euteleostomi
ENSMUSG00000002458	ENSMUSG00000019775	Euteleostomi
ENSMUSG00000002489	ENSMUSG00000023800	Euteleostomi
ENSMUSG00000002504	ENSMUSG00000020733	Euteleostomi
ENSMUSG00000002565	ENSMUSG00000056737	Euteleostomi
ENSMUSG00000002578	ENSMUSG00000025997	Euteleostomi
ENSMUSG00000002602	ENSMUSG00000027298	Euteleostomi
ENSMUSG00000002633	ENSMUSG00000006538	Euteleostomi
ENSMUSG00000002732	ENSMUSG00000038074	Euteleostomi
ENSMUSG00000002799	ENSMUSG00000027276	Euteleostomi
ENSMUSG00000002803	ENSMUSG00000062098	Euteleostomi
ENSMUSG00000002820	ENSMUSG00000028550	Euteleostomi
ENSMUSG00000002844	ENSMUSG00000031448	Euteleostomi
ENSMUSG00000002845	ENSMUSG00000053730	Euteleostomi
ENSMUSG00000002847	ENSMUSG00000044626	Euteleostomi
ENSMUSG00000002881	ENSMUSG00000025402	Euteleostomi
ENSMUSG00000002910	ENSMUSG00000074794	Euteleostomi
ENSMUSG00000002957	ENSMUSG00000060279	Euteleostomi
ENSMUSG00000002984	ENSMUSG00000005674	Euteleostomi
ENSMUSG00000002997	ENSMUSG00000032601	Euteleostomi
ENSMUSG00000003062	ENSMUSG00000018167	Euteleostomi
ENSMUSG00000003131	ENSMUSG00000005447	Euteleostomi
ENSMUSG00000003134	ENSMUSG00000042473	Euteleostomi
ENSMUSG00000003161	ENSMUSG00000026893	Euteleostomi
ENSMUSG00000003283	ENSMUSG00000042228	Euteleostomi
ENSMUSG00000003346	ENSMUSG00000038459	Euteleostomi
ENSMUSG00000003348	ENSMUSG00000073910	Euteleostomi
ENSMUSG00000003352	ENSMUSG00000017412	Euteleostomi
ENSMUSG00000003378	ENSMUSG00000032017	Euteleostomi
ENSMUSG00000003411	ENSMUSG00000019066	Euteleostomi
ENSMUSG00000003418	ENSMUSG00000025425	Euteleostomi
ENSMUSG00000003476	ENSMUSG00000018634	Euteleostomi
ENSMUSG00000003534	ENSMUSG00000026674	Euteleostomi
ENSMUSG00000003721	ENSMUSG00000045294	Euteleostomi
ENSMUSG00000003746	ENSMUSG00000037306	Euteleostomi
ENSMUSG00000003752	ENSMUSG00000038855	Euteleostomi
ENSMUSG00000003778	ENSMUSG00000049357	Euteleostomi
ENSMUSG00000003779	ENSMUSG00000024795	Euteleostomi
ENSMUSG00000003810	ENSMUSG00000053693	Euteleostomi
ENSMUSG00000003813	ENSMUSG00000028426	Euteleostomi
ENSMUSG00000003849	ENSMUSG00000046949	Euteleostomi
ENSMUSG00000003865	ENSMUSG00000030244	Euteleostomi
ENSMUSG00000003949	ENSMUSG00000022389	Euteleostomi
ENSMUSG00000003955	ENSMUSG00000019909	Euteleostomi
ENSMUSG00000003974	ENSMUSG00000023192	Euteleostomi
ENSMUSG00000003992	ENSMUSG00000061887	Euteleostomi
ENSMUSG00000004031	ENSMUSG00000035131	Euteleostomi
ENSMUSG00000004071	ENSMUSG00000022500	Euteleostomi
ENSMUSG00000004221	ENSMUSG00000026672	Euteleostomi
ENSMUSG00000004383	ENSMUSG00000040434	Euteleostomi
ENSMUSG00000004394	ENSMUSG00000058569	Euteleostomi
ENSMUSG00000004455	ENSMUSG00000040385	Euteleostomi
ENSMUSG00000004508	ENSMUSG00000032750	Euteleostomi
ENSMUSG00000004558	ENSMUSG00000036564	Euteleostomi
