Ensembl.Gene.ID	Human.Paralog.Ensembl.Gene.ID	Paralogs.Number	Ancestor
ENSG00000158470	ENSG00000027847	2	Chordata
ENSG00000196408	ENSG00000174705	2	Chordata
ENSG00000196408	ENSG00000107957	2	Chordata
ENSG00000173166	ENSG00000106070	3	Chordata
ENSG00000173166	ENSG00000141738	3	Chordata
ENSG00000173166	ENSG00000115290	3	Chordata
ENSG00000198844	ENSG00000114790	2	Chordata
ENSG00000198844	ENSG00000130762	2	Chordata
ENSG00000102804	ENSG00000157514	3	Chordata
ENSG00000102804	ENSG00000196428	3	Chordata
ENSG00000102804	ENSG00000166925	3	Chordata
ENSG00000105088	ENSG00000034971	3	Chordata
ENSG00000105088	ENSG00000116774	3	Chordata
ENSG00000105088	ENSG00000183801	3	Chordata
ENSG00000244395	ENSG00000136527	2	Chordata
ENSG00000244395	ENSG00000164548	2	Chordata
ENSG00000184619	ENSG00000221909	5	Chordata
ENSG00000184619	ENSG00000237765	5	Chordata
ENSG00000184619	ENSG00000232040	5	Chordata
ENSG00000184619	ENSG00000236287	5	Chordata
ENSG00000184619	ENSG00000221886	5	Chordata
ENSG00000146247	ENSG00000165288	2	Chordata
ENSG00000146247	ENSG00000185658	2	Chordata
ENSG00000166689	ENSG00000052126	2	Chordata
ENSG00000166689	ENSG00000143850	2	Chordata
ENSG00000108511	ENSG00000122592	2	Chordata
ENSG00000108511	ENSG00000260027	2	Chordata
ENSG00000174332	ENSG00000107249	1	Chordata
ENSG00000031081	ENSG00000134909	2	Chordata
ENSG00000031081	ENSG00000004777	2	Chordata
ENSG00000166997	ENSG00000137161	1	Chordata
ENSG00000260027	ENSG00000106006	3	Chordata
ENSG00000260027	ENSG00000108511	3	Chordata
ENSG00000260027	ENSG00000197757	3	Chordata
ENSG00000198246	ENSG00000174669	2	Chordata
ENSG00000198246	ENSG00000112759	2	Chordata
ENSG00000070961	ENSG00000058668	3	Chordata
ENSG00000070961	ENSG00000157087	3	Chordata
ENSG00000070961	ENSG00000067842	3	Chordata
ENSG00000179403	ENSG00000205221	1	Chordata
ENSG00000148344	ENSG00000008394	1	Chordata
ENSG00000155052	ENSG00000174469	5	Chordata
ENSG00000155052	ENSG00000236029	5	Chordata
ENSG00000155052	ENSG00000154529	5	Chordata
ENSG00000155052	ENSG00000152910	5	Chordata
ENSG00000155052	ENSG00000106714	5	Chordata
ENSG00000099910	ENSG00000185915	2	Chordata
ENSG00000099910	ENSG00000087448	2	Chordata
ENSG00000122678	ENSG00000070501	2	Chordata
ENSG00000122678	ENSG00000166169	2	Chordata
ENSG00000170209	ENSG00000183421	4	Chordata
ENSG00000170209	ENSG00000129465	4	Chordata
ENSG00000170209	ENSG00000104312	4	Chordata
ENSG00000170209	ENSG00000137275	4	Chordata
ENSG00000122986	ENSG00000169758	1	Chordata
ENSG00000065054	ENSG00000174827	2	Chordata
ENSG00000065054	ENSG00000172367	2	Chordata
ENSG00000197977	ENSG00000118402	1	Chordata
ENSG00000114770	ENSG00000006071	2	Chordata
ENSG00000114770	ENSG00000069431	2	Chordata
ENSG00000104856	ENSG00000162924	2	Chordata
ENSG00000104856	ENSG00000173039	2	Chordata
ENSG00000153165	ENSG00000196262	6	Chordata
ENSG00000153165	ENSG00000255963	6	Chordata
ENSG00000153165	ENSG00000256374	6	Chordata
ENSG00000153165	ENSG00000255854	6	Chordata
ENSG00000153165	ENSG00000198161	6	Chordata
ENSG00000153165	ENSG00000236334	6	Chordata
ENSG00000184205	ENSG00000119335	1	Chordata
ENSG00000110697	ENSG00000091622	1	Chordata
ENSG00000169800	ENSG00000136527	2	Chordata
ENSG00000169800	ENSG00000164548	2	Chordata
ENSG00000130812	ENSG00000171557	3	Chordata
ENSG00000130812	ENSG00000104760	3	Chordata
ENSG00000130812	ENSG00000127951	3	Chordata
ENSG00000171495	ENSG00000179832	1	Chordata
ENSG00000176204	ENSG00000136457	2	Chordata
ENSG00000176204	ENSG00000100399	2	Chordata
ENSG00000198300	ENSG00000160321	6	Chordata
ENSG00000198300	ENSG00000167232	6	Chordata
ENSG00000198300	ENSG00000196350	6	Chordata
ENSG00000198300	ENSG00000267041	6	Chordata
ENSG00000198300	ENSG00000198795	6	Chordata
ENSG00000198300	ENSG00000102935	6	Chordata
ENSG00000024048	ENSG00000159459	1	Chordata
ENSG00000197093	ENSG00000175229	1	Chordata
ENSG00000123165	ENSG00000169067	1	Chordata
ENSG00000120729	ENSG00000138347	2	Chordata
ENSG00000120729	ENSG00000129116	2	Chordata
ENSG00000134070	ENSG00000198001	1	Chordata
ENSG00000204950	ENSG00000122477	3	Chordata
ENSG00000204950	ENSG00000163827	3	Chordata
ENSG00000204950	ENSG00000177595	3	Chordata
ENSG00000106624	ENSG00000109472	2	Chordata
ENSG00000106624	ENSG00000120054	2	Chordata
ENSG00000107485	ENSG00000102145	1	Chordata
ENSG00000100170	ENSG00000256870	3	Chordata
ENSG00000100170	ENSG00000105641	3	Chordata
ENSG00000100170	ENSG00000148942	3	Chordata
ENSG00000078795	ENSG00000107593	1	Chordata
ENSG00000139330	ENSG00000132000	2	Chordata
ENSG00000139330	ENSG00000174348	2	Chordata
ENSG00000148357	ENSG00000077942	2	Chordata
ENSG00000148357	ENSG00000163520	2	Chordata
ENSG00000126903	ENSG00000145283	4	Chordata
ENSG00000126903	ENSG00000100652	4	Chordata
ENSG00000126903	ENSG00000125255	4	Chordata
ENSG00000126903	ENSG00000145248	4	Chordata
ENSG00000127955	ENSG00000128266	1	Chordata
ENSG00000125834	ENSG00000130413	1	Chordata
ENSG00000175054	ENSG00000253729	1	Chordata
ENSG00000196862	ENSG00000196262	6	Chordata
ENSG00000196862	ENSG00000255963	6	Chordata
ENSG00000196862	ENSG00000256374	6	Chordata
ENSG00000196862	ENSG00000255854	6	Chordata
ENSG00000196862	ENSG00000198161	6	Chordata
ENSG00000196862	ENSG00000236334	6	Chordata
ENSG00000006071	ENSG00000121270	3	Chordata
ENSG00000006071	ENSG00000140798	3	Chordata
ENSG00000006071	ENSG00000114770	3	Chordata
ENSG00000168757	ENSG00000119335	1	Chordata
ENSG00000139329	ENSG00000132000	2	Chordata
ENSG00000139329	ENSG00000174348	2	Chordata
ENSG00000135636	ENSG00000214814	2	Chordata
ENSG00000135636	ENSG00000115155	2	Chordata
ENSG00000071889	ENSG00000183844	1	Chordata
ENSG00000168310	ENSG00000213928	3	Chordata
ENSG00000168310	ENSG00000137265	3	Chordata
ENSG00000168310	ENSG00000140968	3	Chordata
ENSG00000131171	ENSG00000142669	1	Chordata
ENSG00000100191	ENSG00000117834	5	Chordata
ENSG00000100191	ENSG00000154025	5	Chordata
ENSG00000100191	ENSG00000158865	5	Chordata
ENSG00000100191	ENSG00000198743	5	Chordata
ENSG00000100191	ENSG00000272962	5	Chordata
ENSG00000157211	ENSG00000235718	5	Chordata
ENSG00000157211	ENSG00000259159	5	Chordata
ENSG00000157211	ENSG00000107611	5	Chordata
ENSG00000157211	ENSG00000106333	5	Chordata
ENSG00000157211	ENSG00000163710	5	Chordata
ENSG00000131389	ENSG00000130821	2	Chordata
ENSG00000131389	ENSG00000157103	2	Chordata
ENSG00000135218	ENSG00000138760	1	Chordata
ENSG00000143499	ENSG00000115593	1	Chordata
ENSG00000204371	ENSG00000170364	1	Chordata
ENSG00000160321	ENSG00000198300	3	Chordata
ENSG00000160321	ENSG00000198795	3	Chordata
ENSG00000160321	ENSG00000102935	3	Chordata
ENSG00000122126	ENSG00000165458	2	Chordata
ENSG00000122126	ENSG00000168918	2	Chordata
ENSG00000163810	ENSG00000198959	3	Chordata
ENSG00000163810	ENSG00000092295	3	Chordata
ENSG00000163810	ENSG00000124491	3	Chordata
ENSG00000142233	ENSG00000162631	2	Chordata
ENSG00000142233	ENSG00000196358	2	Chordata
ENSG00000250349	ENSG00000182612	1	Chordata
ENSG00000137252	ENSG00000148734	3	Chordata
ENSG00000137252	ENSG00000056291	3	Chordata
ENSG00000137252	ENSG00000186867	3	Chordata
ENSG00000147036	ENSG00000132434	2	Chordata
ENSG00000147036	ENSG00000115365	2	Chordata
ENSG00000196350	ENSG00000198300	3	Chordata
ENSG00000196350	ENSG00000198795	3	Chordata
ENSG00000196350	ENSG00000102935	3	Chordata
ENSG00000165168	ENSG00000086991	1	Chordata
ENSG00000135338	ENSG00000157578	1	Chordata
ENSG00000105963	ENSG00000084070	2	Chordata
ENSG00000105963	ENSG00000112305	2	Chordata
ENSG00000198478	ENSG00000142669	1	Chordata
ENSG00000226941	ENSG00000136527	2	Chordata
ENSG00000226941	ENSG00000164548	2	Chordata
ENSG00000118402	ENSG00000012660	2	Chordata
ENSG00000118402	ENSG00000197977	2	Chordata
ENSG00000167232	ENSG00000198300	3	Chordata
ENSG00000167232	ENSG00000198795	3	Chordata
ENSG00000167232	ENSG00000102935	3	Chordata
ENSG00000127831	ENSG00000042493	3	Chordata
ENSG00000127831	ENSG00000148180	3	Chordata
ENSG00000127831	ENSG00000006747	3	Chordata
ENSG00000164305	ENSG00000064012	3	Chordata
ENSG00000164305	ENSG00000003400	3	Chordata
ENSG00000164305	ENSG00000138794	3	Chordata
ENSG00000149488	ENSG00000188869	3	Chordata
ENSG00000149488	ENSG00000141524	3	Chordata
ENSG00000149488	ENSG00000103534	3	Chordata
ENSG00000002834	ENSG00000197893	3	Chordata
ENSG00000002834	ENSG00000183091	3	Chordata
ENSG00000002834	ENSG00000078114	3	Chordata
ENSG00000084207	ENSG00000134201	5	Chordata
ENSG00000084207	ENSG00000134184	5	Chordata
ENSG00000084207	ENSG00000168765	5	Chordata
ENSG00000084207	ENSG00000213366	5	Chordata
ENSG00000084207	ENSG00000134202	5	Chordata
ENSG00000173093	ENSG00000105479	1	Chordata
ENSG00000150760	ENSG00000134516	1	Chordata
ENSG00000124490	ENSG00000164530	1	Chordata
ENSG00000100811	ENSG00000236609	2	Chordata
ENSG00000100811	ENSG00000142409	2	Chordata
ENSG00000104879	ENSG00000131730	3	Chordata
ENSG00000104879	ENSG00000237289	3	Chordata
ENSG00000104879	ENSG00000223572	3	Chordata
ENSG00000061492	ENSG00000158955	2	Chordata
ENSG00000061492	ENSG00000143816	2	Chordata
ENSG00000157087	ENSG00000067842	3	Chordata
ENSG00000157087	ENSG00000058668	3	Chordata
ENSG00000157087	ENSG00000070961	3	Chordata
ENSG00000139687	ENSG00000103479	2	Chordata
ENSG00000139687	ENSG00000080839	2	Chordata
ENSG00000122121	ENSG00000108039	1	Chordata
ENSG00000112981	ENSG00000181322	3	Chordata
ENSG00000112981	ENSG00000086288	3	Chordata
ENSG00000112981	ENSG00000172113	3	Chordata
ENSG00000166484	ENSG00000141639	2	Chordata
ENSG00000166484	ENSG00000069956	2	Chordata
ENSG00000174145	ENSG00000188039	1	Chordata
ENSG00000042781	ENSG00000091128	3	Chordata
ENSG00000042781	ENSG00000172037	3	Chordata
ENSG00000042781	ENSG00000091136	3	Chordata
ENSG00000268714	ENSG00000152219	1	Chordata
ENSG00000268223	ENSG00000152219	1	Chordata
ENSG00000104892	ENSG00000113971	1	Chordata
ENSG00000156298	ENSG00000182612	1	Chordata
ENSG00000188162	ENSG00000184956	1	Chordata
ENSG00000096006	ENSG00000164530	1	Chordata
ENSG00000189409	ENSG00000154485	4	Chordata
ENSG00000189409	ENSG00000100985	4	Chordata
ENSG00000189409	ENSG00000167346	4	Chordata
ENSG00000189409	ENSG00000087245	4	Chordata
ENSG00000131653	ENSG00000119402	1	Chordata
ENSG00000087076	ENSG00000164039	1	Chordata
ENSG00000140107	ENSG00000145832	1	Chordata
ENSG00000148600	ENSG00000074276	1	Chordata
ENSG00000105559	ENSG00000052126	2	Chordata
ENSG00000105559	ENSG00000143850	2	Chordata
ENSG00000196482	ENSG00000140009	2	Chordata
ENSG00000196482	ENSG00000091831	2	Chordata
ENSG00000112053	ENSG00000145217	4	Chordata
ENSG00000112053	ENSG00000155850	4	Chordata
ENSG00000112053	ENSG00000147606	4	Chordata
ENSG00000112053	ENSG00000135502	4	Chordata
ENSG00000110057	ENSG00000112494	1	Chordata
ENSG00000049323	ENSG00000159307	3	Chordata
ENSG00000049323	ENSG00000175356	3	Chordata
ENSG00000049323	ENSG00000146197	3	Chordata
ENSG00000106526	ENSG00000115091	1	Chordata
ENSG00000121577	ENSG00000112276	1	Chordata
ENSG00000138760	ENSG00000135218	1	Chordata
ENSG00000111249	ENSG00000257923	1	Chordata
ENSG00000162951	ENSG00000136457	2	Chordata
ENSG00000162951	ENSG00000100399	2	Chordata
ENSG00000188120	ENSG00000152430	1	Chordata
ENSG00000165899	ENSG00000184956	1	Chordata
ENSG00000112759	ENSG00000198246	1	Chordata
ENSG00000145217	ENSG00000112053	3	Chordata
ENSG00000145217	ENSG00000147606	3	Chordata
ENSG00000145217	ENSG00000135502	3	Chordata
ENSG00000151729	ENSG00000151475	1	Chordata
ENSG00000104804	ENSG00000112041	1	Chordata
ENSG00000206075	ENSG00000117601	3	Chordata
ENSG00000206075	ENSG00000163536	3	Chordata
ENSG00000206075	ENSG00000114204	3	Chordata
ENSG00000070501	ENSG00000107447	3	Chordata
ENSG00000070501	ENSG00000122678	3	Chordata
ENSG00000070501	ENSG00000166169	3	Chordata
ENSG00000124812	ENSG00000164530	1	Chordata
ENSG00000170748	ENSG00000136527	2	Chordata
ENSG00000170748	ENSG00000164548	2	Chordata
ENSG00000108813	ENSG00000115844	3	Chordata
ENSG00000108813	ENSG00000064195	3	Chordata
ENSG00000108813	ENSG00000105880	3	Chordata
ENSG00000019991	ENSG00000122194	3	Chordata
ENSG00000019991	ENSG00000198670	3	Chordata
ENSG00000019991	ENSG00000148702	3	Chordata
ENSG00000110719	ENSG00000033627	1	Chordata
ENSG00000118257	ENSG00000057019	2	Chordata
ENSG00000118257	ENSG00000164465	2	Chordata
ENSG00000183801	ENSG00000130558	4	Chordata
ENSG00000183801	ENSG00000105088	4	Chordata
ENSG00000183801	ENSG00000034971	4	Chordata
ENSG00000183801	ENSG00000118733	4	Chordata
ENSG00000237289	ENSG00000166165	2	Chordata
ENSG00000237289	ENSG00000104879	2	Chordata
ENSG00000137161	ENSG00000166997	1	Chordata
ENSG00000134775	ENSG00000135723	1	Chordata
ENSG00000233803	ENSG00000119335	1	Chordata
ENSG00000158423	ENSG00000128408	1	Chordata
ENSG00000156466	ENSG00000130283	4	Chordata
ENSG00000156466	ENSG00000184344	4	Chordata
ENSG00000156466	ENSG00000125845	4	Chordata
ENSG00000156466	ENSG00000125378	4	Chordata
ENSG00000064195	ENSG00000006377	3	Chordata
ENSG00000064195	ENSG00000144355	3	Chordata
ENSG00000064195	ENSG00000108813	3	Chordata
ENSG00000115556	ENSG00000149527	2	Chordata
ENSG00000115556	ENSG00000114805	2	Chordata
ENSG00000188937	ENSG00000162621	1	Chordata
ENSG00000229549	ENSG00000119335	1	Chordata
ENSG00000137801	ENSG00000113296	3	Chordata
ENSG00000137801	ENSG00000169231	3	Chordata
ENSG00000137801	ENSG00000105664	3	Chordata
ENSG00000138771	ENSG00000164403	1	Chordata
ENSG00000125740	ENSG00000075426	3	Chordata
ENSG00000125740	ENSG00000175592	3	Chordata
ENSG00000125740	ENSG00000170345	3	Chordata
ENSG00000124749	ENSG00000197467	4	Chordata
ENSG00000124749	ENSG00000050767	4	Chordata
ENSG00000124749	ENSG00000049089	4	Chordata
ENSG00000124749	ENSG00000188517	4	Chordata
ENSG00000175087	ENSG00000130413	1	Chordata
ENSG00000228927	ENSG00000119335	1	Chordata
ENSG00000196358	ENSG00000065320	3	Chordata
ENSG00000196358	ENSG00000142233	3	Chordata
ENSG00000196358	ENSG00000162068	3	Chordata
ENSG00000065320	ENSG00000162631	2	Chordata
ENSG00000065320	ENSG00000196358	2	Chordata
ENSG00000166396	ENSG00000117601	3	Chordata
ENSG00000166396	ENSG00000163536	3	Chordata
ENSG00000166396	ENSG00000114204	3	Chordata
ENSG00000184347	ENSG00000165300	3	Chordata
ENSG00000184347	ENSG00000128606	3	Chordata
ENSG00000184347	ENSG00000178235	3	Chordata
ENSG00000143442	ENSG00000198477	4	Chordata
ENSG00000143442	ENSG00000137871	4	Chordata
ENSG00000143442	ENSG00000056277	4	Chordata
ENSG00000143442	ENSG00000169548	4	Chordata
ENSG00000142675	ENSG00000153721	3	Chordata
ENSG00000142675	ENSG00000149970	3	Chordata
ENSG00000142675	ENSG00000074706	3	Chordata
ENSG00000163710	ENSG00000107611	4	Chordata
ENSG00000163710	ENSG00000235718	4	Chordata
ENSG00000163710	ENSG00000259159	4	Chordata
ENSG00000163710	ENSG00000157211	4	Chordata
ENSG00000144283	ENSG00000099889	2	Chordata
ENSG00000144283	ENSG00000198561	2	Chordata
ENSG00000075426	ENSG00000125740	2	Chordata
ENSG00000075426	ENSG00000170345	2	Chordata
ENSG00000105186	ENSG00000134996	1	Chordata
ENSG00000115419	ENSG00000135423	1	Chordata
ENSG00000187905	ENSG00000100565	3	Chordata
ENSG00000187905	ENSG00000171757	3	Chordata
ENSG00000187905	ENSG00000146221	3	Chordata
ENSG00000033100	ENSG00000182272	2	Chordata
ENSG00000033100	ENSG00000139044	2	Chordata
ENSG00000166596	ENSG00000161996	1	Chordata
ENSG00000137265	ENSG00000168310	2	Chordata
ENSG00000137265	ENSG00000125347	2	Chordata
ENSG00000123342	ENSG00000169393	1	Chordata
ENSG00000258992	ENSG00000119335	1	Chordata
ENSG00000134709	ENSG00000168172	1	Chordata
ENSG00000116095	ENSG00000113163	1	Chordata
ENSG00000186452	ENSG00000187950	3	Chordata
ENSG00000186452	ENSG00000183378	3	Chordata
ENSG00000186452	ENSG00000237412	3	Chordata
ENSG00000115568	ENSG00000148143	2	Chordata
ENSG00000115568	ENSG00000242631	2	Chordata
ENSG00000161533	ENSG00000168306	1	Chordata
ENSG00000136048	ENSG00000156171	1	Chordata
ENSG00000111052	ENSG00000120509	1	Chordata
ENSG00000166402	ENSG00000112041	1	Chordata
ENSG00000144852	ENSG00000131408	3	Chordata
ENSG00000144852	ENSG00000025434	3	Chordata
ENSG00000144852	ENSG00000012504	3	Chordata
ENSG00000154553	ENSG00000120913	1	Chordata
ENSG00000223572	ENSG00000166165	2	Chordata
ENSG00000223572	ENSG00000104879	2	Chordata
ENSG00000162068	ENSG00000162631	2	Chordata
ENSG00000162068	ENSG00000196358	2	Chordata
ENSG00000205944	ENSG00000152430	1	Chordata
ENSG00000125746	ENSG00000149499	4	Chordata
ENSG00000125746	ENSG00000143924	4	Chordata
ENSG00000125746	ENSG00000165521	4	Chordata
ENSG00000125746	ENSG00000214595	4	Chordata
ENSG00000227184	ENSG00000096696	2	Chordata
ENSG00000227184	ENSG00000178209	2	Chordata
ENSG00000189037	ENSG00000188542	1	Chordata
ENSG00000139044	ENSG00000033100	2	Chordata
ENSG00000139044	ENSG00000123989	2	Chordata
ENSG00000183605	ENSG00000144040	1	Chordata
ENSG00000188782	ENSG00000152705	1	Chordata
ENSG00000161202	ENSG00000150764	2	Chordata
ENSG00000161202	ENSG00000107404	2	Chordata
ENSG00000154305	ENSG00000212710	9	Chordata
ENSG00000154305	ENSG00000236761	9	Chordata
ENSG00000154305	ENSG00000258941	9	Chordata
ENSG00000154305	ENSG00000150526	9	Chordata
ENSG00000154305	ENSG00000150527	9	Chordata
ENSG00000154305	ENSG00000225932	9	Chordata
ENSG00000154305	ENSG00000271079	9	Chordata
ENSG00000154305	ENSG00000271321	9	Chordata
ENSG00000154305	ENSG00000244693	9	Chordata
ENSG00000139865	ENSG00000143643	1	Chordata
ENSG00000142669	ENSG00000198478	3	Chordata
ENSG00000142669	ENSG00000131171	3	Chordata
ENSG00000142669	ENSG00000185437	3	Chordata
ENSG00000147434	ENSG00000101204	4	Chordata
ENSG00000147434	ENSG00000120903	4	Chordata
ENSG00000147434	ENSG00000117971	4	Chordata
ENSG00000147434	ENSG00000160716	4	Chordata
ENSG00000186310	ENSG00000205531	1	Chordata
ENSG00000178209	ENSG00000096696	2	Chordata
ENSG00000178209	ENSG00000227184	2	Chordata
ENSG00000130413	ENSG00000175087	2	Chordata
ENSG00000130413	ENSG00000125834	2	Chordata
ENSG00000134516	ENSG00000150760	2	Chordata
ENSG00000134516	ENSG00000147459	2	Chordata
ENSG00000197168	ENSG00000114904	1	Chordata
ENSG00000196151	ENSG00000176871	2	Chordata
ENSG00000196151	ENSG00000109046	2	Chordata
ENSG00000164099	ENSG00000129038	2	Chordata
ENSG00000164099	ENSG00000113083	2	Chordata
ENSG00000126351	ENSG00000131759	3	Chordata
ENSG00000126351	ENSG00000077092	3	Chordata
ENSG00000126351	ENSG00000172819	3	Chordata
ENSG00000136098	ENSG00000114904	1	Chordata
ENSG00000168172	ENSG00000095066	2	Chordata
ENSG00000168172	ENSG00000134709	2	Chordata
ENSG00000180543	ENSG00000119335	1	Chordata
ENSG00000149499	ENSG00000125746	4	Chordata
ENSG00000149499	ENSG00000066629	4	Chordata
ENSG00000149499	ENSG00000165521	4	Chordata
ENSG00000149499	ENSG00000214595	4	Chordata
ENSG00000104863	ENSG00000120509	1	Chordata
ENSG00000255439	ENSG00000196715	1	Chordata
ENSG00000167397	ENSG00000196715	1	Chordata
ENSG00000167880	ENSG00000127603	3	Chordata
ENSG00000167880	ENSG00000151914	3	Chordata
ENSG00000167880	ENSG00000118898	3	Chordata
ENSG00000137133	ENSG00000169567	1	Chordata
ENSG00000237412	ENSG00000187950	4	Chordata
ENSG00000237412	ENSG00000183378	4	Chordata
ENSG00000237412	ENSG00000100312	4	Chordata
ENSG00000237412	ENSG00000186452	4	Chordata
ENSG00000132561	ENSG00000165816	2	Chordata
ENSG00000132561	ENSG00000100473	2	Chordata
ENSG00000149591	ENSG00000130176	3	Chordata
ENSG00000149591	ENSG00000064666	3	Chordata
ENSG00000149591	ENSG00000117519	3	Chordata
ENSG00000169967	ENSG00000176601	1	Chordata
ENSG00000134962	ENSG00000115850	1	Chordata
ENSG00000203797	ENSG00000110887	1	Chordata
ENSG00000132749	ENSG00000189308	1	Chordata
ENSG00000072657	ENSG00000164308	3	Chordata
ENSG00000072657	ENSG00000113441	3	Chordata
ENSG00000072657	ENSG00000164307	3	Chordata
ENSG00000054598	ENSG00000168269	4	Chordata
ENSG00000054598	ENSG00000186766	4	Chordata
ENSG00000054598	ENSG00000183770	4	Chordata
ENSG00000054598	ENSG00000176678	4	Chordata
ENSG00000198477	ENSG00000143442	1	Chordata
ENSG00000004809	ENSG00000175003	3	Chordata
ENSG00000004809	ENSG00000112499	3	Chordata
ENSG00000004809	ENSG00000146477	3	Chordata
ENSG00000169548	ENSG00000143442	1	Chordata
ENSG00000138759	ENSG00000164946	3	Chordata
ENSG00000138759	ENSG00000150893	3	Chordata
ENSG00000138759	ENSG00000183090	3	Chordata
ENSG00000141298	ENSG00000084112	1	Chordata
ENSG00000102837	ENSG00000185585	3	Chordata
ENSG00000102837	ENSG00000162745	3	Chordata
ENSG00000102837	ENSG00000186417	3	Chordata
ENSG00000184716	ENSG00000111897	3	Chordata
ENSG00000184716	ENSG00000132824	3	Chordata
ENSG00000184716	ENSG00000168528	3	Chordata
ENSG00000114861	ENSG00000049768	1	Chordata
ENSG00000132855	ENSG00000187151	1	Chordata
ENSG00000151914	ENSG00000214860	2	Chordata
ENSG00000151914	ENSG00000167880	2	Chordata
ENSG00000056277	ENSG00000143442	1	Chordata
ENSG00000130876	ENSG00000103257	3	Chordata
ENSG00000130876	ENSG00000103064	3	Chordata
ENSG00000130876	ENSG00000155465	3	Chordata
ENSG00000000003	ENSG00000182612	1	Chordata
ENSG00000197181	ENSG00000125207	3	Chordata
ENSG00000197181	ENSG00000184571	3	Chordata
ENSG00000197181	ENSG00000134627	3	Chordata
ENSG00000148795	ENSG00000140505	3	Chordata
ENSG00000148795	ENSG00000138061	3	Chordata
ENSG00000148795	ENSG00000140465	3	Chordata
ENSG00000213171	ENSG00000128594	3	Chordata
ENSG00000213171	ENSG00000131409	3	Chordata
ENSG00000213171	ENSG00000148948	3	Chordata
ENSG00000166925	ENSG00000196428	3	Chordata
ENSG00000166925	ENSG00000102804	3	Chordata
ENSG00000166925	ENSG00000157514	3	Chordata
ENSG00000168269	ENSG00000186766	6	Chordata
ENSG00000168269	ENSG00000183770	6	Chordata
ENSG00000168269	ENSG00000176678	6	Chordata
ENSG00000168269	ENSG00000054598	6	Chordata
ENSG00000168269	ENSG00000179772	6	Chordata
ENSG00000168269	ENSG00000176692	6	Chordata
ENSG00000170677	ENSG00000174111	1	Chordata
ENSG00000148584	ENSG00000163694	5	Chordata
ENSG00000148584	ENSG00000256453	5	Chordata
ENSG00000148584	ENSG00000151962	5	Chordata
ENSG00000148584	ENSG00000135316	5	Chordata
ENSG00000148584	ENSG00000125944	5	Chordata
ENSG00000107438	ENSG00000120913	1	Chordata
ENSG00000180881	ENSG00000105519	2	Chordata
ENSG00000180881	ENSG00000152611	2	Chordata
ENSG00000172137	ENSG00000079689	1	Chordata
ENSG00000104941	ENSG00000111834	1	Chordata
ENSG00000162341	ENSG00000186815	1	Chordata
ENSG00000164087	ENSG00000139323	1	Chordata
ENSG00000104635	ENSG00000148482	1	Chordata
ENSG00000128266	ENSG00000065135	3	Chordata
ENSG00000128266	ENSG00000114353	3	Chordata
ENSG00000128266	ENSG00000127955	3	Chordata
ENSG00000169105	ENSG00000136213	3	Chordata
ENSG00000169105	ENSG00000180767	3	Chordata
ENSG00000169105	ENSG00000171310	3	Chordata
ENSG00000113083	ENSG00000179954	2	Chordata
ENSG00000113083	ENSG00000164099	2	Chordata
ENSG00000179057	ENSG00000086967	5	Chordata
ENSG00000179057	ENSG00000221986	5	Chordata
ENSG00000179057	ENSG00000196091	5	Chordata
ENSG00000179057	ENSG00000133055	5	Chordata
ENSG00000179057	ENSG00000134571	5	Chordata
ENSG00000186318	ENSG00000196188	1	Chordata
ENSG00000063127	ENSG00000174358	2	Chordata
ENSG00000063127	ENSG00000164363	2	Chordata
ENSG00000008516	ENSG00000137673	3	Chordata
ENSG00000008516	ENSG00000137745	3	Chordata
ENSG00000008516	ENSG00000137674	3	Chordata
ENSG00000104361	ENSG00000170113	4	Chordata
ENSG00000104361	ENSG00000163293	4	Chordata
ENSG00000104361	ENSG00000172548	4	Chordata
ENSG00000104361	ENSG00000140157	4	Chordata
ENSG00000114956	ENSG00000166548	1	Chordata
ENSG00000148908	ENSG00000169220	2	Chordata
ENSG00000148908	ENSG00000159788	2	Chordata
ENSG00000145384	ENSG00000166426	4	Chordata
ENSG00000145384	ENSG00000143320	4	Chordata
ENSG00000145384	ENSG00000164434	4	Chordata
ENSG00000145384	ENSG00000121769	4	Chordata
ENSG00000149527	ENSG00000187091	3	Chordata
ENSG00000149527	ENSG00000161714	3	Chordata
ENSG00000149527	ENSG00000115556	3	Chordata
ENSG00000164307	ENSG00000072657	1	Chordata
ENSG00000176009	ENSG00000183734	4	Chordata
ENSG00000176009	ENSG00000232237	4	Chordata
ENSG00000176009	ENSG00000187855	4	Chordata
ENSG00000176009	ENSG00000139352	4	Chordata
ENSG00000104894	ENSG00000157570	2	Chordata
ENSG00000104894	ENSG00000117472	2	Chordata
ENSG00000117713	ENSG00000049618	1	Chordata
ENSG00000075388	ENSG00000138675	1	Chordata
ENSG00000100888	ENSG00000171316	2	Chordata
ENSG00000100888	ENSG00000124177	2	Chordata
ENSG00000139117	ENSG00000196353	3	Chordata
ENSG00000139117	ENSG00000178773	3	Chordata
ENSG00000139117	ENSG00000100884	3	Chordata
ENSG00000133313	ENSG00000150656	1	Chordata
ENSG00000128310	ENSG00000116014	1	Chordata
ENSG00000168795	ENSG00000116809	2	Chordata
ENSG00000168795	ENSG00000196323	2	Chordata
ENSG00000015520	ENSG00000141458	1	Chordata
ENSG00000065911	ENSG00000163738	1	Chordata
ENSG00000150526	ENSG00000154305	1	Chordata
