Ensembl Gene ID,Macaca Ensembl Gene ID,Homology Type
ENSMUSG00000020752,ENSMMUG00000021635,ortholog_one2one
ENSMUSG00000047636,ENSMMUG00000015947,ortholog_one2one
ENSMUSG00000050545,ENSMMUG00000009406,ortholog_one2one
ENSMUSG00000038416,ENSMMUG00000007439,ortholog_one2one
ENSMUSG00000031026,ENSMMUG00000021827,ortholog_one2one
ENSMUSG00000051936,ENSMMUG00000005931,ortholog_one2one
ENSMUSG00000045004,ENSMMUG00000015898,ortholog_one2one
ENSMUSG00000033147,ENSMMUG00000011860,ortholog_one2one
ENSMUSG00000031392,ENSMMUG00000018703,ortholog_one2one
ENSMUSG00000060882,ENSMMUG00000023308,ortholog_one2one
ENSMUSG00000029165,ENSMMUG00000016044,ortholog_one2one
ENSMUSG00000031568,ENSMMUG00000023650,ortholog_one2one
ENSMUSG00000022579,ENSMMUG00000017229,ortholog_one2one
ENSMUSG00000038709,ENSMMUG00000010325,ortholog_one2one
ENSMUSG00000051969,,
ENSMUSG00000029883,,
ENSMUSG00000072952,,
ENSMUSG00000002489,ENSMMUG00000019571,ortholog_one2one
ENSMUSG00000005836,ENSMMUG00000010944,ortholog_one2one
ENSMUSG00000020639,ENSMMUG00000009405,ortholog_one2one
ENSMUSG00000062115,ENSMMUG00000023377,ortholog_one2one
ENSMUSG00000019945,ENSMMUG00000013152,ortholog_one2one
ENSMUSG00000041798,ENSMMUG00000002427,ortholog_one2one
ENSMUSG00000078487,,
ENSMUSG00000028619,ENSMMUG00000014218,ortholog_one2one
ENSMUSG00000047716,ENSMMUG00000029454,ortholog_one2one
ENSMUSG00000027349,ENSMMUG00000018332,ortholog_one2one
ENSMUSG00000094692,,
ENSMUSG00000031933,ENSMMUG00000010456,ortholog_many2many
ENSMUSG00000057903,ENSMMUG00000023445,ortholog_many2many
ENSMUSG00000041453,ENSMMUG00000006919,ortholog_many2many
ENSMUSG00000047003,ENSMMUG00000018500,ortholog_one2one
ENSMUSG00000095917,,
ENSMUSG00000063252,,
ENSMUSG00000029066,ENSMMUG00000006905,ortholog_one2many
ENSMUSG00000029066,ENSMMUG00000015567,ortholog_one2many
ENSMUSG00000094808,,
ENSMUSG00000028018,ENSMMUG00000018811,ortholog_one2one
ENSMUSG00000040842,ENSMMUG00000014192,ortholog_one2one
ENSMUSG00000022386,ENSMMUG00000000807,ortholog_one2one
ENSMUSG00000041238,ENSMMUG00000012715,ortholog_one2one
ENSMUSG00000030108,ENSMMUG00000013726,ortholog_one2one
ENSMUSG00000091685,ENSMMUG00000003488,ortholog_one2one
ENSMUSG00000060012,ENSMMUG00000023565,ortholog_one2one
ENSMUSG00000096525,,
ENSMUSG00000033735,ENSMMUG00000009485,ortholog_one2many
ENSMUSG00000094941,,
ENSMUSG00000029882,,
ENSMUSG00000024712,ENSMMUG00000014829,ortholog_one2many
ENSMUSG00000024712,ENSMMUG00000022022,ortholog_one2many
ENSMUSG00000035351,ENSMMUG00000005504,ortholog_one2one
ENSMUSG00000058301,ENSMMUG00000023286,ortholog_one2one
ENSMUSG00000026806,ENSMMUG00000004590,ortholog_one2one
ENSMUSG00000047641,ENSMMUG00000010165,ortholog_many2many
ENSMUSG00000026565,ENSMMUG00000008155,ortholog_one2one
ENSMUSG00000037361,ENSMMUG00000001282,ortholog_one2one
ENSMUSG00000068303,ENSMMUG00000009485,ortholog_one2many
ENSMUSG00000046364,ENSMMUG00000030448,ortholog_many2many
ENSMUSG00000053774,ENSMMUG00000019100,ortholog_one2one
ENSMUSG00000027678,ENSMMUG00000012020,ortholog_one2one
ENSMUSG00000019874,ENSMMUG00000021907,ortholog_one2one
ENSMUSG00000097620,,
ENSMUSG00000042812,ENSMMUG00000019503,ortholog_one2one
ENSMUSG00000020635,ENSMMUG00000012341,ortholog_one2one
ENSMUSG00000033726,ENSMMUG00000002299,ortholog_one2one
ENSMUSG00000040957,ENSMMUG00000005125,ortholog_one2one
ENSMUSG00000025582,ENSMMUG00000001286,ortholog_one2one
ENSMUSG00000021086,ENSMMUG00000011965,ortholog_one2one
ENSMUSG00000063049,ENSMMUG00000008881,ortholog_one2one
ENSMUSG00000032473,ENSMMUG00000009636,ortholog_one2one
ENSMUSG00000028920,ENSMMUG00000012733,ortholog_one2one
ENSMUSG00000025920,ENSMMUG00000021588,ortholog_one2one
ENSMUSG00000002741,ENSMMUG00000019347,ortholog_one2many
ENSMUSG00000002741,ENSMMUG00000002430,ortholog_one2many
ENSMUSG00000095765,,
ENSMUSG00000051721,ENSMMUG00000012340,ortholog_one2one
ENSMUSG00000020056,,
ENSMUSG00000068431,ENSMMUG00000015896,ortholog_one2many
ENSMUSG00000019872,ENSMMUG00000021905,ortholog_one2one
ENSMUSG00000094285,,
ENSMUSG00000053815,,
ENSMUSG00000030279,ENSMMUG00000006641,ortholog_one2one
ENSMUSG00000038398,ENSMMUG00000007449,ortholog_one2one
ENSMUSG00000050028,,
ENSMUSG00000058188,ENSMMUG00000015893,ortholog_one2many
ENSMUSG00000074357,,
ENSMUSG00000057179,ENSMMUG00000015895,ortholog_many2many
ENSMUSG00000029669,ENSMMUG00000023310,ortholog_one2one
ENSMUSG00000049411,ENSMMUG00000032558,ortholog_one2many
ENSMUSG00000049411,ENSMMUG00000032559,ortholog_one2many
ENSMUSG00000029641,ENSMMUG00000007889,ortholog_one2one
ENSMUSG00000060084,ENSMMUG00000015893,ortholog_one2many
ENSMUSG00000038069,ENSMMUG00000002004,ortholog_one2one
ENSMUSG00000031816,ENSMMUG00000019500,ortholog_one2one
ENSMUSG00000031934,ENSMMUG00000004503,ortholog_one2one
ENSMUSG00000041216,ENSMMUG00000008774,ortholog_one2one
ENSMUSG00000037336,ENSMMUG00000012337,ortholog_one2one
ENSMUSG00000008482,ENSMMUG00000007940,ortholog_one2one
ENSMUSG00000045684,ENSMMUG00000018754,ortholog_one2one
ENSMUSG00000094141,,
ENSMUSG00000024713,ENSMMUG00000022023,ortholog_one2one
ENSMUSG00000040591,ENSMMUG00000006355,ortholog_one2one
ENSMUSG00000059069,,
ENSMUSG00000029322,ENSMMUG00000022311,ortholog_one2one
ENSMUSG00000097706,,
ENSMUSG00000031024,ENSMMUG00000021830,ortholog_one2one
ENSMUSG00000036052,ENSMMUG00000022895,ortholog_one2one
ENSMUSG00000027347,ENSMMUG00000018333,ortholog_one2one
ENSMUSG00000006288,ENSMMUG00000016250,ortholog_one2one
ENSMUSG00000061175,ENSMMUG00000003487,ortholog_one2many
ENSMUSG00000061175,ENSMMUG00000030046,ortholog_one2many
ENSMUSG00000059708,ENSMMUG00000014467,ortholog_one2one
ENSMUSG00000061974,ENSMMUG00000030008,ortholog_many2many
ENSMUSG00000061974,ENSMMUG00000015745,ortholog_many2many
ENSMUSG00000038064,ENSMMUG00000030008,ortholog_many2many
ENSMUSG00000038064,ENSMMUG00000015745,ortholog_many2many
ENSMUSG00000029361,ENSMMUG00000014027,ortholog_one2one
ENSMUSG00000016503,ENSMMUG00000009029,ortholog_one2one
ENSMUSG00000075415,ENSMMUG00000003799,ortholog_one2one
ENSMUSG00000015476,,
ENSMUSG00000028369,ENSMMUG00000001221,ortholog_one2one
ENSMUSG00000026778,ENSMMUG00000020776,ortholog_one2one
ENSMUSG00000048540,ENSMMUG00000008971,ortholog_one2one
ENSMUSG00000044533,ENSMMUG00000007939,ortholog_many2many
ENSMUSG00000031936,ENSMMUG00000030944,ortholog_one2many
ENSMUSG00000031936,ENSMMUG00000004500,ortholog_one2many
ENSMUSG00000029089,ENSMMUG00000017670,ortholog_one2one
ENSMUSG00000049100,ENSMMUG00000014562,ortholog_one2one
ENSMUSG00000024404,ENSMMUG00000021478,ortholog_one2one
ENSMUSG00000063971,ENSMMUG00000015913,ortholog_many2many
ENSMUSG00000018924,ENSMMUG00000030381,ortholog_one2one
ENSMUSG00000033739,ENSMMUG00000015230,ortholog_one2one
ENSMUSG00000031563,ENSMMUG00000015748,ortholog_one2one
ENSMUSG00000029670,ENSMMUG00000002434,ortholog_one2one
ENSMUSG00000022469,ENSMMUG00000000477,ortholog_one2one
ENSMUSG00000021087,ENSMMUG00000011966,ortholog_one2one
ENSMUSG00000027861,ENSMMUG00000008970,ortholog_one2one
ENSMUSG00000090919,ENSMMUG00000007193,ortholog_one2one
ENSMUSG00000067615,ENSMMUG00000031925,ortholog_many2many
ENSMUSG00000005447,ENSMMUG00000021893,ortholog_one2many
ENSMUSG00000005447,ENSMMUG00000012172,ortholog_one2many
ENSMUSG00000058537,ENSMMUG00000016525,ortholog_many2many
ENSMUSG00000058537,ENSMMUG00000017616,ortholog_many2many
ENSMUSG00000058537,ENSMMUG00000006930,ortholog_many2many
ENSMUSG00000058537,ENSMMUG00000014712,ortholog_many2many
ENSMUSG00000054106,ENSMMUG00000000272,ortholog_many2many
ENSMUSG00000054106,ENSMMUG00000016286,ortholog_many2many
ENSMUSG00000060044,ENSMMUG00000014529,ortholog_one2one
ENSMUSG00000031023,ENSMMUG00000001994,ortholog_one2one
ENSMUSG00000017832,,
ENSMUSG00000037910,,
ENSMUSG00000071470,ENSMMUG00000016251,ortholog_one2one
ENSMUSG00000037892,ENSMMUG00000008362,ortholog_one2one
ENSMUSG00000036023,ENSMMUG00000016253,ortholog_one2one
ENSMUSG00000033720,ENSMMUG00000002300,ortholog_one2one
ENSMUSG00000000934,ENSMMUG00000022933,ortholog_one2one
ENSMUSG00000036938,ENSMMUG00000000272,ortholog_many2many
ENSMUSG00000036938,ENSMMUG00000016286,ortholog_many2many
ENSMUSG00000026564,ENSMMUG00000023467,ortholog_one2one
ENSMUSG00000015461,ENSMMUG00000015229,ortholog_one2one
ENSMUSG00000029319,ENSMMUG00000013340,ortholog_one2one
ENSMUSG00000025066,ENSMMUG00000004262,ortholog_one2many
ENSMUSG00000025066,ENSMMUG00000015327,ortholog_one2many
ENSMUSG00000029088,ENSMMUG00000030380,ortholog_one2one
ENSMUSG00000053747,ENSMMUG00000011780,ortholog_one2one
ENSMUSG00000073733,ENSMMUG00000012732,ortholog_one2one
ENSMUSG00000079625,ENSMMUG00000017310,ortholog_one2one
ENSMUSG00000031937,,
ENSMUSG00000031022,ENSMMUG00000001995,ortholog_one2one
ENSMUSG00000058741,,
ENSMUSG00000044456,ENSMMUG00000013964,ortholog_one2many
ENSMUSG00000044456,ENSMMUG00000029233,ortholog_one2many
ENSMUSG00000028618,ENSMMUG00000007183,ortholog_one2one
ENSMUSG00000071521,ENSMMUG00000000272,ortholog_many2many
ENSMUSG00000071521,ENSMMUG00000016286,ortholog_many2many
ENSMUSG00000029068,ENSMMUG00000006904,ortholog_one2one
ENSMUSG00000014075,ENSMMUG00000031402,ortholog_one2one
ENSMUSG00000044244,ENSMMUG00000007390,ortholog_one2one
ENSMUSG00000037636,ENSMMUG00000020282,ortholog_one2one
ENSMUSG00000024410,ENSMMUG00000021480,ortholog_one2one
ENSMUSG00000058546,ENSMMUG00000030522,ortholog_one2one
ENSMUSG00000071519,ENSMMUG00000000272,ortholog_many2many
ENSMUSG00000071519,ENSMMUG00000016286,ortholog_many2many
ENSMUSG00000091674,,
ENSMUSG00000078605,,
ENSMUSG00000031935,ENSMMUG00000013601,ortholog_one2one
ENSMUSG00000035951,ENSMMUG00000001997,ortholog_one2one
ENSMUSG00000000544,ENSMMUG00000023465,ortholog_one2one
ENSMUSG00000027860,ENSMMUG00000008967,ortholog_one2one
ENSMUSG00000025939,ENSMMUG00000009755,ortholog_one2one
ENSMUSG00000058119,ENSMMUG00000000272,ortholog_many2many
ENSMUSG00000058119,ENSMMUG00000016286,ortholog_many2many
ENSMUSG00000031021,ENSMMUG00000001998,ortholog_one2one
ENSMUSG00000093814,,
ENSMUSG00000043843,ENSMMUG00000012170,ortholog_one2one
ENSMUSG00000095280,,
ENSMUSG00000019944,ENSMMUG00000021400,ortholog_one2one
ENSMUSG00000071517,ENSMMUG00000000272,ortholog_many2many
ENSMUSG00000071517,ENSMMUG00000016286,ortholog_many2many
ENSMUSG00000092036,,
ENSMUSG00000030109,ENSMMUG00000022068,ortholog_one2one
ENSMUSG00000063447,,
ENSMUSG00000028919,ENSMMUG00000014410,ortholog_one2one
ENSMUSG00000019173,ENSMMUG00000014761,ortholog_one2one
ENSMUSG00000062751,ENSMMUG00000000272,ortholog_many2many
ENSMUSG00000062751,ENSMMUG00000016286,ortholog_many2many
ENSMUSG00000093979,,
ENSMUSG00000021972,ENSMMUG00000014981,ortholog_one2one
ENSMUSG00000044948,ENSMMUG00000015328,ortholog_one2one
ENSMUSG00000058558,ENSMMUG00000005072,ortholog_one2one
ENSMUSG00000032475,ENSMMUG00000007389,ortholog_one2one
ENSMUSG00000034825,ENSMMUG00000006689,ortholog_one2one
ENSMUSG00000095024,,
ENSMUSG00000057897,ENSMMUG00000002433,ortholog_one2one
ENSMUSG00000079658,ENSMMUG00000005155,ortholog_one2one
ENSMUSG00000057116,,
ENSMUSG00000040629,ENSMMUG00000023463,ortholog_one2one
ENSMUSG00000032014,ENSMMUG00000012249,ortholog_one2one
ENSMUSG00000031849,ENSMMUG00000006511,ortholog_one2one
ENSMUSG00000020599,ENSMMUG00000014521,ortholog_one2one
ENSMUSG00000002059,ENSMMUG00000007293,ortholog_one2one
ENSMUSG00000006800,ENSMMUG00000012029,ortholog_one2one
ENSMUSG00000095385,,
ENSMUSG00000026960,ENSMMUG00000012386,ortholog_one2one
ENSMUSG00000047710,ENSMMUG00000023599,ortholog_one2one
ENSMUSG00000021806,ENSMMUG00000018201,ortholog_one2one
ENSMUSG00000025940,ENSMMUG00000003017,ortholog_one2one
ENSMUSG00000027610,ENSMMUG00000017940,ortholog_one2one
ENSMUSG00000027253,ENSMMUG00000013100,ortholog_one2one
ENSMUSG00000032013,ENSMMUG00000019111,ortholog_one2one
ENSMUSG00000046714,ENSMMUG00000019498,ortholog_one2one
ENSMUSG00000095621,,
ENSMUSG00000002731,ENSMMUG00000002185,ortholog_one2one
ENSMUSG00000020538,ENSMMUG00000023375,ortholog_one2one
ENSMUSG00000027737,ENSMMUG00000020317,ortholog_one2one
ENSMUSG00000097084,ENSMMUG00000019497,ortholog_one2one
ENSMUSG00000020057,ENSMMUG00000004689,ortholog_one2one
ENSMUSG00000003575,ENSMMUG00000006509,ortholog_one2one
ENSMUSG00000024413,ENSMMUG00000021484,ortholog_one2one
ENSMUSG00000031938,ENSMMUG00000011649,ortholog_one2one
ENSMUSG00000016510,ENSMMUG00000009030,ortholog_one2one
ENSMUSG00000040612,ENSMMUG00000023462,ortholog_one2one
ENSMUSG00000007279,ENSMMUG00000006692,ortholog_one2one
ENSMUSG00000035273,ENSMMUG00000013342,ortholog_one2one
ENSMUSG00000031809,ENSMMUG00000017608,ortholog_one2one
ENSMUSG00000025779,ENSMMUG00000003018,ortholog_one2one
ENSMUSG00000031562,ENSMMUG00000000284,ortholog_one2one
ENSMUSG00000032012,ENSMMUG00000008274,ortholog_one2one
ENSMUSG00000072923,,
ENSMUSG00000045039,ENSMMUG00000014932,ortholog_one2one
ENSMUSG00000016319,ENSMMUG00000013016,ortholog_one2many
ENSMUSG00000016319,ENSMMUG00000022663,ortholog_one2many
ENSMUSG00000016319,ENSMMUG00000001326,ortholog_one2many
ENSMUSG00000068154,,
ENSMUSG00000028016,ENSMMUG00000011722,ortholog_one2one
ENSMUSG00000096322,,
ENSMUSG00000032011,ENSMMUG00000008923,ortholog_one2one
ENSMUSG00000091020,ENSMMUG00000015004,ortholog_many2many
ENSMUSG00000091020,ENSMMUG00000014077,ortholog_many2many
ENSMUSG00000040152,ENSMMUG00000006035,ortholog_one2one
ENSMUSG00000021468,ENSMMUG00000003006,ortholog_one2one
ENSMUSG00000025583,ENSMMUG00000012791,ortholog_one2many
ENSMUSG00000025583,ENSMMUG00000006761,ortholog_one2many
ENSMUSG00000075334,ENSMMUG00000022529,ortholog_one2one
ENSMUSG00000047356,ENSMMUG00000018753,ortholog_one2one
ENSMUSG00000042686,ENSMMUG00000022325,ortholog_one2one
ENSMUSG00000006281,ENSMMUG00000016255,ortholog_one2one
ENSMUSG00000031939,ENSMMUG00000011646,ortholog_one2one
ENSMUSG00000070287,ENSMMUG00000019360,ortholog_one2one
ENSMUSG00000044122,ENSMMUG00000004710,ortholog_one2one
ENSMUSG00000055707,ENSMMUG00000000709,ortholog_one2one
ENSMUSG00000091393,,
ENSMUSG00000033102,ENSMMUG00000005997,ortholog_one2one
ENSMUSG00000052934,ENSMMUG00000017610,ortholog_one2one
ENSMUSG00000015605,ENSMMUG00000000033,ortholog_one2one
ENSMUSG00000018921,ENSMMUG00000010150,ortholog_one2one
ENSMUSG00000075045,ENSMMUG00000016525,ortholog_many2many
ENSMUSG00000075045,ENSMMUG00000017616,ortholog_many2many
ENSMUSG00000075045,ENSMMUG00000006930,ortholog_many2many
ENSMUSG00000075045,ENSMMUG00000014712,ortholog_many2many
ENSMUSG00000025777,ENSMMUG00000022326,ortholog_one2one
ENSMUSG00000035964,ENSMMUG00000009988,ortholog_one2one
ENSMUSG00000026563,ENSMMUG00000017790,ortholog_one2one
ENSMUSG00000022580,ENSMMUG00000010939,ortholog_one2one
ENSMUSG00000053128,ENSMMUG00000005484,ortholog_one2many
ENSMUSG00000023972,ENSMMUG00000011670,ortholog_one2one
ENSMUSG00000057766,ENSMMUG00000020328,ortholog_one2one
ENSMUSG00000022123,ENSMMUG00000000048,ortholog_one2one
ENSMUSG00000075267,ENSMMUG00000031359,ortholog_one2one
ENSMUSG00000007888,ENSMMUG00000000161,ortholog_one2one
ENSMUSG00000060988,ENSMMUG00000016728,ortholog_one2one
ENSMUSG00000016028,ENSMMUG00000030992,ortholog_one2many
ENSMUSG00000016028,ENSMMUG00000020993,ortholog_one2many
ENSMUSG00000002052,ENSMMUG00000004708,ortholog_one2one
ENSMUSG00000003546,ENSMMUG00000011668,ortholog_one2one
ENSMUSG00000063651,ENSMMUG00000014930,ortholog_one2one
ENSMUSG00000067780,ENSMMUG00000002951,ortholog_one2one
ENSMUSG00000051346,ENSMMUG00000000859,ortholog_one2one
ENSMUSG00000037110,ENSMMUG00000018371,ortholog_one2one
ENSMUSG00000068957,,
ENSMUSG00000070877,ENSMMUG00000032096,ortholog_one2one
ENSMUSG00000025389,ENSMMUG00000010334,ortholog_one2one
ENSMUSG00000029270,ENSMMUG00000005073,ortholog_one2one
ENSMUSG00000035901,ENSMMUG00000021142,ortholog_one2one
ENSMUSG00000028057,ENSMMUG00000018874,ortholog_one2one
ENSMUSG00000058833,ENSMMUG00000000159,ortholog_one2one
ENSMUSG00000038039,ENSMMUG00000022844,ortholog_one2one
ENSMUSG00000027804,ENSMMUG00000032444,ortholog_one2many
ENSMUSG00000027804,ENSMMUG00000017768,ortholog_one2many
ENSMUSG00000027804,ENSMMUG00000032481,ortholog_one2many
ENSMUSG00000051343,ENSMMUG00000002301,ortholog_one2one
ENSMUSG00000002767,ENSMMUG00000002450,ortholog_one2one
ENSMUSG00000057163,ENSMMUG00000000272,ortholog_many2many
ENSMUSG00000057163,ENSMMUG00000016286,ortholog_many2many
ENSMUSG00000040270,ENSMMUG00000009736,ortholog_one2one
ENSMUSG00000040048,ENSMMUG00000029268,ortholog_one2one
ENSMUSG00000026773,ENSMMUG00000010596,ortholog_one2one
ENSMUSG00000028617,ENSMMUG00000007182,ortholog_one2one
ENSMUSG00000024421,ENSMMUG00000004321,ortholog_one2one
ENSMUSG00000021807,ENSMMUG00000018200,ortholog_one2many
ENSMUSG00000006423,ENSMMUG00000022665,ortholog_one2one
ENSMUSG00000003123,ENSMMUG00000017916,ortholog_one2one
ENSMUSG00000027859,ENSMMUG00000007396,ortholog_one2one
ENSMUSG00000025776,ENSMMUG00000011040,ortholog_one2one
ENSMUSG00000068302,ENSMMUG00000012444,ortholog_one2one
ENSMUSG00000035266,ENSMMUG00000015350,ortholog_one2one
ENSMUSG00000035355,ENSMMUG00000006401,ortholog_one2one
ENSMUSG00000007613,ENSMMUG00000001304,ortholog_one2one
ENSMUSG00000029090,ENSMMUG00000019963,ortholog_one2one
ENSMUSG00000002500,ENSMMUG00000007937,ortholog_one2one
ENSMUSG00000021482,ENSMMUG00000021677,ortholog_one2one
ENSMUSG00000005615,ENSMMUG00000022675,ortholog_one2one
ENSMUSG00000090137,ENSMMUG00000016085,ortholog_one2one
ENSMUSG00000029869,ENSMMUG00000016218,ortholog_one2one
ENSMUSG00000026805,ENSMMUG00000004589,ortholog_one2one
ENSMUSG00000033706,ENSMMUG00000012445,ortholog_one2one
ENSMUSG00000021477,ENSMMUG00000022971,ortholog_one2one
ENSMUSG00000053838,ENSMMUG00000000779,ortholog_one2one
ENSMUSG00000040596,ENSMMUG00000017789,ortholog_one2one
ENSMUSG00000053714,,
ENSMUSG00000090278,,
ENSMUSG00000035311,ENSMMUG00000012562,ortholog_one2one
ENSMUSG00000060188,ENSMMUG00000017919,ortholog_one2one
ENSMUSG00000051056,ENSMMUG00000005800,ortholog_one2one
ENSMUSG00000033327,ENSMMUG00000000758,ortholog_one2one
ENSMUSG00000047554,ENSMMUG00000005639,ortholog_one2one
ENSMUSG00000031812,ENSMMUG00000017776,ortholog_one2many
ENSMUSG00000021469,ENSMMUG00000004932,ortholog_one2one
ENSMUSG00000032010,ENSMMUG00000008921,ortholog_one2one
ENSMUSG00000068924,,
ENSMUSG00000031458,ENSMMUG00000020401,ortholog_one2one
ENSMUSG00000002064,ENSMMUG00000023413,ortholog_one2one
ENSMUSG00000094378,,
ENSMUSG00000025774,ENSMMUG00000004190,ortholog_one2one
ENSMUSG00000035699,ENSMMUG00000022674,ortholog_one2one
ENSMUSG00000003662,ENSMMUG00000012872,ortholog_one2one
ENSMUSG00000067614,ENSMMUG00000031924,ortholog_many2many
ENSMUSG00000063166,ENSMMUG00000030518,ortholog_one2one
ENSMUSG00000068923,ENSMMUG00000021312,ortholog_one2one
ENSMUSG00000074272,ENSMMUG00000014337,ortholog_many2many
ENSMUSG00000096923,,
ENSMUSG00000016477,ENSMMUG00000017649,ortholog_one2one
ENSMUSG00000021478,ENSMMUG00000005147,ortholog_one2one
ENSMUSG00000021975,ENSMMUG00000019723,ortholog_one2one
ENSMUSG00000024424,ENSMMUG00000004343,ortholog_one2one
ENSMUSG00000086056,ENSMMUG00000015068,ortholog_one2many
ENSMUSG00000068631,ENSMMUG00000013256,ortholog_many2many
ENSMUSG00000068631,ENSMMUG00000031017,ortholog_many2many
ENSMUSG00000068631,ENSMMUG00000013255,ortholog_many2many
ENSMUSG00000068631,ENSMMUG00000032219,ortholog_many2many
ENSMUSG00000068631,ENSMMUG00000030326,ortholog_many2many
ENSMUSG00000068631,ENSMMUG00000013257,ortholog_many2many
ENSMUSG00000068631,ENSMMUG00000029345,ortholog_many2many
ENSMUSG00000073735,ENSMMUG00000029617,ortholog_one2one
ENSMUSG00000052363,ENSMMUG00000022673,ortholog_one2one
ENSMUSG00000021474,ENSMMUG00000005148,ortholog_one2one
ENSMUSG00000020634,ENSMMUG00000006487,ortholog_one2one
ENSMUSG00000043004,ENSMMUG00000010392,ortholog_one2one
ENSMUSG00000029868,,
ENSMUSG00000037286,ENSMMUG00000003263,ortholog_one2one
ENSMUSG00000038365,ENSMMUG00000011105,ortholog_one2one
ENSMUSG00000060216,ENSMMUG00000017654,ortholog_one2one
ENSMUSG00000067773,,
ENSMUSG00000020447,ENSMMUG00000000782,ortholog_one2one
ENSMUSG00000028282,ENSMMUG00000009182,ortholog_one2one
ENSMUSG00000021483,ENSMMUG00000010438,ortholog_one2one
ENSMUSG00000062061,ENSMMUG00000001274,ortholog_many2many
ENSMUSG00000038545,ENSMMUG00000002451,ortholog_one2one
ENSMUSG00000089923,ENSMMUG00000029616,ortholog_one2one
ENSMUSG00000061410,ENSMMUG00000017615,ortholog_one2one
ENSMUSG00000046111,ENSMMUG00000008025,ortholog_one2one
ENSMUSG00000030275,ENSMMUG00000006643,ortholog_one2one
ENSMUSG00000079502,ENSMMUG00000004588,ortholog_one2one
ENSMUSG00000040797,ENSMMUG00000022067,ortholog_one2one
ENSMUSG00000036899,ENSMMUG00000016219,ortholog_one2one
ENSMUSG00000096537,,
ENSMUSG00000010277,ENSMMUG00000023412,ortholog_one2one
ENSMUSG00000066232,ENSMMUG00000023636,ortholog_one2one
ENSMUSG00000024725,ENSMMUG00000010401,ortholog_one2one
ENSMUSG00000050052,ENSMMUG00000011108,ortholog_one2one
ENSMUSG00000051081,ENSMMUG00000015068,ortholog_one2many
ENSMUSG00000042596,ENSMMUG00000002867,ortholog_one2one
ENSMUSG00000031561,ENSMMUG00000007240,ortholog_one2one
ENSMUSG00000045471,ENSMMUG00000006406,ortholog_one2one
ENSMUSG00000006445,ENSMMUG00000018245,ortholog_one2one
ENSMUSG00000027344,ENSMMUG00000006038,ortholog_one2one
ENSMUSG00000038732,ENSMMUG00000017425,ortholog_one2one
ENSMUSG00000029867,,
ENSMUSG00000034987,ENSMMUG00000014245,ortholog_one2one
ENSMUSG00000054385,ENSMMUG00000013430,ortholog_many2many
ENSMUSG00000095082,,
ENSMUSG00000039994,ENSMMUG00000021878,ortholog_one2one
ENSMUSG00000073867,,
ENSMUSG00000029866,ENSMMUG00000006571,ortholog_one2one
ENSMUSG00000067613,ENSMMUG00000018216,ortholog_many2many
ENSMUSG00000074652,ENSMMUG00000000227,ortholog_one2one
ENSMUSG00000057280,ENSMMUG00000007065,ortholog_one2one
ENSMUSG00000024430,ENSMMUG00000004346,ortholog_one2one
ENSMUSG00000048442,,
ENSMUSG00000027858,ENSMMUG00000017421,ortholog_one2one
ENSMUSG00000025867,ENSMMUG00000018502,ortholog_one2one
ENSMUSG00000004393,ENSMMUG00000002645,ortholog_one2one
ENSMUSG00000061079,ENSMMUG00000008758,ortholog_one2one
ENSMUSG00000022797,ENSMMUG00000002114,ortholog_one2one
ENSMUSG00000026560,ENSMMUG00000031251,ortholog_many2many
ENSMUSG00000063172,ENSMMUG00000001416,ortholog_one2one
ENSMUSG00000017747,ENSMMUG00000006407,ortholog_one2one
ENSMUSG00000049086,ENSMMUG00000014601,ortholog_one2one
ENSMUSG00000006218,ENSMMUG00000018243,ortholog_one2one
ENSMUSG00000025927,ENSMMUG00000002869,ortholog_one2one
ENSMUSG00000075705,ENSMMUG00000007936,ortholog_one2one
ENSMUSG00000030008,ENSMMUG00000012446,ortholog_one2one
ENSMUSG00000045479,,
ENSMUSG00000079539,ENSMMUG00000012285,ortholog_one2many
ENSMUSG00000058499,ENSMMUG00000005968,ortholog_one2one
ENSMUSG00000042472,ENSMMUG00000011144,ortholog_one2one
ENSMUSG00000074261,,
ENSMUSG00000026803,ENSMMUG00000006833,ortholog_one2one
ENSMUSG00000041540,ENSMMUG00000020370,ortholog_one2one
ENSMUSG00000028207,ENSMMUG00000008777,ortholog_one2one
ENSMUSG00000028451,ENSMMUG00000020188,ortholog_one2one
ENSMUSG00000090799,ENSMMUG00000006846,ortholog_one2one
ENSMUSG00000057229,ENSMMUG00000014348,ortholog_one2one
ENSMUSG00000054199,ENSMMUG00000009987,ortholog_one2many
ENSMUSG00000054199,ENSMMUG00000018075,ortholog_one2many
ENSMUSG00000032898,ENSMMUG00000017479,ortholog_one2one
ENSMUSG00000034850,ENSMMUG00000012873,ortholog_one2one
ENSMUSG00000051978,ENSMMUG00000007764,ortholog_one2one
ENSMUSG00000045107,ENSMMUG00000015747,ortholog_one2one
ENSMUSG00000023087,ENSMMUG00000030791,ortholog_one2many
ENSMUSG00000023087,ENSMMUG00000004983,ortholog_one2many
ENSMUSG00000031016,ENSMMUG00000008759,ortholog_one2one
ENSMUSG00000023243,ENSMMUG00000008993,ortholog_one2one
ENSMUSG00000074461,,
ENSMUSG00000047591,,
ENSMUSG00000033770,ENSMMUG00000032242,ortholog_many2many
