Ensembl Gene ID,Platypus Ensembl Gene ID,Homology Type
ENSMUSG00000059089,ENSOANG00000000202,ortholog_many2many
ENSMUSG00000049932,ENSOANG00000007257,ortholog_one2one
ENSMUSG00000027613,ENSOANG00000012544,ortholog_one2one
ENSMUSG00000040985,ENSOANG00000003087,ortholog_one2one
ENSMUSG00000032531,ENSOANG00000030672,ortholog_one2one
ENSMUSG00000066905,,
ENSMUSG00000053545,,
ENSMUSG00000028347,ENSOANG00000010168,ortholog_one2one
ENSMUSG00000063842,,
ENSMUSG00000006585,ENSOANG00000013903,ortholog_one2one
ENSMUSG00000029735,ENSOANG00000020728,ortholog_one2one
ENSMUSG00000051118,ENSOANG00000021562,ortholog_many2many
ENSMUSG00000051118,ENSOANG00000009646,ortholog_many2many
ENSMUSG00000051118,ENSOANG00000013031,ortholog_many2many
ENSMUSG00000051118,ENSOANG00000011867,ortholog_many2many
ENSMUSG00000029072,,
ENSMUSG00000037034,ENSOANG00000002008,ortholog_one2one
ENSMUSG00000091460,ENSOANG00000005752,ortholog_one2many
ENSMUSG00000023272,,
ENSMUSG00000050803,,
ENSMUSG00000043319,,
ENSMUSG00000092109,,
ENSMUSG00000004677,ENSOANG00000008686,ortholog_one2one
ENSMUSG00000035828,ENSOANG00000010393,ortholog_one2one
ENSMUSG00000055320,ENSOANG00000021775,ortholog_one2one
ENSMUSG00000019917,ENSOANG00000000227,ortholog_one2one
ENSMUSG00000040978,ENSOANG00000003088,ortholog_one2one
ENSMUSG00000033623,ENSOANG00000006514,ortholog_one2one
ENSMUSG00000051279,,
ENSMUSG00000057315,ENSOANG00000006226,ortholog_one2one
ENSMUSG00000001100,ENSOANG00000015619,ortholog_one2one
ENSMUSG00000032126,ENSOANG00000001947,ortholog_one2one
ENSMUSG00000029073,ENSOANG00000013024,ortholog_one2one
ENSMUSG00000039419,ENSOANG00000010053,ortholog_one2one
ENSMUSG00000059498,ENSOANG00000000203,ortholog_many2many
ENSMUSG00000059498,ENSOANG00000020437,ortholog_many2many
ENSMUSG00000059498,ENSOANG00000006821,ortholog_many2many
ENSMUSG00000059498,ENSOANG00000000208,ortholog_many2many
ENSMUSG00000059498,ENSOANG00000000202,ortholog_many2many
ENSMUSG00000076430,ENSOANG00000019772,ortholog_many2many
ENSMUSG00000076430,ENSOANG00000020220,ortholog_many2many
ENSMUSG00000059482,ENSOANG00000020549,ortholog_one2one
ENSMUSG00000078515,ENSOANG00000012072,ortholog_one2one
ENSMUSG00000024277,ENSOANG00000005605,ortholog_one2one
ENSMUSG00000029649,ENSOANG00000009072,ortholog_one2one
ENSMUSG00000098188,,
ENSMUSG00000044454,ENSOANG00000021562,ortholog_many2many
ENSMUSG00000044454,ENSOANG00000009646,ortholog_many2many
ENSMUSG00000044454,ENSOANG00000013031,ortholog_many2many
ENSMUSG00000044454,ENSOANG00000011867,ortholog_many2many
ENSMUSG00000004356,ENSOANG00000005578,ortholog_one2one
ENSMUSG00000044106,,
ENSMUSG00000032849,ENSOANG00000014917,ortholog_one2one
ENSMUSG00000058491,,
ENSMUSG00000066899,ENSOANG00000021562,ortholog_many2many
ENSMUSG00000066899,ENSOANG00000009646,ortholog_many2many
ENSMUSG00000066899,ENSOANG00000013031,ortholog_many2many
ENSMUSG00000066899,ENSOANG00000011867,ortholog_many2many
ENSMUSG00000020407,ENSOANG00000003089,ortholog_one2one
ENSMUSG00000071337,ENSOANG00000029735,ortholog_one2one
ENSMUSG00000061457,ENSOANG00000021562,ortholog_many2many
ENSMUSG00000061457,ENSOANG00000009646,ortholog_many2many
ENSMUSG00000061457,ENSOANG00000013031,ortholog_many2many
ENSMUSG00000061457,ENSOANG00000011867,ortholog_many2many
ENSMUSG00000055632,ENSOANG00000001040,ortholog_one2one
ENSMUSG00000074604,ENSOANG00000015288,ortholog_one2one
ENSMUSG00000098132,ENSOANG00000000375,ortholog_one2one
ENSMUSG00000066897,,
ENSMUSG00000024276,,
ENSMUSG00000040003,ENSOANG00000030508,ortholog_one2many
ENSMUSG00000040003,ENSOANG00000003490,ortholog_one2many
ENSMUSG00000040003,ENSOANG00000015075,ortholog_one2many
ENSMUSG00000024274,,
ENSMUSG00000059623,ENSOANG00000021562,ortholog_many2many
ENSMUSG00000059623,ENSOANG00000009646,ortholog_many2many
ENSMUSG00000059623,ENSOANG00000013031,ortholog_many2many
ENSMUSG00000059623,ENSOANG00000011867,ortholog_many2many
ENSMUSG00000022388,ENSOANG00000003637,ortholog_one2one
ENSMUSG00000025026,ENSOANG00000001601,ortholog_one2one
ENSMUSG00000049028,,
ENSMUSG00000063281,ENSOANG00000003617,ortholog_one2many
ENSMUSG00000029650,ENSOANG00000015203,ortholog_one2many
ENSMUSG00000029650,ENSOANG00000015257,ortholog_one2many
ENSMUSG00000032127,ENSOANG00000000683,ortholog_one2one
ENSMUSG00000066896,,
ENSMUSG00000038206,ENSOANG00000005600,ortholog_one2one
ENSMUSG00000047909,ENSOANG00000015460,ortholog_one2one
ENSMUSG00000028608,ENSOANG00000008992,ortholog_one2one
ENSMUSG00000029686,ENSOANG00000000278,ortholog_one2one
ENSMUSG00000089832,ENSOANG00000009430,ortholog_one2one
ENSMUSG00000055116,ENSOANG00000000503,ortholog_one2many
ENSMUSG00000051469,,
ENSMUSG00000045519,,
ENSMUSG00000002395,ENSOANG00000001358,ortholog_one2many
ENSMUSG00000002395,ENSOANG00000011114,ortholog_one2many
ENSMUSG00000039536,ENSOANG00000006394,ortholog_one2one
ENSMUSG00000033014,ENSOANG00000004514,ortholog_one2one
ENSMUSG00000036551,ENSOANG00000002587,ortholog_one2one
ENSMUSG00000020617,,
ENSMUSG00000047989,ENSOANG00000001743,ortholog_one2one
ENSMUSG00000025898,ENSOANG00000021142,ortholog_one2one
ENSMUSG00000016427,ENSOANG00000002591,ortholog_one2one
ENSMUSG00000019916,ENSOANG00000001125,ortholog_one2one
ENSMUSG00000026649,,
ENSMUSG00000040356,ENSOANG00000028858,ortholog_one2one
ENSMUSG00000063108,ENSOANG00000004265,ortholog_one2many
ENSMUSG00000040715,ENSOANG00000012071,ortholog_one2one
ENSMUSG00000042678,ENSOANG00000020015,ortholog_one2one
ENSMUSG00000036537,ENSOANG00000002592,ortholog_one2many
ENSMUSG00000038193,,
ENSMUSG00000027243,ENSOANG00000004814,ortholog_one2one
ENSMUSG00000073243,,
ENSMUSG00000043541,ENSOANG00000020849,ortholog_one2one
ENSMUSG00000040706,ENSOANG00000011774,ortholog_one2one
ENSMUSG00000006589,ENSOANG00000002001,ortholog_one2one
ENSMUSG00000074923,ENSOANG00000032241,ortholog_one2many
ENSMUSG00000074923,ENSOANG00000030598,ortholog_one2many
ENSMUSG00000074923,ENSOANG00000021216,ortholog_one2many
ENSMUSG00000004668,,
ENSMUSG00000021198,ENSOANG00000011241,ortholog_one2one
ENSMUSG00000026141,ENSOANG00000014935,ortholog_one2one
ENSMUSG00000009995,ENSOANG00000012765,ortholog_one2one
ENSMUSG00000031610,ENSOANG00000011492,ortholog_one2one
ENSMUSG00000092367,,
ENSMUSG00000071773,,
ENSMUSG00000038630,,
ENSMUSG00000033615,ENSOANG00000006513,ortholog_one2one
ENSMUSG00000038187,ENSOANG00000007022,ortholog_one2one
ENSMUSG00000020594,ENSOANG00000030114,ortholog_one2many
ENSMUSG00000020594,ENSOANG00000005907,ortholog_one2many
ENSMUSG00000020594,ENSOANG00000003230,ortholog_one2many
ENSMUSG00000031609,ENSOANG00000011493,ortholog_one2one
ENSMUSG00000009292,ENSOANG00000031371,ortholog_one2many
ENSMUSG00000009292,ENSOANG00000015574,ortholog_one2many
ENSMUSG00000051827,,
ENSMUSG00000015027,ENSOANG00000000442,ortholog_one2one
ENSMUSG00000022475,ENSOANG00000001836,ortholog_one2one
ENSMUSG00000028378,ENSOANG00000005437,ortholog_one2one
ENSMUSG00000000420,ENSOANG00000001744,ortholog_one2one
ENSMUSG00000038587,ENSOANG00000003324,ortholog_one2one
ENSMUSG00000028348,ENSOANG00000010169,ortholog_one2one
ENSMUSG00000058076,ENSOANG00000022046,ortholog_one2one
ENSMUSG00000056257,,
ENSMUSG00000090863,,
ENSMUSG00000015013,ENSOANG00000013902,ortholog_one2one
ENSMUSG00000038415,,
ENSMUSG00000020620,ENSOANG00000008072,ortholog_one2many
ENSMUSG00000091775,ENSOANG00000002679,ortholog_many2many
ENSMUSG00000054717,ENSOANG00000029120,ortholog_one2one
ENSMUSG00000059077,,
ENSMUSG00000062472,,
ENSMUSG00000075327,ENSOANG00000003326,ortholog_one2one
ENSMUSG00000038402,ENSOANG00000015736,ortholog_one2one
ENSMUSG00000069867,ENSOANG00000013901,ortholog_one2one
ENSMUSG00000029651,ENSOANG00000009073,ortholog_many2many
ENSMUSG00000032754,ENSOANG00000007379,ortholog_one2many
ENSMUSG00000032754,ENSOANG00000031700,ortholog_one2many
ENSMUSG00000063446,,
ENSMUSG00000022974,ENSOANG00000006928,ortholog_one2one
ENSMUSG00000026836,ENSOANG00000006134,ortholog_one2one
ENSMUSG00000064043,ENSOANG00000008467,ortholog_one2one
ENSMUSG00000040697,ENSOANG00000011772,ortholog_one2many
ENSMUSG00000040697,ENSOANG00000030509,ortholog_one2many
ENSMUSG00000040697,ENSOANG00000030773,ortholog_one2many
ENSMUSG00000040697,ENSOANG00000031324,ortholog_one2many
ENSMUSG00000056569,,
ENSMUSG00000037025,ENSOANG00000015108,ortholog_one2one
ENSMUSG00000024273,ENSOANG00000001745,ortholog_one2one
ENSMUSG00000070972,ENSOANG00000015812,ortholog_one2many
ENSMUSG00000034235,ENSOANG00000014155,ortholog_one2one
ENSMUSG00000029034,ENSOANG00000013023,ortholog_one2one
ENSMUSG00000029687,ENSOANG00000000279,ortholog_one2one
ENSMUSG00000074647,,
ENSMUSG00000046834,,
ENSMUSG00000040446,ENSOANG00000001746,ortholog_one2many
ENSMUSG00000040446,ENSOANG00000028660,ortholog_one2many
ENSMUSG00000030759,ENSOANG00000012064,ortholog_one2one
ENSMUSG00000061613,ENSOANG00000006463,ortholog_one2one
ENSMUSG00000006362,ENSOANG00000013900,ortholog_one2one
ENSMUSG00000062234,ENSOANG00000011406,ortholog_one2one
ENSMUSG00000067736,ENSOANG00000007092,ortholog_many2many
ENSMUSG00000067736,ENSOANG00000003650,ortholog_many2many
ENSMUSG00000067736,ENSOANG00000019367,ortholog_many2many
ENSMUSG00000067594,,
ENSMUSG00000050830,ENSOANG00000003091,ortholog_one2one
ENSMUSG00000038370,,
ENSMUSG00000002396,,
ENSMUSG00000034450,ENSOANG00000010890,ortholog_one2one
ENSMUSG00000024270,ENSOANG00000010162,ortholog_one2one
ENSMUSG00000031608,ENSOANG00000011495,ortholog_one2one
ENSMUSG00000011751,ENSOANG00000003195,ortholog_one2one
ENSMUSG00000073725,ENSOANG00000014934,ortholog_one2many
ENSMUSG00000073725,ENSOANG00000021741,ortholog_one2many
ENSMUSG00000024041,ENSOANG00000006464,ortholog_one2one
ENSMUSG00000020193,ENSOANG00000000287,ortholog_one2one
ENSMUSG00000055560,,
ENSMUSG00000078137,,
ENSMUSG00000017999,ENSOANG00000006395,ortholog_one2one
ENSMUSG00000019763,ENSOANG00000003327,ortholog_one2one
ENSMUSG00000002393,ENSOANG00000010421,ortholog_one2one
ENSMUSG00000017615,ENSOANG00000012208,ortholog_one2many
ENSMUSG00000017615,ENSOANG00000015620,ortholog_one2many
ENSMUSG00000037014,,
ENSMUSG00000093812,,
ENSMUSG00000049969,ENSOANG00000013068,ortholog_one2one
ENSMUSG00000028607,ENSOANG00000008991,ortholog_one2one
ENSMUSG00000024042,ENSOANG00000006466,ortholog_one2one
ENSMUSG00000050295,,
ENSMUSG00000024271,ENSOANG00000010161,ortholog_one2one
ENSMUSG00000025025,ENSOANG00000001600,ortholog_one2one
ENSMUSG00000020191,ENSOANG00000000288,ortholog_one2one
ENSMUSG00000073862,,
ENSMUSG00000069601,ENSOANG00000028357,ortholog_many2many
ENSMUSG00000092345,ENSOANG00000015812,ortholog_one2many
ENSMUSG00000038607,,
ENSMUSG00000027849,,
ENSMUSG00000038372,ENSOANG00000029425,ortholog_one2one
ENSMUSG00000046709,ENSOANG00000006227,ortholog_one2one
ENSMUSG00000045854,ENSOANG00000012880,ortholog_one2one
ENSMUSG00000041263,,
ENSMUSG00000022039,ENSOANG00000000291,ortholog_one2one
ENSMUSG00000035805,ENSOANG00000005649,ortholog_one2one
ENSMUSG00000038156,ENSOANG00000028649,ortholog_one2many
ENSMUSG00000038156,ENSOANG00000015133,ortholog_one2many
ENSMUSG00000038156,ENSOANG00000031155,ortholog_one2many
ENSMUSG00000062511,,
ENSMUSG00000005677,,
ENSMUSG00000015016,ENSOANG00000031065,ortholog_one2many
ENSMUSG00000015016,ENSOANG00000006736,ortholog_one2many
ENSMUSG00000034911,ENSOANG00000008074,ortholog_one2one
ENSMUSG00000071772,,
ENSMUSG00000040061,,
ENSMUSG00000001105,ENSOANG00000012207,ortholog_one2one
ENSMUSG00000058624,ENSOANG00000013133,ortholog_one2one
ENSMUSG00000032547,ENSOANG00000021594,ortholog_one2many
ENSMUSG00000032547,ENSOANG00000004663,ortholog_one2many
ENSMUSG00000025375,,
ENSMUSG00000074743,ENSOANG00000015171,ortholog_one2one
ENSMUSG00000031962,ENSOANG00000006734,ortholog_one2one
ENSMUSG00000055723,ENSOANG00000012470,ortholog_one2one
ENSMUSG00000057265,ENSOANG00000008768,ortholog_one2one
ENSMUSG00000038598,ENSOANG00000031139,ortholog_one2one
ENSMUSG00000027435,ENSOANG00000011264,ortholog_one2one
ENSMUSG00000029188,ENSOANG00000006695,ortholog_one2one
ENSMUSG00000061143,ENSOANG00000015289,ortholog_one2one
ENSMUSG00000056359,,
ENSMUSG00000069206,,
ENSMUSG00000039616,ENSOANG00000014461,ortholog_one2one
ENSMUSG00000040466,ENSOANG00000031205,ortholog_one2many
ENSMUSG00000040466,ENSOANG00000030355,ortholog_one2many
ENSMUSG00000030754,ENSOANG00000006884,ortholog_one2one
ENSMUSG00000026768,ENSOANG00000004432,ortholog_one2one
ENSMUSG00000002076,ENSOANG00000006469,ortholog_one2one
ENSMUSG00000018654,ENSOANG00000000286,ortholog_one2one
ENSMUSG00000079382,,
ENSMUSG00000050323,ENSOANG00000006263,ortholog_one2one
ENSMUSG00000025271,ENSOANG00000000691,ortholog_one2one
ENSMUSG00000031820,,
ENSMUSG00000074603,,
ENSMUSG00000054745,,
ENSMUSG00000059839,,
ENSMUSG00000013629,ENSOANG00000003933,ortholog_one2one
ENSMUSG00000044167,ENSOANG00000015514,ortholog_one2one
ENSMUSG00000020062,ENSOANG00000005579,ortholog_one2one
ENSMUSG00000035171,ENSOANG00000013131,ortholog_one2one
ENSMUSG00000067798,,
ENSMUSG00000055200,,
ENSMUSG00000046295,ENSOANG00000014714,ortholog_one2one
ENSMUSG00000030751,ENSOANG00000006654,ortholog_one2one
ENSMUSG00000008384,ENSOANG00000001133,ortholog_one2one
ENSMUSG00000036992,,
ENSMUSG00000034295,ENSOANG00000014458,ortholog_one2one
ENSMUSG00000035569,ENSOANG00000006731,ortholog_one2one
ENSMUSG00000071291,,
ENSMUSG00000044951,ENSOANG00000015738,ortholog_one2one
ENSMUSG00000024163,ENSOANG00000011871,ortholog_one2one
ENSMUSG00000034435,ENSOANG00000022302,ortholog_many2many
ENSMUSG00000073174,,
ENSMUSG00000069622,ENSOANG00000014795,ortholog_one2many
ENSMUSG00000032115,ENSOANG00000015474,ortholog_many2many
ENSMUSG00000019087,ENSOANG00000004067,ortholog_one2one
ENSMUSG00000021108,ENSOANG00000009091,ortholog_one2one
ENSMUSG00000059743,,
ENSMUSG00000032548,ENSOANG00000022240,ortholog_one2one
ENSMUSG00000060317,,
ENSMUSG00000068697,ENSOANG00000014156,ortholog_one2one
ENSMUSG00000008932,ENSOANG00000003833,ortholog_one2one
ENSMUSG00000053198,ENSOANG00000020970,ortholog_one2many
ENSMUSG00000028381,ENSOANG00000015813,ortholog_one2one
ENSMUSG00000034729,ENSOANG00000008468,ortholog_one2one
ENSMUSG00000022571,ENSOANG00000003530,ortholog_one2one
ENSMUSG00000040506,ENSOANG00000014521,ortholog_one2one
ENSMUSG00000039987,ENSOANG00000015067,ortholog_one2one
ENSMUSG00000030671,ENSOANG00000006367,ortholog_one2one
ENSMUSG00000041624,ENSOANG00000010464,ortholog_one2one
ENSMUSG00000022800,ENSOANG00000014284,ortholog_one2one
ENSMUSG00000075402,ENSOANG00000006945,ortholog_one2one
ENSMUSG00000005674,ENSOANG00000006281,ortholog_one2one
ENSMUSG00000022570,ENSOANG00000003528,ortholog_one2one
ENSMUSG00000040183,ENSOANG00000012881,ortholog_one2one
ENSMUSG00000035455,ENSOANG00000000285,ortholog_one2one
ENSMUSG00000059475,,
ENSMUSG00000096914,ENSOANG00000003214,ortholog_one2one
ENSMUSG00000039376,,
ENSMUSG00000025894,ENSOANG00000010465,ortholog_one2one
ENSMUSG00000050846,,
ENSMUSG00000059668,ENSOANG00000015756,ortholog_many2many
ENSMUSG00000041237,ENSOANG00000007849,ortholog_one2one
ENSMUSG00000040424,ENSOANG00000004287,ortholog_one2one
ENSMUSG00000028914,ENSOANG00000009836,ortholog_one2one
ENSMUSG00000024269,ENSOANG00000004563,ortholog_one2one
ENSMUSG00000034429,ENSOANG00000003124,ortholog_one2many
ENSMUSG00000039367,ENSOANG00000010541,ortholog_one2one
ENSMUSG00000007950,ENSOANG00000014712,ortholog_one2one
ENSMUSG00000030670,ENSOANG00000006368,ortholog_one2one
ENSMUSG00000034880,ENSOANG00000011901,ortholog_one2one
ENSMUSG00000061864,ENSOANG00000012484,ortholog_one2one
ENSMUSG00000098176,,
ENSMUSG00000003363,ENSOANG00000031429,ortholog_one2one
ENSMUSG00000049946,,
ENSMUSG00000035189,ENSOANG00000005581,ortholog_one2one
ENSMUSG00000074247,ENSOANG00000000841,ortholog_one2one
ENSMUSG00000047368,ENSOANG00000005648,ortholog_one2one
ENSMUSG00000033569,ENSOANG00000001625,ortholog_one2many
ENSMUSG00000033569,ENSOANG00000031483,ortholog_one2many
ENSMUSG00000033569,ENSOANG00000001622,ortholog_one2many
ENSMUSG00000041313,ENSOANG00000010466,ortholog_one2many
ENSMUSG00000041313,ENSOANG00000008670,ortholog_one2many
ENSMUSG00000037278,ENSOANG00000012206,ortholog_one2many
ENSMUSG00000037278,ENSOANG00000013592,ortholog_one2many
ENSMUSG00000022040,ENSOANG00000010887,ortholog_one2one
ENSMUSG00000030669,ENSOANG00000011255,ortholog_one2many
ENSMUSG00000005681,,
ENSMUSG00000025893,ENSOANG00000010467,ortholog_one2one
ENSMUSG00000063704,ENSOANG00000014961,ortholog_one2one
ENSMUSG00000097565,,
ENSMUSG00000060924,ENSOANG00000013772,ortholog_one2one
ENSMUSG00000026933,ENSOANG00000005896,ortholog_one2one
ENSMUSG00000020182,ENSOANG00000000284,ortholog_one2one
ENSMUSG00000015365,ENSOANG00000009622,ortholog_one2one
ENSMUSG00000030666,ENSOANG00000011255,ortholog_one2many
ENSMUSG00000051747,ENSOANG00000032261,ortholog_one2one
ENSMUSG00000041124,ENSOANG00000010469,ortholog_one2one
ENSMUSG00000070985,,
ENSMUSG00000061759,ENSOANG00000003328,ortholog_one2one
ENSMUSG00000000738,ENSOANG00000006730,ortholog_one2one
ENSMUSG00000046679,,
ENSMUSG00000017376,ENSOANG00000013418,ortholog_one2one
ENSMUSG00000033632,ENSOANG00000021740,ortholog_one2many
ENSMUSG00000033632,ENSOANG00000006959,ortholog_one2many
ENSMUSG00000060510,,
ENSMUSG00000097333,,
ENSMUSG00000049643,ENSOANG00000004289,ortholog_one2many
ENSMUSG00000049643,ENSOANG00000029104,ortholog_one2many
ENSMUSG00000020827,ENSOANG00000011646,ortholog_many2many
ENSMUSG00000039501,ENSOANG00000006401,ortholog_one2many
ENSMUSG00000039501,ENSOANG00000006399,ortholog_one2many
ENSMUSG00000024754,ENSOANG00000005647,ortholog_one2one
ENSMUSG00000058715,,
ENSMUSG00000025823,ENSOANG00000000280,ortholog_one2one
ENSMUSG00000070023,,
ENSMUSG00000034863,ENSOANG00000013731,ortholog_one2one
ENSMUSG00000057228,ENSOANG00000007439,ortholog_one2one
ENSMUSG00000005882,,
ENSMUSG00000027439,ENSOANG00000030067,ortholog_one2one
ENSMUSG00000046761,ENSOANG00000000413,ortholog_one2many
ENSMUSG00000046761,ENSOANG00000031767,ortholog_one2many
ENSMUSG00000098134,ENSOANG00000002592,ortholog_one2many
ENSMUSG00000032549,ENSOANG00000031623,ortholog_one2one
ENSMUSG00000032741,ENSOANG00000028397,ortholog_one2one
ENSMUSG00000025892,ENSOANG00000010470,ortholog_one2one
ENSMUSG00000051499,,
ENSMUSG00000048782,ENSOANG00000022342,ortholog_one2many
ENSMUSG00000048782,ENSOANG00000030687,ortholog_one2many
ENSMUSG00000058192,,
ENSMUSG00000020766,ENSOANG00000012912,ortholog_one2one
ENSMUSG00000049489,ENSOANG00000000678,ortholog_one2one
ENSMUSG00000039357,ENSOANG00000003491,ortholog_one2one
ENSMUSG00000019767,ENSOANG00000003330,ortholog_one2one
ENSMUSG00000076441,ENSOANG00000001041,ortholog_one2many
ENSMUSG00000063787,ENSOANG00000002707,ortholog_one2one
ENSMUSG00000032553,ENSOANG00000014581,ortholog_one2one
ENSMUSG00000038578,ENSOANG00000002517,ortholog_one2many
ENSMUSG00000038578,ENSOANG00000029717,ortholog_one2many
ENSMUSG00000038578,ENSOANG00000029947,ortholog_one2many
ENSMUSG00000072640,ENSOANG00000031117,ortholog_one2one
ENSMUSG00000062519,ENSOANG00000005971,ortholog_one2many
ENSMUSG00000062519,ENSOANG00000031701,ortholog_one2many
ENSMUSG00000024268,ENSOANG00000031630,ortholog_one2one
ENSMUSG00000062478,ENSOANG00000003636,ortholog_one2one
ENSMUSG00000066892,,
ENSMUSG00000058392,ENSOANG00000006470,ortholog_one2one
ENSMUSG00000052558,,
ENSMUSG00000021819,ENSOANG00000013315,ortholog_one2one
ENSMUSG00000061397,,
ENSMUSG00000031647,ENSOANG00000008639,ortholog_one2one
ENSMUSG00000046411,ENSOANG00000002949,ortholog_one2many
ENSMUSG00000013593,,
ENSMUSG00000040495,ENSOANG00000032180,ortholog_one2many
ENSMUSG00000040495,ENSOANG00000012805,ortholog_one2many
ENSMUSG00000029189,ENSOANG00000006697,ortholog_one2many
ENSMUSG00000029189,ENSOANG00000029453,ortholog_one2many
ENSMUSG00000021238,ENSOANG00000022485,ortholog_one2one
ENSMUSG00000001687,ENSOANG00000009075,ortholog_one2one
ENSMUSG00000032114,,
ENSMUSG00000020826,ENSOANG00000005664,ortholog_one2one
ENSMUSG00000085793,,
ENSMUSG00000073722,,
ENSMUSG00000050463,ENSOANG00000007686,ortholog_one2one
ENSMUSG00000046636,ENSOANG00000013708,ortholog_one2many
ENSMUSG00000032112,ENSOANG00000000682,ortholog_one2one
ENSMUSG00000009646,ENSOANG00000001127,ortholog_one2one
ENSMUSG00000009927,ENSOANG00000000681,ortholog_one2many
ENSMUSG00000027239,,
ENSMUSG00000039653,,
ENSMUSG00000022132,,
ENSMUSG00000021239,,
ENSMUSG00000027848,,
ENSMUSG00000021109,ENSOANG00000009092,ortholog_one2one
ENSMUSG00000007610,ENSOANG00000013734,ortholog_one2one
ENSMUSG00000048411,,
ENSMUSG00000095432,ENSOANG00000004265,ortholog_one2many
ENSMUSG00000019768,ENSOANG00000015561,ortholog_one2one
ENSMUSG00000053185,,
ENSMUSG00000040370,ENSOANG00000012351,ortholog_one2one
ENSMUSG00000028600,ENSOANG00000020376,ortholog_one2one
ENSMUSG00000023979,ENSOANG00000002014,ortholog_one2one
ENSMUSG00000043923,ENSOANG00000000680,ortholog_one2one
ENSMUSG00000027742,ENSOANG00000015513,ortholog_one2one
ENSMUSG00000091922,,
ENSMUSG00000027811,,
ENSMUSG00000051910,ENSOANG00000022345,ortholog_one2one
ENSMUSG00000041298,ENSOANG00000014718,ortholog_one2one
ENSMUSG00000004056,ENSOANG00000007836,ortholog_one2one
ENSMUSG00000025888,ENSOANG00000010472,ortholog_one2many
ENSMUSG00000020176,ENSOANG00000000283,ortholog_one2one
ENSMUSG00000022568,ENSOANG00000006964,ortholog_one2one
ENSMUSG00000023982,ENSOANG00000002015,ortholog_one2one
ENSMUSG00000044018,ENSOANG00000004770,ortholog_one2one
ENSMUSG00000028051,ENSOANG00000029577,ortholog_many2many
ENSMUSG00000096361,,
ENSMUSG00000026839,,
ENSMUSG00000047150,ENSOANG00000002016,ortholog_one2one
ENSMUSG00000016559,ENSOANG00000000190,ortholog_many2many
ENSMUSG00000016559,ENSOANG00000002161,ortholog_many2many
ENSMUSG00000036002,,
ENSMUSG00000084786,ENSOANG00000004420,ortholog_many2many
ENSMUSG00000084786,ENSOANG00000010991,ortholog_many2many
ENSMUSG00000027438,ENSOANG00000022518,ortholog_one2many
ENSMUSG00000027438,ENSOANG00000000251,ortholog_one2many
ENSMUSG00000051695,,
ENSMUSG00000048874,ENSOANG00000002194,ortholog_one2one
ENSMUSG00000033628,ENSOANG00000003359,ortholog_one2one
ENSMUSG00000025871,ENSOANG00000008588,ortholog_one2one
ENSMUSG00000038005,ENSOANG00000007441,ortholog_one2one
ENSMUSG00000042156,ENSOANG00000014916,ortholog_one2one
ENSMUSG00000033508,,
ENSMUSG00000025821,ENSOANG00000015269,ortholog_one2one
ENSMUSG00000091900,ENSOANG00000006793,ortholog_many2many
ENSMUSG00000091900,ENSOANG00000029549,ortholog_many2many
ENSMUSG00000001156,ENSOANG00000003095,ortholog_one2one
ENSMUSG00000074578,,
ENSMUSG00000033538,ENSOANG00000010472,ortholog_one2many
ENSMUSG00000072575,,
ENSMUSG00000029601,,
ENSMUSG00000021880,ENSOANG00000008399,ortholog_many2many
ENSMUSG00000058579,ENSOANG00000009837,ortholog_one2one
ENSMUSG00000000740,ENSOANG00000006729,ortholog_one2many
ENSMUSG00000058093,ENSOANG00000004265,ortholog_one2many
ENSMUSG00000030663,ENSOANG00000007690,ortholog_one2one
ENSMUSG00000035896,ENSOANG00000008399,ortholog_many2many
ENSMUSG00000015291,ENSOANG00000004070,ortholog_one2one
ENSMUSG00000001158,,
ENSMUSG00000059606,ENSOANG00000008399,ortholog_many2many
ENSMUSG00000006403,,
ENSMUSG00000009654,ENSOANG00000001128,ortholog_one2one
ENSMUSG00000047894,,
ENSMUSG00000052763,ENSOANG00000031976,ortholog_one2one
ENSMUSG00000061461,ENSOANG00000022210,ortholog_one2one
ENSMUSG00000050766,ENSOANG00000008399,ortholog_many2many
ENSMUSG00000090639,ENSOANG00000011228,ortholog_one2many
ENSMUSG00000026064,ENSOANG00000002193,ortholog_one2one
ENSMUSG00000047222,ENSOANG00000001584,ortholog_many2many
ENSMUSG00000028211,ENSOANG00000001451,ortholog_one2one
ENSMUSG00000074397,ENSOANG00000001452,ortholog_one2many
ENSMUSG00000020284,ENSOANG00000015576,ortholog_one2one
ENSMUSG00000091115,,
ENSMUSG00000078620,,
ENSMUSG00000027371,ENSOANG00000005390,ortholog_one2one
ENSMUSG00000040659,ENSOANG00000015720,ortholog_one2one
ENSMUSG00000039634,ENSOANG00000005204,ortholog_one2many
ENSMUSG00000039634,ENSOANG00000013015,ortholog_one2many
ENSMUSG00000045466,ENSOANG00000031069,ortholog_one2one
ENSMUSG00000022041,,
ENSMUSG00000001157,,
ENSMUSG00000021240,ENSOANG00000030167,ortholog_one2one
ENSMUSG00000052387,ENSOANG00000029903,ortholog_one2one
ENSMUSG00000049382,ENSOANG00000001940,ortholog_one2one
ENSMUSG00000034382,ENSOANG00000022570,ortholog_one2one
ENSMUSG00000079639,,
ENSMUSG00000021400,ENSOANG00000015739,ortholog_one2one
ENSMUSG00000086151,,
