Ensembl.Gene.ID	Paralog.Ensembl.Gene.ID	Ancestor
ENSG00000133055	ENSG00000221986	Theria
ENSG00000134438	ENSG00000173976	Theria
ENSG00000134755	ENSG00000134762	Theria
ENSG00000135248	ENSG00000205085	Theria
ENSG00000135486	ENSG00000139675	Theria
ENSG00000136688	ENSG00000125571	Theria
ENSG00000137857	ENSG00000140279	Theria
ENSG00000137860	ENSG00000156222	Theria
ENSG00000138755	ENSG00000169245	Theria
ENSG00000139178	ENSG00000159403	Theria
ENSG00000142409	ENSG00000236609	Theria
ENSG00000142528	ENSG00000186448	Theria
ENSG00000144015	ENSG00000183439	Theria
ENSG00000146063	ENSG00000183718	Theria
ENSG00000147789	ENSG00000198169	Theria
ENSG00000148346	ENSG00000184925	Theria
ENSG00000149516	ENSG00000149534	Theria
ENSG00000150991	ENSG00000170315	Theria
ENSG00000153029	ENSG00000160862	Theria
ENSG00000153230	ENSG00000241128	Theria
ENSG00000156689	ENSG00000166840	Theria
ENSG00000159398	ENSG00000172831	Theria
ENSG00000160908	ENSG00000235109	Theria
ENSG00000161055	ENSG00000164265	Theria
ENSG00000161265	ENSG00000267120	Theria
ENSG00000162086	ENSG00000186376	Theria
ENSG00000163220	ENSG00000163221	Theria
ENSG00000165076	ENSG00000258223	Theria
ENSG00000165879	ENSG00000181274	Theria
ENSG00000166368	ENSG00000178358	Theria
ENSG00000166750	ENSG00000236320	Theria
ENSG00000166928	ENSG00000166930	Theria
ENSG00000167232	ENSG00000267041	Theria
ENSG00000167359	ENSG00000187918	Theria
ENSG00000169208	ENSG00000255582	Theria
ENSG00000169714	ENSG00000187969	Theria
ENSG00000169740	ENSG00000184517	Theria
ENSG00000169876	ENSG00000205277	Theria
ENSG00000170439	ENSG00000185432	Theria
ENSG00000171133	ENSG00000186881	Theria
ENSG00000171222	ENSG00000173275	Theria
ENSG00000171425	ENSG00000213015	Theria
ENSG00000172199	ENSG00000174942	Theria
ENSG00000172208	ENSG00000176567	Theria
ENSG00000172457	ENSG00000174914	Theria
ENSG00000172742	ENSG00000166884	Theria
ENSG00000172967	ENSG00000182489	Theria
ENSG00000173207	ENSG00000268942	Theria
ENSG00000173285	ENSG00000180708	Theria
ENSG00000173930	ENSG00000205359	Theria
ENSG00000175518	ENSG00000175520	Theria
ENSG00000176472	ENSG00000198816	Theria
ENSG00000176547	ENSG00000176555	Theria
ENSG00000177275	ENSG00000244623	Theria
ENSG00000177409	ENSG00000205413	Theria
ENSG00000178233	ENSG00000272442	Theria
ENSG00000178665	ENSG00000144026	Theria
ENSG00000181450	ENSG00000196653	Theria
ENSG00000182634	ENSG00000196248	Theria
ENSG00000184697	ENSG00000213937	Theria
ENSG00000185899	ENSG00000221855	Theria
ENSG00000188050	ENSG00000235631	Theria
ENSG00000188488	ENSG00000196136	Theria
ENSG00000197362	ENSG00000204947	Theria
ENSG00000204599	ENSG00000248167	Theria
ENSG00000221937	ENSG00000236398	Theria
ENSG00000242013	ENSG00000247746	Theria
ENSG00000242950	ENSG00000244476	Theria
ENSG00000243543	ENSG00000158901	Theria
ENSG00000005001	ENSG00000172382	Mammalia
ENSG00000005381	ENSG00000121053	Mammalia
ENSG00000005471	ENSG00000085563	Mammalia
ENSG00000010219	ENSG00000272921	Mammalia
ENSG00000013588	ENSG00000111291	Mammalia
ENSG00000026751	ENSG00000122224	Mammalia
ENSG00000042980	ENSG00000069206	Mammalia
ENSG00000055957	ENSG00000162267	Mammalia
ENSG00000061656	ENSG00000167098	Mammalia
ENSG00000067064	ENSG00000148377	Mammalia
ENSG00000067066	ENSG00000135899	Mammalia
ENSG00000068885	ENSG00000248710	Mammalia
ENSG00000072210	ENSG00000108602	Mammalia
ENSG00000079557	ENSG00000081051	Mammalia
ENSG00000081818	ENSG00000171815	Mammalia
ENSG00000083720	ENSG00000198754	Mammalia
ENSG00000087152	ENSG00000253719	Mammalia
ENSG00000088926	ENSG00000164344	Mammalia
ENSG00000100341	ENSG00000100344	Mammalia
ENSG00000102178	ENSG00000186150	Mammalia
ENSG00000103355	ENSG00000116176	Mammalia
ENSG00000104055	ENSG00000159495	Mammalia
ENSG00000105141	ENSG00000228146	Mammalia
ENSG00000107625	ENSG00000165732	Mammalia
ENSG00000110455	ENSG00000205126	Mammalia
ENSG00000111729	ENSG00000166523	Mammalia
ENSG00000112115	ENSG00000112116	Mammalia
ENSG00000112343	ENSG00000162722	Mammalia
ENSG00000112499	ENSG00000175003	Mammalia
ENSG00000112855	ENSG00000170445	Mammalia
ENSG00000113249	ENSG00000135077	Mammalia
ENSG00000114315	ENSG00000188290	Mammalia
ENSG00000114771	ENSG00000197953	Mammalia
ENSG00000115594	ENSG00000115598	Mammalia
ENSG00000117335	ENSG00000123838	Mammalia
ENSG00000117791	ENSG00000186205	Mammalia
ENSG00000118113	ENSG00000196611	Mammalia
ENSG00000121741	ENSG00000132950	Mammalia
ENSG00000122386	ENSG00000164011	Mammalia
ENSG00000123562	ENSG00000185787	Mammalia
ENSG00000125648	ENSG00000181240	Mammalia
ENSG00000127412	ENSG00000165125	Mammalia
ENSG00000127472	ENSG00000188257	Mammalia
ENSG00000128510	ENSG00000158516	Mammalia
ENSG00000129009	ENSG00000167178	Mammalia
ENSG00000129538	ENSG00000258818	Mammalia
ENSG00000130283	ENSG00000184344	Mammalia
ENSG00000131059	ENSG00000198183	Mammalia
ENSG00000132840	ENSG00000145692	Mammalia
ENSG00000134007	ENSG00000134249	Mammalia
ENSG00000134042	ENSG00000185038	Mammalia
ENSG00000134538	ENSG00000084453	Mammalia
ENSG00000134824	ENSG00000221968	Mammalia
ENSG00000135436	ENSG00000185958	Mammalia
ENSG00000136695	ENSG00000136697	Mammalia
ENSG00000137267	ENSG00000137285	Mammalia
ENSG00000140254	ENSG00000140274	Mammalia
ENSG00000140478	ENSG00000167110	Mammalia
ENSG00000144161	ENSG00000188177	Mammalia
ENSG00000144214	ENSG00000185674	Mammalia
ENSG00000146833	ENSG00000184108	Mammalia
ENSG00000149452	ENSG00000197901	Mammalia
ENSG00000151882	ENSG00000213927	Mammalia
ENSG00000153294	ENSG00000164393	Mammalia
ENSG00000155100	ENSG00000189401	Mammalia
ENSG00000156096	ENSG00000135220	Mammalia
ENSG00000158373	ENSG00000203814	Mammalia
ENSG00000159445	ENSG00000196407	Mammalia
ENSG00000160208	ENSG00000160214	Mammalia
ENSG00000160654	ENSG00000167286	Mammalia
ENSG00000161847	ENSG00000267303	Mammalia
ENSG00000162753	ENSG00000172139	Mammalia
ENSG00000164334	ENSG00000172538	Mammalia
ENSG00000165202	ENSG00000165204	Mammalia
ENSG00000166004	ENSG00000178404	Mammalia
ENSG00000166634	ENSG00000206072	Mammalia
ENSG00000166796	ENSG00000134333	Mammalia
ENSG00000169239	ENSG00000174990	Mammalia
ENSG00000169344	ENSG00000169347	Mammalia
ENSG00000170540	ENSG00000260342	Mammalia
ENSG00000171049	ENSG00000142511	Mammalia
ENSG00000171202	ENSG00000171204	Mammalia
ENSG00000171346	ENSG00000171401	Mammalia
ENSG00000171855	ENSG00000184995	Mammalia
ENSG00000172421	ENSG00000187144	Mammalia
ENSG00000172824	ENSG00000198848	Mammalia
ENSG00000173124	ENSG00000215009	Mammalia
ENSG00000173401	ENSG00000180481	Mammalia
ENSG00000173852	ENSG00000177990	Mammalia
ENSG00000174951	ENSG00000176920	Mammalia
ENSG00000176239	ENSG00000176742	Mammalia
ENSG00000177984	ENSG00000214402	Mammalia
ENSG00000179913	ENSG00000198488	Mammalia
ENSG00000180785	ENSG00000197428	Mammalia
ENSG00000181609	ENSG00000205495	Mammalia
ENSG00000182334	ENSG00000183303	Mammalia
ENSG00000187758	ENSG00000196344	Mammalia
ENSG00000188649	ENSG00000173088	Mammalia
ENSG00000196139	ENSG00000196326	Mammalia
ENSG00000196670	ENSG00000180626	Mammalia
ENSG00000204252	ENSG00000204287	Mammalia
ENSG00000204290	ENSG00000204655	Mammalia
ENSG00000204703	ENSG00000177535	Mammalia
ENSG00000206203	ENSG00000212122	Mammalia
ENSG00000257335	ENSG00000257743	Mammalia
ENSG00000006788	ENSG00000109063	Amniota
ENSG00000013441	ENSG00000113240	Amniota
ENSG00000037042	ENSG00000131462	Amniota
ENSG00000071859	ENSG00000145945	Amniota
ENSG00000073050	ENSG00000268361	Amniota
ENSG00000085662	ENSG00000165568	Amniota
ENSG00000088002	ENSG00000105398	Amniota
ENSG00000090238	ENSG00000166793	Amniota
ENSG00000092054	ENSG00000197616	Amniota
ENSG00000100077	ENSG00000173020	Amniota
ENSG00000100298	ENSG00000111701	Amniota
ENSG00000102069	ENSG00000177889	Amniota
ENSG00000105355	ENSG00000214456	Amniota
ENSG00000105376	ENSG00000105371	Amniota
ENSG00000106608	ENSG00000132357	Amniota
ENSG00000109193	ENSG00000173597	Amniota
ENSG00000111254	ENSG00000147081	Amniota
ENSG00000116996	ENSG00000149506	Amniota
ENSG00000119888	ENSG00000184292	Amniota
ENSG00000121270	ENSG00000140798	Amniota
ENSG00000121552	ENSG00000160213	Amniota
ENSG00000121742	ENSG00000165474	Amniota
ENSG00000125900	ENSG00000196209	Amniota
ENSG00000125945	ENSG00000196391	Amniota
ENSG00000126233	ENSG00000197353	Amniota
ENSG00000126247	ENSG00000256812	Amniota
ENSG00000128422	ENSG00000171403	Amniota
ENSG00000129437	ENSG00000174562	Amniota
ENSG00000132631	ENSG00000133835	Amniota
ENSG00000132874	ENSG00000141469	Amniota
ENSG00000133561	ENSG00000171115	Amniota
ENSG00000133574	ENSG00000179144	Amniota
ENSG00000133665	ENSG00000170788	Amniota
ENSG00000136816	ENSG00000136827	Amniota
ENSG00000139112	ENSG00000238244	Amniota
ENSG00000139187	ENSG00000188883	Amniota
ENSG00000142405	ENSG00000174885	Amniota
ENSG00000143761	ENSG00000272822	Amniota
ENSG00000147400	ENSG00000177143	Amniota
ENSG00000148156	ENSG00000187003	Amniota
ENSG00000149124	ENSG00000203972	Amniota
ENSG00000152475	ENSG00000174586	Amniota
ENSG00000156282	ENSG00000156284	Amniota
ENSG00000160180	ENSG00000160182	Amniota
ENSG00000161572	ENSG00000141316	Amniota
ENSG00000161970	ENSG00000263809	Amniota
ENSG00000162378	ENSG00000203995	Amniota
ENSG00000162894	ENSG00000162897	Amniota
ENSG00000163898	ENSG00000188992	Amniota
ENSG00000165953	ENSG00000197249	Amniota
ENSG00000166432	ENSG00000172086	Amniota
ENSG00000166823	ENSG00000188095	Amniota
ENSG00000167685	ENSG00000196652	Amniota
ENSG00000167825	ENSG00000174957	Amniota
ENSG00000167968	ENSG00000213918	Amniota
ENSG00000168101	ENSG00000198585	Amniota
ENSG00000168497	ENSG00000170955	Amniota
ENSG00000170509	ENSG00000198189	Amniota
ENSG00000170782	ENSG00000206474	Amniota
ENSG00000172459	ENSG00000187612	Amniota
ENSG00000172935	ENSG00000130368	Amniota
ENSG00000173674	ENSG00000198692	Amniota
ENSG00000174156	ENSG00000170899	Amniota
ENSG00000175105	ENSG00000229729	Amniota
ENSG00000176798	ENSG00000176904	Amniota
ENSG00000178980	ENSG00000186838	Amniota
ENSG00000179965	ENSG00000186446	Amniota
ENSG00000180988	ENSG00000176937	Amniota
ENSG00000181788	ENSG00000215475	Amniota
ENSG00000182667	ENSG00000183715	Amniota
ENSG00000182952	ENSG00000198830	Amniota
ENSG00000183246	ENSG00000005379	Amniota
ENSG00000183260	ENSG00000204427	Amniota
ENSG00000189171	ENSG00000189334	Amniota
ENSG00000196859	ENSG00000171431	Amniota
ENSG00000197208	ENSG00000197375	Amniota
ENSG00000197437	ENSG00000256574	Amniota
ENSG00000197632	ENSG00000242550	Amniota
ENSG00000197838	ENSG00000197408	Amniota
ENSG00000198161	ENSG00000196262	Amniota
ENSG00000215472	ENSG00000265681	Amniota
ENSG00000225781	ENSG00000169214	Amniota
ENSG00000240764	ENSG00000242419	Amniota
ENSG00000250913	ENSG00000106346	Amniota
ENSG00000004468	ENSG00000109743	Tetrapoda
ENSG00000007908	ENSG00000174175	Tetrapoda
ENSG00000012124	ENSG00000088827	Tetrapoda
ENSG00000015568	ENSG00000153201	Tetrapoda
ENSG00000033100	ENSG00000123989	Tetrapoda
ENSG00000039068	ENSG00000062038	Tetrapoda
ENSG00000069535	ENSG00000189221	Tetrapoda
ENSG00000077616	ENSG00000086205	Tetrapoda
ENSG00000078098	ENSG00000197635	Tetrapoda
ENSG00000092841	ENSG00000196465	Tetrapoda
ENSG00000094963	ENSG00000131781	Tetrapoda
ENSG00000101224	ENSG00000164045	Tetrapoda
ENSG00000102870	ENSG00000204514	Tetrapoda
ENSG00000109674	ENSG00000154328	Tetrapoda
ENSG00000114013	ENSG00000121594	Tetrapoda
ENSG00000114698	ENSG00000231213	Tetrapoda
ENSG00000115616	ENSG00000180251	Tetrapoda
ENSG00000117036	ENSG00000253831	Tetrapoda
ENSG00000120217	ENSG00000197646	Tetrapoda
ENSG00000127249	ENSG00000187527	Tetrapoda
ENSG00000128872	ENSG00000138594	Tetrapoda
ENSG00000134757	ENSG00000046604	Tetrapoda
ENSG00000134812	ENSG00000134827	Tetrapoda
ENSG00000137434	ENSG00000180098	Tetrapoda
ENSG00000138653	ENSG00000164100	Tetrapoda
ENSG00000141560	ENSG00000167363	Tetrapoda
ENSG00000142619	ENSG00000117115	Tetrapoda
ENSG00000143337	ENSG00000169905	Tetrapoda
ENSG00000148143	ENSG00000242631	Tetrapoda
ENSG00000151006	ENSG00000178226	Tetrapoda
ENSG00000151952	ENSG00000181234	Tetrapoda
ENSG00000154620	ENSG00000034510	Tetrapoda
ENSG00000157106	ENSG00000261740	Tetrapoda
ENSG00000158552	ENSG00000178381	Tetrapoda
ENSG00000159337	ENSG00000188089	Tetrapoda
ENSG00000159618	ENSG00000205336	Tetrapoda
ENSG00000159961	ENSG00000243729	Tetrapoda
ENSG00000162078	ENSG00000174992	Tetrapoda
ENSG00000163762	ENSG00000169908	Tetrapoda
ENSG00000163933	ENSG00000272305	Tetrapoda
ENSG00000164508	ENSG00000184270	Tetrapoda
ENSG00000166396	ENSG00000206075	Tetrapoda
ENSG00000167332	ENSG00000184321	Tetrapoda
ENSG00000169605	ENSG00000183607	Tetrapoda
ENSG00000171561	ENSG00000197591	Tetrapoda
ENSG00000172381	ENSG00000221813	Tetrapoda
ENSG00000172955	ENSG00000198099	Tetrapoda
ENSG00000173110	ENSG00000126803	Tetrapoda
ENSG00000177096	ENSG00000198324	Tetrapoda
ENSG00000189280	ENSG00000189433	Tetrapoda
ENSG00000003400	ENSG00000064012	Sarcopterygii
ENSG00000006704	ENSG00000077809	Sarcopterygii
ENSG00000042813	ENSG00000186075	Sarcopterygii
ENSG00000075624	ENSG00000184009	Sarcopterygii
ENSG00000079257	ENSG00000118849	Sarcopterygii
ENSG00000090104	ENSG00000127074	Sarcopterygii
ENSG00000091592	ENSG00000105483	Sarcopterygii
ENSG00000100211	ENSG00000204659	Sarcopterygii
ENSG00000100300	ENSG00000112212	Sarcopterygii
ENSG00000101888	ENSG00000132661	Sarcopterygii
ENSG00000102030	ENSG00000156269	Sarcopterygii
ENSG00000103023	ENSG00000184647	Sarcopterygii
ENSG00000104833	ENSG00000188229	Sarcopterygii
ENSG00000107796	ENSG00000163017	Sarcopterygii
ENSG00000109332	ENSG00000131508	Sarcopterygii
ENSG00000111319	ENSG00000162572	Sarcopterygii
ENSG00000116977	ENSG00000133317	Sarcopterygii
ENSG00000118017	ENSG00000128274	Sarcopterygii
ENSG00000125458	ENSG00000205309	Sarcopterygii
ENSG00000125872	ENSG00000177363	Sarcopterygii
ENSG00000127920	ENSG00000127928	Sarcopterygii
ENSG00000128309	ENSG00000128311	Sarcopterygii
ENSG00000132801	ENSG00000168612	Sarcopterygii
ENSG00000137628	ENSG00000181381	Sarcopterygii
ENSG00000138722	ENSG00000173269	Sarcopterygii
ENSG00000143450	ENSG00000180304	Sarcopterygii
ENSG00000143632	ENSG00000159251	Sarcopterygii
ENSG00000145936	ENSG00000197584	Sarcopterygii
ENSG00000147869	ENSG00000179284	Sarcopterygii
ENSG00000153002	ENSG00000163751	Sarcopterygii
ENSG00000160959	ENSG00000185686	Sarcopterygii
ENSG00000162949	ENSG00000214711	Sarcopterygii
ENSG00000163191	ENSG00000197747	Sarcopterygii
ENSG00000163346	ENSG00000260916	Sarcopterygii
ENSG00000170142	ENSG00000182247	Sarcopterygii
ENSG00000170948	ENSG00000071655	Sarcopterygii
ENSG00000171786	ENSG00000177551	Sarcopterygii
ENSG00000179934	ENSG00000183813	Sarcopterygii
ENSG00000180346	ENSG00000183340	Sarcopterygii
ENSG00000182508	ENSG00000183722	Sarcopterygii
ENSG00000183479	ENSG00000213689	Sarcopterygii
ENSG00000196363	ENSG00000196981	Sarcopterygii
ENSG00000198211	ENSG00000258947	Sarcopterygii
ENSG00000226979	ENSG00000232810	Sarcopterygii
ENSG00000000005	ENSG00000136110	Euteleostomi
ENSG00000001036	ENSG00000179163	Euteleostomi
ENSG00000001561	ENSG00000112796	Euteleostomi
ENSG00000002746	ENSG00000138411	Euteleostomi
ENSG00000002919	ENSG00000086300	Euteleostomi
ENSG00000004478	ENSG00000096060	Euteleostomi
ENSG00000004660	ENSG00000110931	Euteleostomi
ENSG00000004777	ENSG00000134909	Euteleostomi
ENSG00000004799	ENSG00000005882	Euteleostomi
ENSG00000004866	ENSG00000007341	Euteleostomi
ENSG00000005020	ENSG00000141293	Euteleostomi
ENSG00000005102	ENSG00000106511	Euteleostomi
ENSG00000005238	ENSG00000047346	Euteleostomi
ENSG00000005249	ENSG00000114302	Euteleostomi
ENSG00000005436	ENSG00000159086	Euteleostomi
ENSG00000005812	ENSG00000164616	Euteleostomi
ENSG00000006125	ENSG00000100280	Euteleostomi
ENSG00000006634	ENSG00000161692	Euteleostomi
ENSG00000006747	ENSG00000042493	Euteleostomi
ENSG00000006837	ENSG00000138769	Euteleostomi
ENSG00000007001	ENSG00000183696	Euteleostomi
ENSG00000007047	ENSG00000075413	Euteleostomi
ENSG00000007216	ENSG00000141485	Euteleostomi
ENSG00000007255	ENSG00000182400	Euteleostomi
ENSG00000007264	ENSG00000103653	Euteleostomi
ENSG00000007372	ENSG00000106331	Euteleostomi
ENSG00000007384	ENSG00000129667	Euteleostomi
ENSG00000007545	ENSG00000261732	Euteleostomi
ENSG00000008056	ENSG00000185666	Euteleostomi
ENSG00000008256	ENSG00000100055	Euteleostomi
ENSG00000008277	ENSG00000073670	Euteleostomi
ENSG00000008282	ENSG00000143028	Euteleostomi
ENSG00000008323	ENSG00000171680	Euteleostomi
ENSG00000008441	ENSG00000162599	Euteleostomi
ENSG00000008516	ENSG00000198598	Euteleostomi
ENSG00000008710	ENSG00000130943	Euteleostomi
ENSG00000008735	ENSG00000121653	Euteleostomi
ENSG00000009709	ENSG00000135903	Euteleostomi
ENSG00000009780	ENSG00000077458	Euteleostomi
ENSG00000010030	ENSG00000139083	Euteleostomi
ENSG00000010270	ENSG00000131748	Euteleostomi
ENSG00000010319	ENSG00000170381	Euteleostomi
ENSG00000010327	ENSG00000136011	Euteleostomi
ENSG00000010671	ENSG00000102010	Euteleostomi
ENSG00000010803	ENSG00000102098	Euteleostomi
ENSG00000011304	ENSG00000119314	Euteleostomi
ENSG00000011332	ENSG00000205683	Euteleostomi
ENSG00000011451	ENSG00000122482	Euteleostomi
ENSG00000011478	ENSG00000115828	Euteleostomi
ENSG00000011566	ENSG00000012983	Euteleostomi
ENSG00000013306	ENSG00000075303	Euteleostomi
ENSG00000013392	ENSG00000156253	Euteleostomi
ENSG00000014216	ENSG00000162909	Euteleostomi
ENSG00000015153	ENSG00000163602	Euteleostomi
ENSG00000015479	ENSG00000203867	Euteleostomi
ENSG00000016082	ENSG00000159556	Euteleostomi
ENSG00000016864	ENSG00000120820	Euteleostomi
ENSG00000017373	ENSG00000120549	Euteleostomi
ENSG00000017427	ENSG00000167244	Euteleostomi
ENSG00000019991	ENSG00000173531	Euteleostomi
ENSG00000020577	ENSG00000179134	Euteleostomi
ENSG00000021300	ENSG00000115762	Euteleostomi
ENSG00000023171	ENSG00000089351	Euteleostomi
ENSG00000023516	ENSG00000153820	Euteleostomi
ENSG00000024526	ENSG00000035499	Euteleostomi
ENSG00000024862	ENSG00000160050	Euteleostomi
ENSG00000025039	ENSG00000116954	Euteleostomi
ENSG00000025434	ENSG00000131408	Euteleostomi
ENSG00000025800	ENSG00000196911	Euteleostomi
ENSG00000026508	ENSG00000133800	Euteleostomi
ENSG00000026559	ENSG00000168418	Euteleostomi
ENSG00000029153	ENSG00000133794	Euteleostomi
ENSG00000030419	ENSG00000123411	Euteleostomi
ENSG00000031081	ENSG00000186517	Euteleostomi
ENSG00000031823	ENSG00000164188	Euteleostomi
ENSG00000033122	ENSG00000112851	Euteleostomi
ENSG00000034152	ENSG00000108984	Euteleostomi
ENSG00000034677	ENSG00000116514	Euteleostomi
ENSG00000035720	ENSG00000178078	Euteleostomi
ENSG00000036448	ENSG00000142661	Euteleostomi
ENSG00000036530	ENSG00000137869	Euteleostomi
ENSG00000037749	ENSG00000198948	Euteleostomi
ENSG00000038295	ENSG00000168487	Euteleostomi
ENSG00000039319	ENSG00000157077	Euteleostomi
ENSG00000039560	ENSG00000089847	Euteleostomi
ENSG00000040487	ENSG00000174899	Euteleostomi
ENSG00000040633	ENSG00000116273	Euteleostomi
ENSG00000041982	ENSG00000116147	Euteleostomi
ENSG00000043039	ENSG00000131668	Euteleostomi
ENSG00000043093	ENSG00000150401	Euteleostomi
ENSG00000046889	ENSG00000124126	Euteleostomi
ENSG00000047230	ENSG00000171793	Euteleostomi
ENSG00000047365	ENSG00000120318	Euteleostomi
ENSG00000047579	ENSG00000244274	Euteleostomi
ENSG00000047634	ENSG00000146285	Euteleostomi
ENSG00000047648	ENSG00000147256	Euteleostomi
ENSG00000048052	ENSG00000108840	Euteleostomi
ENSG00000048140	ENSG00000168785	Euteleostomi
ENSG00000048540	ENSG00000166407	Euteleostomi
ENSG00000048545	ENSG00000138472	Euteleostomi
ENSG00000048740	ENSG00000149187	Euteleostomi
ENSG00000048828	ENSG00000184083	Euteleostomi
ENSG00000049192	ENSG00000142303	Euteleostomi
ENSG00000049283	ENSG00000063245	Euteleostomi
ENSG00000049449	ENSG00000142552	Euteleostomi
ENSG00000049860	ENSG00000213614	Euteleostomi
ENSG00000050327	ENSG00000142632	Euteleostomi
ENSG00000050393	ENSG00000137500	Euteleostomi
ENSG00000050405	ENSG00000136490	Euteleostomi
ENSG00000050730	ENSG00000145901	Euteleostomi
ENSG00000051108	ENSG00000122557	Euteleostomi
ENSG00000052723	ENSG00000111790	Euteleostomi
ENSG00000052795	ENSG00000217128	Euteleostomi
ENSG00000053524	ENSG00000126217	Euteleostomi
ENSG00000053702	ENSG00000175352	Euteleostomi
ENSG00000054356	ENSG00000155093	Euteleostomi
ENSG00000054611	ENSG00000065491	Euteleostomi
ENSG00000054793	ENSG00000166377	Euteleostomi
ENSG00000054938	ENSG00000101938	Euteleostomi
ENSG00000054965	ENSG00000152102	Euteleostomi
ENSG00000055163	ENSG00000068793	Euteleostomi
ENSG00000055208	ENSG00000157625	Euteleostomi
ENSG00000056097	ENSG00000105278	Euteleostomi
ENSG00000056586	ENSG00000135870	Euteleostomi
ENSG00000056998	ENSG00000163754	Euteleostomi
ENSG00000057593	ENSG00000115718	Euteleostomi
ENSG00000058085	ENSG00000135862	Euteleostomi
ENSG00000058799	ENSG00000130733	Euteleostomi
ENSG00000058866	ENSG00000136267	Euteleostomi
ENSG00000059378	ENSG00000105939	Euteleostomi
ENSG00000060237	ENSG00000126562	Euteleostomi
ENSG00000060656	ENSG00000152894	Euteleostomi
ENSG00000060749	ENSG00000126464	Euteleostomi
ENSG00000060982	ENSG00000105552	Euteleostomi
ENSG00000061492	ENSG00000075290	Euteleostomi
ENSG00000061938	ENSG00000174292	Euteleostomi
ENSG00000062194	ENSG00000159592	Euteleostomi
ENSG00000062282	ENSG00000106384	Euteleostomi
ENSG00000062598	ENSG00000155849	Euteleostomi
ENSG00000063176	ENSG00000176170	Euteleostomi
ENSG00000063515	ENSG00000133937	Euteleostomi
ENSG00000063854	ENSG00000103253	Euteleostomi
ENSG00000064042	ENSG00000136153	Euteleostomi
ENSG00000064205	ENSG00000136999	Euteleostomi
ENSG00000064309	ENSG00000144857	Euteleostomi
ENSG00000064490	ENSG00000164331	Euteleostomi
ENSG00000064652	ENSG00000157734	Euteleostomi
ENSG00000064655	ENSG00000104313	Euteleostomi
ENSG00000064763	ENSG00000197601	Euteleostomi
ENSG00000064961	ENSG00000140382	Euteleostomi
ENSG00000065029	ENSG00000166478	Euteleostomi
ENSG00000065054	ENSG00000109062	Euteleostomi
ENSG00000065060	ENSG00000111647	Euteleostomi
ENSG00000065135	ENSG00000127955	Euteleostomi
ENSG00000065802	ENSG00000198881	Euteleostomi
ENSG00000065833	ENSG00000151376	Euteleostomi
ENSG00000066027	ENSG00000068971	Euteleostomi
ENSG00000066056	ENSG00000120156	Euteleostomi
ENSG00000066084	ENSG00000160305	Euteleostomi
ENSG00000066322	ENSG00000164181	Euteleostomi
ENSG00000066382	ENSG00000186732	Euteleostomi
ENSG00000066468	ENSG00000077782	Euteleostomi
ENSG00000066629	ENSG00000125746	Euteleostomi
ENSG00000066735	ENSG00000162849	Euteleostomi
ENSG00000066777	ENSG00000124198	Euteleostomi
ENSG00000067182	ENSG00000215788	Euteleostomi
ENSG00000067208	ENSG00000142459	Euteleostomi
ENSG00000067606	ENSG00000163558	Euteleostomi
ENSG00000067840	ENSG00000121440	Euteleostomi
ENSG00000068078	ENSG00000160867	Euteleostomi
ENSG00000068079	ENSG00000123609	Euteleostomi
ENSG00000068305	ENSG00000116604	Euteleostomi
ENSG00000068650	ENSG00000101974	Euteleostomi
ENSG00000068796	ENSG00000141200	Euteleostomi
ENSG00000068976	ENSG00000100994	Euteleostomi
ENSG00000069018	ENSG00000138741	Euteleostomi
ENSG00000069020	ENSG00000099308	Euteleostomi
ENSG00000069188	ENSG00000146555	Euteleostomi
ENSG00000069509	ENSG00000165775	Euteleostomi
ENSG00000069667	ENSG00000143365	Euteleostomi
ENSG00000069849	ENSG00000129244	Euteleostomi
ENSG00000070182	ENSG00000160460	Euteleostomi
ENSG00000070540	ENSG00000157954	Euteleostomi
ENSG00000070718	ENSG00000185009	Euteleostomi
ENSG00000070729	ENSG00000170289	Euteleostomi
ENSG00000070985	ENSG00000130529	Euteleostomi
ENSG00000071051	ENSG00000158092	Euteleostomi
ENSG00000071553	ENSG00000205464	Euteleostomi
ENSG00000071575	ENSG00000173334	Euteleostomi
ENSG00000072041	ENSG00000197106	Euteleostomi
ENSG00000072110	ENSG00000130402	Euteleostomi
ENSG00000072182	ENSG00000213199	Euteleostomi
ENSG00000072195	ENSG00000154358	Euteleostomi
ENSG00000072274	ENSG00000106327	Euteleostomi
ENSG00000072315	ENSG00000133107	Euteleostomi
ENSG00000072364	ENSG00000172493	Euteleostomi
ENSG00000072736	ENSG00000100968	Euteleostomi
ENSG00000072803	ENSG00000166167	Euteleostomi
ENSG00000072832	ENSG00000113657	Euteleostomi
ENSG00000072849	ENSG00000099958	Euteleostomi
ENSG00000072858	ENSG00000149577	Euteleostomi
ENSG00000072864	ENSG00000166579	Euteleostomi
ENSG00000072952	ENSG00000118308	Euteleostomi
ENSG00000072954	ENSG00000095209	Euteleostomi
ENSG00000073009	ENSG00000123240	Euteleostomi
ENSG00000073282	ENSG00000078900	Euteleostomi
ENSG00000073331	ENSG00000103319	Euteleostomi
ENSG00000073417	ENSG00000113231	Euteleostomi
ENSG00000073849	ENSG00000144057	Euteleostomi
ENSG00000073861	ENSG00000163508	Euteleostomi
ENSG00000074211	ENSG00000156475	Euteleostomi
