Ensembl Gene ID,Hum Ensembl Gene ID,Homology Type
ENSMUSG00000024266,ENSG00000140955,ortholog_one2one
ENSMUSG00000037049,ENSG00000166311,ortholog_one2one
ENSMUSG00000050945,ENSG00000183621,ortholog_one2one
ENSMUSG00000093996,ENSG00000205108,ortholog_one2many
ENSMUSG00000051074,,
ENSMUSG00000002897,ENSG00000177663,ortholog_one2one
ENSMUSG00000041406,ENSG00000000460,ortholog_one2one
ENSMUSG00000011349,ENSG00000142025,ortholog_one2one
ENSMUSG00000094870,ENSG00000172262,ortholog_one2one
ENSMUSG00000005043,ENSG00000181523,ortholog_one2one
ENSMUSG00000037032,ENSG00000166313,ortholog_one2one
ENSMUSG00000045246,ENSG00000168418,ortholog_one2one
ENSMUSG00000048960,ENSG00000046889,ortholog_one2one
ENSMUSG00000094626,ENSG00000183307,ortholog_one2one
ENSMUSG00000017667,ENSG00000198185,ortholog_one2one
ENSMUSG00000041512,,
ENSMUSG00000032458,ENSG00000184432,ortholog_one2one
ENSMUSG00000042410,ENSG00000018510,ortholog_one2one
ENSMUSG00000044367,ENSG00000174327,ortholog_one2one
ENSMUSG00000024238,ENSG00000148516,ortholog_one2one
ENSMUSG00000058979,ENSG00000069998,ortholog_one2one
ENSMUSG00000023336,ENSG00000103175,ortholog_one2one
ENSMUSG00000029923,ENSG00000146955,ortholog_one2one
ENSMUSG00000021451,ENSG00000187764,ortholog_one2one
ENSMUSG00000021953,,
ENSMUSG00000030895,ENSG00000110169,ortholog_one2one
ENSMUSG00000006369,ENSG00000077942,ortholog_one2one
ENSMUSG00000036093,ENSG00000162980,ortholog_one2one
ENSMUSG00000066900,ENSG00000111707,ortholog_one2one
ENSMUSG00000031858,ENSG00000129933,ortholog_one2one
ENSMUSG00000006784,,
ENSMUSG00000027670,ENSG00000149635,ortholog_one2one
ENSMUSG00000063296,ENSG00000139173,ortholog_one2one
ENSMUSG00000034201,ENSG00000185340,ortholog_one2one
ENSMUSG00000040952,ENSG00000105372,ortholog_one2one
ENSMUSG00000069804,,
ENSMUSG00000034254,ENSG00000204310,ortholog_one2one
ENSMUSG00000017453,ENSG00000179761,ortholog_one2one
ENSMUSG00000051076,ENSG00000134258,ortholog_one2one
ENSMUSG00000034871,ENSG00000162391,ortholog_one2one
ENSMUSG00000038506,ENSG00000150401,ortholog_one2one
ENSMUSG00000070419,ENSG00000160868,ortholog_many2many
ENSMUSG00000070419,ENSG00000160870,ortholog_many2many
ENSMUSG00000070419,ENSG00000106258,ortholog_many2many
ENSMUSG00000070419,ENSG00000021461,ortholog_many2many
ENSMUSG00000033219,,
ENSMUSG00000053617,ENSG00000107957,ortholog_one2one
ENSMUSG00000029922,ENSG00000133606,ortholog_one2one
ENSMUSG00000033805,ENSG00000172031,ortholog_one2one
ENSMUSG00000021346,ENSG00000172179,ortholog_one2many
ENSMUSG00000025330,ENSG00000159339,ortholog_one2one
ENSMUSG00000094237,,
ENSMUSG00000018459,ENSG00000158296,ortholog_one2one
ENSMUSG00000021848,ENSG00000165588,ortholog_one2one
ENSMUSG00000095514,,
ENSMUSG00000036989,ENSG00000110171,ortholog_one2one
ENSMUSG00000024029,ENSG00000160180,ortholog_one2one
ENSMUSG00000096284,,
ENSMUSG00000003379,ENSG00000105369,ortholog_one2one
ENSMUSG00000096175,,
ENSMUSG00000095234,ENSG00000187186,ortholog_one2many
ENSMUSG00000078537,,
ENSMUSG00000096892,,
ENSMUSG00000095029,,
ENSMUSG00000091255,,
ENSMUSG00000095609,,
ENSMUSG00000096323,,
ENSMUSG00000098557,ENSG00000178695,ortholog_one2one
ENSMUSG00000038656,ENSG00000160868,ortholog_many2many
ENSMUSG00000038656,ENSG00000160870,ortholog_many2many
ENSMUSG00000038656,ENSG00000106258,ortholog_many2many
ENSMUSG00000038656,ENSG00000021461,ortholog_many2many
ENSMUSG00000095653,,
ENSMUSG00000034209,ENSG00000100276,ortholog_one2one
ENSMUSG00000093909,ENSG00000205108,ortholog_one2many
ENSMUSG00000047171,ENSG00000187821,ortholog_one2one
ENSMUSG00000094027,,
ENSMUSG00000020652,ENSG00000138092,ortholog_one2one
ENSMUSG00000011306,ENSG00000105705,ortholog_one2one
ENSMUSG00000024028,ENSG00000160181,ortholog_one2one
ENSMUSG00000063846,,
ENSMUSG00000095779,ENSG00000205108,ortholog_one2many
ENSMUSG00000034112,ENSG00000064270,ortholog_one2one
ENSMUSG00000000317,ENSG00000161940,ortholog_one2one
ENSMUSG00000089809,,
ENSMUSG00000095071,,
ENSMUSG00000038375,ENSG00000078804,ortholog_one2one
ENSMUSG00000072188,,
ENSMUSG00000022454,ENSG00000184613,ortholog_one2one
ENSMUSG00000094066,ENSG00000205108,ortholog_one2many
ENSMUSG00000034139,ENSG00000114204,ortholog_one2one
ENSMUSG00000033794,,
ENSMUSG00000096260,,
ENSMUSG00000003746,ENSG00000111885,ortholog_one2one
ENSMUSG00000035078,ENSG00000104643,ortholog_one2one
ENSMUSG00000096596,ENSG00000137077,ortholog_one2many
ENSMUSG00000021078,ENSG00000196860,ortholog_one2one
ENSMUSG00000025396,ENSG00000025423,ortholog_one2one
ENSMUSG00000032459,ENSG00000175110,ortholog_one2one
ENSMUSG00000034105,ENSG00000140950,ortholog_one2one
ENSMUSG00000038827,ENSG00000119328,ortholog_one2one
ENSMUSG00000045608,ENSG00000185610,ortholog_one2one
ENSMUSG00000091897,,
ENSMUSG00000041396,ENSG00000171806,ortholog_one2one
ENSMUSG00000015804,ENSG00000118579,ortholog_one2one
ENSMUSG00000070632,ENSG00000189195,ortholog_one2one
ENSMUSG00000022126,ENSG00000102794,ortholog_one2one
ENSMUSG00000091080,ENSG00000184814,ortholog_many2many
ENSMUSG00000091080,ENSG00000206260,ortholog_many2many
ENSMUSG00000091080,ENSG00000233701,ortholog_many2many
ENSMUSG00000031827,ENSG00000103187,ortholog_one2one
ENSMUSG00000021079,ENSG00000100575,ortholog_one2one
ENSMUSG00000025328,ENSG00000142619,ortholog_one2one
ENSMUSG00000024032,ENSG00000160182,ortholog_one2one
ENSMUSG00000091014,,
ENSMUSG00000038497,ENSG00000150403,ortholog_one2one
ENSMUSG00000063058,ENSG00000184814,ortholog_many2many
ENSMUSG00000063058,ENSG00000206260,ortholog_many2many
ENSMUSG00000063058,ENSG00000233701,ortholog_many2many
ENSMUSG00000074738,ENSG00000228594,ortholog_one2one
ENSMUSG00000097643,,
ENSMUSG00000031828,ENSG00000135686,ortholog_one2one
ENSMUSG00000094230,,
ENSMUSG00000022125,ENSG00000102805,ortholog_one2one
ENSMUSG00000046272,ENSG00000198283,ortholog_one2one
ENSMUSG00000039725,ENSG00000172315,ortholog_one2many
ENSMUSG00000090470,ENSG00000184814,ortholog_many2many
ENSMUSG00000090470,ENSG00000206260,ortholog_many2many
ENSMUSG00000090470,ENSG00000233701,ortholog_many2many
ENSMUSG00000045126,ENSG00000172362,ortholog_one2many
ENSMUSG00000042694,ENSG00000107960,ortholog_one2one
ENSMUSG00000091938,ENSG00000172724,ortholog_one2many
ENSMUSG00000057817,ENSG00000172769,ortholog_one2many
ENSMUSG00000074123,,
ENSMUSG00000033233,ENSG00000134253,ortholog_one2one
ENSMUSG00000096826,ENSG00000213927,ortholog_one2many
ENSMUSG00000060303,ENSG00000172769,ortholog_one2many
ENSMUSG00000000632,ENSG00000063015,ortholog_one2one
ENSMUSG00000029038,ENSG00000160075,ortholog_one2one
ENSMUSG00000036151,ENSG00000213996,ortholog_one2one
ENSMUSG00000025395,ENSG00000198056,ortholog_one2one
ENSMUSG00000048456,ENSG00000172362,ortholog_one2many
ENSMUSG00000018796,ENSG00000151726,ortholog_one2one
ENSMUSG00000026582,ENSG00000007908,ortholog_one2one
ENSMUSG00000030881,ENSG00000132254,ortholog_one2one
ENSMUSG00000035067,ENSG00000171044,ortholog_one2one
ENSMUSG00000050397,ENSG00000183770,ortholog_one2one
ENSMUSG00000049498,,
ENSMUSG00000068601,,
ENSMUSG00000015879,ENSG00000047662,ortholog_one2one
ENSMUSG00000025329,ENSG00000142623,ortholog_one2one
ENSMUSG00000062892,,
ENSMUSG00000064210,ENSG00000177119,ortholog_one2one
ENSMUSG00000040904,ENSG00000219200,ortholog_one2many
ENSMUSG00000041225,ENSG00000165322,ortholog_one2one
ENSMUSG00000006490,ENSG00000172179,ortholog_one2many
ENSMUSG00000046913,ENSG00000172365,ortholog_one2one
ENSMUSG00000071226,ENSG00000099954,ortholog_one2one
ENSMUSG00000022603,,
ENSMUSG00000094755,ENSG00000172769,ortholog_one2many
ENSMUSG00000007594,ENSG00000187664,ortholog_one2one
ENSMUSG00000022124,ENSG00000005812,ortholog_one2one
ENSMUSG00000032463,ENSG00000158234,ortholog_one2one
ENSMUSG00000094986,ENSG00000172769,ortholog_one2many
ENSMUSG00000039908,ENSG00000181045,ortholog_one2one
ENSMUSG00000070933,,
ENSMUSG00000026849,ENSG00000136827,ortholog_one2one
ENSMUSG00000061637,ENSG00000172769,ortholog_one2many
ENSMUSG00000057715,ENSG00000165084,ortholog_one2one
ENSMUSG00000062844,ENSG00000172769,ortholog_one2many
ENSMUSG00000019756,ENSG00000172179,ortholog_one2many
ENSMUSG00000057503,ENSG00000172769,ortholog_one2many
ENSMUSG00000044060,ENSG00000069712,ortholog_one2one
ENSMUSG00000002341,ENSG00000130287,ortholog_one2one
ENSMUSG00000045883,ENSG00000172769,ortholog_one2many
ENSMUSG00000038456,ENSG00000146966,ortholog_one2one
ENSMUSG00000094721,ENSG00000172769,ortholog_one2many
ENSMUSG00000075552,ENSG00000160868,ortholog_many2many
ENSMUSG00000075552,ENSG00000160870,ortholog_many2many
ENSMUSG00000075552,ENSG00000106258,ortholog_many2many
ENSMUSG00000075552,ENSG00000021461,ortholog_many2many
ENSMUSG00000034853,ENSG00000162390,ortholog_one2one
ENSMUSG00000026581,ENSG00000188404,ortholog_one2one
ENSMUSG00000027984,ENSG00000138796,ortholog_one2one
ENSMUSG00000096365,ENSG00000172769,ortholog_one2many
ENSMUSG00000028927,ENSG00000117115,ortholog_one2one
ENSMUSG00000062199,ENSG00000172769,ortholog_one2many
ENSMUSG00000096485,ENSG00000172769,ortholog_one2many
ENSMUSG00000034601,ENSG00000100578,ortholog_one2one
ENSMUSG00000024034,ENSG00000160183,ortholog_one2one
ENSMUSG00000000568,ENSG00000138668,ortholog_one2one
ENSMUSG00000049015,ENSG00000172769,ortholog_one2many
ENSMUSG00000089847,ENSG00000265264,ortholog_one2many
ENSMUSG00000089847,ENSG00000132286,ortholog_one2many
ENSMUSG00000063777,ENSG00000172769,ortholog_one2many
ENSMUSG00000038122,ENSG00000146350,ortholog_one2one
ENSMUSG00000074919,,
ENSMUSG00000029166,ENSG00000084764,ortholog_one2one
ENSMUSG00000017412,ENSG00000182389,ortholog_one2one
ENSMUSG00000009079,ENSG00000182944,ortholog_one2one
ENSMUSG00000096320,,
ENSMUSG00000044860,,
ENSMUSG00000015597,ENSG00000171467,ortholog_one2one
ENSMUSG00000095189,,
ENSMUSG00000096273,,
ENSMUSG00000027983,ENSG00000155016,ortholog_one2one
ENSMUSG00000096708,,
ENSMUSG00000038816,ENSG00000119326,ortholog_one2one
ENSMUSG00000071629,,
ENSMUSG00000028337,ENSG00000106789,ortholog_one2one
ENSMUSG00000020831,ENSG00000161939,ortholog_one2many
ENSMUSG00000020831,ENSG00000258315,ortholog_one2many
ENSMUSG00000078735,ENSG00000258728,ortholog_many2many
ENSMUSG00000078735,ENSG00000137070,ortholog_many2many
ENSMUSG00000075551,ENSG00000160868,ortholog_many2many
ENSMUSG00000075551,ENSG00000160870,ortholog_many2many
ENSMUSG00000075551,ENSG00000106258,ortholog_many2many
ENSMUSG00000075551,ENSG00000021461,ortholog_many2many
ENSMUSG00000037791,ENSG00000109118,ortholog_one2one
ENSMUSG00000095484,,
ENSMUSG00000026580,ENSG00000174175,ortholog_one2one
ENSMUSG00000009863,ENSG00000117118,ortholog_one2one
ENSMUSG00000096289,,
ENSMUSG00000021347,ENSG00000172179,ortholog_one2many
ENSMUSG00000094846,,
ENSMUSG00000026812,ENSG00000165699,ortholog_one2one
ENSMUSG00000045678,,
ENSMUSG00000038482,ENSG00000183434,ortholog_one2many
ENSMUSG00000038482,ENSG00000198176,ortholog_one2many
ENSMUSG00000061387,ENSG00000172772,ortholog_one2one
ENSMUSG00000020782,ENSG00000073350,ortholog_one2one
ENSMUSG00000061315,ENSG00000196531,ortholog_one2many
ENSMUSG00000061315,ENSG00000253506,ortholog_one2many
ENSMUSG00000001998,ENSG00000081014,ortholog_one2one
ENSMUSG00000001436,ENSG00000173638,ortholog_one2one
ENSMUSG00000037814,ENSG00000138709,ortholog_one2many
ENSMUSG00000051156,ENSG00000180475,ortholog_one2many
ENSMUSG00000002728,ENSG00000173418,ortholog_one2one
ENSMUSG00000037808,ENSG00000077458,ortholog_one2one
ENSMUSG00000050865,ENSG00000180475,ortholog_one2many
ENSMUSG00000047207,ENSG00000180475,ortholog_one2many
ENSMUSG00000095719,,
ENSMUSG00000094796,,
ENSMUSG00000015467,ENSG00000241404,ortholog_one2one
ENSMUSG00000048356,ENSG00000197887,ortholog_one2many
ENSMUSG00000048356,ENSG00000172774,ortholog_one2many
ENSMUSG00000095821,,
ENSMUSG00000030882,ENSG00000179532,ortholog_one2one
ENSMUSG00000044040,ENSG00000186513,ortholog_one2one
ENSMUSG00000031290,ENSG00000130224,ortholog_one2one
ENSMUSG00000045395,ENSG00000172377,ortholog_one2many
ENSMUSG00000061288,ENSG00000135090,ortholog_one2one
ENSMUSG00000006488,ENSG00000172179,ortholog_one2many
ENSMUSG00000033788,ENSG00000135636,ortholog_one2one
ENSMUSG00000054526,ENSG00000186509,ortholog_one2one
ENSMUSG00000021186,ENSG00000140092,ortholog_one2one
ENSMUSG00000057270,,
ENSMUSG00000027661,ENSG00000197496,ortholog_one2one
ENSMUSG00000056858,ENSG00000172377,ortholog_one2many
ENSMUSG00000059105,,
ENSMUSG00000006740,ENSG00000170759,ortholog_one2one
ENSMUSG00000062314,ENSG00000172377,ortholog_one2many
ENSMUSG00000095440,,
ENSMUSG00000096221,,
ENSMUSG00000032462,ENSG00000051382,ortholog_one2one
ENSMUSG00000036120,ENSG00000064490,ortholog_one2one
ENSMUSG00000047034,ENSG00000167612,ortholog_one2one
ENSMUSG00000046947,ENSG00000133597,ortholog_one2one
ENSMUSG00000094731,,
ENSMUSG00000069720,,
ENSMUSG00000030888,ENSG00000132275,ortholog_one2one
ENSMUSG00000095375,,
ENSMUSG00000000049,ENSG00000091583,ortholog_one2one
ENSMUSG00000026940,ENSG00000213213,ortholog_one2many
ENSMUSG00000026940,ENSG00000272896,ortholog_one2many
ENSMUSG00000031826,ENSG00000103194,ortholog_one2one
ENSMUSG00000031390,ENSG00000126895,ortholog_one2one
ENSMUSG00000089798,ENSG00000203910,ortholog_one2one
ENSMUSG00000026851,ENSG00000136819,ortholog_one2one
ENSMUSG00000073208,,
ENSMUSG00000024642,ENSG00000106829,ortholog_one2one
ENSMUSG00000033222,ENSG00000116830,ortholog_one2one
ENSMUSG00000026579,ENSG00000198734,ortholog_one2one
ENSMUSG00000071033,,
ENSMUSG00000071078,ENSG00000184162,ortholog_one2one
ENSMUSG00000041301,ENSG00000001626,ortholog_one2one
ENSMUSG00000043346,ENSG00000170191,ortholog_one2many
ENSMUSG00000015880,ENSG00000109805,ortholog_one2one
ENSMUSG00000036622,ENSG00000159363,ortholog_one2one
ENSMUSG00000041429,ENSG00000065057,ortholog_one2one
ENSMUSG00000024256,ENSG00000141433,ortholog_one2one
ENSMUSG00000040940,ENSG00000076928,ortholog_one2one
ENSMUSG00000025762,ENSG00000138709,ortholog_one2many
ENSMUSG00000031629,ENSG00000151725,ortholog_one2one
ENSMUSG00000084845,ENSG00000205090,ortholog_one2one
ENSMUSG00000055660,ENSG00000101574,ortholog_one2one
ENSMUSG00000016918,ENSG00000137573,ortholog_one2one
ENSMUSG00000095162,ENSG00000174776,ortholog_one2one
ENSMUSG00000041272,ENSG00000198846,ortholog_one2one
ENSMUSG00000006782,ENSG00000173786,ortholog_one2one
ENSMUSG00000000530,ENSG00000139567,ortholog_one2one
ENSMUSG00000025613,ENSG00000156261,ortholog_one2one
ENSMUSG00000002345,ENSG00000213999,ortholog_one2many
ENSMUSG00000030890,ENSG00000166333,ortholog_one2one
ENSMUSG00000049940,ENSG00000164040,ortholog_one2one
ENSMUSG00000046791,,
ENSMUSG00000022780,ENSG00000163975,ortholog_one2one
ENSMUSG00000054417,ENSG00000160868,ortholog_many2many
ENSMUSG00000054417,ENSG00000160870,ortholog_many2many
ENSMUSG00000054417,ENSG00000106258,ortholog_many2many
ENSMUSG00000054417,ENSG00000021461,ortholog_many2many
ENSMUSG00000031388,ENSG00000102030,ortholog_one2one
ENSMUSG00000061244,ENSG00000070367,ortholog_one2one
ENSMUSG00000095193,,
ENSMUSG00000073640,ENSG00000131469,ortholog_one2many
ENSMUSG00000096953,,
ENSMUSG00000078648,,
ENSMUSG00000027835,ENSG00000114209,ortholog_one2one
ENSMUSG00000047669,ENSG00000005302,ortholog_one2many
ENSMUSG00000096199,ENSG00000184924,ortholog_one2one
ENSMUSG00000002416,ENSG00000090266,ortholog_one2one
ENSMUSG00000038369,ENSG00000198646,ortholog_one2one
ENSMUSG00000050953,ENSG00000131233,ortholog_many2many
ENSMUSG00000090843,ENSG00000187105,ortholog_one2one
ENSMUSG00000045625,ENSG00000119227,ortholog_one2one
ENSMUSG00000034175,ENSG00000100263,ortholog_one2one
ENSMUSG00000020647,ENSG00000084676,ortholog_one2one
ENSMUSG00000040918,ENSG00000117479,ortholog_one2one
ENSMUSG00000024240,ENSG00000120616,ortholog_one2one
ENSMUSG00000050931,ENSG00000164023,ortholog_one2one
ENSMUSG00000092329,ENSG00000143641,ortholog_one2many
ENSMUSG00000056035,ENSG00000160868,ortholog_many2many
ENSMUSG00000056035,ENSG00000160870,ortholog_many2many
ENSMUSG00000056035,ENSG00000106258,ortholog_many2many
ENSMUSG00000056035,ENSG00000021461,ortholog_many2many
ENSMUSG00000054885,,
ENSMUSG00000022774,ENSG00000114503,ortholog_one2one
ENSMUSG00000016541,ENSG00000130638,ortholog_one2one
ENSMUSG00000033237,ENSG00000189079,ortholog_one2one
ENSMUSG00000079033,ENSG00000213999,ortholog_one2many
ENSMUSG00000043866,ENSG00000166337,ortholog_one2many
ENSMUSG00000017897,ENSG00000064655,ortholog_one2one
ENSMUSG00000002504,ENSG00000065054,ortholog_one2one
ENSMUSG00000029036,ENSG00000197785,ortholog_one2many
ENSMUSG00000029036,ENSG00000215915,ortholog_one2many
ENSMUSG00000029036,ENSG00000160072,ortholog_one2many
ENSMUSG00000071072,ENSG00000110958,ortholog_one2one
ENSMUSG00000035364,,
ENSMUSG00000029276,ENSG00000174842,ortholog_one2one
ENSMUSG00000055371,ENSG00000115145,ortholog_one2one
ENSMUSG00000096607,,
ENSMUSG00000002108,ENSG00000025434,ortholog_one2one
ENSMUSG00000026578,ENSG00000117477,ortholog_one2one
ENSMUSG00000063548,ENSG00000131469,ortholog_one2many
ENSMUSG00000024640,ENSG00000135069,ortholog_one2one
ENSMUSG00000039813,ENSG00000095383,ortholog_one2one
ENSMUSG00000031825,ENSG00000103196,ortholog_one2one
ENSMUSG00000030894,ENSG00000166340,ortholog_one2one
ENSMUSG00000004902,ENSG00000182902,ortholog_one2one
ENSMUSG00000022382,ENSG00000188064,ortholog_one2one
ENSMUSG00000027834,ENSG00000163536,ortholog_one2one
ENSMUSG00000020834,ENSG00000167536,ortholog_one2one
ENSMUSG00000029328,ENSG00000152795,ortholog_one2one
ENSMUSG00000021188,ENSG00000100815,ortholog_one2one
ENSMUSG00000055296,ENSG00000106771,ortholog_one2one
ENSMUSG00000001435,ENSG00000182871,ortholog_one2one
ENSMUSG00000071230,ENSG00000183971,ortholog_one2one
ENSMUSG00000075538,,
ENSMUSG00000029630,ENSG00000160868,ortholog_many2many
ENSMUSG00000029630,ENSG00000160870,ortholog_many2many
ENSMUSG00000029630,ENSG00000106258,ortholog_many2many
ENSMUSG00000029630,ENSG00000021461,ortholog_many2many
ENSMUSG00000062319,,
ENSMUSG00000014195,ENSG00000168259,ortholog_one2one
ENSMUSG00000039540,,
ENSMUSG00000028032,ENSG00000138801,ortholog_one2one
ENSMUSG00000025938,ENSG00000137571,ortholog_one2one
ENSMUSG00000040282,ENSG00000186073,ortholog_one2one
ENSMUSG00000041130,ENSG00000167962,ortholog_one2one
ENSMUSG00000021226,ENSG00000184227,ortholog_many2many
ENSMUSG00000021226,ENSG00000119673,ortholog_many2many
ENSMUSG00000025060,ENSG00000065613,ortholog_one2one
ENSMUSG00000015619,ENSG00000107485,ortholog_one2one
ENSMUSG00000044548,ENSG00000165617,ortholog_one2one
ENSMUSG00000073639,ENSG00000099246,ortholog_one2one
ENSMUSG00000021453,ENSG00000130222,ortholog_one2one
ENSMUSG00000038828,ENSG00000119777,ortholog_one2one
ENSMUSG00000034164,ENSG00000186998,ortholog_one2one
ENSMUSG00000026577,ENSG00000117475,ortholog_one2one
ENSMUSG00000049313,ENSG00000137642,ortholog_one2one
ENSMUSG00000072949,ENSG00000184227,ortholog_many2many
ENSMUSG00000072949,ENSG00000119673,ortholog_many2many
ENSMUSG00000025393,ENSG00000110955,ortholog_one2one
ENSMUSG00000019210,ENSG00000131100,ortholog_one2one
ENSMUSG00000022772,ENSG00000119231,ortholog_one2one
ENSMUSG00000061013,ENSG00000150051,ortholog_one2one
ENSMUSG00000071005,ENSG00000172724,ortholog_one2many
ENSMUSG00000069620,ENSG00000203909,ortholog_one2many
ENSMUSG00000075000,ENSG00000148572,ortholog_one2one
ENSMUSG00000052392,ENSG00000177465,ortholog_one2one
ENSMUSG00000040118,ENSG00000153956,ortholog_one2one
ENSMUSG00000061981,ENSG00000132589,ortholog_one2one
ENSMUSG00000045201,ENSG00000179796,ortholog_one2one
ENSMUSG00000096316,,
ENSMUSG00000023968,ENSG00000146215,ortholog_one2one
ENSMUSG00000038225,ENSG00000164306,ortholog_one2one
ENSMUSG00000025783,,
ENSMUSG00000047129,ENSG00000179088,ortholog_one2one
ENSMUSG00000042414,ENSG00000147596,ortholog_one2one
ENSMUSG00000001999,ENSG00000106605,ortholog_one2one
ENSMUSG00000022383,ENSG00000186951,ortholog_one2one
ENSMUSG00000002413,ENSG00000157764,ortholog_one2one
ENSMUSG00000021786,ENSG00000151093,ortholog_one2one
ENSMUSG00000031449,ENSG00000186009,ortholog_one2one
ENSMUSG00000061802,ENSG00000169126,ortholog_one2one
ENSMUSG00000028031,ENSG00000155011,ortholog_one2one
ENSMUSG00000079602,,
ENSMUSG00000032009,ENSG00000149212,ortholog_one2one
ENSMUSG00000095882,,
ENSMUSG00000056267,ENSG00000114107,ortholog_one2one
ENSMUSG00000020052,ENSG00000139352,ortholog_one2one
ENSMUSG00000002342,ENSG00000064545,ortholog_one2one
ENSMUSG00000091721,,
ENSMUSG00000022781,ENSG00000180370,ortholog_one2one
ENSMUSG00000036862,ENSG00000166341,ortholog_one2one
ENSMUSG00000028029,ENSG00000164022,ortholog_one2one
ENSMUSG00000060572,ENSG00000117122,ortholog_one2one
ENSMUSG00000031450,ENSG00000185974,ortholog_one2one
ENSMUSG00000054758,,
ENSMUSG00000021785,ENSG00000151092,ortholog_one2one
ENSMUSG00000046899,ENSG00000172179,ortholog_one2many
ENSMUSG00000020051,ENSG00000171759,ortholog_one2one
ENSMUSG00000026575,ENSG00000143156,ortholog_one2one
ENSMUSG00000034109,ENSG00000173905,ortholog_one2one
ENSMUSG00000075273,ENSG00000197557,ortholog_many2many
ENSMUSG00000075273,ENSG00000196659,ortholog_many2many
ENSMUSG00000057440,ENSG00000150054,ortholog_one2one
ENSMUSG00000017057,ENSG00000131724,ortholog_one2one
ENSMUSG00000038457,ENSG00000184497,ortholog_one2one
ENSMUSG00000075272,ENSG00000197557,ortholog_many2many
ENSMUSG00000075272,ENSG00000196659,ortholog_many2many
ENSMUSG00000022602,ENSG00000198576,ortholog_one2one
ENSMUSG00000009112,ENSG00000099968,ortholog_one2one
ENSMUSG00000019878,ENSG00000025156,ortholog_one2one
ENSMUSG00000026576,ENSG00000143153,ortholog_one2one
ENSMUSG00000025323,ENSG00000105866,ortholog_one2one
ENSMUSG00000037419,ENSG00000149218,ortholog_one2one
ENSMUSG00000032018,ENSG00000109929,ortholog_one2one
ENSMUSG00000061887,ENSG00000157216,ortholog_one2one
ENSMUSG00000020393,ENSG00000183762,ortholog_one2one
ENSMUSG00000028284,ENSG00000135341,ortholog_one2one
ENSMUSG00000094686,ENSG00000137077,ortholog_one2many
ENSMUSG00000004446,ENSG00000015475,ortholog_one2one
ENSMUSG00000030879,ENSG00000158042,ortholog_one2one
ENSMUSG00000046380,ENSG00000140993,ortholog_many2many
ENSMUSG00000053914,ENSG00000186280,ortholog_one2one
ENSMUSG00000061292,ENSG00000160868,ortholog_many2many
ENSMUSG00000061292,ENSG00000160870,ortholog_many2many
ENSMUSG00000061292,ENSG00000106258,ortholog_many2many
ENSMUSG00000061292,ENSG00000021461,ortholog_many2many
ENSMUSG00000028030,ENSG00000145348,ortholog_one2one
ENSMUSG00000044276,,
ENSMUSG00000025782,ENSG00000165632,ortholog_one2one
ENSMUSG00000026574,ENSG00000143196,ortholog_one2one
ENSMUSG00000041491,ENSG00000148019,ortholog_one2one
ENSMUSG00000015882,ENSG00000178177,ortholog_one2one
ENSMUSG00000039809,ENSG00000136928,ortholog_one2one
ENSMUSG00000022598,ENSG00000167653,ortholog_one2one
ENSMUSG00000021348,ENSG00000172179,ortholog_one2many
ENSMUSG00000004096,ENSG00000150316,ortholog_one2one
ENSMUSG00000029918,ENSG00000090263,ortholog_one2one
ENSMUSG00000026573,ENSG00000143184,ortholog_one2many
ENSMUSG00000026573,ENSG00000143185,ortholog_one2many
ENSMUSG00000056665,ENSG00000130193,ortholog_one2one
ENSMUSG00000022596,ENSG00000126233,ortholog_one2one
ENSMUSG00000036291,ENSG00000053770,ortholog_one2one
ENSMUSG00000003380,ENSG00000105404,ortholog_one2one
ENSMUSG00000022595,ENSG00000197353,ortholog_one2one
ENSMUSG00000024639,ENSG00000156052,ortholog_one2one
ENSMUSG00000037681,ENSG00000158220,ortholog_one2one
ENSMUSG00000091619,,
ENSMUSG00000037868,ENSG00000122877,ortholog_one2one
ENSMUSG00000045589,ENSG00000260230,ortholog_one2one
ENSMUSG00000026572,ENSG00000143178,ortholog_one2one
ENSMUSG00000086564,ENSG00000134256,ortholog_one2one
ENSMUSG00000029326,ENSG00000145293,ortholog_one2one
ENSMUSG00000043648,ENSG00000179598,ortholog_one2one
ENSMUSG00000048562,ENSG00000164651,ortholog_one2one
ENSMUSG00000075271,ENSG00000197557,ortholog_many2many
ENSMUSG00000075271,ENSG00000196659,ortholog_many2many
ENSMUSG00000036282,ENSG00000139977,ortholog_one2one
ENSMUSG00000078606,,
ENSMUSG00000041961,ENSG00000183579,ortholog_one2one
ENSMUSG00000057716,ENSG00000261115,ortholog_many2many
ENSMUSG00000096798,,
ENSMUSG00000013076,ENSG00000166025,ortholog_one2one
ENSMUSG00000095040,,
ENSMUSG00000025764,ENSG00000077684,ortholog_one2one
ENSMUSG00000040848,ENSG00000213064,ortholog_one2one
ENSMUSG00000007021,ENSG00000127561,ortholog_one2one
ENSMUSG00000040907,ENSG00000105409,ortholog_one2one
ENSMUSG00000020640,ENSG00000198399,ortholog_one2one
ENSMUSG00000072791,ENSG00000004846,ortholog_one2one
ENSMUSG00000047842,ENSG00000165023,ortholog_one2one
ENSMUSG00000031387,ENSG00000102032,ortholog_one2one
ENSMUSG00000029916,ENSG00000006530,ortholog_one2one
ENSMUSG00000040843,ENSG00000143155,ortholog_one2one
