Ensembl Gene ID,Chicken Ensembl Gene ID,Homology Type
ENSMUSG00000038010,,
ENSMUSG00000045708,,
ENSMUSG00000063160,ENSGALG00000016508,ortholog_many2many
ENSMUSG00000026154,,
ENSMUSG00000042680,ENSGALG00000015181,ortholog_one2one
ENSMUSG00000073111,,
ENSMUSG00000031833,ENSGALG00000003499,ortholog_one2one
ENSMUSG00000096385,,
ENSMUSG00000055675,ENSGALG00000022887,ortholog_one2one
ENSMUSG00000020427,ENSGALG00000012439,ortholog_one2one
ENSMUSG00000001964,,
ENSMUSG00000073436,ENSGALG00000002276,ortholog_one2one
ENSMUSG00000073110,,
ENSMUSG00000049482,ENSGALG00000006303,ortholog_one2one
ENSMUSG00000020537,ENSGALG00000004953,ortholog_one2one
ENSMUSG00000046258,ENSGALG00000013838,ortholog_one2many
ENSMUSG00000091386,,
ENSMUSG00000023977,ENSGALG00000009906,ortholog_one2one
ENSMUSG00000051367,ENSGALG00000022994,ortholog_one2one
ENSMUSG00000041716,,
ENSMUSG00000094669,,
ENSMUSG00000096985,,
ENSMUSG00000058571,ENSGALG00000016900,ortholog_one2one
ENSMUSG00000038691,ENSGALG00000001101,ortholog_one2many
ENSMUSG00000042514,ENSGALG00000015186,ortholog_one2one
ENSMUSG00000094200,,
ENSMUSG00000071481,,
ENSMUSG00000055480,,
ENSMUSG00000043605,,
ENSMUSG00000024039,ENSGALG00000016196,ortholog_one2one
ENSMUSG00000049008,,
ENSMUSG00000096519,,
ENSMUSG00000048693,,
ENSMUSG00000096158,ENSGALG00000008873,ortholog_one2many
ENSMUSG00000055341,,
ENSMUSG00000092123,,
ENSMUSG00000046675,ENSGALG00000017387,ortholog_one2one
ENSMUSG00000038257,ENSGALG00000010781,ortholog_one2one
ENSMUSG00000026659,ENSGALG00000007084,ortholog_one2one
ENSMUSG00000000791,ENSGALG00000027301,ortholog_one2one
ENSMUSG00000068417,ENSGALG00000002351,ortholog_one2many
ENSMUSG00000021815,ENSGALG00000002597,ortholog_one2one
ENSMUSG00000059411,,
ENSMUSG00000032134,ENSGALG00000001414,ortholog_one2one
ENSMUSG00000029596,ENSGALG00000008317,ortholog_one2one
ENSMUSG00000021357,ENSGALG00000012837,ortholog_one2one
ENSMUSG00000095970,,
ENSMUSG00000069584,,
ENSMUSG00000004040,ENSGALG00000003267,ortholog_one2one
ENSMUSG00000061210,,
ENSMUSG00000027611,ENSGALG00000006547,ortholog_one2one
ENSMUSG00000063661,,
ENSMUSG00000074564,,
ENSMUSG00000021872,,
ENSMUSG00000054141,,
ENSMUSG00000035845,ENSGALG00000008539,ortholog_one2one
ENSMUSG00000024306,ENSGALG00000019484,ortholog_one2one
ENSMUSG00000078116,,
ENSMUSG00000052382,,
ENSMUSG00000002910,ENSGALG00000003527,ortholog_one2one
ENSMUSG00000026153,ENSGALG00000015969,ortholog_one2one
ENSMUSG00000059648,,
ENSMUSG00000051414,,
ENSMUSG00000050132,ENSGALG00000003595,ortholog_one2one
ENSMUSG00000024749,ENSGALG00000015145,ortholog_one2one
ENSMUSG00000020422,ENSGALG00000012447,ortholog_one2one
ENSMUSG00000022129,ENSGALG00000016899,ortholog_one2one
ENSMUSG00000068407,,
ENSMUSG00000062868,,
ENSMUSG00000041712,ENSGALG00000010842,ortholog_one2one
ENSMUSG00000096968,,
ENSMUSG00000043085,ENSGALG00000023779,ortholog_one2one
ENSMUSG00000057842,,
ENSMUSG00000035932,,
ENSMUSG00000095547,,
ENSMUSG00000004359,ENSGALG00000027209,ortholog_one2one
ENSMUSG00000033542,ENSGALG00000017276,ortholog_one2one
ENSMUSG00000021876,ENSGALG00000027165,ortholog_many2many
ENSMUSG00000021876,ENSGALG00000003196,ortholog_many2many
ENSMUSG00000021876,ENSGALG00000011455,ortholog_many2many
ENSMUSG00000020828,,
ENSMUSG00000002908,,
ENSMUSG00000070524,,
ENSMUSG00000072115,,
ENSMUSG00000029597,,
ENSMUSG00000094012,,
ENSMUSG00000066914,,
ENSMUSG00000040740,,
ENSMUSG00000094146,,
ENSMUSG00000095957,,
ENSMUSG00000024750,ENSGALG00000015144,ortholog_one2one
ENSMUSG00000069583,,
ENSMUSG00000095525,,
ENSMUSG00000096421,,
ENSMUSG00000020612,ENSGALG00000004237,ortholog_one2one
ENSMUSG00000094120,,
ENSMUSG00000045204,,
ENSMUSG00000032534,ENSGALG00000006632,ortholog_one2one
ENSMUSG00000095817,,
ENSMUSG00000030771,,
ENSMUSG00000059303,,
ENSMUSG00000095186,,
ENSMUSG00000022034,ENSGALG00000016583,ortholog_one2one
ENSMUSG00000040482,,
ENSMUSG00000020887,,
ENSMUSG00000095593,,
ENSMUSG00000039693,ENSGALG00000013403,ortholog_one2one
ENSMUSG00000096481,,
ENSMUSG00000007721,ENSGALG00000028110,ortholog_one2one
ENSMUSG00000021816,ENSGALG00000005243,ortholog_one2one
ENSMUSG00000031461,ENSGALG00000016342,ortholog_one2one
ENSMUSG00000095721,,
ENSMUSG00000050856,ENSGALG00000015372,ortholog_one2one
ENSMUSG00000037152,,
ENSMUSG00000096380,,
ENSMUSG00000029736,ENSGALG00000019041,ortholog_one2one
ENSMUSG00000045215,ENSGALG00000015196,ortholog_one2one
ENSMUSG00000094913,,
ENSMUSG00000000792,,
ENSMUSG00000031613,ENSGALG00000010769,ortholog_one2one
ENSMUSG00000022035,ENSGALG00000016586,ortholog_one2one
ENSMUSG00000096131,,
ENSMUSG00000032119,ENSGALG00000006806,ortholog_one2one
ENSMUSG00000048391,,
ENSMUSG00000038421,ENSGALG00000010507,ortholog_one2many
ENSMUSG00000008682,ENSGALG00000027227,ortholog_one2many
ENSMUSG00000098781,,
ENSMUSG00000049229,,
ENSMUSG00000034460,ENSGALG00000017389,ortholog_one2one
ENSMUSG00000045128,,
ENSMUSG00000061614,,
ENSMUSG00000034463,ENSGALG00000026651,ortholog_one2one
ENSMUSG00000095891,,
ENSMUSG00000003227,ENSGALG00000016809,ortholog_one2one
ENSMUSG00000022130,ENSGALG00000016898,ortholog_one2one
ENSMUSG00000060904,ENSGALG00000011651,ortholog_one2one
ENSMUSG00000035048,,
ENSMUSG00000058692,,
ENSMUSG00000028917,ENSGALG00000003439,ortholog_one2one
ENSMUSG00000054160,,
ENSMUSG00000019261,ENSGALG00000027224,ortholog_one2one
ENSMUSG00000059821,,
ENSMUSG00000069581,ENSGALG00000005655,ortholog_one2one
ENSMUSG00000052182,,
ENSMUSG00000074252,ENSGALG00000024391,ortholog_one2many
ENSMUSG00000032120,ENSGALG00000000271,ortholog_one2one
ENSMUSG00000091388,,
ENSMUSG00000094535,,
ENSMUSG00000030770,ENSGALG00000005438,ortholog_one2one
ENSMUSG00000021103,ENSGALG00000011910,ortholog_one2one
ENSMUSG00000028777,ENSGALG00000008427,ortholog_one2one
ENSMUSG00000016409,ENSGALG00000020262,ortholog_one2many
ENSMUSG00000052625,,
ENSMUSG00000051160,,
ENSMUSG00000046634,,
ENSMUSG00000017344,ENSGALG00000003589,ortholog_one2one
ENSMUSG00000095667,,
ENSMUSG00000034442,ENSGALG00000011904,ortholog_one2one
ENSMUSG00000063273,ENSGALG00000009782,ortholog_one2one
ENSMUSG00000032123,ENSGALG00000000285,ortholog_one2one
ENSMUSG00000064201,,
ENSMUSG00000014444,ENSGALG00000006340,ortholog_one2one
ENSMUSG00000096736,,
ENSMUSG00000005687,ENSGALG00000002002,ortholog_one2one
ENSMUSG00000091526,,
ENSMUSG00000041923,ENSGALG00000027669,ortholog_one2one
ENSMUSG00000096201,,
ENSMUSG00000091731,,
ENSMUSG00000021236,ENSGALG00000010202,ortholog_one2one
ENSMUSG00000028053,ENSGALG00000014638,ortholog_one2one
ENSMUSG00000013622,ENSGALG00000029092,ortholog_one2one
ENSMUSG00000027244,ENSGALG00000008347,ortholog_one2one
ENSMUSG00000040084,ENSGALG00000004838,ortholog_one2one
ENSMUSG00000035439,ENSGALG00000003727,ortholog_one2one
ENSMUSG00000020614,ENSGALG00000004183,ortholog_one2one
ENSMUSG00000040488,,
ENSMUSG00000041702,ENSGALG00000010848,ortholog_one2one
ENSMUSG00000029176,ENSGALG00000014378,ortholog_one2one
ENSMUSG00000022037,ENSGALG00000014904,ortholog_one2one
ENSMUSG00000038215,ENSGALG00000020201,ortholog_one2one
ENSMUSG00000042360,,
ENSMUSG00000019088,,
ENSMUSG00000098905,,
ENSMUSG00000037990,ENSGALG00000016810,ortholog_one2one
ENSMUSG00000020413,ENSGALG00000012450,ortholog_one2many
ENSMUSG00000029598,ENSGALG00000008319,ortholog_one2one
ENSMUSG00000099122,,
ENSMUSG00000026656,,
ENSMUSG00000098692,,
ENSMUSG00000073779,,
ENSMUSG00000027612,ENSGALG00000001884,ortholog_one2one
ENSMUSG00000026147,ENSGALG00000015970,ortholog_one2one
ENSMUSG00000043087,,
ENSMUSG00000081534,ENSGALG00000018778,ortholog_one2one
ENSMUSG00000078995,,
ENSMUSG00000025899,ENSGALG00000017170,ortholog_one2one
ENSMUSG00000057551,,
ENSMUSG00000029999,ENSGALG00000024024,ortholog_one2one
ENSMUSG00000028609,ENSGALG00000010689,ortholog_one2many
ENSMUSG00000024302,ENSGALG00000015211,ortholog_one2one
ENSMUSG00000026834,ENSGALG00000012547,ortholog_one2one
ENSMUSG00000094678,,
ENSMUSG00000001103,,
ENSMUSG00000022131,ENSGALG00000016897,ortholog_one2one
ENSMUSG00000057497,ENSGALG00000013876,ortholog_one2many
ENSMUSG00000044712,ENSGALG00000011893,ortholog_one2one
ENSMUSG00000058659,,
ENSMUSG00000027739,ENSGALG00000009790,ortholog_one2one
ENSMUSG00000071195,,
ENSMUSG00000057278,ENSGALG00000028409,ortholog_one2many
ENSMUSG00000028455,ENSGALG00000002064,ortholog_one2one
ENSMUSG00000096573,,
ENSMUSG00000027434,,
ENSMUSG00000029490,ENSGALG00000020538,ortholog_one2one
ENSMUSG00000061517,,
ENSMUSG00000051652,ENSGALG00000026789,ortholog_many2many
ENSMUSG00000037111,ENSGALG00000009800,ortholog_one2one
ENSMUSG00000040675,ENSGALG00000012412,ortholog_one2one
ENSMUSG00000051232,ENSGALG00000023757,ortholog_one2one
ENSMUSG00000029998,ENSGALG00000013878,ortholog_one2one
ENSMUSG00000057614,ENSGALG00000008382,ortholog_one2one
ENSMUSG00000095448,,
ENSMUSG00000022973,ENSGALG00000015907,ortholog_one2one
ENSMUSG00000078994,,
ENSMUSG00000059089,,
ENSMUSG00000049932,ENSGALG00000024338,ortholog_one2one
ENSMUSG00000027613,ENSGALG00000001811,ortholog_one2one
ENSMUSG00000040985,ENSGALG00000013110,ortholog_one2many
ENSMUSG00000040985,ENSGALG00000026637,ortholog_one2many
ENSMUSG00000040985,ENSGALG00000023084,ortholog_one2many
ENSMUSG00000040985,ENSGALG00000017691,ortholog_one2many
ENSMUSG00000040985,ENSGALG00000013105,ortholog_one2many
ENSMUSG00000032531,ENSGALG00000006483,ortholog_one2one
ENSMUSG00000066905,,
ENSMUSG00000053545,,
ENSMUSG00000028347,ENSGALG00000013212,ortholog_one2one
ENSMUSG00000063842,,
ENSMUSG00000006585,ENSGALG00000013784,ortholog_one2one
ENSMUSG00000029735,ENSGALG00000012369,ortholog_one2one
ENSMUSG00000051118,,
ENSMUSG00000029072,ENSGALG00000001638,ortholog_one2one
ENSMUSG00000037034,ENSGALG00000028576,ortholog_one2one
ENSMUSG00000091460,,
ENSMUSG00000023272,ENSGALG00000008551,ortholog_one2one
ENSMUSG00000050803,,
ENSMUSG00000043319,,
ENSMUSG00000092109,,
ENSMUSG00000004677,ENSGALG00000003717,ortholog_one2one
ENSMUSG00000035828,ENSGALG00000023576,ortholog_one2one
ENSMUSG00000055320,ENSGALG00000005415,ortholog_one2one
ENSMUSG00000019917,ENSGALG00000016811,ortholog_one2one
ENSMUSG00000040978,ENSGALG00000013070,ortholog_one2one
ENSMUSG00000033623,ENSGALG00000015333,ortholog_one2one
ENSMUSG00000051279,,
ENSMUSG00000057315,ENSGALG00000011124,ortholog_one2one
ENSMUSG00000001100,ENSGALG00000003211,ortholog_one2one
ENSMUSG00000032126,ENSGALG00000000291,ortholog_one2one
ENSMUSG00000029073,ENSGALG00000028898,ortholog_one2one
ENSMUSG00000039419,,
ENSMUSG00000059498,,
ENSMUSG00000076430,ENSGALG00000012450,ortholog_one2many
ENSMUSG00000059482,ENSGALG00000015989,ortholog_one2one
ENSMUSG00000078515,ENSGALG00000010072,ortholog_one2one
ENSMUSG00000024277,ENSGALG00000015215,ortholog_one2one
ENSMUSG00000029649,ENSGALG00000017090,ortholog_one2one
ENSMUSG00000098188,ENSGALG00000026360,ortholog_one2one
ENSMUSG00000044454,,
ENSMUSG00000004356,ENSGALG00000011643,ortholog_one2one
ENSMUSG00000044106,,
ENSMUSG00000032849,ENSGALG00000016896,ortholog_one2one
ENSMUSG00000058491,,
ENSMUSG00000066899,,
ENSMUSG00000020407,ENSGALG00000013073,ortholog_one2one
ENSMUSG00000071337,ENSGALG00000013879,ortholog_one2one
ENSMUSG00000061457,,
ENSMUSG00000055632,,
ENSMUSG00000074604,ENSGALG00000009803,ortholog_one2one
ENSMUSG00000098132,,
ENSMUSG00000066897,,
ENSMUSG00000024276,,
ENSMUSG00000040003,ENSGALG00000008353,ortholog_one2one
ENSMUSG00000024274,,
ENSMUSG00000059623,,
ENSMUSG00000022388,,
ENSMUSG00000025026,ENSGALG00000008542,ortholog_one2one
ENSMUSG00000049028,,
ENSMUSG00000063281,ENSGALG00000018597,ortholog_one2many
ENSMUSG00000029650,ENSGALG00000017089,ortholog_one2one
ENSMUSG00000032127,ENSGALG00000000300,ortholog_one2one
ENSMUSG00000066896,,
ENSMUSG00000038206,ENSGALG00000010764,ortholog_one2one
ENSMUSG00000047909,ENSGALG00000008168,ortholog_one2one
ENSMUSG00000028608,ENSGALG00000026516,ortholog_one2one
ENSMUSG00000029686,ENSGALG00000012402,ortholog_one2one
ENSMUSG00000089832,ENSGALG00000028948,ortholog_one2one
ENSMUSG00000055116,ENSGALG00000005378,ortholog_one2one
ENSMUSG00000051469,,
ENSMUSG00000045519,,
ENSMUSG00000002395,ENSGALG00000003703,ortholog_one2one
ENSMUSG00000039536,ENSGALG00000004736,ortholog_one2one
ENSMUSG00000033014,ENSGALG00000001976,ortholog_one2one
ENSMUSG00000036551,ENSGALG00000020261,ortholog_one2one
ENSMUSG00000020617,,
ENSMUSG00000047989,ENSGALG00000013137,ortholog_one2one
ENSMUSG00000025898,ENSGALG00000017171,ortholog_one2one
ENSMUSG00000016427,ENSGALG00000008613,ortholog_one2one
ENSMUSG00000019916,ENSGALG00000004325,ortholog_one2one
ENSMUSG00000026649,,
ENSMUSG00000040356,ENSGALG00000027767,ortholog_one2one
ENSMUSG00000063108,,
ENSMUSG00000040715,,
ENSMUSG00000042678,ENSGALG00000004972,ortholog_one2one
ENSMUSG00000036537,ENSGALG00000000538,ortholog_one2many
ENSMUSG00000038193,ENSGALG00000006321,ortholog_many2many
ENSMUSG00000027243,ENSGALG00000008354,ortholog_one2one
ENSMUSG00000073243,,
ENSMUSG00000043541,ENSGALG00000014030,ortholog_one2one
ENSMUSG00000040706,ENSGALG00000013678,ortholog_one2one
ENSMUSG00000006589,ENSGALG00000027272,ortholog_one2one
ENSMUSG00000074923,ENSGALG00000004827,ortholog_one2one
ENSMUSG00000004668,,
ENSMUSG00000021198,ENSGALG00000010874,ortholog_one2one
ENSMUSG00000026141,ENSGALG00000016155,ortholog_one2one
ENSMUSG00000009995,ENSGALG00000027098,ortholog_one2one
ENSMUSG00000031610,ENSGALG00000010755,ortholog_one2one
ENSMUSG00000092367,,
ENSMUSG00000071773,,
ENSMUSG00000038630,,
ENSMUSG00000033615,ENSGALG00000015332,ortholog_one2one
ENSMUSG00000038187,ENSGALG00000005369,ortholog_one2one
ENSMUSG00000020594,ENSGALG00000016481,ortholog_one2one
ENSMUSG00000031609,ENSGALG00000010750,ortholog_one2one
ENSMUSG00000009292,ENSGALG00000005631,ortholog_one2one
ENSMUSG00000051827,,
ENSMUSG00000015027,ENSGALG00000006282,ortholog_one2one
ENSMUSG00000022475,ENSGALG00000006311,ortholog_one2one
ENSMUSG00000028378,ENSGALG00000015702,ortholog_one2one
ENSMUSG00000000420,ENSGALG00000013135,ortholog_one2one
ENSMUSG00000038587,ENSGALG00000023073,ortholog_one2one
ENSMUSG00000028348,ENSGALG00000026452,ortholog_one2one
ENSMUSG00000058076,ENSGALG00000027277,ortholog_one2one
ENSMUSG00000056257,,
ENSMUSG00000090863,,
ENSMUSG00000015013,ENSGALG00000006250,ortholog_one2one
ENSMUSG00000038415,,
ENSMUSG00000020620,ENSGALG00000021395,ortholog_many2many
ENSMUSG00000020620,ENSGALG00000021399,ortholog_many2many
ENSMUSG00000091775,ENSGALG00000000372,ortholog_one2many
ENSMUSG00000054717,ENSGALG00000010745,ortholog_one2one
ENSMUSG00000059077,ENSGALG00000005358,ortholog_one2one
ENSMUSG00000062472,ENSGALG00000026978,ortholog_one2many
ENSMUSG00000075327,ENSGALG00000012966,ortholog_one2one
ENSMUSG00000038402,,
ENSMUSG00000069867,ENSGALG00000006242,ortholog_one2one
ENSMUSG00000029651,ENSGALG00000017086,ortholog_one2one
ENSMUSG00000032754,ENSGALG00000008337,ortholog_one2one
ENSMUSG00000063446,ENSGALG00000015542,ortholog_one2one
ENSMUSG00000022974,ENSGALG00000015933,ortholog_one2one
ENSMUSG00000026836,ENSGALG00000012551,ortholog_one2one
ENSMUSG00000064043,ENSGALG00000009896,ortholog_one2one
ENSMUSG00000040697,ENSGALG00000013677,ortholog_one2one
ENSMUSG00000056569,ENSGALG00000027252,ortholog_one2one
ENSMUSG00000037025,,
ENSMUSG00000024273,ENSGALG00000013131,ortholog_one2one
ENSMUSG00000070972,ENSGALG00000015684,ortholog_one2many
ENSMUSG00000034235,ENSGALG00000005232,ortholog_one2one
ENSMUSG00000029034,ENSGALG00000001691,ortholog_one2one
ENSMUSG00000029687,ENSGALG00000012405,ortholog_one2one
ENSMUSG00000074647,ENSGALG00000024014,ortholog_one2one
ENSMUSG00000046834,,
ENSMUSG00000040446,ENSGALG00000013129,ortholog_one2one
ENSMUSG00000030759,ENSGALG00000005353,ortholog_one2one
ENSMUSG00000061613,ENSGALG00000016198,ortholog_one2one
ENSMUSG00000006362,ENSGALG00000006234,ortholog_one2one
ENSMUSG00000062234,ENSGALG00000015352,ortholog_one2one
ENSMUSG00000067736,ENSGALG00000021719,ortholog_one2many
ENSMUSG00000067594,,
ENSMUSG00000050830,ENSGALG00000013081,ortholog_one2one
ENSMUSG00000038370,,
ENSMUSG00000002396,ENSGALG00000014678,ortholog_many2many
ENSMUSG00000034450,ENSGALG00000016570,ortholog_one2one
ENSMUSG00000024270,ENSGALG00000013209,ortholog_one2one
ENSMUSG00000031608,ENSGALG00000010744,ortholog_one2one
ENSMUSG00000011751,ENSGALG00000027836,ortholog_many2many
ENSMUSG00000073725,ENSGALG00000016174,ortholog_one2one
ENSMUSG00000024041,ENSGALG00000016199,ortholog_one2one
ENSMUSG00000020193,ENSGALG00000013083,ortholog_one2one
ENSMUSG00000055560,,
ENSMUSG00000078137,,
ENSMUSG00000017999,ENSGALG00000006974,ortholog_one2one
ENSMUSG00000019763,ENSGALG00000012968,ortholog_one2one
ENSMUSG00000002393,ENSGALG00000027294,ortholog_one2one
ENSMUSG00000017615,ENSGALG00000005715,ortholog_one2one
ENSMUSG00000037014,ENSGALG00000008362,ortholog_one2one
ENSMUSG00000093812,,
ENSMUSG00000049969,ENSGALG00000015988,ortholog_one2one
ENSMUSG00000028607,ENSGALG00000010681,ortholog_one2one
ENSMUSG00000024042,ENSGALG00000016200,ortholog_one2one
ENSMUSG00000050295,,
ENSMUSG00000024271,ENSGALG00000013203,ortholog_one2one
ENSMUSG00000025025,ENSGALG00000008555,ortholog_one2one
ENSMUSG00000020191,ENSGALG00000013084,ortholog_one2one
ENSMUSG00000073862,,
ENSMUSG00000069601,ENSGALG00000003135,ortholog_one2one
ENSMUSG00000092345,ENSGALG00000015684,ortholog_one2many
ENSMUSG00000038607,ENSGALG00000015683,ortholog_one2one
ENSMUSG00000027849,ENSGALG00000001968,ortholog_one2one
ENSMUSG00000038372,ENSGALG00000012843,ortholog_one2one
ENSMUSG00000046709,ENSGALG00000011109,ortholog_one2one
ENSMUSG00000045854,ENSGALG00000015762,ortholog_one2one
ENSMUSG00000041263,,
ENSMUSG00000022039,ENSGALG00000003444,ortholog_one2many
ENSMUSG00000022039,ENSGALG00000026763,ortholog_one2many
ENSMUSG00000035805,ENSGALG00000008560,ortholog_one2one
ENSMUSG00000038156,ENSGALG00000012027,ortholog_one2one
ENSMUSG00000062511,,
ENSMUSG00000005677,ENSGALG00000028624,ortholog_one2one
ENSMUSG00000015016,ENSGALG00000006223,ortholog_one2one
ENSMUSG00000034911,,
ENSMUSG00000071772,,
ENSMUSG00000040061,ENSGALG00000004792,ortholog_one2one
ENSMUSG00000001105,ENSGALG00000005707,ortholog_one2one
ENSMUSG00000058624,ENSGALG00000015141,ortholog_one2one
ENSMUSG00000032547,ENSGALG00000006488,ortholog_one2one
ENSMUSG00000025375,ENSGALG00000006901,ortholog_one2one
ENSMUSG00000074743,ENSGALG00000008361,ortholog_one2one
ENSMUSG00000031962,,
ENSMUSG00000055723,ENSGALG00000005998,ortholog_one2one
ENSMUSG00000057265,ENSGALG00000010206,ortholog_one2one
ENSMUSG00000038598,ENSGALG00000027341,ortholog_one2one
ENSMUSG00000027435,ENSGALG00000008359,ortholog_one2one
ENSMUSG00000029188,ENSGALG00000014372,ortholog_one2one
ENSMUSG00000061143,ENSGALG00000009809,ortholog_one2one
ENSMUSG00000056359,,
ENSMUSG00000069206,,
ENSMUSG00000039616,ENSGALG00000013149,ortholog_one2one
ENSMUSG00000040466,,
ENSMUSG00000030754,ENSGALG00000006015,ortholog_one2one
ENSMUSG00000026768,ENSGALG00000008747,ortholog_one2one
ENSMUSG00000002076,ENSGALG00000016202,ortholog_one2one
ENSMUSG00000018654,ENSGALG00000013086,ortholog_one2one
ENSMUSG00000079382,,
ENSMUSG00000050323,ENSGALG00000019447,ortholog_one2one
ENSMUSG00000025271,ENSGALG00000022191,ortholog_one2one
ENSMUSG00000031820,,
ENSMUSG00000074603,,
ENSMUSG00000054745,,
ENSMUSG00000059839,,
ENSMUSG00000013629,ENSGALG00000016524,ortholog_one2one
ENSMUSG00000044167,ENSGALG00000017034,ortholog_one2one
ENSMUSG00000020062,ENSGALG00000011633,ortholog_one2one
ENSMUSG00000035171,ENSGALG00000026001,ortholog_one2one
ENSMUSG00000067798,,
ENSMUSG00000055200,,
ENSMUSG00000046295,ENSGALG00000027089,ortholog_one2one
ENSMUSG00000030751,ENSGALG00000006022,ortholog_one2one
ENSMUSG00000008384,,
ENSMUSG00000036992,,
ENSMUSG00000034295,ENSGALG00000013124,ortholog_one2one
ENSMUSG00000035569,ENSGALG00000006222,ortholog_one2one
ENSMUSG00000071291,,
ENSMUSG00000044951,ENSGALG00000012845,ortholog_one2one
ENSMUSG00000024163,ENSGALG00000001772,ortholog_one2one
ENSMUSG00000034435,,
ENSMUSG00000073174,,
ENSMUSG00000069622,ENSGALG00000002089,ortholog_one2many
ENSMUSG00000032115,ENSGALG00000007659,ortholog_one2one
ENSMUSG00000019087,ENSGALG00000008836,ortholog_one2one
ENSMUSG00000021108,ENSGALG00000011889,ortholog_one2one
ENSMUSG00000059743,ENSGALG00000028880,ortholog_one2one
ENSMUSG00000032548,ENSGALG00000006471,ortholog_one2one
ENSMUSG00000060317,ENSGALG00000005175,ortholog_one2many
ENSMUSG00000068697,ENSGALG00000005226,ortholog_one2one
ENSMUSG00000008932,ENSGALG00000010673,ortholog_one2one
ENSMUSG00000053198,ENSGALG00000011656,ortholog_one2one
ENSMUSG00000028381,ENSGALG00000015682,ortholog_one2one
ENSMUSG00000034729,ENSGALG00000009890,ortholog_one2one
ENSMUSG00000022571,ENSGALG00000016130,ortholog_one2one
ENSMUSG00000040506,ENSGALG00000008358,ortholog_one2one
ENSMUSG00000039987,ENSGALG00000008335,ortholog_one2one
ENSMUSG00000030671,ENSGALG00000006035,ortholog_one2one
ENSMUSG00000041624,ENSGALG00000017173,ortholog_one2one
ENSMUSG00000022800,ENSGALG00000007581,ortholog_one2one
ENSMUSG00000075402,ENSGALG00000018666,ortholog_one2many
ENSMUSG00000005674,ENSGALG00000013827,ortholog_one2one
ENSMUSG00000022570,ENSGALG00000016129,ortholog_one2one
ENSMUSG00000040183,ENSGALG00000015768,ortholog_one2one
ENSMUSG00000035455,ENSGALG00000026363,ortholog_one2one
ENSMUSG00000059475,,
ENSMUSG00000096914,ENSGALG00000010732,ortholog_one2one
ENSMUSG00000039376,ENSGALG00000005207,ortholog_one2one
ENSMUSG00000025894,ENSGALG00000027981,ortholog_one2one
ENSMUSG00000050846,,
ENSMUSG00000059668,ENSGALG00000018666,ortholog_one2many
ENSMUSG00000041237,,
ENSMUSG00000040424,,
ENSMUSG00000028914,ENSGALG00000001366,ortholog_one2one
ENSMUSG00000024269,ENSGALG00000026547,ortholog_one2one
ENSMUSG00000034429,ENSGALG00000027267,ortholog_many2many
ENSMUSG00000034429,ENSGALG00000022295,ortholog_many2many
ENSMUSG00000034429,ENSGALG00000010880,ortholog_many2many
ENSMUSG00000034429,ENSGALG00000026664,ortholog_many2many
ENSMUSG00000034429,ENSGALG00000022304,ortholog_many2many
ENSMUSG00000034429,ENSGALG00000000915,ortholog_many2many
ENSMUSG00000039367,ENSGALG00000005181,ortholog_one2one
ENSMUSG00000007950,ENSGALG00000028826,ortholog_one2one
ENSMUSG00000030670,ENSGALG00000006050,ortholog_one2one
ENSMUSG00000034880,,
ENSMUSG00000061864,,
ENSMUSG00000098176,,
ENSMUSG00000003363,ENSGALG00000029058,ortholog_one2one
ENSMUSG00000049946,,
ENSMUSG00000035189,ENSGALG00000011614,ortholog_one2one
ENSMUSG00000074247,ENSGALG00000001064,ortholog_one2one
ENSMUSG00000047368,ENSGALG00000015139,ortholog_one2one
ENSMUSG00000033569,ENSGALG00000016176,ortholog_one2one
ENSMUSG00000041313,ENSGALG00000017085,ortholog_one2one
ENSMUSG00000037278,ENSGALG00000005702,ortholog_one2one
ENSMUSG00000022040,ENSGALG00000016567,ortholog_one2one
ENSMUSG00000030669,ENSGALG00000006054,ortholog_one2many
ENSMUSG00000005681,,
ENSMUSG00000025893,ENSGALG00000028658,ortholog_one2one
ENSMUSG00000063704,ENSGALG00000004967,ortholog_one2one
ENSMUSG00000097565,,
ENSMUSG00000060924,ENSGALG00000016341,ortholog_one2one
ENSMUSG00000026933,ENSGALG00000001692,ortholog_one2one
ENSMUSG00000020182,ENSGALG00000013094,ortholog_one2one
ENSMUSG00000015365,ENSGALG00000008570,ortholog_one2one
ENSMUSG00000030666,ENSGALG00000006054,ortholog_one2many
ENSMUSG00000051747,ENSGALG00000012351,ortholog_many2many
ENSMUSG00000041124,ENSGALG00000017177,ortholog_one2one
ENSMUSG00000070985,ENSGALG00000023243,ortholog_many2many
ENSMUSG00000061759,ENSGALG00000026322,ortholog_one2one
ENSMUSG00000000738,ENSGALG00000006206,ortholog_one2one
ENSMUSG00000046679,ENSGALG00000013881,ortholog_one2one
ENSMUSG00000017376,ENSGALG00000005699,ortholog_one2one
ENSMUSG00000033632,ENSGALG00000002419,ortholog_one2one
ENSMUSG00000060510,,
ENSMUSG00000097333,,
ENSMUSG00000049643,,
ENSMUSG00000020827,ENSGALG00000008970,ortholog_many2many
ENSMUSG00000039501,ENSGALG00000004859,ortholog_one2one
ENSMUSG00000024754,ENSGALG00000015138,ortholog_one2one
ENSMUSG00000058715,,
ENSMUSG00000025823,ENSGALG00000012415,ortholog_one2one
ENSMUSG00000070023,,
