Ensembl.Gene.ID	brain_GSM752588	brain_GSM752590	cerebellum_GSM752592	cerebellum_GSM752594	heart_GSM752596	heart_GSM752598	adult mammalian kidney_GSM752601	adult mammalian kidney_GSM752603	liver_GSM752606	liver_GSM752608	testis_GSM752611	testis_GSM752613
ENSMODG00000006371	0.10026	0.23853	0.3713	0.30574	0.11041	0.05326	0.32017	0.5804	0.16431	0	1.15206	2.57876
ENSMODG00000006372	6.57353	5.08092	6.18428	6.20685	3.67346	4.3768	3.98754	3.47296	2.10466	2.25258	7.59637	5.51343
ENSMODG00000006373	3.08293	2.70427	2.68937	2.25717	0.97491	1.89685	5.48122	5.37457	5.06115	3.078	27.97942	26.53495
ENSMODG00000006374	0	0	0	0.11325	0	0	0	0	0	0	0	0
ENSMODG00000006375	8.74019	6.92899	4.35095	5.22636	3.58731	6.09731	1.1858	0.99194	4.39846	2.30051	25.46815	21.71066
ENSMODG00000006377	11.21639	15.82118	6.93808	7.21977	24.57499	30.56937	13.47848	16.73205	12.00872	6.94447	18.32327	14.25394
ENSMODG00000006378	0.67942	0	0.44923	0.49327	0	0.10736	0.51656	0.4013	0.13246	0	0.46462	0.42377
ENSMODG00000006379	0.10407	0.20626	0.27523	0.66108	0.14332	0.04605	0	0.21512	0.14208	0	0	0.41296
ENSMODG00000006380	49.2541	42.86817	50.36264	44.81066	1.07916	0.13871	0.31283	0.16198	0.74887	0.98619	7.65399	9.704
ENSMODG00000006381	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006382	40.13297	47.7747	89.59225	91.04356	45.23498	27.13703	36.41712	28.93916	23.43794	17.53971	13.40611	12.19426
ENSMODG00000006383	0.83876	3.54649	0.53233	3.06949	1.23205	2.76151	2.20245	3.05139	3.32839	3.8469	4.88305	5.75234
ENSMODG00000006384	0.60372	0.86412	0.62085	0.42612	0.23091	0.10391	0.17852	0.34659	0	0	7.45049	13.41735
ENSMODG00000006385	0	0	0	0	0	0.02591	1.01298	122.00944	0.47966	0.4913	6.61644	4.78764
ENSMODG00000006387	11.03505	7.70687	10.70068	9.61499	6.51283	4.51117	7.8314	6.73415	3.87383	3.30647	11.87458	11.17839
ENSMODG00000006389	3.11121	2.92544	1.37767	1.98579	1.87325	3.54758	3.46604	4.7857	1.22476	2.06385	1.60738	1.47024
ENSMODG00000006390	0.05008	0	0.13245	0	0	0	0	0	0	0	0.38347	0.07951
ENSMODG00000006392	0.41491	0.41121	0.27435	0.26363	0.28572	0.18358	0.41406	0.21433	0.28325	0.21749	0.99324	1.39965
ENSMODG00000006395	4.41415	5.96637	6.66436	5.63034	13.50846	19.05442	6.4363	11.18645	2.17031	3.47643	7.38448	5.1013
ENSMODG00000006396	0.91284	1.94828	1.11427	0.17846	0.77364	2.29941	0.93442	1.45149	0	0.58916	3.22735	2.56387
ENSMODG00000006397	7.46	11.82819	10.04383	11.03031	3.36217	4.32156	8.66333	15.13943	2.59239	3.41392	14.02663	16.58004
ENSMODG00000006398	0.29389	0.87374	0.77722	1.12024	0.60711	0.19509	0.1955	0.45562	0.30093	0.30816	0.42213	1.28296
ENSMODG00000006399	2.8755	2.84957	1.90119	2.92999	1.00861	2.04074	2.34638	3.30823	1.8517	1.19489	2.23393	1.89485
ENSMODG00000006400	2.90568	4.65141	3.25116	2.41409	382.13908	198.85679	8.92269	11.54996	4.11938	2.81298	2.78224	1.33065
ENSMODG00000006402	0	0	0	0.25686	0	0	0	0	0	0	0.38712	1.20352
ENSMODG00000006403	19.28897	16.44997	19.45849	19.15593	10.87601	8.62943	19.07424	19.86944	13.03655	9.28173	31.50618	31.00818
ENSMODG00000006404	1.38317	0.88431	2.00607	1.47413	0.49159	0.59234	2.13745	3.50465	3.28939	2.80758	1.02533	1.7
ENSMODG00000006405	0.22738	1.26174	0.96205	0.34663	4.25814	3.09876	356.62722	416.747	223.35411	247.4016	68.61932	48.8702
ENSMODG00000006406	11.91576	4.53271	2.42899	2.02499	0.01678	0.03232	0.63135	0.42748	0.04979	0	0.23304	0.29937
ENSMODG00000006407	10.54059	13.46301	19.51326	18.7511	6.29005	3.99068	12	12.83042	2.39831	2.70214	65.04368	57.9162
ENSMODG00000006409	18.25448	11.16807	6.13417	4.86218	2.09341	1.22938	3.03412	1.84197	1.50281	1.81401	0.75291	0.45771
ENSMODG00000006410	33.52957	40.05407	35.86008	32.37867	30.08603	24.03692	32.57883	37.31513	15.43083	16.9222	27.00003	25.07681
ENSMODG00000006411	0	0	0	0	0	0.04374	0	0	0	0	0	0
ENSMODG00000006412	16.82399	14.66191	16.72443	18.49702	17.08895	19.114	56.841	61.1649	31.92731	32.03438	5.94103	8.1451
ENSMODG00000006413	1.91448	3.41345	35.0757	25.94848	7.66594	6.47817	6.81387	10.5844	2.12026	4.74122	3.59277	1.30601
ENSMODG00000006414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006415	5.99432	4.32022	8.71941	7.7082	3.54928	2.79365	5.66418	3.98133	1.74992	2.04148	6.78657	4.51049
ENSMODG00000006416	0	0	0	0.12643	0.13703	0	0	0	0	0	1.71479	1.18463
ENSMODG00000006417	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006419	0.04989	0	0	0.1268	0	0	0	0	0	0	0.1911	0.07921
ENSMODG00000006420	1.09837	1.14568	5.86045	5.63155	2.74208	1.22791	0.63249	0.61071	0	0	0.51659	0.33648
ENSMODG00000006421	0.21448	0	0	0.18173	0	0.06329	0.19031	0	0.19524	0	0.27388	0.22696
ENSMODG00000006423	25.25381	51.10987	32.28372	40.71736	67.0333	49.0228	56.24395	66.55047	37.08038	31.36533	118.93438	114.45891
ENSMODG00000006424	144.68675	92.93216	140.18868	124.36149	349.91944	363.85126	30.46127	27.50656	21.94175	11.75239	22.3079	26.42197
ENSMODG00000006425	26.38189	21.99362	68.13107	65.20104	26.39985	18.61233	41.32171	28.75002	10.31989	9.64001	34.85952	29.13723
ENSMODG00000006426	0	0	0.08851	0.02831	0.03068	0.03948	0.05942	0.13836	0.09138	0	13.58627	14.46775
ENSMODG00000006427	184.65391	230.10635	175.80289	187.25897	2.64413	1.97673	2.91983	3.07776	3.37012	3.45186	6.67862	5.78506
ENSMODG00000006428	7.34692	6.03996	4.12432	4.18138	12.90555	8.71198	5.67343	5.82605	3.84796	3.09098	5.6717	4.96291
ENSMODG00000006429	37.34339	33.55684	37.83444	31.18428	561.7074	437.35592	798.12395	515.44476	243.22758	193.89866	22.59563	23.83512
ENSMODG00000006430	13.7622	16.4996	17.68194	17.32186	10.28214	7.70179	9.7622	11.02369	1.52725	1.03672	22.12062	28.4558
ENSMODG00000006431	4.69833	2.30023	2.65625	3.4033	1.16806	1.768	2.13846	2.86048	0.79229	0.84259	5.42845	3.8268
ENSMODG00000006432	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006433	2.83303	2.38213	3.12815	3.75743	1.26103	0.84422	2.0309	1.81402	0.39062	0.24006	6.79551	6.36007
ENSMODG00000006434	64.11344	34.37813	51.89178	35.6922	71.77408	57.61394	35.4676	30.17456	23.00858	19.26625	131.85176	134.0376
ENSMODG00000006435	0.01509	0.05982	0.11974	0	1.87089	1.10883	1.00423	0.74887	0.04121	0	2.19691	1.38983
ENSMODG00000006436	44.00608	25.49368	10.10678	8.15138	0.01508	0	0.05841	0.0681	0	0.02297	0.10503	0.14798
ENSMODG00000006438	6.99757	6.19132	2.35458	2.26261	0	0	1.7875	0.96852	0	0	0	0.02479
ENSMODG00000006439	53.97315	62.90444	25.58537	25.66428	7.83011	6.98498	11.17949	17.01506	7.87816	3.73805	33.96658	33.95003
ENSMODG00000006440	17.88713	15.57113	11.8915	6.84374	3.47034	2.93	3.02449	4.39168	2.15861	1.03632	12.01773	12.43308
ENSMODG00000006441	16.79452	14.61568	13.57614	11.09226	0.03593	0.08073	0.79746	0.26924	0.39127	0.43717	2.74468	3.37151
ENSMODG00000006442	0.07855	0	0	0.09982	0	0.06952	0	0	4.07557	0.49429	0	0.12471
ENSMODG00000006443	4.45314	5.13508	1.49892	2.67494	0.22304	0.1433	0.64643	2.00828	0.22111	1.35866	31.32147	47.30127
ENSMODG00000006444	0.55568	0.90469	0.2362	0.50428	0.79252	0.71133	0.76578	0.98446	11.2705	8.61628	0.19	0.20474
ENSMODG00000006445	1.63982	0.83864	1.39895	0.53767	1.16557	0.84271	0.56306	1.09349	0.43326	0.66565	1.41829	1.84746
ENSMODG00000006446	0.76297	0.12097	0.32282	0.31022	0.42025	0.40513	0.16243	0.50463	0.33329	0	0.58442	0.19379
ENSMODG00000006447	13.18633	7.36304	9.46125	6.7605	5.05302	5.05379	21.36095	24.93344	5.44761	3.65557	6.41203	7.20844
ENSMODG00000006450	63.79604	75.02477	78.70536	74.89285	43.21278	23.21667	36.78429	27.11116	19.94616	20.54602	82.82687	90.40515
ENSMODG00000006451	12.06715	9.15864	14.35197	13.91469	2.64714	3.26498	20.46238	21.75215	4.98329	4.72404	4.64783	4.68516
ENSMODG00000006452	2.55271	1.13832	0.08436	0.16213	0	0.02823	0.59448	0.65952	0	0	11.36602	13.62656
ENSMODG00000006453	17.02595	18.33653	24.46769	28.73691	13.09476	10.86079	29.40978	42.76231	29.64677	31.26429	19.93266	20.80726
ENSMODG00000006454	0.66947	0.45065	0.30067	0.19261	0.48713	0.7155	1.57997	2.81974	1.24166	1.80162	2.80613	2.36623
ENSMODG00000006456	0.2001	0.23797	0.05288	0	0.11028	0.0177	1.54449	0.08266	0.16392	0.25184	0.53646	0.41296
ENSMODG00000006458	27.58263	26.53124	37.68637	29.62994	122.79926	78.29906	34.18921	31.2401	22.54919	23.09617	7.02927	4.28451
ENSMODG00000006460	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006461	7.93593	9.85198	19.25792	18.50573	21.85743	13.17895	46.82399	34.42944	32.97866	24.9681	7.18135	7.12992
ENSMODG00000006462	10.06079	11.1324	12.28937	11.46539	4.13161	3.29418	9.96556	8.39289	2.27885	1.23024	42.81092	44.7101
ENSMODG00000006463	4.97864	10.17581	6.37767	10.28006	0.21426	0.89504	2.0703	1.60796	0.2124	1.63167	116.79705	202.40905
ENSMODG00000006464	19.67802	15.7689	18.35014	17.13965	5.1216	6.48488	12.26139	12.42991	5.65832	5.74379	9.46104	9.1206
ENSMODG00000006466	1.60583	0.1872	0.8743	0.84015	0.39023	0.62702	0.37706	1.17143	0	0.39623	0.18089	0.89977
ENSMODG00000006467	0.05089	0.15135	0.03362	0	0	0.0225	0.03383	0	0.03471	0.05332	4.92171	4.20107
ENSMODG00000006468	0.51779	0.37799	0.86485	0.4502	4.95376	3.93135	5.80203	7.21004	0.14884	0.11424	76.76911	81.03032
ENSMODG00000006471	4.25819	2.14077	1.04377	1.003	0	0	2.3218	2.06083	0	0.17435	8.83085	6.628
ENSMODG00000006474	0.75207	0.98018	0.21794	0.23569	0.93636	2.19748	7.07398	10.52004	2.36295	2.54995	41.7885	44.27462
ENSMODG00000006475	0.24794	0	0	1.0503	0	0	0	0	0	0	0	0
ENSMODG00000006476	0	0.14757	0	0	26.6764	55.02647	12.49174	8.93196	0.10165	0.15618	3.70965	3.01606
ENSMODG00000006477	8.00464	5.2134	6.35677	5.21535	4.37183	7.81694	10.01777	8.90558	3.96248	4.28068	23.75409	23.43515
ENSMODG00000006478	10.10779	11.66042	10.93826	10.90449	14.43748	8.41729	30.31416	19.79563	19.59661	18.46379	5.8876	5.54774
ENSMODG00000006479	9.05859	6.2534	7.94068	8.47116	3.08366	3.01769	4.46939	5.89081	1.87588	2.13475	49.8991	47.10068
ENSMODG00000006480	0.82672	1.67068	0.77168	0.74154	7.45588	6.59931	0.77655	0.60303	0.08852	0.0679	1.1796	0.79774
ENSMODG00000006483	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000006484	0.20419	0	0	0	0	0	0	0	0	0	0.65171	0.16204
ENSMODG00000006486	11.40168	12.85536	3.31689	3.54147	0.55833	2.91517	5.79899	10.57909	3.52818	3.7732	6.40492	9.93512
ENSMODG00000006487	19.06249	21.7513	32.91778	44.55693	0	0.03383	0.05093	0	0.05226	0	0.29285	0.18215
ENSMODG00000006488	0	0	0	0	0.04629	0.07433	0	0	0	0	0.12855	0.02668
ENSMODG00000006490	4.24986	5.01487	0.1949	0.37458	0.20298	0.10871	8.49899	10.15554	0.16769	0.20611	11.38498	13.92253
ENSMODG00000006491	24.8221	16.36166	31.71121	31.94409	19.80507	9.76932	27.0402	16.98653	16.26783	7.44335	15.95258	11.17825
ENSMODG00000006492	1.02353	0.75391	0.88638	0.96682	0.27444	0.30464	1.20531	1.42296	0.39569	0.75991	1.21424	0.61831
ENSMODG00000006493	1.12165	1.72899	0.98874	0.31675	0.34328	0.66182	0.49756	0	0.17016	0.78428	0.71607	1.08819
ENSMODG00000006494	22.75475	18.09215	18.32647	18.03399	10.09358	6.39841	13.38827	11.43148	5.36702	4.612	4.08328	6.29386
ENSMODG00000006495	4.8243	5.78728	4.19684	2.58106	2.09799	4.10115	10.1361	15.48268	10.0525	9.58629	16.77587	24.2861
ENSMODG00000006497	0.43181	0.74882	0.57099	0.48008	0	0	0	0	0	0	0	0
ENSMODG00000006498	31.20095	42.98025	54.41721	50.24113	361.5652	347.54163	296.26266	452.21091	237.94742	215.58141	18.80119	22.97798
ENSMODG00000006501	4.54669	3.58046	2.68395	1.96014	1.5933	2.95512	2.56596	4.02777	1.49631	1.87332	13.60505	11.80979
ENSMODG00000006503	131.41945	149.5981	76.40213	85.38768	35.34899	58.62723	59.19383	84.29119	37.91918	41.59871	81.01707	103.2583
ENSMODG00000006504	2.26706	5.33569	1.49892	1.44037	0.19511	3.13508	1.88544	3.80734	0.58027	2.08042	1.8995	2.8117
ENSMODG00000006505	21.57687	27.03473	25.05013	31.56238	0.18397	0.05065	0.12695	0.11828	0	0	1.49798	1.65057
ENSMODG00000006506	0.06346	0	0	0	0.17479	0	0	0	0	0	1.45877	1.91465
ENSMODG00000006507	9.52787	15.20502	23.88876	29.32347	16.57167	11.14297	27.41486	22.50752	55.66162	52.88076	11.13753	10.82862
ENSMODG00000006508	0.11774	0	2.80205	1.79511	0.12968	0	0	0	0	0	1.08223	0.71022
ENSMODG00000006509	1.22882	1.07755	2.90467	1.96208	0.59898	0.29836	1.24446	1.34856	1.0095	0.63869	64.80827	73.54213
ENSMODG00000006510	0.07603	0.06699	0.69236	0.62249	0	0.02992	0	0.03484	0	0	0.5175	0.61673
ENSMODG00000006511	2.53172	3.42666	3.75592	5.64933	1.53062	1.31159	0	0	0.1686	0	0.47301	0.58816
ENSMODG00000006514	3.27279	7.09185	2.135	2.05161	2.16343	0.77242	1.68399	1.53337	2.74044	3.8441	0.66848	1.38552
ENSMODG00000006515	166.3493	183.34816	216.30437	199.39439	77.17496	76.8487	95.97828	117.38018	62.02126	52.53926	178.94991	270.5291
ENSMODG00000006516	18.79854	13.69003	17.3425	14.22091	8.42856	6.03592	8.84236	7.22913	10.02676	13.93787	14.23269	8.25892
ENSMODG00000006517	65.99414	85.40514	56.98092	48.02241	80.52981	73.69082	323.86775	309.63548	34.07708	32.40425	41.81185	49.98925
ENSMODG00000006519	1.74804	2.71729	4.80422	3.65846	5.38096	5.7333	60.93343	67.58808	23.11557	26.02478	0.52516	0.65293
ENSMODG00000006520	10.19472	5.23114	0.95979	0.9223	0	0	0	0	0	0	0.50546	0.62852
ENSMODG00000006521	73.29023	67.56925	95.79152	102.56133	23.26021	27.53882	14.83013	18.02864	0.51983	0.36308	14.05216	19.69837
ENSMODG00000006522	21.70556	25.19345	28.99238	35.25036	17.7805	18.88305	49.68047	39.12305	46.08579	59.15138	47.99795	50.16405
ENSMODG00000006523	7.35497	9.45531	7.75421	7.70385	11.6343	20.31995	15.20947	19.106	18.31804	11.88281	5.51981	4.81243
ENSMODG00000006526	10.43118	10.93218	8.94705	9.96815	1.48551	1.36691	5.87185	8.05693	2.30927	0.977	19.2018	26.25034
ENSMODG00000006527	2.59509	2.47743	0.10778	0.17265	0.74846	0.85379	2.85661	2.86461	1.55806	1.93783	0.46827	0.23724
ENSMODG00000006530	0	0.37158	0	0	0	0	0	0	0	0	7.17898	12.79488
ENSMODG00000006531	7.16092	5.78784	2.70548	3.11087	0.36125	0.41015	1.815	1.482	0.35812	0.51347	13.59648	12.60344
ENSMODG00000006533	4.69223	4.0245	4.95883	5.5788	7.55763	9.45516	6.96186	6.95753	4.14563	5.75537	22.03566	20.60456
ENSMODG00000006534	0.61553	3.70199	0.50514	0.16176	0.05848	0.07513	0.39543	1.14073	1.91241	3.47243	0.40645	0.47177
ENSMODG00000006536	5.17584	5.36022	4.68599	1.06652	1.02736	0.08254	0.74462	0.19268	0	0	2.67885	2.29474
ENSMODG00000006537	34.27821	25.58239	86.96434	71.33519	0.18934	0.23474	0.39214	0.54832	0.10724	0.08248	1.88127	1.16959
ENSMODG00000006538	0.02942	0.11663	0	0.14966	0	0.10424	0.86195	4.6251	0	0	0.11269	0
ENSMODG00000006539	25.0101	23.81377	29.88205	27.48905	7.44801	8.37014	18.28363	18.18866	13.3701	10.79197	40.70192	56.27249
ENSMODG00000006540	8.21763	8.43719	8.12299	8.25083	3.93295	6.98679	5.23441	6.96147	5.14955	4.06898	26.83082	26.86124
ENSMODG00000006543	23.72715	13.7074	18.29058	15.05296	4.29066	4.83321	25.55894	29.93603	3.73942	4.02165	338.33439	404.50255
ENSMODG00000006544	6.21118	14.05048	20.12442	14.79306	88.67042	119.18187	13.58744	9.81368	4.79467	4.77457	66.0134	93.44153
ENSMODG00000006547	0.07827	0.12417	0.37268	0.43762	0.04314	0.05541	1.83324	551.28288	0.04277	0.06571	1.43908	0.34797
ENSMODG00000006548	2.32891	1.47046	1.30817	0.31421	0.39731	0.36481	0.32904	0.51112	0.16886	0.34591	0.78938	0.62164
ENSMODG00000006549	23.6368	21.76452	19.83344	22.46207	37.25342	26.3716	43.1248	36.5391	55.7621	44.10013	319.0421	393.2034
ENSMODG00000006552	4.23662	3.15944	3.19035	3.06574	3.16443	3.60977	20.37154	19.56261	25.39013	25.00204	3.54791	3.70489
ENSMODG00000006553	11.9508	14.5032	41.91167	45.22636	19.20058	12.37808	25.81273	24.52328	6.73893	5.1768	10.77995	14.19476
ENSMODG00000006554	16.00727	16.51809	15.87494	15.6752	9.74663	10.3033	13.55475	19.75647	8.17233	5.48016	8.04385	9.24069
ENSMODG00000006555	32.19668	30.36343	38.90188	36.99466	14.62538	27.95517	25.25904	65.47807	23.4148	17.53911	22.20888	25.5807
ENSMODG00000006556	1.40821	2.36156	4.58363	4.95522	31.62503	14.04508	37.62115	22.16664	11.83076	18.40368	12.65429	5.58893
ENSMODG00000006557	0.11912	0	0.2362	0.30271	0	0	3.56575	9.60053	0	0.12482	0.45623	0.42544
ENSMODG00000006558	1.75951	0.26816	2.50554	2.23575	0.09323	0.41925	2.52136	1.67862	1.01626	0.85158	1.03682	0.75201
ENSMODG00000006559	10.30074	8.87463	5.62891	6.76134	2.35041	2.60346	8.60353	11.12308	7.62065	5.39089	11.4592	16.16141
ENSMODG00000006560	9.64441	10.77366	20.86851	26.29222	10.62516	5.5094	16.80021	13.0483	9.33626	11.03402	27.87257	17.12013
ENSMODG00000006561	3.61924	2.62708	4.39188	3.84176	0.92299	1.17317	1.34772	2.30901	0.85403	1.06208	3.65094	2.30532
ENSMODG00000006562	12.54409	12.80836	12.35181	14.30778	8.08357	13.47478	12.84282	24.96611	9.4006	8.64204	14.97028	20.13801
ENSMODG00000006563	15.06286	23.49937	14.15846	18.14058	8.08069	7.549	11.35003	8.12758	8.91925	5.83665	15.98722	26.31351
ENSMODG00000006565	41.36131	43.93912	42.34025	43.52939	41.49412	32.41472	40.82899	37.53673	19.43698	18.95369	19.08601	20.41123
ENSMODG00000006566	0.33635	0.48481	0.20221	0.69932	0	0.12177	0.12201	0.50561	0.08345	0.06411	8.37371	6.94142
ENSMODG00000006567	0.07117	0.14097	0.09405	0.09038	0	0.03148	0	0	0	0.14919	1.09025	0.28244
ENSMODG00000006568	3.61943	4.79521	8.33364	14.8013	0.42996	1.13108	1.60974	3.54913	1.67817	1.22784	881.39078	857.14294
ENSMODG00000006569	1.80388	1.47215	2.43201	1.3483	0.73063	0.42262	6.40095	4.60601	0.7243	0.44516	0.13548	0.30882
ENSMODG00000006570	298.69784	288.42252	615.0087	532.53628	38.94454	34.53535	12.1129	9.90972	11.51592	11.58323	35.21419	51.54223
ENSMODG00000006572	11.53513	16.40184	16.109	9.78135	52.58991	27.99814	20.57857	24.36858	0.94672	0.58177	4.3827	3.87162
ENSMODG00000006573	2.15133	2.76862	4.69191	5.36078	3.11657	2.02764	6.46886	5.37083	4.61529	4.86384	7.43718	4.98982
ENSMODG00000006574	5.59351	4.79804	5.73127	4.78801	3.38774	6.73023	4.75421	5.48832	4.71772	3.80835	6.95433	8.63191
ENSMODG00000006575	12.13899	15.20446	13.72446	13.76176	6.463	11.34256	405.32406	299.60336	334.89314	258.77689	3.45674	4.36999
ENSMODG00000006576	17.27304	18.00025	18.00402	19.27305	12.54954	16.08974	17.01345	19.47167	9.71362	9.12195	33.0202	24.92067
ENSMODG00000006577	0.07094	1.68748	0.75053	0	1.17252	1.50709	138.59727	156.62894	130.37731	102.68474	46.19802	35.25529
ENSMODG00000006579	2.87388	1.23626	1.8264	1.69844	0.61353	0.70981	0.77072	0.36843	0.30418	0.09347	0.34135	0.28297
ENSMODG00000006582	32.17375	35.50814	36.11467	36.1182	6.63281	3.64112	18.88749	14.33014	17.78364	16.64599	26.72833	22.50432
ENSMODG00000006583	22.84241	11.43718	20.66644	18.94275	58.27758	32.98468	23.99647	20.37702	21.99324	17.14728	226.55162	513.78608
ENSMODG00000006584	4.68695	3.18058	4.95141	4.54761	2.5783	2.5644	3.96575	2.81679	2.38206	1.89669	9.61002	8.73469
ENSMODG00000006585	5.44688	6.75746	2.74905	4.43799	1.48879	6.40309	8.9631	5.67234	4.54106	4.53491	0.31856	0.39604
ENSMODG00000006586	2.44145	2.58066	4.3045	5.17046	4.03458	3.16916	3.68194	6.39229	3.7775	4.09674	3.42866	6.71816
ENSMODG00000006587	0.73464	0.25042	0.20888	0.08034	0	0	0.02103	0	0	0.03315	0	0.01255
ENSMODG00000006588	40.84807	42.01198	70.15014	73.67075	27.29792	24.28736	53.66888	53.28864	18.61467	11.05519	56.83245	40.65452
ENSMODG00000006589	0.02585	0.41026	0.06837	0	0	0	0.0688	0	0	0	3.6668	3.4093
ENSMODG00000006591	6.1889	4.85975	3.21641	2.7917	3.07959	4.47915	3.81092	3.85182	3.90983	3.12693	1.87835	1.27676
ENSMODG00000006592	6.36981	8.54948	10.34323	10.9259	31.1674	20.7813	20.2048	17.77318	6.94899	8.26358	22.91037	18.35268
ENSMODG00000006593	6.86661	4.45383	1.87097	2.85546	0.57315	2.02574	2.10425	2.4086	0.90902	0.6984	2.39093	1.84988
ENSMODG00000006594	5.56356	3.92373	5.71352	6.24315	7.08453	5.46115	6.55717	6.45192	2.58446	2.69754	2.96112	2.93648
ENSMODG00000006595	0	0	0	0	0	0.04744	0	0	0	0	25.77085	40.42809
ENSMODG00000006596	27.43147	26.67032	39.48495	38.80695	12.75567	11.23609	25.9436	22.55987	10.50083	7.50626	10.29583	8.03354
ENSMODG00000006597	0.42933	0.26175	1.09186	0.50356	0	0	0	0	0	0	0.25291	0.36701
ENSMODG00000006599	0	0	0	0	0	0.00952	0	0	0.02938	0	0.16448	0.25568
ENSMODG00000006600	0	0	0	0	0	0	0.11479	0	0	0	0	0
ENSMODG00000006601	2.53453	3.98242	2.5967	3.13349	0	0	14.21969	23.12669	0.74809	0.47892	14.51769	15.22461
ENSMODG00000006602	12.71625	9.52796	4.51136	3.08715	1.92202	1.94433	2.06358	2.99175	0.42338	0.21689	8.6124	8.45241
ENSMODG00000006603	8.30976	14.06369	10.86461	11.10472	15.84091	17.66724	24.35135	38.28956	28.34843	28.51381	12.80254	17.66823
ENSMODG00000006605	35.80179	37.16467	59.96871	64.06844	195.39585	231.69804	50.50492	81.61062	4.78804	5.2441	14.43072	18.49515
ENSMODG00000006606	83.41552	97.35539	125.10633	124.44945	39.58744	32.31563	79.45676	68.38419	43.37579	35.33086	81.12867	95.83508
ENSMODG00000006608	2.45812	1.4329	0.38238	0.27561	0	0	0.09617	0	0	0	0	0.1148
ENSMODG00000006609	0.43381	0.85978	3.15484	3.7665	1.29433	0.54388	30.59303	28.99132	1.57925	1.21307	0.69237	2.06596
ENSMODG00000006611	29.96856	27.24174	77.38307	65.63948	20.30387	11.17664	28.55847	18.05247	13.60876	12.7963	60.92122	51.4239
ENSMODG00000006612	3.13087	1.54462	4.26446	2.39038	1.51737	1.61741	2.253	2.49972	1.02731	0.73275	5.81576	5.31163
ENSMODG00000006613	11.05681	6.95976	7.56132	6.2711	2.84278	1.71145	5.399	10.44623	1.10127	0.59715	9.36039	12.84454
ENSMODG00000006616	24.72518	34.82217	22.29592	21.6051	15.02466	18.43419	11.02986	19.32978	16.82899	10.25313	53.99845	45.15632
ENSMODG00000006618	36.04634	34.31152	39.97937	32.6042	26.31003	15.59553	12.1765	7.79576	5.23339	4.66872	17.76109	14.57598
ENSMODG00000006619	4.69942	5.39777	1.6947	1.69639	0.14712	0.09451	0.21324	0.55186	0.14585	0	36.30572	54.85108
ENSMODG00000006620	0.50036	1.17852	1.61097	1.71393	0.11985	0.32731	0.57902	0.44972	0.13857	0.09127	0.19438	0.10362
ENSMODG00000006621	11.5765	14.1488	10.84307	10.29688	17.53648	22.24162	11.81008	28.51484	15.01408	15.78283	38.42768	27.26059
ENSMODG00000006622	7.13673	6.68442	8.30216	7.82483	5.49465	6.31629	8.93561	10.9237	6.3721	6.37928	11.62002	9.62071
ENSMODG00000006623	0.11007	0.39988	0.07277	0.02335	0	0	0.04878	0.11376	0	0	1.47555	0.37865
ENSMODG00000006624	9.17157	6.1849	2.81804	1.45066	0	0	0.10123	0.15725	0	0	0.29157	0.12085
ENSMODG00000006625	0.50332	1.52575	0.7047	0.52666	4.97421	4.87387	287.91437	317.8625	197.97576	206.17277	61.57603	52.36025
ENSMODG00000006626	38.55179	24.98397	20.79562	20.91643	4.97199	9.01737	3.98995	4.93292	0.9189	1.92525	6.79696	7.62594
ENSMODG00000006628	50.3926	26.81581	98.76582	82.51103	39.10294	31.32143	10.41041	8.65642	0.25127	0.19312	35.25305	27.21434
ENSMODG00000006630	15.93176	12.77836	16.43333	15.31659	24.44911	23.98278	20.05998	18.28431	15.43551	15.74448	90.78556	89.39957
ENSMODG00000006632	52.17689	54.16778	160.98673	176.90034	10.04402	5.85213	64.31053	57.32097	3.82963	9.58229	1.99542	2.09944
ENSMODG00000006633	23.8597	28.04302	38.3737	35.95825	33.77456	35.67751	14.98851	21.21819	11.13544	9.89265	30.49727	30.83066
ENSMODG00000006634	0.0845	0	0	0.05372	0	0.01871	0.33728	0.08738	0	0	0.16174	0.06704
ENSMODG00000006635	0	0.13474	0	0	0	0	0	0	0	0.1426	4.81577	7.87619
ENSMODG00000006637	3.83976	1.51763	0.26806	0.20036	0	0	0	0	0	0	0	0
ENSMODG00000006639	15.13861	15.71983	11.24434	11.67737	6.72171	9.46654	8.62608	9.37951	4.99759	4.55888	11.53815	9.53439
ENSMODG00000006640	12.74981	9.85689	11.95697	9.07707	24.03332	28.3303	25.50876	40.5588	8.39435	10.62101	3.29026	4.66536
ENSMODG00000006641	45.15773	64.79987	63.94129	73.59582	24.85848	20.81635	77.94551	82.03633	67.32055	68.20124	101.7615	143.5199
ENSMODG00000006642	6.83889	7.96352	3.91784	3.40378	4.02435	8.56716	2.86244	4.94964	0.88653	1.10662	24.87242	25.90183
