Ensembl Gene ID,Opossum Ensembl Gene ID,Homology Type
ENSMUSG00000047502,ENSMODG00000003888,ortholog_one2one
ENSMUSG00000030897,ENSMODG00000018592,ortholog_one2one
ENSMUSG00000018581,ENSMODG00000001356,ortholog_one2one
ENSMUSG00000036199,ENSMODG00000007201,ortholog_one2one
ENSMUSG00000026815,ENSMODG00000012600,ortholog_one2one
ENSMUSG00000021187,ENSMODG00000001937,ortholog_one2one
ENSMUSG00000007812,ENSMODG00000028634,ortholog_one2one
ENSMUSG00000074634,ENSMODG00000025617,ortholog_one2many
ENSMUSG00000052212,,
ENSMUSG00000001768,ENSMODG00000005916,ortholog_one2one
ENSMUSG00000015478,ENSMODG00000014886,ortholog_one2one
ENSMUSG00000028059,ENSMODG00000016970,ortholog_one2one
ENSMUSG00000047654,ENSMODG00000023787,ortholog_one2one
ENSMUSG00000040127,,
ENSMUSG00000030898,ENSMODG00000000120,ortholog_many2many
ENSMUSG00000094114,ENSMODG00000025617,ortholog_one2many
ENSMUSG00000005417,ENSMODG00000004691,ortholog_one2one
ENSMUSG00000046402,ENSMODG00000018603,ortholog_one2one
ENSMUSG00000074715,,
ENSMUSG00000029419,ENSMODG00000017341,ortholog_one2one
ENSMUSG00000031922,ENSMODG00000000131,ortholog_one2one
ENSMUSG00000020781,ENSMODG00000007438,ortholog_one2one
ENSMUSG00000093930,ENSMODG00000020279,ortholog_one2one
ENSMUSG00000032454,ENSMODG00000018602,ortholog_one2one
ENSMUSG00000054169,ENSMODG00000028467,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000023865,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000029356,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000012659,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000021377,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000022569,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000027901,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000028445,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000028737,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000027788,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000028170,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000022588,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000028082,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000022754,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000027582,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000028973,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000028893,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000022559,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000028353,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000029169,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000028921,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000027970,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000022666,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000014116,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000021382,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000022693,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000028371,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000022667,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000027857,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000027945,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000022514,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000022617,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000022594,ortholog_many2many
ENSMUSG00000054169,ENSMODG00000014708,ortholog_many2many
ENSMUSG00000036180,ENSMODG00000007189,ortholog_one2one
ENSMUSG00000050347,ENSMODG00000015561,ortholog_one2many
ENSMUSG00000029168,ENSMODG00000015761,ortholog_one2one
ENSMUSG00000051107,ENSMODG00000013352,ortholog_one2one
ENSMUSG00000095675,ENSMODG00000007865,ortholog_one2many
ENSMUSG00000063919,ENSMODG00000015283,ortholog_one2one
ENSMUSG00000031289,ENSMODG00000005037,ortholog_one2one
ENSMUSG00000091955,,
ENSMUSG00000029924,ENSMODG00000013696,ortholog_one2one
ENSMUSG00000015087,ENSMODG00000017349,ortholog_one2one
ENSMUSG00000094695,ENSMODG00000025500,ortholog_one2many
ENSMUSG00000037060,ENSMODG00000018588,ortholog_one2one
ENSMUSG00000070420,,
ENSMUSG00000029333,ENSMODG00000011880,ortholog_one2one
ENSMUSG00000062732,,
ENSMUSG00000022431,ENSMODG00000007265,ortholog_one2one
ENSMUSG00000095930,ENSMODG00000020280,ortholog_one2one
ENSMUSG00000024266,ENSMODG00000004888,ortholog_one2one
ENSMUSG00000037049,ENSMODG00000018587,ortholog_one2one
ENSMUSG00000050945,ENSMODG00000007859,ortholog_one2one
ENSMUSG00000093996,ENSMODG00000024699,ortholog_one2many
ENSMUSG00000051074,,
ENSMUSG00000002897,ENSMODG00000018436,ortholog_one2one
ENSMUSG00000041406,ENSMODG00000003433,ortholog_one2one
ENSMUSG00000011349,ENSMODG00000010059,ortholog_one2many
ENSMUSG00000094870,ENSMODG00000020281,ortholog_one2one
ENSMUSG00000005043,ENSMODG00000002222,ortholog_one2one
ENSMUSG00000037032,ENSMODG00000018585,ortholog_one2one
ENSMUSG00000045246,ENSMODG00000004854,ortholog_one2one
ENSMUSG00000048960,ENSMODG00000007595,ortholog_one2one
ENSMUSG00000094626,ENSMODG00000018438,ortholog_one2one
ENSMUSG00000017667,ENSMODG00000013677,ortholog_one2many
ENSMUSG00000041512,,
ENSMUSG00000032458,ENSMODG00000018599,ortholog_one2one
ENSMUSG00000042410,ENSMODG00000009686,ortholog_one2one
ENSMUSG00000044367,ENSMODG00000006181,ortholog_one2one
ENSMUSG00000024238,ENSMODG00000007847,ortholog_one2one
ENSMUSG00000058979,ENSMODG00000003013,ortholog_one2many
ENSMUSG00000058979,ENSMODG00000018439,ortholog_one2many
ENSMUSG00000023336,ENSMODG00000004832,ortholog_one2one
ENSMUSG00000029923,ENSMODG00000013653,ortholog_one2one
ENSMUSG00000021451,ENSMODG00000013348,ortholog_one2one
ENSMUSG00000021953,ENSMODG00000008970,ortholog_one2many
ENSMUSG00000021953,ENSMODG00000008958,ortholog_one2many
ENSMUSG00000030895,ENSMODG00000018583,ortholog_one2one
ENSMUSG00000006369,ENSMODG00000007284,ortholog_one2one
ENSMUSG00000036093,ENSMODG00000010192,ortholog_one2one
ENSMUSG00000066900,ENSMODG00000015309,ortholog_one2one
ENSMUSG00000031858,ENSMODG00000007162,ortholog_one2one
ENSMUSG00000006784,ENSMODG00000014741,ortholog_one2one
ENSMUSG00000027670,ENSMODG00000016227,ortholog_one2one
ENSMUSG00000063296,ENSMODG00000018534,ortholog_one2one
ENSMUSG00000034201,ENSMODG00000008732,ortholog_one2one
ENSMUSG00000040952,ENSMODG00000010067,ortholog_one2one
ENSMUSG00000069804,,
ENSMUSG00000034254,ENSMODG00000014891,ortholog_one2one
ENSMUSG00000017453,ENSMODG00000019322,ortholog_one2one
ENSMUSG00000051076,ENSMODG00000005170,ortholog_one2one
ENSMUSG00000034871,ENSMODG00000003909,ortholog_one2one
ENSMUSG00000038506,ENSMODG00000003808,ortholog_one2one
ENSMUSG00000070419,ENSMODG00000000511,ortholog_many2many
ENSMUSG00000070419,ENSMODG00000000829,ortholog_many2many
ENSMUSG00000070419,ENSMODG00000000796,ortholog_many2many
ENSMUSG00000070419,ENSMODG00000025495,ortholog_many2many
ENSMUSG00000033219,,
ENSMUSG00000053617,ENSMODG00000011016,ortholog_one2one
ENSMUSG00000029922,ENSMODG00000013686,ortholog_many2many
ENSMUSG00000033805,ENSMODG00000011866,ortholog_one2one
ENSMUSG00000021346,ENSMODG00000011350,ortholog_one2many
ENSMUSG00000025330,ENSMODG00000002689,ortholog_one2one
ENSMUSG00000094237,,
ENSMUSG00000018459,ENSMODG00000016228,ortholog_one2one
ENSMUSG00000021848,ENSMODG00000007711,ortholog_one2one
ENSMUSG00000095514,,
ENSMUSG00000036989,ENSMODG00000018582,ortholog_one2one
ENSMUSG00000024029,ENSMODG00000021017,ortholog_one2one
ENSMUSG00000096284,,
ENSMUSG00000003379,,
ENSMUSG00000096175,,
ENSMUSG00000095234,ENSMODG00000025500,ortholog_one2many
ENSMUSG00000078537,,
ENSMUSG00000096892,,
ENSMUSG00000095029,,
ENSMUSG00000091255,,
ENSMUSG00000095609,,
ENSMUSG00000096323,,
ENSMUSG00000098557,ENSMODG00000001135,ortholog_one2one
ENSMUSG00000038656,ENSMODG00000000511,ortholog_many2many
ENSMUSG00000038656,ENSMODG00000000829,ortholog_many2many
ENSMUSG00000038656,ENSMODG00000000796,ortholog_many2many
ENSMUSG00000038656,ENSMODG00000025495,ortholog_many2many
ENSMUSG00000095653,,
ENSMUSG00000034209,ENSMODG00000008736,ortholog_one2one
ENSMUSG00000093909,ENSMODG00000024699,ortholog_one2many
ENSMUSG00000047171,ENSMODG00000004628,ortholog_one2one
ENSMUSG00000094027,,
ENSMUSG00000020652,ENSMODG00000015893,ortholog_one2one
ENSMUSG00000011306,ENSMODG00000007089,ortholog_one2one
ENSMUSG00000024028,ENSMODG00000021018,ortholog_one2one
ENSMUSG00000063846,,
ENSMUSG00000095779,ENSMODG00000024699,ortholog_one2many
ENSMUSG00000034112,ENSMODG00000004827,ortholog_one2one
ENSMUSG00000000317,ENSMODG00000006161,ortholog_one2one
ENSMUSG00000089809,,
ENSMUSG00000095071,,
ENSMUSG00000038375,ENSMODG00000002664,ortholog_one2one
ENSMUSG00000072188,,
ENSMUSG00000022454,ENSMODG00000018531,ortholog_one2one
ENSMUSG00000094066,ENSMODG00000024699,ortholog_one2many
ENSMUSG00000034139,ENSMODG00000016259,ortholog_one2one
ENSMUSG00000033794,ENSMODG00000011859,ortholog_one2one
ENSMUSG00000096260,,
ENSMUSG00000003746,ENSMODG00000017780,ortholog_one2one
ENSMUSG00000035078,ENSMODG00000008953,ortholog_one2one
ENSMUSG00000096596,ENSMODG00000007865,ortholog_one2many
ENSMUSG00000021078,ENSMODG00000007892,ortholog_one2one
ENSMUSG00000025396,,
ENSMUSG00000032459,ENSMODG00000018598,ortholog_one2one
ENSMUSG00000034105,ENSMODG00000004773,ortholog_one2one
ENSMUSG00000038827,ENSMODG00000012563,ortholog_one2one
ENSMUSG00000045608,ENSMODG00000018530,ortholog_one2one
ENSMUSG00000091897,,
ENSMUSG00000041396,ENSMODG00000003390,ortholog_one2one
ENSMUSG00000015804,ENSMODG00000000813,ortholog_one2one
ENSMUSG00000070632,,
ENSMUSG00000022126,ENSMODG00000001141,ortholog_one2one
ENSMUSG00000091080,,
ENSMUSG00000031827,ENSMODG00000004760,ortholog_one2one
ENSMUSG00000021079,ENSMODG00000007898,ortholog_one2one
ENSMUSG00000025328,ENSMODG00000002731,ortholog_one2one
ENSMUSG00000024032,ENSMODG00000021019,ortholog_one2one
ENSMUSG00000091014,ENSMODG00000023165,ortholog_many2many
ENSMUSG00000038497,ENSMODG00000003789,ortholog_one2one
ENSMUSG00000063058,,
ENSMUSG00000074738,,
ENSMUSG00000097643,,
ENSMUSG00000031828,ENSMODG00000004755,ortholog_one2one
ENSMUSG00000094230,,
ENSMUSG00000022125,ENSMODG00000001150,ortholog_one2one
ENSMUSG00000046272,ENSMODG00000024217,ortholog_one2one
ENSMUSG00000039725,ENSMODG00000028859,ortholog_one2many
ENSMUSG00000090470,,
ENSMUSG00000045126,ENSMODG00000027444,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024226,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000020161,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024220,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024222,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024238,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024236,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024228,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000022568,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024218,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024219,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024234,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024231,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024243,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000020170,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024230,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024221,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024235,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024232,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024240,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000020169,ortholog_many2many
ENSMUSG00000045126,ENSMODG00000024237,ortholog_many2many
ENSMUSG00000042694,ENSMODG00000011003,ortholog_one2one
ENSMUSG00000091938,ENSMODG00000025499,ortholog_one2many
ENSMUSG00000057817,ENSMODG00000027444,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024226,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000020161,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024220,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024222,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024238,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024236,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024228,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000022568,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024218,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024219,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024234,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024231,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024243,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000020170,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024230,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024221,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024235,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024232,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024240,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000020169,ortholog_many2many
ENSMUSG00000057817,ENSMODG00000024237,ortholog_many2many
ENSMUSG00000074123,,
ENSMUSG00000033233,ENSMODG00000005160,ortholog_one2one
ENSMUSG00000096826,,
ENSMUSG00000060303,ENSMODG00000027444,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024226,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000020161,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024220,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024222,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024238,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024236,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024228,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000022568,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024218,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024219,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024234,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024231,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024243,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000020170,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024230,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024221,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024235,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024232,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024240,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000020169,ortholog_many2many
ENSMUSG00000060303,ENSMODG00000024237,ortholog_many2many
ENSMUSG00000000632,ENSMODG00000019317,ortholog_one2one
ENSMUSG00000029038,ENSMODG00000024079,ortholog_one2one
ENSMUSG00000036151,ENSMODG00000007077,ortholog_one2one
ENSMUSG00000025395,,
ENSMUSG00000048456,ENSMODG00000027444,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024226,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000020161,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024220,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024222,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024238,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024236,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024228,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000022568,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024218,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024219,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024234,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024231,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024243,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000020170,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024230,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024221,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024235,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024232,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024240,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000020169,ortholog_many2many
ENSMUSG00000048456,ENSMODG00000024237,ortholog_many2many
ENSMUSG00000018796,ENSMODG00000004620,ortholog_one2one
ENSMUSG00000026582,ENSMODG00000003253,ortholog_one2one
ENSMUSG00000030881,ENSMODG00000018580,ortholog_one2one
ENSMUSG00000035067,ENSMODG00000008911,ortholog_one2one
ENSMUSG00000050397,ENSMODG00000018597,ortholog_one2one
ENSMUSG00000049498,ENSMODG00000027444,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024226,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000020161,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024220,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024222,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024238,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024236,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024228,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000022568,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024218,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024219,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024234,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024231,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024243,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000020170,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024230,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024221,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024235,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024232,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024240,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000020169,ortholog_many2many
ENSMUSG00000049498,ENSMODG00000024237,ortholog_many2many
ENSMUSG00000068601,,
ENSMUSG00000015879,ENSMODG00000000804,ortholog_one2one
ENSMUSG00000025329,ENSMODG00000023829,ortholog_one2one
ENSMUSG00000062892,ENSMODG00000027444,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024226,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000020161,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024220,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024222,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024238,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024236,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024228,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000022568,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024218,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024219,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024234,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024231,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024243,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000020170,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024230,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024221,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024235,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024232,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024240,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000020169,ortholog_many2many
ENSMUSG00000062892,ENSMODG00000024237,ortholog_many2many
ENSMUSG00000064210,,
ENSMUSG00000040904,ENSMODG00000006112,ortholog_one2many
ENSMUSG00000041225,ENSMODG00000007821,ortholog_one2one
ENSMUSG00000006490,ENSMODG00000011350,ortholog_one2many
ENSMUSG00000046913,ENSMODG00000027444,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024226,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000020161,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024220,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024222,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024238,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024236,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024228,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000022568,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024218,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024219,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024234,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024231,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024243,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000020170,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024230,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024221,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024235,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024232,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024240,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000020169,ortholog_many2many
ENSMUSG00000046913,ENSMODG00000024237,ortholog_many2many
ENSMUSG00000071226,ENSMODG00000018448,ortholog_one2one
ENSMUSG00000022603,ENSMODG00000000048,ortholog_one2one
ENSMUSG00000094755,ENSMODG00000027444,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024226,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000020161,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024220,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024222,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024238,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024236,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024228,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000022568,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024218,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024219,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024234,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024231,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024243,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000020170,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024230,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024221,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024235,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024232,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024240,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000020169,ortholog_many2many
ENSMUSG00000094755,ENSMODG00000024237,ortholog_many2many
ENSMUSG00000007594,ENSMODG00000007055,ortholog_one2one
ENSMUSG00000022124,ENSMODG00000001157,ortholog_one2one
ENSMUSG00000032463,ENSMODG00000018576,ortholog_one2many
ENSMUSG00000094986,ENSMODG00000027444,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024226,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000020161,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024220,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024222,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024238,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024236,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024228,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000022568,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024218,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024219,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024234,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024231,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024243,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000020170,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024230,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024221,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024235,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024232,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024240,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000020169,ortholog_many2many
ENSMUSG00000094986,ENSMODG00000024237,ortholog_many2many
ENSMUSG00000039908,ENSMODG00000002254,ortholog_one2one
ENSMUSG00000070933,,
ENSMUSG00000026849,ENSMODG00000006810,ortholog_one2one
ENSMUSG00000061637,ENSMODG00000027444,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024226,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000020161,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024220,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024222,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024238,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024236,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024228,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000022568,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024218,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024219,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024234,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024231,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024243,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000020170,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024230,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024221,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024235,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024232,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024240,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000020169,ortholog_many2many
ENSMUSG00000061637,ENSMODG00000024237,ortholog_many2many
ENSMUSG00000057715,ENSMODG00000007483,ortholog_one2one
ENSMUSG00000062844,ENSMODG00000027444,ortholog_many2many
ENSMUSG00000062844,ENSMODG00000024226,ortholog_many2many
ENSMUSG00000062844,ENSMODG00000020161,ortholog_many2many
ENSMUSG00000062844,ENSMODG00000024220,ortholog_many2many
ENSMUSG00000062844,ENSMODG00000024222,ortholog_many2many
ENSMUSG00000062844,ENSMODG00000024238,ortholog_many2many
ENSMUSG00000062844,ENSMODG00000024236,ortholog_many2many
ENSMUSG00000062844,ENSMODG00000024228,ortholog_many2many
ENSMUSG00000062844,ENSMODG00000022568,ortholog_many2many
ENSMUSG00000062844,ENSMODG00000024218,ortholog_many2many
