Ensembl Gene ID,Gorilla Ensembl Gene ID,Homology Type
ENSMUSG00000043073,ENSGGOG00000024163,ortholog_many2many
ENSMUSG00000043073,ENSGGOG00000009903,ortholog_many2many
ENSMUSG00000043073,ENSGGOG00000021930,ortholog_many2many
ENSMUSG00000043073,ENSGGOG00000024315,ortholog_many2many
ENSMUSG00000024694,ENSGGOG00000027886,ortholog_many2many
ENSMUSG00000019857,ENSGGOG00000010053,ortholog_one2one
ENSMUSG00000032937,ENSGGOG00000014436,ortholog_one2one
ENSMUSG00000047459,ENSGGOG00000023900,ortholog_one2one
ENSMUSG00000061436,ENSGGOG00000004050,ortholog_one2one
ENSMUSG00000014748,ENSGGOG00000009565,ortholog_one2one
ENSMUSG00000062369,ENSGGOG00000024660,ortholog_many2many
ENSMUSG00000062369,ENSGGOG00000014367,ortholog_many2many
ENSMUSG00000062369,ENSGGOG00000026794,ortholog_many2many
ENSMUSG00000062369,ENSGGOG00000022775,ortholog_many2many
ENSMUSG00000062369,ENSGGOG00000024163,ortholog_many2many
ENSMUSG00000062369,ENSGGOG00000009903,ortholog_many2many
ENSMUSG00000062369,ENSGGOG00000021930,ortholog_many2many
ENSMUSG00000062369,ENSGGOG00000024315,ortholog_many2many
ENSMUSG00000079415,ENSGGOG00000022153,ortholog_one2one
ENSMUSG00000055826,,
ENSMUSG00000047428,ENSGGOG00000008606,ortholog_one2one
ENSMUSG00000032023,ENSGGOG00000006104,ortholog_one2one
ENSMUSG00000066878,ENSGGOG00000027535,ortholog_one2many
ENSMUSG00000032451,ENSGGOG00000010587,ortholog_one2one
ENSMUSG00000054568,ENSGGOG00000024660,ortholog_many2many
ENSMUSG00000054568,ENSGGOG00000014367,ortholog_many2many
ENSMUSG00000054568,ENSGGOG00000026794,ortholog_many2many
ENSMUSG00000054568,ENSGGOG00000022775,ortholog_many2many
ENSMUSG00000054568,ENSGGOG00000024163,ortholog_many2many
ENSMUSG00000054568,ENSGGOG00000009903,ortholog_many2many
ENSMUSG00000054568,ENSGGOG00000021930,ortholog_many2many
ENSMUSG00000054568,ENSGGOG00000024315,ortholog_many2many
ENSMUSG00000059005,ENSGGOG00000006130,ortholog_one2many
ENSMUSG00000031447,ENSGGOG00000003044,ortholog_one2one
ENSMUSG00000028431,ENSGGOG00000004204,ortholog_one2one
ENSMUSG00000030484,ENSGGOG00000011844,ortholog_one2one
ENSMUSG00000073917,,
ENSMUSG00000063582,,
ENSMUSG00000031093,ENSGGOG00000014811,ortholog_one2one
ENSMUSG00000056782,,
ENSMUSG00000054342,ENSGGOG00000005490,ortholog_one2one
ENSMUSG00000031918,ENSGGOG00000010339,ortholog_one2one
ENSMUSG00000034151,ENSGGOG00000023174,ortholog_one2one
ENSMUSG00000056763,ENSGGOG00000027574,ortholog_one2one
ENSMUSG00000048118,ENSGGOG00000027092,ortholog_one2one
ENSMUSG00000057770,,
ENSMUSG00000038515,ENSGGOG00000003049,ortholog_one2one
ENSMUSG00000073916,ENSGGOG00000004886,ortholog_one2one
ENSMUSG00000034285,ENSGGOG00000003774,ortholog_one2one
ENSMUSG00000094685,ENSGGOG00000001132,ortholog_one2many
ENSMUSG00000024695,ENSGGOG00000026119,ortholog_one2one
ENSMUSG00000062006,ENSGGOG00000007650,ortholog_one2many
ENSMUSG00000044705,,
ENSMUSG00000035459,ENSGGOG00000002297,ortholog_one2one
ENSMUSG00000094531,ENSGGOG00000015029,ortholog_many2many
ENSMUSG00000094531,ENSGGOG00000015789,ortholog_many2many
ENSMUSG00000025413,ENSGGOG00000005420,ortholog_one2one
ENSMUSG00000034744,ENSGGOG00000012027,ortholog_one2one
ENSMUSG00000051172,,
ENSMUSG00000096773,ENSGGOG00000015029,ortholog_many2many
ENSMUSG00000096773,ENSGGOG00000015789,ortholog_many2many
ENSMUSG00000019856,ENSGGOG00000010977,ortholog_one2one
ENSMUSG00000043913,ENSGGOG00000000123,ortholog_one2one
ENSMUSG00000073915,,
ENSMUSG00000069456,ENSGGOG00000016783,ortholog_one2many
ENSMUSG00000073914,,
ENSMUSG00000073913,ENSGGOG00000003236,ortholog_one2one
ENSMUSG00000002210,ENSGGOG00000000428,ortholog_one2one
ENSMUSG00000047014,ENSGGOG00000009858,ortholog_one2one
ENSMUSG00000031631,ENSGGOG00000007515,ortholog_one2one
ENSMUSG00000015806,ENSGGOG00000004110,ortholog_one2one
ENSMUSG00000028289,ENSGGOG00000006503,ortholog_one2one
ENSMUSG00000096029,ENSGGOG00000001351,ortholog_one2many
ENSMUSG00000054052,ENSGGOG00000016783,ortholog_one2many
ENSMUSG00000032452,ENSGGOG00000007929,ortholog_one2one
ENSMUSG00000095248,ENSGGOG00000001351,ortholog_one2many
ENSMUSG00000015452,ENSGGOG00000002323,ortholog_one2one
ENSMUSG00000026585,ENSGGOG00000025510,ortholog_one2one
ENSMUSG00000059768,ENSGGOG00000004766,ortholog_many2many
ENSMUSG00000019873,ENSGGOG00000008217,ortholog_one2one
ENSMUSG00000020917,ENSGGOG00000003570,ortholog_one2one
ENSMUSG00000044120,ENSGGOG00000010084,ortholog_one2many
ENSMUSG00000040321,ENSGGOG00000027213,ortholog_one2one
ENSMUSG00000030180,ENSGGOG00000004563,ortholog_one2one
ENSMUSG00000032691,ENSGGOG00000004835,ortholog_one2one
ENSMUSG00000047225,ENSGGOG00000010084,ortholog_one2many
ENSMUSG00000047794,ENSGGOG00000010248,ortholog_one2many
ENSMUSG00000047794,ENSGGOG00000000070,ortholog_one2many
ENSMUSG00000048425,,
ENSMUSG00000045896,ENSGGOG00000003910,ortholog_one2one
ENSMUSG00000073908,ENSGGOG00000017043,ortholog_one2many
ENSMUSG00000020722,ENSGGOG00000012771,ortholog_one2one
ENSMUSG00000025759,ENSGGOG00000006363,ortholog_one2one
ENSMUSG00000073909,ENSGGOG00000017043,ortholog_one2many
ENSMUSG00000073907,ENSGGOG00000017043,ortholog_one2many
ENSMUSG00000029287,ENSGGOG00000000922,ortholog_one2one
ENSMUSG00000050266,,
ENSMUSG00000043948,,
ENSMUSG00000029925,ENSGGOG00000000826,ortholog_one2one
ENSMUSG00000027985,ENSGGOG00000010692,ortholog_one2one
ENSMUSG00000030249,ENSGGOG00000023368,ortholog_one2one
ENSMUSG00000059610,ENSGGOG00000010633,ortholog_one2one
ENSMUSG00000073906,,
ENSMUSG00000021175,ENSGGOG00000004782,ortholog_one2one
ENSMUSG00000062028,ENSGGOG00000012437,ortholog_one2one
ENSMUSG00000034274,ENSGGOG00000003767,ortholog_one2one
ENSMUSG00000048919,,
ENSMUSG00000020723,ENSGGOG00000016673,ortholog_one2one
ENSMUSG00000046223,ENSGGOG00000009182,ortholog_one2one
ENSMUSG00000029627,ENSGGOG00000024905,ortholog_one2many
ENSMUSG00000029627,ENSGGOG00000013650,ortholog_one2many
ENSMUSG00000044061,,
ENSMUSG00000034224,ENSGGOG00000003919,ortholog_one2one
ENSMUSG00000069258,ENSGGOG00000001363,ortholog_one2many
ENSMUSG00000032021,ENSGGOG00000009350,ortholog_one2one
ENSMUSG00000049265,,
ENSMUSG00000024696,ENSGGOG00000001916,ortholog_one2one
ENSMUSG00000054793,ENSGGOG00000009172,ortholog_one2one
ENSMUSG00000029175,ENSGGOG00000004034,ortholog_one2one
ENSMUSG00000036504,,
ENSMUSG00000022435,ENSGGOG00000007261,ortholog_one2one
ENSMUSG00000021846,ENSGGOG00000026340,ortholog_one2one
ENSMUSG00000086361,ENSGGOG00000027364,ortholog_one2one
ENSMUSG00000036246,ENSGGOG00000006016,ortholog_one2one
ENSMUSG00000042567,ENSGGOG00000002819,ortholog_one2one
ENSMUSG00000041548,ENSGGOG00000013385,ortholog_one2one
ENSMUSG00000022434,ENSGGOG00000001710,ortholog_one2one
ENSMUSG00000039853,ENSGGOG00000009185,ortholog_one2one
ENSMUSG00000040938,ENSGGOG00000001277,ortholog_one2one
ENSMUSG00000031835,ENSGGOG00000010784,ortholog_one2one
ENSMUSG00000027602,ENSGGOG00000006431,ortholog_one2one
ENSMUSG00000074639,ENSGGOG00000016783,ortholog_one2many
ENSMUSG00000064264,ENSGGOG00000016413,ortholog_one2one
ENSMUSG00000021345,ENSGGOG00000001363,ortholog_one2many
ENSMUSG00000032842,ENSGGOG00000026443,ortholog_one2one
ENSMUSG00000023033,ENSGGOG00000009177,ortholog_one2one
ENSMUSG00000040373,ENSGGOG00000000009,ortholog_one2one
ENSMUSG00000034189,ENSGGOG00000016026,ortholog_one2one
ENSMUSG00000031389,ENSGGOG00000009770,ortholog_one2one
ENSMUSG00000038507,ENSGGOG00000000828,ortholog_one2one
ENSMUSG00000010797,ENSGGOG00000009721,ortholog_one2one
ENSMUSG00000041037,ENSGGOG00000009162,ortholog_one2one
ENSMUSG00000062822,ENSGGOG00000003565,ortholog_one2one
ENSMUSG00000024236,ENSGGOG00000026771,ortholog_one2one
ENSMUSG00000020396,ENSGGOG00000011976,ortholog_one2one
ENSMUSG00000055991,ENSGGOG00000009555,ortholog_one2one
ENSMUSG00000037876,ENSGGOG00000015694,ortholog_one2one
ENSMUSG00000034730,ENSGGOG00000008974,ortholog_one2one
ENSMUSG00000011632,ENSGGOG00000002532,ortholog_one2one
ENSMUSG00000031831,ENSGGOG00000000941,ortholog_one2one
ENSMUSG00000033033,ENSGGOG00000011652,ortholog_one2one
ENSMUSG00000044465,ENSGGOG00000016021,ortholog_one2one
ENSMUSG00000036339,ENSGGOG00000015629,ortholog_one2one
ENSMUSG00000029177,ENSGGOG00000023861,ortholog_one2one
ENSMUSG00000029279,ENSGGOG00000022996,ortholog_one2one
ENSMUSG00000031633,ENSGGOG00000010437,ortholog_one2one
ENSMUSG00000040134,ENSGGOG00000016783,ortholog_one2many
ENSMUSG00000057147,ENSGGOG00000015517,ortholog_one2one
ENSMUSG00000051768,ENSGGOG00000002526,ortholog_one2one
ENSMUSG00000044468,ENSGGOG00000004149,ortholog_one2one
ENSMUSG00000067851,ENSGGOG00000022243,ortholog_one2one
ENSMUSG00000079258,ENSGGOG00000011656,ortholog_one2one
ENSMUSG00000031861,ENSGGOG00000006010,ortholog_one2one
ENSMUSG00000094219,ENSGGOG00000011662,ortholog_one2one
ENSMUSG00000024109,,
ENSMUSG00000091230,ENSGGOG00000001435,ortholog_one2many
ENSMUSG00000022432,ENSGGOG00000001714,ortholog_one2one
ENSMUSG00000026584,ENSGGOG00000011643,ortholog_one2one
ENSMUSG00000032020,ENSGGOG00000000599,ortholog_one2one
ENSMUSG00000015839,ENSGGOG00000001231,ortholog_one2one
ENSMUSG00000066721,ENSGGOG00000003958,ortholog_one2one
ENSMUSG00000046995,,
ENSMUSG00000024030,ENSGGOG00000014667,ortholog_one2one
ENSMUSG00000021224,ENSGGOG00000002141,ortholog_one2one
ENSMUSG00000006435,ENSGGOG00000011670,ortholog_one2one
ENSMUSG00000031832,ENSGGOG00000000942,ortholog_one2one
ENSMUSG00000031860,ENSGGOG00000006000,ortholog_one2one
ENSMUSG00000042599,ENSGGOG00000003842,ortholog_one2one
ENSMUSG00000037818,ENSGGOG00000011012,ortholog_one2one
ENSMUSG00000064254,ENSGGOG00000003960,ortholog_one2one
ENSMUSG00000008763,ENSGGOG00000014278,ortholog_one2one
ENSMUSG00000002107,ENSGGOG00000009330,ortholog_one2one
ENSMUSG00000031448,ENSGGOG00000027236,ortholog_one2one
ENSMUSG00000078289,ENSGGOG00000028036,ortholog_many2many
ENSMUSG00000041079,ENSGGOG00000007527,ortholog_one2one
ENSMUSG00000038383,ENSGGOG00000006437,ortholog_one2one
ENSMUSG00000032456,ENSGGOG00000012306,ortholog_one2one
ENSMUSG00000074277,ENSGGOG00000009246,ortholog_one2one
ENSMUSG00000009090,ENSGGOG00000006479,ortholog_one2one
ENSMUSG00000010796,ENSGGOG00000002659,ortholog_one2one
ENSMUSG00000035095,ENSGGOG00000016082,ortholog_one2one
ENSMUSG00000056824,ENSGGOG00000002140,ortholog_many2many
ENSMUSG00000050965,ENSGGOG00000015929,ortholog_one2one
ENSMUSG00000057454,ENSGGOG00000012961,ortholog_one2one
ENSMUSG00000096609,,
ENSMUSG00000094984,,
ENSMUSG00000083929,ENSGGOG00000012993,ortholog_one2many
ENSMUSG00000062773,ENSGGOG00000016818,ortholog_one2one
ENSMUSG00000044006,ENSGGOG00000005993,ortholog_one2one
ENSMUSG00000049530,ENSGGOG00000004114,ortholog_one2one
ENSMUSG00000045587,,
ENSMUSG00000048967,ENSGGOG00000005985,ortholog_one2one
ENSMUSG00000078611,ENSGGOG00000026517,ortholog_one2one
ENSMUSG00000058717,,
ENSMUSG00000074635,,
ENSMUSG00000042501,ENSGGOG00000005868,ortholog_one2one
ENSMUSG00000025616,ENSGGOG00000001065,ortholog_one2one
ENSMUSG00000030016,ENSGGOG00000012511,ortholog_one2one
ENSMUSG00000039682,ENSGGOG00000001110,ortholog_one2one
ENSMUSG00000041380,ENSGGOG00000014419,ortholog_one2one
ENSMUSG00000027366,ENSGGOG00000013154,ortholog_one2one
ENSMUSG00000047502,ENSGGOG00000010364,ortholog_one2one
ENSMUSG00000030897,ENSGGOG00000010913,ortholog_one2one
ENSMUSG00000018581,ENSGGOG00000004748,ortholog_one2one
ENSMUSG00000036199,,
ENSMUSG00000026815,ENSGGOG00000015828,ortholog_one2one
ENSMUSG00000021187,ENSGGOG00000009329,ortholog_one2one
ENSMUSG00000007812,ENSGGOG00000002488,ortholog_one2one
ENSMUSG00000074634,ENSGGOG00000004881,ortholog_one2many
ENSMUSG00000052212,ENSGGOG00000014979,ortholog_one2one
ENSMUSG00000001768,ENSGGOG00000016772,ortholog_one2one
ENSMUSG00000015478,ENSGGOG00000002320,ortholog_one2one
ENSMUSG00000028059,ENSGGOG00000005907,ortholog_one2one
ENSMUSG00000047654,ENSGGOG00000005977,ortholog_one2one
ENSMUSG00000040127,ENSGGOG00000008037,ortholog_one2one
ENSMUSG00000030898,ENSGGOG00000007287,ortholog_one2one
ENSMUSG00000094114,ENSGGOG00000004881,ortholog_one2many
ENSMUSG00000005417,ENSGGOG00000005388,ortholog_one2one
ENSMUSG00000046402,ENSGGOG00000012301,ortholog_one2one
ENSMUSG00000074715,ENSGGOG00000012830,ortholog_one2one
ENSMUSG00000029419,ENSGGOG00000023762,ortholog_one2one
ENSMUSG00000031922,ENSGGOG00000013416,ortholog_one2one
ENSMUSG00000020781,ENSGGOG00000009417,ortholog_one2one
ENSMUSG00000093930,ENSGGOG00000001140,ortholog_one2one
ENSMUSG00000032454,ENSGGOG00000010274,ortholog_one2one
ENSMUSG00000054169,ENSGGOG00000012005,ortholog_many2many
ENSMUSG00000036180,ENSGGOG00000005973,ortholog_one2one
ENSMUSG00000050347,ENSGGOG00000024994,ortholog_many2many
ENSMUSG00000029168,ENSGGOG00000016697,ortholog_one2one
ENSMUSG00000051107,,
ENSMUSG00000095675,ENSGGOG00000025682,ortholog_one2many
ENSMUSG00000063919,ENSGGOG00000005338,ortholog_one2one
ENSMUSG00000031289,ENSGGOG00000012153,ortholog_one2one
ENSMUSG00000091955,,
ENSMUSG00000029924,ENSGGOG00000011497,ortholog_one2one
ENSMUSG00000015087,ENSGGOG00000014721,ortholog_one2many
ENSMUSG00000015087,ENSGGOG00000027318,ortholog_one2many
ENSMUSG00000015087,ENSGGOG00000024530,ortholog_one2many
ENSMUSG00000094695,,
ENSMUSG00000037060,ENSGGOG00000009573,ortholog_one2one
ENSMUSG00000070420,ENSGGOG00000016950,ortholog_one2one
ENSMUSG00000029333,ENSGGOG00000001423,ortholog_one2one
ENSMUSG00000062732,ENSGGOG00000010514,ortholog_one2one
ENSMUSG00000022431,ENSGGOG00000001720,ortholog_one2one
ENSMUSG00000095930,ENSGGOG00000001138,ortholog_one2one
ENSMUSG00000024266,ENSGGOG00000000944,ortholog_one2one
ENSMUSG00000037049,ENSGGOG00000002120,ortholog_one2one
ENSMUSG00000050945,ENSGGOG00000002677,ortholog_one2one
ENSMUSG00000093996,,
ENSMUSG00000051074,,
ENSMUSG00000002897,ENSGGOG00000012575,ortholog_one2one
ENSMUSG00000041406,ENSGGOG00000016160,ortholog_one2one
ENSMUSG00000011349,ENSGGOG00000015274,ortholog_one2one
ENSMUSG00000094870,ENSGGOG00000002252,ortholog_one2one
ENSMUSG00000005043,ENSGGOG00000013276,ortholog_one2one
ENSMUSG00000037032,ENSGGOG00000002121,ortholog_one2one
ENSMUSG00000045246,ENSGGOG00000001556,ortholog_one2one
ENSMUSG00000048960,ENSGGOG00000025407,ortholog_one2one
ENSMUSG00000094626,ENSGGOG00000025963,ortholog_one2one
ENSMUSG00000017667,ENSGGOG00000014681,ortholog_one2one
ENSMUSG00000041512,,
ENSMUSG00000032458,ENSGGOG00000005780,ortholog_one2one
ENSMUSG00000042410,ENSGGOG00000012114,ortholog_one2one
ENSMUSG00000044367,ENSGGOG00000001274,ortholog_one2one
ENSMUSG00000024238,ENSGGOG00000010090,ortholog_one2one
ENSMUSG00000058979,ENSGGOG00000012285,ortholog_one2one
ENSMUSG00000023336,ENSGGOG00000013828,ortholog_one2one
ENSMUSG00000029923,ENSGGOG00000000615,ortholog_one2one
ENSMUSG00000021451,ENSGGOG00000003083,ortholog_one2one
ENSMUSG00000021953,ENSGGOG00000000125,ortholog_one2one
ENSMUSG00000030895,ENSGGOG00000003976,ortholog_one2one
ENSMUSG00000006369,ENSGGOG00000001723,ortholog_one2one
ENSMUSG00000036093,ENSGGOG00000002066,ortholog_one2one
ENSMUSG00000066900,ENSGGOG00000024799,ortholog_one2many
ENSMUSG00000066900,ENSGGOG00000011016,ortholog_one2many
ENSMUSG00000031858,ENSGGOG00000002989,ortholog_one2one
ENSMUSG00000006784,ENSGGOG00000003581,ortholog_one2one
ENSMUSG00000027670,ENSGGOG00000023588,ortholog_one2one
ENSMUSG00000063296,ENSGGOG00000028620,ortholog_one2one
ENSMUSG00000034201,ENSGGOG00000012228,ortholog_one2one
ENSMUSG00000040952,ENSGGOG00000015279,ortholog_one2one
ENSMUSG00000069804,,
ENSMUSG00000034254,ENSGGOG00000002319,ortholog_one2one
ENSMUSG00000017453,ENSGGOG00000012368,ortholog_one2one
ENSMUSG00000051076,ENSGGOG00000025814,ortholog_one2one
ENSMUSG00000034871,ENSGGOG00000009946,ortholog_one2many
ENSMUSG00000034871,ENSGGOG00000025992,ortholog_one2many
ENSMUSG00000038506,ENSGGOG00000027172,ortholog_one2one
ENSMUSG00000070419,ENSGGOG00000003894,ortholog_many2many
ENSMUSG00000070419,ENSGGOG00000002076,ortholog_many2many
ENSMUSG00000070419,ENSGGOG00000003875,ortholog_many2many
ENSMUSG00000033219,,
ENSMUSG00000053617,ENSGGOG00000011676,ortholog_one2one
ENSMUSG00000029922,ENSGGOG00000023977,ortholog_one2many
ENSMUSG00000029922,ENSGGOG00000022524,ortholog_one2many
ENSMUSG00000029922,ENSGGOG00000024940,ortholog_one2many
ENSMUSG00000029922,ENSGGOG00000025144,ortholog_one2many
ENSMUSG00000033805,ENSGGOG00000000116,ortholog_one2one
ENSMUSG00000021346,ENSGGOG00000001363,ortholog_one2many
ENSMUSG00000025330,ENSGGOG00000015246,ortholog_one2one
ENSMUSG00000094237,,
ENSMUSG00000018459,ENSGGOG00000004452,ortholog_one2one
ENSMUSG00000021848,ENSGGOG00000004038,ortholog_one2one
ENSMUSG00000095514,,
ENSMUSG00000036989,ENSGGOG00000013289,ortholog_one2one
ENSMUSG00000024029,ENSGGOG00000014678,ortholog_one2one
ENSMUSG00000096284,,
ENSMUSG00000003379,ENSGGOG00000015280,ortholog_one2one
ENSMUSG00000096175,,
ENSMUSG00000095234,,
ENSMUSG00000078537,,
ENSMUSG00000096892,,
ENSMUSG00000095029,,
ENSMUSG00000091255,,
ENSMUSG00000095609,,
ENSMUSG00000096323,,
ENSMUSG00000098557,,
ENSMUSG00000038656,ENSGGOG00000003894,ortholog_many2many
ENSMUSG00000038656,ENSGGOG00000002076,ortholog_many2many
ENSMUSG00000038656,ENSGGOG00000003875,ortholog_many2many
ENSMUSG00000095653,,
ENSMUSG00000034209,ENSGGOG00000012236,ortholog_one2one
ENSMUSG00000093909,,
ENSMUSG00000047171,ENSGGOG00000001324,ortholog_one2one
ENSMUSG00000094027,,
ENSMUSG00000020652,ENSGGOG00000004072,ortholog_one2one
ENSMUSG00000011306,ENSGGOG00000002984,ortholog_one2one
ENSMUSG00000024028,ENSGGOG00000014685,ortholog_one2one
ENSMUSG00000063846,,
ENSMUSG00000095779,,
ENSMUSG00000034112,ENSGGOG00000015486,ortholog_one2one
ENSMUSG00000000317,ENSGGOG00000009787,ortholog_one2one
ENSMUSG00000089809,,
ENSMUSG00000095071,,
ENSMUSG00000038375,ENSGGOG00000004118,ortholog_one2one
ENSMUSG00000072188,,
ENSMUSG00000022454,ENSGGOG00000007812,ortholog_one2one
ENSMUSG00000094066,,
ENSMUSG00000034139,ENSGGOG00000010539,ortholog_one2one
ENSMUSG00000033794,,
ENSMUSG00000096260,,
ENSMUSG00000003746,ENSGGOG00000007801,ortholog_one2one
ENSMUSG00000035078,ENSGGOG00000016267,ortholog_one2one
ENSMUSG00000096596,ENSGGOG00000025682,ortholog_one2many
ENSMUSG00000021078,ENSGGOG00000001739,ortholog_one2one
ENSMUSG00000025396,ENSGGOG00000009606,ortholog_one2one
ENSMUSG00000032459,ENSGGOG00000014871,ortholog_one2one
ENSMUSG00000034105,ENSGGOG00000000868,ortholog_one2one
ENSMUSG00000038827,ENSGGOG00000004222,ortholog_one2one
ENSMUSG00000045608,ENSGGOG00000004664,ortholog_one2one
ENSMUSG00000091897,,
ENSMUSG00000041396,ENSGGOG00000015904,ortholog_one2one
ENSMUSG00000015804,ENSGGOG00000001114,ortholog_one2one
ENSMUSG00000070632,ENSGGOG00000013288,ortholog_one2one
ENSMUSG00000022126,ENSGGOG00000014878,ortholog_one2one
ENSMUSG00000091080,ENSGGOG00000001891,ortholog_many2many
ENSMUSG00000091080,ENSGGOG00000027421,ortholog_many2many
ENSMUSG00000031827,ENSGGOG00000012049,ortholog_one2many
ENSMUSG00000031827,ENSGGOG00000025201,ortholog_one2many
ENSMUSG00000021079,ENSGGOG00000001743,ortholog_one2one
ENSMUSG00000025328,ENSGGOG00000015235,ortholog_one2one
ENSMUSG00000024032,ENSGGOG00000014689,ortholog_one2one
ENSMUSG00000091014,ENSGGOG00000003741,ortholog_one2one
ENSMUSG00000038497,ENSGGOG00000010596,ortholog_one2one
ENSMUSG00000063058,ENSGGOG00000001891,ortholog_many2many
ENSMUSG00000063058,ENSGGOG00000027421,ortholog_many2many
ENSMUSG00000074738,ENSGGOG00000025413,ortholog_one2one
ENSMUSG00000097643,,
ENSMUSG00000031828,ENSGGOG00000012990,ortholog_one2one
ENSMUSG00000094230,,
ENSMUSG00000022125,ENSGGOG00000013888,ortholog_one2one
ENSMUSG00000046272,,
ENSMUSG00000039725,ENSGGOG00000002063,ortholog_one2many
ENSMUSG00000090470,ENSGGOG00000001891,ortholog_many2many
ENSMUSG00000090470,ENSGGOG00000027421,ortholog_many2many
ENSMUSG00000045126,,
ENSMUSG00000042694,ENSGGOG00000008979,ortholog_one2one
ENSMUSG00000091938,ENSGGOG00000002939,ortholog_one2many
ENSMUSG00000057817,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000074123,,
ENSMUSG00000033233,ENSGGOG00000014996,ortholog_one2one
ENSMUSG00000096826,ENSGGOG00000002935,ortholog_many2many
ENSMUSG00000096826,ENSGGOG00000024656,ortholog_many2many
ENSMUSG00000060303,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000000632,ENSGGOG00000012350,ortholog_one2one
ENSMUSG00000029038,ENSGGOG00000004421,ortholog_one2one
ENSMUSG00000036151,ENSGGOG00000002983,ortholog_one2one
ENSMUSG00000025395,ENSGGOG00000013577,ortholog_one2one
ENSMUSG00000048456,,
ENSMUSG00000018796,ENSGGOG00000009966,ortholog_one2one
ENSMUSG00000026582,ENSGGOG00000005841,ortholog_one2one
ENSMUSG00000030881,ENSGGOG00000005072,ortholog_one2one
ENSMUSG00000035067,ENSGGOG00000009379,ortholog_one2one
ENSMUSG00000050397,ENSGGOG00000024690,ortholog_one2one
ENSMUSG00000049498,,
ENSMUSG00000068601,,
ENSMUSG00000015879,ENSGGOG00000007263,ortholog_one2one
ENSMUSG00000025329,ENSGGOG00000015044,ortholog_one2one
ENSMUSG00000062892,,
ENSMUSG00000064210,ENSGGOG00000004865,ortholog_one2one
ENSMUSG00000040904,ENSGGOG00000009778,ortholog_one2many
ENSMUSG00000041225,ENSGGOG00000012753,ortholog_one2one
ENSMUSG00000006490,ENSGGOG00000001363,ortholog_one2many
ENSMUSG00000046913,ENSGGOG00000023583,ortholog_one2one
ENSMUSG00000071226,ENSGGOG00000015014,ortholog_one2one
ENSMUSG00000022603,,
ENSMUSG00000094755,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000007594,ENSGGOG00000002981,ortholog_one2one
ENSMUSG00000022124,ENSGGOG00000007005,ortholog_one2one
ENSMUSG00000032463,ENSGGOG00000011492,ortholog_one2one
ENSMUSG00000094986,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000039908,ENSGGOG00000000625,ortholog_one2one
ENSMUSG00000070933,,
ENSMUSG00000026849,ENSGGOG00000013356,ortholog_one2one
ENSMUSG00000061637,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000057715,ENSGGOG00000015731,ortholog_one2one
ENSMUSG00000062844,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000019756,ENSGGOG00000001363,ortholog_one2many
ENSMUSG00000057503,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000044060,ENSGGOG00000000596,ortholog_one2one
ENSMUSG00000002341,ENSGGOG00000002977,ortholog_one2one
ENSMUSG00000045883,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000038456,ENSGGOG00000011405,ortholog_one2one
ENSMUSG00000094721,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000075552,ENSGGOG00000003894,ortholog_many2many
ENSMUSG00000075552,ENSGGOG00000002076,ortholog_many2many
ENSMUSG00000075552,ENSGGOG00000003875,ortholog_many2many
ENSMUSG00000034853,ENSGGOG00000009929,ortholog_one2one
ENSMUSG00000026581,ENSGGOG00000024661,ortholog_one2one
ENSMUSG00000027984,ENSGGOG00000004423,ortholog_one2one
ENSMUSG00000096365,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000028927,ENSGGOG00000016279,ortholog_one2one
ENSMUSG00000062199,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000096485,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000034601,ENSGGOG00000023197,ortholog_one2one
ENSMUSG00000024034,ENSGGOG00000007461,ortholog_one2one
ENSMUSG00000000568,ENSGGOG00000026760,ortholog_one2one
ENSMUSG00000049015,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000089847,ENSGGOG00000005077,ortholog_one2one
ENSMUSG00000063777,ENSGGOG00000027316,ortholog_one2many
ENSMUSG00000038122,ENSGGOG00000022430,ortholog_one2one
ENSMUSG00000074919,,
ENSMUSG00000029166,ENSGGOG00000016912,ortholog_one2one
ENSMUSG00000017412,ENSGGOG00000001763,ortholog_one2one
ENSMUSG00000009079,ENSGGOG00000012212,ortholog_one2one
ENSMUSG00000096320,,
ENSMUSG00000044860,,
ENSMUSG00000015597,ENSGGOG00000012851,ortholog_one2one
ENSMUSG00000095189,,
ENSMUSG00000096273,,
ENSMUSG00000027983,ENSGGOG00000014716,ortholog_one2one
ENSMUSG00000096708,,
ENSMUSG00000038816,ENSGGOG00000004228,ortholog_one2one
ENSMUSG00000071629,,
ENSMUSG00000028337,ENSGGOG00000009190,ortholog_one2one
ENSMUSG00000020831,ENSGGOG00000009783,ortholog_one2one
